# Fanning and Palmyra Island Oxygen Isotope and Nino3.4 Reconstructions from 1863-2016 CE
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/30493
#       Description: NOAA Landing Page
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/sanchez2020/sanchez2020-fanning.txt
#       Description: Location of this template
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: oxygen isotopes
#--------------------
# Contribution_Date
#	Date: 2020-07-17
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2020-08-25
#--------------------
# Title
#	Study_Name: Fanning and Palmyra Island Oxygen Isotope and Nino3.4 Reconstructions from 1863-2016 CE
#--------------------
# Investigators
#       Investigators: Sanchez, S.C.; Westphal, N.; Haug, G.H; Cheng, Hai; Edwards, R.L.; Schneider, T.; Cobb, K.M; Charles, C.D.   
#--------------------
# Description_and_Notes
#	Description: This study has data from Fanning and Palmyra Islands. The data from Fanning Island (3.9N, 159W) are oxygen isotopic measurements from fossil and living corals. The fossil corals (F4 and F5) were dated using U/Th chemistry. The sequences range in age from 1863 to 2005 and are presented at  monthly resolution. We include the full Fanning reconstruction used in the FPrecon reconstruction as the d18O_FPrecon timeseries, and the three constituent subcomponents, the Fanning F5 record (1863-1888), and the raw and scaled Fanning F4 record (1907-1944), and the modern Fanning record (1949-2005, as used in Cobb et al. 2013). Our analysis indicates that the d18O_scaled timeseries is the most appropriate for reconstructing larger scale climate variability. For more information on the decision to scale the Fanning F4 record, please see the manuscript and associated supplementary materials. 
#         The data from Palmyra Island are oxygen isotopic measurements from living, modern corals. We include the Palmyra composite used in this study as the d18O_FPrecon time series, as well the two constituent subcomponents, the Palmyra RT10 record (1995-2016), and the Cobb et al. 2001 Palmyra record (1886-1998).
#	This study also contains the reconstructed indices from the applying RegEM algorithm to central tropical Pacific coral and (unless otherwise noted) instrumental archives. See the paper and the Supplementary Information of the Paleoceanography and Paleoclimatology paper for additional information on the sensitivity of the reconstructions to input data and methodology. 
#--------------------
# Publication 
#  Authors: Sanchez, S.C., Westphal, N., Haug, G.H., Cheng, H., Edwards, R.L., Schneider, T., Cobb, K.M. and Charles, C.D.  
#  Published_Date_or_Year: 2020  
#  Published_Title: A Continuous Record of Central Tropical Pacific Climate Since the Midnineteenth Century Reconstructed From Fanning and Palmyra Island Corals: A Case Study in Coral Data Reanalysis
#  Journal_Name: Paleoceanography and Paleoclimatology
#  Volume: 35
#  Edition: 
#  Issue: 
#  Pages: 
#  Report_Number: e2020PA003848
#  DOI: 10.1029/2020PA003848
#  Online_Resource: 
#  Full_Citation:
#  Abstract: Accurate estimation of central tropical Pacific (CTP) climate variability on interannual to centennial timescales is required for robust projections of future global climate trends. Here we outline an approach that blends instrumental and coral proxy observations to yield a continuous, monthly- resolved record of climate evolution in the CTP spanning the past 160 years. We concatenate coral oxygen isotope (δ18O) records from multiple living and fossil corals collected from Fanning Island (4°N, 160°W) and Palmyra Island (5°N; 162°W) located in the heart of the El Niño-Southern Oscillation. We use the Regularized Expectation Maximization (RegEM) method to impute missing data across short gaps of 5 to 23 years within and beyond individual coral records. The resulting monthly-resolved Fanning/Palmyra Island climate record spans continuously from 1863 to 2016 and provides an example of how extended time series can be built from shorter coral segments. The extended record highlights the strong trend toward warmer and wetter mean conditions in late 20th century, in agreement with the majority of climate model hindcast simulations. The continuous reconstruction also enables a direct comparison of four exceptionally strong El Niño events (1877-78, 1940-41, and 1997-8 and 2015-6). Three of these very strong El Niño events in the central tropical Pacific featured a precursor warm event in the prior year, and that may have favored the development of a strong El Niño event.
#------------------
# Site_Information 
#       Site_Name: Fanning Island, Line Islands, Kiribati
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean>Kiribati
#	Country: Republic of Kiribati
#	Northernmost_Latitude: 3.906228
# 	Southernmost_Latitude: 3.906228
# 	Easternmost_Longitude: -159.285932
# 	Westernmost_Longitude: -159.285932
# 	Elevation: 
#------------------
# Data_Collection   
#	Collection_Name: Fanning d18O Sanchez2020
#	Earliest_Year: 1863
#	Most_Recent_Year: 2005
#	Time_Unit: CE
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name:  
#	Common_Name: 
#------------------
# Chronology_Section
# Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## age	age, , ,year Common Era, , Corals and Sclerosponges,,,N,
## d18O_FPrecon	delta 18O,,,per mil VPDB,,Corals and Sclerosponges,,,N,full Fanning record used in the FPrecon reconstruction
## d18O_raw	delta 18O,,,per mil VPDB,,Corals and Sclerosponges,,,N,F4 raw values
## d18O_scaled	delta 18O,,,per mil VPDB,,Corals and Sclerosponges,, ,N,F4 variance adjusted to better represent non-local variability
## notes	notes,,, ,,Corals and Sclerosponges,,,C,Source of d18O data
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NAN
#
age	d18O_FPrecon	d18O_raw	d18O_scaled	source
1863.42	-4.63	-4.63	NAN	Fanning F5 d18O
1863.5	-4.7	-4.7	NAN	Fanning F5 d18O
1863.58	-4.6	-4.6	NAN	Fanning F5 d18O
1863.67	-4.51	-4.51	NAN	Fanning F5 d18O
1863.75	-4.41	-4.41	NAN	Fanning F5 d18O
1863.83	-4.44	-4.44	NAN	Fanning F5 d18O
1863.92	-4.52	-4.52	NAN	Fanning F5 d18O
1864	-4.56	-4.56	NAN	Fanning F5 d18O
1864.08	-4.49	-4.49	NAN	Fanning F5 d18O
1864.17	-4.46	-4.46	NAN	Fanning F5 d18O
1864.25	-4.51	-4.51	NAN	Fanning F5 d18O
1864.33	-4.46	-4.46	NAN	Fanning F5 d18O
1864.42	-4.54	-4.54	NAN	Fanning F5 d18O
1864.5	-4.58	-4.58	NAN	Fanning F5 d18O
1864.58	-4.5	-4.5	NAN	Fanning F5 d18O
1864.67	-4.49	-4.49	NAN	Fanning F5 d18O
1864.75	-4.48	-4.48	NAN	Fanning F5 d18O
1864.83	-4.5	-4.5	NAN	Fanning F5 d18O
1864.92	-4.47	-4.47	NAN	Fanning F5 d18O
1865	-4.52	-4.52	NAN	Fanning F5 d18O
1865.08	-4.53	-4.53	NAN	Fanning F5 d18O
1865.17	-4.58	-4.58	NAN	Fanning F5 d18O
1865.25	-4.65	-4.65	NAN	Fanning F5 d18O
1865.33	-4.66	-4.66	NAN	Fanning F5 d18O
1865.42	-4.77	-4.77	NAN	Fanning F5 d18O
1865.5	-4.83	-4.83	NAN	Fanning F5 d18O
1865.58	-4.74	-4.74	NAN	Fanning F5 d18O
1865.67	-4.71	-4.71	NAN	Fanning F5 d18O
1865.75	-4.68	-4.68	NAN	Fanning F5 d18O
1865.83	-4.65	-4.65	NAN	Fanning F5 d18O
1865.92	-4.6	-4.6	NAN	Fanning F5 d18O
1866	-4.67	-4.67	NAN	Fanning F5 d18O
1866.08	-4.68	-4.68	NAN	Fanning F5 d18O
1866.17	-4.68	-4.68	NAN	Fanning F5 d18O
1866.25	-4.7	-4.7	NAN	Fanning F5 d18O
1866.33	-4.76	-4.76	NAN	Fanning F5 d18O
1866.42	-4.77	-4.77	NAN	Fanning F5 d18O
1866.5	-4.76	-4.76	NAN	Fanning F5 d18O
1866.58	-4.8	-4.8	NAN	Fanning F5 d18O
1866.67	-4.76	-4.76	NAN	Fanning F5 d18O
1866.75	-4.71	-4.71	NAN	Fanning F5 d18O
1866.83	-4.73	-4.73	NAN	Fanning F5 d18O
1866.92	-4.82	-4.82	NAN	Fanning F5 d18O
1867	-4.78	-4.78	NAN	Fanning F5 d18O
1867.08	-4.71	-4.71	NAN	Fanning F5 d18O
1867.17	-4.78	-4.78	NAN	Fanning F5 d18O
1867.25	-4.89	-4.89	NAN	Fanning F5 d18O
1867.33	-4.76	-4.76	NAN	Fanning F5 d18O
1867.42	-4.72	-4.72	NAN	Fanning F5 d18O
1867.5	-4.74	-4.74	NAN	Fanning F5 d18O
1867.58	-4.92	-4.92	NAN	Fanning F5 d18O
1867.67	-4.98	-4.98	NAN	Fanning F5 d18O
1867.75	-4.94	-4.94	NAN	Fanning F5 d18O
1867.83	-4.85	-4.85	NAN	Fanning F5 d18O
1867.92	-4.71	-4.71	NAN	Fanning F5 d18O
1868	-4.74	-4.74	NAN	Fanning F5 d18O
1868.08	-4.78	-4.78	NAN	Fanning F5 d18O
1868.17	-4.71	-4.71	NAN	Fanning F5 d18O
1868.25	-4.61	-4.61	NAN	Fanning F5 d18O
1868.33	-4.66	-4.66	NAN	Fanning F5 d18O
1868.42	-4.75	-4.75	NAN	Fanning F5 d18O
1868.5	-4.83	-4.83	NAN	Fanning F5 d18O
1868.58	-4.82	-4.82	NAN	Fanning F5 d18O
1868.67	-4.73	-4.73	NAN	Fanning F5 d18O
1868.75	-4.85	-4.85	NAN	Fanning F5 d18O
1868.83	-4.85	-4.85	NAN	Fanning F5 d18O
1868.92	-4.85	-4.85	NAN	Fanning F5 d18O
1869	-4.76	-4.76	NAN	Fanning F5 d18O
1869.08	-4.81	-4.81	NAN	Fanning F5 d18O
1869.17	-4.83	-4.83	NAN	Fanning F5 d18O
1869.25	-4.93	-4.93	NAN	Fanning F5 d18O
1869.33	-4.97	-4.97	NAN	Fanning F5 d18O
1869.42	-4.99	-4.99	NAN	Fanning F5 d18O
1869.5	-4.98	-4.98	NAN	Fanning F5 d18O
1869.58	-5.01	-5.01	NAN	Fanning F5 d18O
1869.67	-4.91	-4.91	NAN	Fanning F5 d18O
1869.75	-4.85	-4.85	NAN	Fanning F5 d18O
1869.83	-4.83	-4.83	NAN	Fanning F5 d18O
1869.92	-4.84	-4.84	NAN	Fanning F5 d18O
1870	-4.82	-4.82	NAN	Fanning F5 d18O
1870.08	-4.72	-4.72	NAN	Fanning F5 d18O
1870.17	-4.73	-4.73	NAN	Fanning F5 d18O
1870.25	-4.67	-4.67	NAN	Fanning F5 d18O
1870.33	-4.76	-4.76	NAN	Fanning F5 d18O
1870.42	-4.65	-4.65	NAN	Fanning F5 d18O
1870.5	-4.64	-4.64	NAN	Fanning F5 d18O
1870.58	-4.69	-4.69	NAN	Fanning F5 d18O
1870.67	-4.89	-4.89	NAN	Fanning F5 d18O
1870.75	-4.91	-4.91	NAN	Fanning F5 d18O
1870.83	-4.9	-4.9	NAN	Fanning F5 d18O
1870.92	-4.95	-4.95	NAN	Fanning F5 d18O
1871	-4.79	-4.79	NAN	Fanning F5 d18O
1871.08	-4.81	-4.81	NAN	Fanning F5 d18O
