Okinawa 10 Year Coral Bleaching Stable Isotope Data 
----------------------------------------------------------------------- 
               World Data Center for Paleoclimatology, Boulder 
                                  and 
                     NOAA Paleoclimatology Program 
----------------------------------------------------------------------- 
NOTE: Please cite original reference when using these data, 
plus the data file URL and date accessed. 

NAME OF DATA SET: Okinawa 10 Year Coral Bleaching Stable Isotope Data 
LAST UPDATE: 3/2012 (Original receipt by WDC Paleo) 
CONTRIBUTORS: Rosenfeld, M., A. Shemesh, R. Yam, K. Sakai, 
and Y. Loya 
IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2012-030 


WDC PALEO CONTRIBUTION SERIES CITATION: 
Rosenfeld, M., et al. 2012. 
Okinawa 10 Year Coral Bleaching Stable Isotope Data. 
IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series # 2012-030. 
NOAA/NCDC Paleoclimatology Program, Boulder CO, USA. 


ORIGINAL REFERENCE: 
Rosenfeld, M., A. Shemesh, R. Yam, K. Sakai, and Y. Loya. 2006. 
Impact of the 1998 bleaching event on d18O records of Okinawa corals. 
Marine Ecology Progress Series, Vol. 314, pp. 127-133. 
doi:10.3354/meps314127 
http://www.int-res.com/abstracts/meps/v314/p127-133/ 

ABSTRACT: 
Oxygen isotope compositions of Porites sp. were measured in order 
to examine the effect of the 1998 bleaching event on the skeletal 
record of 6 neighboring colonies from Sesoko Island, Okinawa, Japan. 
A d18Oc-SST dependency of 0.18‰/°C was calculated using a 10 yr 
record, well within accepted calibrations. The skeleton portion 
accreted during 1998 exhibited 0.3‰ enrichment in d18O, which differs 
from the depleted values expected during abnormally high SST conditions. 
Growth rate changed significantly during the bleaching event, 
and its manifestation in skeletal d18O masked the temperature signal. 
The d18O variance among the 6 colonies was noticeably higher during 
1998 in comparison with 1997 and 1999. A residual analysis revealed 
that 75% of the inter-annual variation of the d18O record is explained 
by variation in annual extension rate. The increase in d18O variance 
is proposed as a novel indicator for stressful environmental conditions. 



GEOGRAPHIC REGION: Western Pacific 
PERIOD OF RECORD: 1995 - 2000 AD 

FUNDING SOURCE: 
Japanese Ministry of Science, Education, Culture and Sports 



DATA FILE URLS: 
ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/okinawa2006.txt 
ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/okinawa2006.xls 



DESCRIPTION: 
Coral stable isotope (d18O and d13C) data at sub-monthly resolution 
from 6 corals collected near Sesoko Island, Okinawa, Japan. 
Data span the 1998 bleaching event. 

Sesoko Island, Okinawa, Japan: 26°38'N, 127°52'E 



DATA: 
1. Rosenfeld et al. 2006 Sesoko Island coral S10 Stable Isotope data
d13C and d18O, per mil VPDB

                 Resampled
Date                  Date         d13C         d18O
February-96    35117.16067      -4.0275    -2.877589
March-96       35127.15108    -4.042906    -2.635299
March-96       35137.14149    -4.086967    -2.496603
March-96       35147.13189    -4.162688    -2.472369
April-96        35157.1223    -4.274556    -2.428586
April-96       35167.11271     -4.45541    -2.347335
April-96       35177.10312     -4.59806    -2.272953
May-96         35187.09353    -4.617124    -2.222686
May-96         35197.08393    -4.644651    -2.174608
May-96         35207.07434    -4.761285    -2.128976
June-96        35217.06475    -4.892086    -2.084549
June-96        35227.05516     -5.03687    -2.048178
June-96        35237.04556    -5.184075    -2.006166
July-96        35247.03597    -5.307784    -1.789218
July-96        35257.02638    -5.420686    -1.500475
July-96        35267.01679    -5.419605    -1.343664
July-96        35277.00719    -5.344031     -1.29114
August-96       35286.9976    -5.314691    -1.452642
August-96      35296.98801    -5.295145    -1.697307
August-96      35306.97842    -5.244453    -2.008406
September-96   35316.96883    -5.211544    -2.222458
September-96   35326.95923    -5.240399    -2.143163
September-96   35336.94964    -5.248634    -2.093763
October-96     35346.94005    -5.224638    -2.106636
October-96     35356.93046    -5.189829    -2.143183
October-96     35366.92086    -5.138381    -2.205392
November-96    35376.91127    -4.961087    -2.409227
November-96    35386.90168    -4.760234    -2.653417
November-96    35396.89209    -4.628633    -2.888011
December-96    35406.88249    -4.527757    -3.086949
December-96     35416.8729    -4.477594    -3.204289
December-96    35426.86331    -4.444504    -3.283094
January-97     35436.85372    -4.431127    -3.320819
January-97     35446.84413    -4.545861    -3.303821
January-97     35456.83453    -4.685482    -3.240758
February-97    35466.82494    -4.349923    -3.007287
February-97    35476.81535    -4.005942    -2.758527
February-97    35486.80576    -4.183648    -2.642942
March-97       35496.79616    -4.338192    -2.602561
March-97       35506.78657    -4.247442    -2.734786
March-97       35516.77698    -4.229035    -2.808554
April-97       35526.76739    -4.375366    -2.752247
April-97       35536.75779    -4.485281    -2.747753
April-97        35546.7482    -4.547355    -2.807581
May-97         35556.73861    -4.571558    -2.736627
May-97         35566.72902     -4.56914    -2.565655
May-97         35576.71942    -4.631494    -2.343309
June-97        35586.70983    -4.734963      -2.0999
June-97        35596.70024    -4.962696    -1.919007
June-97        35606.69065    -5.214729    -1.774249
July-97        35616.68106    -5.350914    -1.748487
July-97        35626.67146    -5.433761    -1.751195
July-97        35636.66187    -5.379693    -1.775152
August-97      35646.65228    -5.390819    -1.889312
August-97      35656.64269    -5.426705    -2.077179
August-97      35666.63309    -5.390607    -2.306233
September-97    35676.6235    -5.396659    -2.141302
September-97   35686.61391    -5.395377    -1.985771
September-97   35696.60432     -5.35651    -2.096185
October-97     35706.59472    -5.413775    -1.829555
October-97     35716.58513    -5.415208    -1.734814
October-97     35726.57554     -5.29472    -1.959993
November-97    35736.56595    -5.025988    -2.212931
November-97    35746.55636    -4.910143    -2.604675
November-97    35756.54676    -4.918376     -2.98632
December-97    35766.53717    -4.917528    -3.010972
December-97    35776.52758    -4.876337    -3.186207
December-97    35786.51799    -4.804491    -3.406224
January-98     35796.50839    -4.702334    -3.547775
January-98      35806.4988    -4.574483    -3.691602
January-98     35816.48921    -4.478575    -3.649726
January-98     35826.47962    -4.421751     -3.38746
February-98    35836.47002    -4.273329     -3.34633
February-98    35846.46043    -4.213896    -3.323692
March-98       35856.45084    -4.242741      -3.2827
March-98       35866.44125    -4.271586    -3.241709
March-98       35876.43166    -4.297593    -3.202994
April-98       35886.42206    -4.300003    -3.183207
April-98       35896.41247    -4.297136    -3.167654
April-98       35906.40288    -4.294268    -3.152101
May-98         35916.39328    -4.325278    -3.043157
May-98         35926.38369     -4.42625    -2.741341
May-98          35936.3741     -4.52935    -2.433661
May-98         35946.36451    -4.631275    -2.131238
June-98        35956.35492    -4.684351    -2.047435
June-98        35966.34532    -4.711728    -2.078641
June-98        35976.33573    -4.739105    -2.109847
July-98        35986.32614    -4.790411    -2.164234
July-98        35996.31655      -4.9588    -2.332045
July-98        36006.30695    -5.142866    -2.515043
August-98      36016.29736    -5.326933     -2.69804
August-98      36026.28777    -5.363846    -2.756567
August-98      36036.27818    -5.207895    -2.651957
September-98   36046.26859    -5.077982    -2.550765
September-98   36056.25899    -5.048482    -2.465033
September-98    36066.2494    -5.034343    -2.384065
October-98     36076.23981    -5.099875    -2.348087
October-98     36086.23022    -5.190634    -2.326343
October-98     36096.22062    -5.234454    -2.251764
November-98    36106.21103    -5.235323    -2.128838
November-98    36116.20144    -5.158135    -2.087507
November-98    36126.19185    -4.869921    -2.266765
December-98    36136.18225     -4.58171      -2.4375
December-98    36146.17266    -4.393539    -2.431207
December-98    36156.16307    -4.229436    -2.385338
January-99     36166.15348    -4.180645    -2.405697
January-99     36176.14389    -4.206646    -2.469011
January-99     36186.13429    -4.194631    -2.459478
February-99     36196.1247      -4.1078     -2.30658
February-99    36206.11511    -4.030546    -2.143749
February-99    36216.10552    -4.019606    -1.945867
March-99       36226.09592    -4.029223    -1.762591
March-99       36236.08633    -4.096633    -1.695879
March-99       36246.07674    -4.187208    -1.664414
April-99       36256.06715    -4.358665    -1.729288
April-99       36266.05755    -4.526202     -1.80684
April-99       36276.04796    -4.594108    -1.867442
May-99         36286.03837    -4.647307    -1.920956
May-99         36296.02878    -4.709478    -1.948898
May-99         36306.01919     -4.79536    -1.969968
June-99        36316.00959    -5.013651    -1.975108
June-99              36326    -5.193793    -1.976987






6. Rosenfeld et al. 2006 Sesoko Island coral S3 Stable Isotope data
d13C and d18O, per mil VPDB 

Date                  Date         d18O         d13C
January-95           34715        -5.03        -1.03
April-95           34793.8         -5.4         -0.7
June-95            34866.5        -5.24        -0.76
August-95            34927        -5.55        -0.81
September-95       34970.8        -5.42        -0.84
October-95           35000        -5.37           -1
November-95        35018.3        -5.37        -1.34
November-95        35029.6        -5.07        -1.47
December-95        35037.5        -4.85        -1.35
December-95        35045.9        -4.68        -1.28
December-95        35058.4        -4.15        -1.46
January-96         35078.9        -3.72        -1.26
February-96          35111        -3.71        -0.55
April-96           35156.6        -4.03        -0.48
May-96             35209.3         -4.4        -0.73
July-96              35261        -5.06        -0.56
August-96          35305.1        -4.51        -0.52
October-96         35341.6        -4.83        -1.09
November-96        35372.5        -4.74        -1.62
November-96        35399.6        -4.36        -1.74
December-96        35424.7        -4.23        -1.61
January-97         35449.5        -4.12         -1.5
February-97          35476        -4.02        -1.32
March-97           35505.4        -4.27        -1.57
April-97           35536.6         -4.5        -1.36
May-97             35568.2        -4.77        -1.04
June-97            35598.5        -4.97        -0.88
July-97              35626        -5.23        -1.29
August-97          35649.5        -5.19        -1.25
August-97          35669.5        -5.11        -1.48
September-97       35686.9        -5.12        -1.79
September-97       35702.6         -4.9        -1.73
October-97         35717.6        -4.89        -2.08
October-97         35732.6        -5.07        -2.08
November-97        35748.7           -5        -2.36
December-97        35766.6        -4.85        -1.98
December-97        35787.4        -4.78        -1.86
January-98         35811.9        -4.49        -1.94
February-98          35841        -4.29        -1.98
March-98           35875.1        -4.29        -1.57
April-98           35912.5        -4.47        -1.36
June-98            35950.9         -4.8        -1.59
July-98            35988.2        -4.97        -1.72
August-98            36022        -5.18        -1.77
September-98       36050.7        -5.11        -1.35
October-98         36074.5        -5.13        -0.79
October-98         36094.4        -5.11        -0.78
November-98          36111        -5.14         -1.5
November-98        36125.2        -5.19        -1.38
December-98        36137.9        -4.97        -1.61
December-98        36149.8        -4.67        -1.86
January-99         36161.7        -4.46        -2.21
January-99         36174.5        -4.51        -2.05
January-99           36189        -4.27        -1.65
February-99          36206        -4.25        -1.61
March-99             36226        -4.47        -1.44
March-99           36248.7        -4.74        -1.11
April-99           36273.4        -4.71        -1.34
May-99             36299.4        -5.22        -1.76
June-99              36326        -5.26        -1.51


