"","time","lat","lon","depth","temp","salt"
"1","1966-01-15T00:00:00Z",52.25,172.75,5.01,3.38979625701904,33.0430908203125
"2","1966-01-15T00:00:00Z",52.25,173.25,5.01,3.06146240234375,33.1440315246582
"3","1966-01-15T00:00:00Z",52.25,173.75,5.01,3.03609800338745,33.2102699279785
"4","1966-01-15T00:00:00Z",52.75,172.75,5.01,3.09577345848083,32.9846496582031
"5","1966-01-15T00:00:00Z",52.75,173.25,5.01,2.73794555664062,33.0881118774414
"6","1966-01-15T00:00:00Z",52.75,173.75,5.01,2.60450077056885,33.1754531860352
"7","1966-01-15T00:00:00Z",53.25,172.75,5.01,3.03667950630188,32.9464454650879
"8","1966-01-15T00:00:00Z",53.25,173.25,5.01,2.93181371688843,32.9872817993164
"9","1966-01-15T00:00:00Z",53.25,173.75,5.01,2.66067504882812,33.0466041564941
"10","1966-02-15T00:00:00Z",52.25,172.75,5.01,2.91809058189392,33.1805267333984
"11","1966-02-15T00:00:00Z",52.25,173.25,5.01,2.90194869041443,33.2061805725098
"12","1966-02-15T00:00:00Z",52.25,173.75,5.01,3.08106422424316,33.2718238830566
"13","1966-02-15T00:00:00Z",52.75,172.75,5.01,2.70142030715942,33.1974143981934
"14","1966-02-15T00:00:00Z",52.75,173.25,5.01,2.6493992805481,33.1948852539062
"15","1966-02-15T00:00:00Z",52.75,173.75,5.01,2.66595411300659,33.2053031921387
"16","1966-02-15T00:00:00Z",53.25,172.75,5.01,2.47667455673218,33.245964050293
"17","1966-02-15T00:00:00Z",53.25,173.25,5.01,2.49737572669983,33.2001037597656
"18","1966-02-15T00:00:00Z",53.25,173.75,5.01,2.54435038566589,33.1417274475098
"19","1966-03-15T00:00:00Z",52.25,172.75,5.01,2.84170150756836,33.1783752441406
"20","1966-03-15T00:00:00Z",52.25,173.25,5.01,2.82417821884155,33.1967010498047
"21","1966-03-15T00:00:00Z",52.25,173.75,5.01,2.80885004997253,33.2092399597168
"22","1966-03-15T00:00:00Z",52.75,172.75,5.01,2.77197098731995,33.2245903015137
"23","1966-03-15T00:00:00Z",52.75,173.25,5.01,2.67010951042175,33.2725791931152
"24","1966-03-15T00:00:00Z",52.75,173.75,5.01,2.66997241973877,33.2852020263672
"25","1966-03-15T00:00:00Z",53.25,172.75,5.01,2.68007850646973,33.2440719604492
"26","1966-03-15T00:00:00Z",53.25,173.25,5.01,2.49900436401367,33.2591438293457
"27","1966-03-15T00:00:00Z",53.25,173.75,5.01,2.33932542800903,33.2492980957031
"28","1966-04-15T00:00:00Z",52.25,172.75,5.01,3.27964401245117,33.194408416748
"29","1966-04-15T00:00:00Z",52.25,173.25,5.01,3.17287302017212,33.1861343383789
"30","1966-04-15T00:00:00Z",52.25,173.75,5.01,3.13719439506531,33.1880874633789
"31","1966-04-15T00:00:00Z",52.75,172.75,5.01,3.10496783256531,33.1823921203613
"32","1966-04-15T00:00:00Z",52.75,173.25,5.01,3.01605582237244,33.216667175293
