,lat,lon,elevation,species,year,d18o
0,16.77,-22.88,-3,Siderastrea radians,1928,-3.11
1,16.77,-22.88,-3,Siderastrea radians,1929,-3.0083333333333333
2,16.77,-22.88,-3,Siderastrea radians,1930,-2.8350000000000004
3,16.77,-22.88,-3,Siderastrea radians,1931,-2.855833333333333
4,16.77,-22.88,-3,Siderastrea radians,1932,-2.936666666666667
5,16.77,-22.88,-3,Siderastrea radians,1933,-2.765
6,16.77,-22.88,-3,Siderastrea radians,1934,-2.6675
7,16.77,-22.88,-3,Siderastrea radians,1935,-2.6266666666666665
8,16.77,-22.88,-3,Siderastrea radians,1936,-2.7716666666666665
9,16.77,-22.88,-3,Siderastrea radians,1937,-2.8166666666666664
10,16.77,-22.88,-3,Siderastrea radians,1938,-2.7183333333333333
11,16.77,-22.88,-3,Siderastrea radians,1939,-2.5
12,16.77,-22.88,-3,Siderastrea radians,1940,-2.734166666666667
13,16.77,-22.88,-3,Siderastrea radians,1941,-2.8808333333333334
14,16.77,-22.88,-3,Siderastrea radians,1942,-2.734166666666667
15,16.77,-22.88,-3,Siderastrea radians,1943,-2.8175000000000003
16,16.77,-22.88,-3,Siderastrea radians,1944,-2.9758333333333336
17,16.77,-22.88,-3,Siderastrea radians,1945,-2.8575
18,16.77,-22.88,-3,Siderastrea radians,1946,-2.6824999999999997
19,16.77,-22.88,-3,Siderastrea radians,1947,-2.9658333333333338
20,16.77,-22.88,-3,Siderastrea radians,1948,-2.751666666666667
21,16.77,-22.88,-3,Siderastrea radians,1949,-2.9975
22,16.77,-22.88,-3,Siderastrea radians,1950,-2.9275
23,16.77,-22.88,-3,Siderastrea radians,1951,-2.9791666666666665
24,16.77,-22.88,-3,Siderastrea radians,1952,-2.9883333333333333
25,16.77,-22.88,-3,Siderastrea radians,1953,-3.0508333333333333
26,16.77,-22.88,-3,Siderastrea radians,1954,-3.3841666666666668
27,16.77,-22.88,-3,Siderastrea radians,1955,-3.4741666666666666
28,16.77,-22.88,-3,Siderastrea radians,1956,-3.419166666666667
29,16.77,-22.88,-3,Siderastrea radians,1957,-3.419166666666667
30,16.77,-22.88,-3,Siderastrea radians,1958,-3.2075
31,16.77,-22.88,-3,Siderastrea radians,1959,-3.0574999999999997
32,16.77,-22.88,-3,Siderastrea radians,1960,-3.016666666666667
33,16.77,-22.88,-3,Siderastrea radians,1961,-3.359166666666667
34,16.77,-22.88,-3,Siderastrea radians,1962,-3.2783333333333338
35,16.77,-22.88,-3,Siderastrea radians,1963,-3.4633333333333334
36,16.77,-22.88,-3,Siderastrea radians,1964,-3.269166666666667
37,16.77,-22.88,-3,Siderastrea radians,1965,-3.2241666666666666
38,16.77,-22.88,-3,Siderastrea radians,1966,-3.1300000000000003
39,16.77,-22.88,-3,Siderastrea radians,1967,-3.065
40,16.77,-22.88,-3,Siderastrea radians,1968,-3.043333333333333
41,16.77,-22.88,-3,Siderastrea radians,1969,-3.345
42,16.77,-22.88,-3,Siderastrea radians,1970,-3.2458333333333336
43,16.77,-22.88,-3,Siderastrea radians,1971,-3.2908333333333335
44,16.77,-22.88,-3,Siderastrea radians,1972,-3.236666666666667
45,16.77,-22.88,-3,Siderastrea radians,1973,-3.2775
46,16.77,-22.88,-3,Siderastrea radians,1974,-3.2716666666666665
47,16.77,-22.88,-3,Siderastrea radians,1975,-3.0691666666666664
48,16.77,-22.88,-3,Siderastrea radians,1976,-3.1033333333333335
49,16.77,-22.88,-3,Siderastrea radians,1977,-3.1458333333333335
50,16.77,-22.88,-3,Siderastrea radians,1978,-3.0383333333333336
51,16.77,-22.88,-3,Siderastrea radians,1979,-2.8575
52,16.77,-22.88,-3,Siderastrea radians,1980,-2.945
53,16.77,-22.88,-3,Siderastrea radians,1981,-2.964166666666667
54,16.77,-22.88,-3,Siderastrea radians,1982,-2.908333333333333
55,16.77,-22.88,-3,Siderastrea radians,1983,-2.9683333333333333
56,16.77,-22.88,-3,Siderastrea radians,1984,-2.8216666666666668
57,16.77,-22.88,-3,Siderastrea radians,1985,-2.8825000000000003
58,16.77,-22.88,-3,Siderastrea radians,1986,-2.94
59,16.77,-22.88,-3,Siderastrea radians,1987,-2.97
60,16.77,-22.88,-3,Siderastrea radians,1988,-3.0408333333333335
61,16.77,-22.88,-3,Siderastrea radians,1989,-3.0416666666666665
62,16.77,-22.88,-3,Siderastrea radians,1990,-2.9625
63,16.77,-22.88,-3,Siderastrea radians,1991,-2.8066666666666666
64,16.77,-22.88,-3,Siderastrea radians,1992,-2.8533333333333335
65,16.77,-22.88,-3,Siderastrea radians,1993,-2.6266666666666665
66,16.77,-22.88,-3,Siderastrea radians,1994,-2.7533333333333334
67,16.77,-22.88,-3,Siderastrea radians,1995,-3.035
68,16.77,-22.88,-3,Siderastrea radians,1996,-3.0933333333333333
69,16.77,-22.88,-3,Siderastrea radians,1997,-3.1733333333333333
70,16.77,-22.88,-3,Siderastrea radians,1998,-2.964166666666667
71,16.77,-22.88,-3,Siderastrea radians,1999,-2.984166666666667
72,16.77,-22.88,-3,Siderastrea radians,2000,-2.9141666666666666
73,16.77,-22.88,-3,Siderastrea radians,2001,-3.075833333333333
74,16.77,-22.88,-3,Siderastrea radians,2002,-2.8800000000000003
0,11.17,-60.85,-4,Sidereastrea siderea,1932,-3.7296
1,11.17,-60.85,-4,Sidereastrea siderea,1933,-4.4304
2,11.17,-60.85,-4,Sidereastrea siderea,1934,-4.1729
3,11.17,-60.85,-4,Sidereastrea siderea,1935,-3.0658
4,11.17,-60.85,-4,Sidereastrea siderea,1936,-3.4142
5,11.17,-60.85,-4,Sidereastrea siderea,1937,-3.7858
6,11.17,-60.85,-4,Sidereastrea siderea,1938,-3.6401
7,11.17,-60.85,-4,Sidereastrea siderea,1939,-3.8027
8,11.17,-60.85,-4,Sidereastrea siderea,1940,-3.6783
9,11.17,-60.85,-4,Sidereastrea siderea,1941,-3.3937
10,11.17,-60.85,-4,Sidereastrea siderea,1942,-3.7436
11,11.17,-60.85,-4,Sidereastrea siderea,1943,-4.1972
12,11.17,-60.85,-4,Sidereastrea siderea,1944,-4.3245
13,11.17,-60.85,-4,Sidereastrea siderea,1945,-3.5541
14,11.17,-60.85,-4,Sidereastrea siderea,1946,-3.7768
15,11.17,-60.85,-4,Sidereastrea siderea,1947,-4.1113
16,11.17,-60.85,-4,Sidereastrea siderea,1948,-3.9492
17,11.17,-60.85,-4,Sidereastrea siderea,1949,-3.4925
18,11.17,-60.85,-4,Sidereastrea siderea,1950,-3.8294
19,11.17,-60.85,-4,Sidereastrea siderea,1951,-3.8674
20,11.17,-60.85,-4,Sidereastrea siderea,1952,-3.5454
21,11.17,-60.85,-4,Sidereastrea siderea,1953,-3.4612
22,11.17,-60.85,-4,Sidereastrea siderea,1954,-3.7145
23,11.17,-60.85,-4,Sidereastrea siderea,1955,-3.3948
24,11.17,-60.85,-4,Sidereastrea siderea,1956,-3.2387
25,11.17,-60.85,-4,Sidereastrea siderea,1957,-3.5679
26,11.17,-60.85,-4,Sidereastrea siderea,1958,-3.6542
27,11.17,-60.85,-4,Sidereastrea siderea,1959,-3.5449
28,11.17,-60.85,-4,Sidereastrea siderea,1960,-3.4092
29,11.17,-60.85,-4,Sidereastrea siderea,1961,-3.5102
30,11.17,-60.85,-4,Sidereastrea siderea,1962,-3.6811
31,11.17,-60.85,-4,Sidereastrea siderea,1963,-3.9726
32,11.17,-60.85,-4,Sidereastrea siderea,1964,-3.8351
33,11.17,-60.85,-4,Sidereastrea siderea,1965,-4.1157
34,11.17,-60.85,-4,Sidereastrea siderea,1966,-4.0008
35,11.17,-60.85,-4,Sidereastrea siderea,1967,-3.8403
36,11.17,-60.85,-4,Sidereastrea siderea,1968,-3.5141
37,11.17,-60.85,-4,Sidereastrea siderea,1969,-3.8451
38,11.17,-60.85,-4,Sidereastrea siderea,1970,-3.7483
39,11.17,-60.85,-4,Sidereastrea siderea,1971,-3.4539
40,11.17,-60.85,-4,Sidereastrea siderea,1972,-3.3899
41,11.17,-60.85,-4,Sidereastrea siderea,1973,-3.3359
42,11.17,-60.85,-4,Sidereastrea siderea,1974,-3.3526
43,11.17,-60.85,-4,Sidereastrea siderea,1975,-3.3967
44,11.17,-60.85,-4,Sidereastrea siderea,1976,-3.5327
45,11.17,-60.85,-4,Sidereastrea siderea,1977,-3.1602
46,11.17,-60.85,-4,Sidereastrea siderea,1978,-2.8227
47,11.17,-60.85,-4,Sidereastrea siderea,1979,-3.0441
48,11.17,-60.85,-4,Sidereastrea siderea,1980,-2.9254
49,11.17,-60.85,-4,Sidereastrea siderea,1981,-2.98
50,11.17,-60.85,-4,Sidereastrea siderea,1982,-2.8447
51,11.17,-60.85,-4,Sidereastrea siderea,1983,-2.7708
52,11.17,-60.85,-4,Sidereastrea siderea,1984,-2.7897
53,11.17,-60.85,-4,Sidereastrea siderea,1985,-2.7281
54,11.17,-60.85,-4,Sidereastrea siderea,1986,-2.7658
55,11.17,-60.85,-4,Sidereastrea siderea,1987,-3.1404
56,11.17,-60.85,-4,Sidereastrea siderea,1988,-2.6136
57,11.17,-60.85,-4,Sidereastrea siderea,1989,-2.8634
58,11.17,-60.85,-4,Sidereastrea siderea,1990,-2.69
0,25.0,-80.6,-2,Solenastrea bournoni,1899,-4.71
1,25.0,-80.6,-2,Solenastrea bournoni,1900,-5.55
2,25.0,-80.6,-2,Solenastrea bournoni,1901,-3.88
3,25.0,-80.6,-2,Solenastrea bournoni,1902,-4.59
4,25.0,-80.6,-2,Solenastrea bournoni,1903,-5.09
5,25.0,-80.6,-2,Solenastrea bournoni,1904,-4.96
6,25.0,-80.6,-2,Solenastrea bournoni,1905,-5.6
7,25.0,-80.6,-2,Solenastrea bournoni,1906,-4.78
8,25.0,-80.6,-2,Solenastrea bournoni,1907,-5.94
9,25.0,-80.6,-2,Solenastrea bournoni,1908,-3.42
10,25.0,-80.6,-2,Solenastrea bournoni,1909,-6.03
11,25.0,-80.6,-2,Solenastrea bournoni,1910,-4.38
12,25.0,-80.6,-2,Solenastrea bournoni,1911,-4.0
13,25.0,-80.6,-2,Solenastrea bournoni,1912,-4.07
14,25.0,-80.6,-2,Solenastrea bournoni,1913,-3.52
15,25.0,-80.6,-2,Solenastrea bournoni,1914,-5.75
16,25.0,-80.6,-2,Solenastrea bournoni,1915,-5.47
17,25.0,-80.6,-2,Solenastrea bournoni,1916,-4.39
18,25.0,-80.6,-2,Solenastrea bournoni,1917,-4.1
19,25.0,-80.6,-2,Solenastrea bournoni,1918,-4.51
20,25.0,-80.6,-2,Solenastrea bournoni,1919,-3.18
21,25.0,-80.6,-2,Solenastrea bournoni,1920,-4.8
22,25.0,-80.6,-2,Solenastrea bournoni,1921,-3.16
23,25.0,-80.6,-2,Solenastrea bournoni,1922,-5.16
24,25.0,-80.6,-2,Solenastrea bournoni,1923,-4.69
25,25.0,-80.6,-2,Solenastrea bournoni,1924,-4.59
26,25.0,-80.6,-2,Solenastrea bournoni,1925,-3.13
27,25.0,-80.6,-2,Solenastrea bournoni,1926,-5.78
28,25.0,-80.6,-2,Solenastrea bournoni,1927,-4.19
29,25.0,-80.6,-2,Solenastrea bournoni,1928,-5.38
30,25.0,-80.6,-2,Solenastrea bournoni,1929,-5.071
31,25.0,-80.6,-2,Solenastrea bournoni,1930,-4.96
32,25.0,-80.6,-2,Solenastrea bournoni,1931,-4.51
33,25.0,-80.6,-2,Solenastrea bournoni,1932,-4.34
34,25.0,-80.6,-2,Solenastrea bournoni,1933,-5.11
35,25.0,-80.6,-2,Solenastrea bournoni,1934,-4.28
36,25.0,-80.6,-2,Solenastrea bournoni,1935,-3.864
37,25.0,-80.6,-2,Solenastrea bournoni,1936,-3.499
38,25.0,-80.6,-2,Solenastrea bournoni,1937,-3.57
39,25.0,-80.6,-2,Solenastrea bournoni,1938,-3.87
40,25.0,-80.6,-2,Solenastrea bournoni,1939,-3.51
41,25.0,-80.6,-2,Solenastrea bournoni,1940,-4.58
42,25.0,-80.6,-2,Solenastrea bournoni,1941,-6.23
43,25.0,-80.6,-2,Solenastrea bournoni,1942,-3.57
44,25.0,-80.6,-2,Solenastrea bournoni,1943,-3.57
45,25.0,-80.6,-2,Solenastrea bournoni,1944,-3.5
46,25.0,-80.6,-2,Solenastrea bournoni,1945,-3.56
47,25.0,-80.6,-2,Solenastrea bournoni,1946,-3.02
48,25.0,-80.6,-2,Solenastrea bournoni,1947,-3.85
49,25.0,-80.6,-2,Solenastrea bournoni,1948,-4.06
50,25.0,-80.6,-2,Solenastrea bournoni,1949,-5.0
51,25.0,-80.6,-2,Solenastrea bournoni,1950,-4.78
52,25.0,-80.6,-2,Solenastrea bournoni,1951,-6.43
53,25.0,-80.6,-2,Solenastrea bournoni,1952,-4.17
54,25.0,-80.6,-2,Solenastrea bournoni,1953,-5.15
55,25.0,-80.6,-2,Solenastrea bournoni,1954,-3.47
56,25.0,-80.6,-2,Solenastrea bournoni,1955,-6.09
57,25.0,-80.6,-2,Solenastrea bournoni,1956,-4.27
58,25.0,-80.6,-2,Solenastrea bournoni,1957,-4.14
59,25.0,-80.6,-2,Solenastrea bournoni,1958,-6.28
60,25.0,-80.6,-2,Solenastrea bournoni,1959,-4.72
61,25.0,-80.6,-2,Solenastrea bournoni,1960,-4.36
62,25.0,-80.6,-2,Solenastrea bournoni,1961,-4.94
63,25.0,-80.6,-2,Solenastrea bournoni,1962,-3.91
64,25.0,-80.6,-2,Solenastrea bournoni,1963,-3.89
65,25.0,-80.6,-2,Solenastrea bournoni,1964,-4.31
66,25.0,-80.6,-2,Solenastrea bournoni,1965,-3.62
67,25.0,-80.6,-2,Solenastrea bournoni,1966,-4.23
68,25.0,-80.6,-2,Solenastrea bournoni,1967,-5.35
69,25.0,-80.6,-2,Solenastrea bournoni,1968,-4.1
70,25.0,-80.6,-2,Solenastrea bournoni,1969,-4.3
71,25.0,-80.6,-2,Solenastrea bournoni,1970,-4.77
72,25.0,-80.6,-2,Solenastrea bournoni,1971,-6.21
73,25.0,-80.6,-2,Solenastrea bournoni,1972,-7.06
74,25.0,-80.6,-2,Solenastrea bournoni,1973,-4.38
75,25.0,-80.6,-2,Solenastrea bournoni,1974,-3.578
76,25.0,-80.6,-2,Solenastrea bournoni,1975,-5.96
77,25.0,-80.6,-2,Solenastrea bournoni,1976,-5.32
78,25.0,-80.6,-2,Solenastrea bournoni,1977,-6.24
79,25.0,-80.6,-2,Solenastrea bournoni,1978,-7.05
80,25.0,-80.6,-2,Solenastrea bournoni,1979,-5.56
81,25.0,-80.6,-2,Solenastrea bournoni,1980,-5.81
82,25.0,-80.6,-2,Solenastrea bournoni,1981,-4.98
83,25.0,-80.6,-2,Solenastrea bournoni,1982,-6.14
84,25.0,-80.6,-2,Solenastrea bournoni,1983,-4.85
85,25.0,-80.6,-2,Solenastrea bournoni,1984,-6.03
86,25.0,-80.6,-2,Solenastrea bournoni,1985,-5.82
87,25.0,-80.6,-2,Solenastrea bournoni,1986,-4.77
88,25.0,-80.6,-2,Solenastrea bournoni,1987,-6.43
89,25.0,-80.6,-2,Solenastrea bournoni,1988,-6.61
90,25.0,-80.6,-2,Solenastrea bournoni,1989,-5.57
91,25.0,-80.6,-2,Solenastrea bournoni,1990,-5.92
92,25.0,-80.6,-2,Solenastrea bournoni,1991,-6.61
93,25.0,-80.6,-2,Solenastrea bournoni,1992,-6.51
94,25.0,-80.6,-2,Solenastrea bournoni,1993,-5.7
95,25.0,-80.6,-2,Solenastrea bournoni,1994,-8.25
96,25.0,-80.6,-2,Solenastrea bournoni,1995,-5.95
97,25.0,-80.6,-2,Solenastrea bournoni,1996,-5.75
0,0.47,6.58,-4,Siderastrea spp.,1977,-3.6
1,0.47,6.58,-4,Siderastrea spp.,1978,-3.48
2,0.47,6.58,-4,Siderastrea spp.,1979,-3.59
3,0.47,6.58,-4,Siderastrea spp.,1980,-3.69
4,0.47,6.58,-4,Siderastrea spp.,1981,-3.5
5,0.47,6.58,-4,Siderastrea spp.,1982,-3.52
6,0.47,6.58,-4,Siderastrea spp.,1983,-3.66
7,0.47,6.58,-4,Siderastrea spp.,1984,-3.85
8,0.47,6.58,-4,Siderastrea spp.,1985,-3.81
9,0.47,6.58,-4,Siderastrea spp.,1986,-3.51
10,0.47,6.58,-4,Siderastrea spp.,1987,-3.48
11,0.47,6.58,-4,Siderastrea spp.,1988,-3.27
12,0.47,6.58,-4,Siderastrea spp.,1989,-3.8
13,0.47,6.58,-4,Siderastrea spp.,1990,-3.68
14,0.47,6.58,-4,Siderastrea spp.,1991,-3.28
15,0.47,6.58,-4,Siderastrea spp.,1992,-3.63
16,0.47,6.58,-4,Siderastrea spp.,1993,-3.51
0,32.466667,-64.7,-12,Diploria strigosa,1927,-3.6409999999999996
1,32.466667,-64.7,-12,Diploria strigosa,1928,-3.6824999999999997
2,32.466667,-64.7,-12,Diploria strigosa,1929,-3.6141666666666663
3,32.466667,-64.7,-12,Diploria strigosa,1930,-3.5408333333333335
4,32.466667,-64.7,-12,Diploria strigosa,1931,-3.7583333333333333
5,32.466667,-64.7,-12,Diploria strigosa,1932,-3.2533333333333334
6,32.466667,-64.7,-12,Diploria strigosa,1933,-3.670833333333333
7,32.466667,-64.7,-12,Diploria strigosa,1934,-3.66
8,32.466667,-64.7,-12,Diploria strigosa,1935,-3.643333333333333
9,32.466667,-64.7,-12,Diploria strigosa,1936,-3.7025
10,32.466667,-64.7,-12,Diploria strigosa,1937,-3.6783333333333332
11,32.466667,-64.7,-12,Diploria strigosa,1938,-3.6725
12,32.466667,-64.7,-12,Diploria strigosa,1939,-3.705833333333333
13,32.466667,-64.7,-12,Diploria strigosa,1940,-3.779166666666667
14,32.466667,-64.7,-12,Diploria strigosa,1941,-3.6641666666666666
15,32.466667,-64.7,-12,Diploria strigosa,1942,-3.9308333333333336
16,32.466667,-64.7,-12,Diploria strigosa,1943,-3.9183333333333334
17,32.466667,-64.7,-12,Diploria strigosa,1944,-3.6916666666666664
18,32.466667,-64.7,-12,Diploria strigosa,1945,-3.464166666666667
19,32.466667,-64.7,-12,Diploria strigosa,1946,-3.4908333333333332
20,32.466667,-64.7,-12,Diploria strigosa,1947,-3.404166666666667
21,32.466667,-64.7,-12,Diploria strigosa,1948,-3.4175
22,32.466667,-64.7,-12,Diploria strigosa,1949,-3.4416666666666664
23,32.466667,-64.7,-12,Diploria strigosa,1950,-3.3575
24,32.466667,-64.7,-12,Diploria strigosa,1951,-3.355
25,32.466667,-64.7,-12,Diploria strigosa,1952,-3.5666666666666664
26,32.466667,-64.7,-12,Diploria strigosa,1953,-3.6275
27,32.466667,-64.7,-12,Diploria strigosa,1954,-3.5216666666666665
28,32.466667,-64.7,-12,Diploria strigosa,1955,-3.8525000000000005
29,32.466667,-64.7,-12,Diploria strigosa,1956,-3.6983333333333337
30,32.466667,-64.7,-12,Diploria strigosa,1957,-3.435
31,32.466667,-64.7,-12,Diploria strigosa,1958,-3.698333333333333
32,32.466667,-64.7,-12,Diploria strigosa,1959,-3.481666666666667
33,32.466667,-64.7,-12,Diploria strigosa,1960,-3.4475
34,32.466667,-64.7,-12,Diploria strigosa,1961,-3.5541666666666667
35,32.466667,-64.7,-12,Diploria strigosa,1962,-3.8025
36,32.466667,-64.7,-12,Diploria strigosa,1963,-3.5308333333333333
37,32.466667,-64.7,-12,Diploria strigosa,1964,-3.7216666666666662
38,32.466667,-64.7,-12,Diploria strigosa,1965,-3.5925
39,32.466667,-64.7,-12,Diploria strigosa,1966,-3.5283333333333338
40,32.466667,-64.7,-12,Diploria strigosa,1967,-3.438333333333333
41,32.466667,-64.7,-12,Diploria strigosa,1968,-3.4975
42,32.466667,-64.7,-12,Diploria strigosa,1969,-3.560833333333333
43,32.466667,-64.7,-12,Diploria strigosa,1970,-3.4233333333333333
44,32.466667,-64.7,-12,Diploria strigosa,1971,-3.5141666666666667
45,32.466667,-64.7,-12,Diploria strigosa,1972,-3.595833333333333
46,32.466667,-64.7,-12,Diploria strigosa,1973,-3.5224999999999995
47,32.466667,-64.7,-12,Diploria strigosa,1974,-3.3725
48,32.466667,-64.7,-12,Diploria strigosa,1975,-3.670833333333333
49,32.466667,-64.7,-12,Diploria strigosa,1976,-3.6841666666666666
50,32.466667,-64.7,-12,Diploria strigosa,1977,-3.464166666666667
51,32.466667,-64.7,-12,Diploria strigosa,1978,-3.4766666666666666
52,32.466667,-64.7,-12,Diploria strigosa,1979,-3.5708333333333333
53,32.466667,-64.7,-12,Diploria strigosa,1980,-3.5400000000000005
54,32.466667,-64.7,-12,Diploria strigosa,1981,-3.6775
55,32.466667,-64.7,-12,Diploria strigosa,1982,-3.564166666666667
56,32.466667,-64.7,-12,Diploria strigosa,1983,-3.8333333333333335
0,1.67,7.58,-4,Siderastrea spp.,1939,-3.57
1,1.67,7.58,-4,Siderastrea spp.,1940,-3.56
2,1.67,7.58,-4,Siderastrea spp.,1941,-4.09
3,1.67,7.58,-4,Siderastrea spp.,1942,-3.75
4,1.67,7.58,-4,Siderastrea spp.,1943,-3.11
5,1.67,7.58,-4,Siderastrea spp.,1944,-2.97
6,1.67,7.58,-4,Siderastrea spp.,1945,-2.97
7,1.67,7.58,-4,Siderastrea spp.,1946,-3.04
8,1.67,7.58,-4,Siderastrea spp.,1947,-3.02
9,1.67,7.58,-4,Siderastrea spp.,1948,-3.12
10,1.67,7.58,-4,Siderastrea spp.,1949,-3.35
11,1.67,7.58,-4,Siderastrea spp.,1950,-3.4
12,1.67,7.58,-4,Siderastrea spp.,1951,-3.72
13,1.67,7.58,-4,Siderastrea spp.,1952,-3.9
14,1.67,7.58,-4,Siderastrea spp.,1953,-3.87
15,1.67,7.58,-4,Siderastrea spp.,1954,-4.04
16,1.67,7.58,-4,Siderastrea spp.,1955,-3.96
17,1.67,7.58,-4,Siderastrea spp.,1956,-4.14
18,1.67,7.58,-4,Siderastrea spp.,1957,-4.11
19,1.67,7.58,-4,Siderastrea spp.,1958,-3.77
20,1.67,7.58,-4,Siderastrea spp.,1959,-3.66
21,1.67,7.58,-4,Siderastrea spp.,1960,-4.25
22,1.67,7.58,-4,Siderastrea spp.,1961,-3.76
23,1.67,7.58,-4,Siderastrea spp.,1962,-3.89
24,1.67,7.58,-4,Siderastrea spp.,1963,-3.56
25,1.67,7.58,-4,Siderastrea spp.,1964,-3.88
26,1.67,7.58,-4,Siderastrea spp.,1965,-3.74
27,1.67,7.58,-4,Siderastrea spp.,1966,-3.67
28,1.67,7.58,-4,Siderastrea spp.,1967,-3.59
29,1.67,7.58,-4,Siderastrea spp.,1968,-3.71
30,1.67,7.58,-4,Siderastrea spp.,1969,-3.74
31,1.67,7.58,-4,Siderastrea spp.,1970,-3.64
32,1.67,7.58,-4,Siderastrea spp.,1971,-3.34
33,1.67,7.58,-4,Siderastrea spp.,1972,-3.19
34,1.67,7.58,-4,Siderastrea spp.,1973,-3.18
35,1.67,7.58,-4,Siderastrea spp.,1974,-2.91
36,1.67,7.58,-4,Siderastrea spp.,1975,-3.12
37,1.67,7.58,-4,Siderastrea spp.,1976,-3.22
38,1.67,7.58,-4,Siderastrea spp.,1977,-3.48
39,1.67,7.58,-4,Siderastrea spp.,1978,-3.34
40,1.67,7.58,-4,Siderastrea spp.,1979,-3.13
41,1.67,7.58,-4,Siderastrea spp.,1980,-3.12
42,1.67,7.58,-4,Siderastrea spp.,1981,-3.7
43,1.67,7.58,-4,Siderastrea spp.,1982,-3.48
44,1.67,7.58,-4,Siderastrea spp.,1983,-3.48
45,1.67,7.58,-4,Siderastrea spp.,1984,-3.26
46,1.67,7.58,-4,Siderastrea spp.,1985,-3.29
47,1.67,7.58,-4,Siderastrea spp.,1986,-3.49
48,1.67,7.58,-4,Siderastrea spp.,1987,-3.71
49,1.67,7.58,-4,Siderastrea spp.,1988,-3.52
50,1.67,7.58,-4,Siderastrea spp.,1989,-3.18
51,1.67,7.58,-4,Siderastrea spp.,1990,-3.34
52,1.67,7.58,-4,Siderastrea spp.,1991,-3.28
53,1.67,7.58,-4,Siderastrea spp.,1992,-3.34
0,24.917,-80.757778,-5,Solenastrea bournoni,1824,-2.91
1,24.917,-80.757778,-5,Solenastrea bournoni,1825,-3.5
2,24.917,-80.757778,-5,Solenastrea bournoni,1826,-3.13
3,24.917,-80.757778,-5,Solenastrea bournoni,1827,-3.02
4,24.917,-80.757778,-5,Solenastrea bournoni,1828,-2.74
5,24.917,-80.757778,-5,Solenastrea bournoni,1829,-3.23
6,24.917,-80.757778,-5,Solenastrea bournoni,1830,-3.07
7,24.917,-80.757778,-5,Solenastrea bournoni,1831,-3.08
8,24.917,-80.757778,-5,Solenastrea bournoni,1832,-3.25
9,24.917,-80.757778,-5,Solenastrea bournoni,1833,-3.48
10,24.917,-80.757778,-5,Solenastrea bournoni,1834,-2.81
11,24.917,-80.757778,-5,Solenastrea bournoni,1835,-2.88
12,24.917,-80.757778,-5,Solenastrea bournoni,1836,-2.92
13,24.917,-80.757778,-5,Solenastrea bournoni,1837,-2.06
14,24.917,-80.757778,-5,Solenastrea bournoni,1838,-1.96
15,24.917,-80.757778,-5,Solenastrea bournoni,1839,-2.19
16,24.917,-80.757778,-5,Solenastrea bournoni,1840,-2.73
17,24.917,-80.757778,-5,Solenastrea bournoni,1841,-2.71
18,24.917,-80.757778,-5,Solenastrea bournoni,1842,-2.69
19,24.917,-80.757778,-5,Solenastrea bournoni,1843,-2.64
20,24.917,-80.757778,-5,Solenastrea bournoni,1844,-2.81
21,24.917,-80.757778,-5,Solenastrea bournoni,1845,-2.3
22,24.917,-80.757778,-5,Solenastrea bournoni,1846,-3.21
23,24.917,-80.757778,-5,Solenastrea bournoni,1847,-2.97
24,24.917,-80.757778,-5,Solenastrea bournoni,1848,-3.33
25,24.917,-80.757778,-5,Solenastrea bournoni,1849,-3.1
26,24.917,-80.757778,-5,Solenastrea bournoni,1850,-2.71
27,24.917,-80.757778,-5,Solenastrea bournoni,1851,-2.34
28,24.917,-80.757778,-5,Solenastrea bournoni,1852,-2.54
29,24.917,-80.757778,-5,Solenastrea bournoni,1853,-2.66
30,24.917,-80.757778,-5,Solenastrea bournoni,1854,-3.24
31,24.917,-80.757778,-5,Solenastrea bournoni,1855,-3.01
32,24.917,-80.757778,-5,Solenastrea bournoni,1856,-3.46
33,24.917,-80.757778,-5,Solenastrea bournoni,1857,-2.84
34,24.917,-80.757778,-5,Solenastrea bournoni,1858,-2.31
35,24.917,-80.757778,-5,Solenastrea bournoni,1859,-2.35
36,24.917,-80.757778,-5,Solenastrea bournoni,1860,-2.44
37,24.917,-80.757778,-5,Solenastrea bournoni,1861,-2.03
38,24.917,-80.757778,-5,Solenastrea bournoni,1862,-2.69
39,24.917,-80.757778,-5,Solenastrea bournoni,1863,-2.38
40,24.917,-80.757778,-5,Solenastrea bournoni,1864,-2.66
41,24.917,-80.757778,-5,Solenastrea bournoni,1865,-2.8
42,24.917,-80.757778,-5,Solenastrea bournoni,1866,-2.73
43,24.917,-80.757778,-5,Solenastrea bournoni,1867,-3.11
44,24.917,-80.757778,-5,Solenastrea bournoni,1868,-3.02
45,24.917,-80.757778,-5,Solenastrea bournoni,1869,-3.09
46,24.917,-80.757778,-5,Solenastrea bournoni,1870,-3.39
47,24.917,-80.757778,-5,Solenastrea bournoni,1871,-3.52
48,24.917,-80.757778,-5,Solenastrea bournoni,1872,-2.95
49,24.917,-80.757778,-5,Solenastrea bournoni,1873,-2.66
50,24.917,-80.757778,-5,Solenastrea bournoni,1874,-2.67
51,24.917,-80.757778,-5,Solenastrea bournoni,1875,-2.02
52,24.917,-80.757778,-5,Solenastrea bournoni,1876,-2.38
53,24.917,-80.757778,-5,Solenastrea bournoni,1877,-2.45
54,24.917,-80.757778,-5,Solenastrea bournoni,1878,-2.24
