# Ras Umm Sidd 245 Year Coral d18O, Sr/Ca, SST and d18Osw Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/24690 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/coral/red_sea/ras-umm-sidd2018ann.txt
#       Description: NOAA location of the template
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/1861 
#       Description: NOAA/WDS Paleo Felis et al. (2000) Ras Umm Sidd coral d18O data
#
# Original_Source_URL: https://doi.org/10.1594/PANGAEA.65775
#       Description: PANGAEA Felis et al. (2018) Ras Umm Sidd coral d18O, Sr/Ca, SST and d18Osw Data
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#
# Dataset DOI: 
#
# Parameter_Keywords: oxygen isotopes, trace metals
#--------------------
# Contribution_Date
#	Date: 2018-07-23 
#--------------------
# File_Last_Modified_Date
#	Date: 2018-07-23 
#--------------------
# Title
#	Study_Name: Ras Umm Sidd 245 Year Coral d18O, Sr/Ca, SST and d18Osw Data
#--------------------
# Investigators
#	Investigators: Felis, T.; Ionita, M.; Rimbu, N.; Lohmann, G.; Kölling, M.
#--------------------
# Description_Notes_and_Keywords
#	Description: Coral oxygen isotope (d18O) and strontium/calcium data and reconstructed sea surface temperature and d18Oseawater from 
#	northern Red Sea coral RUS-95 collected off Ras Umm Sidd, Egypt, for the past 245 years.  Data are presented at both annual and bimonthly resolution. 
#--------------------
# Publication 
#	Authors: Thomas Felis, Monica Ionita, Norel Rimbu, Gerrit Lohmann, Martin Kölling
#	Published_Date_or_Year: 2018-07-05      
#	Published_Title: Mild and Arid Climate in the Eastern Sahara-Arabian Desert During the Late Little Ice Age
#	Journal_Name: Geophysical Research Letters 
#	Volume: 45
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 10.1029/2018GL078617
#	Online_Resource: https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2018GL078617
#	Full_Citation: 
#	Abstract: The climate of the Sahara and Arabian Deserts during the Little Ice Age is not well known, due to a lack of annually resolved natural and documentary archives. We present an annual reconstruction of temperature and aridity derived from Sr/Ca and oxygen isotopes in a coral of the desert-surrounded northern Red Sea. Our data indicate that the eastern Sahara and Arabian Deserts did not experience pronounced cooling during the late Little Ice Age (~1750-1850) but suggest an even more arid mean climate than in the following ~150 years. The mild temperatures are broadly in line with predominantly negative phases of the North Atlantic Oscillation during the Little Ice Age. The more arid climate is best explained by meridional advection of dry continental air from Eurasia. We find evidence for an abrupt termination of the more arid climate after 1850, coincident with a reorganization of the atmospheric circulation over Europe. 
#------------------
# Publication 
#	Authors: Thomas Felis, Jürgen Pätzold, Yossi Loya, Maoz Fine, Ahmed H. Nawar, Gerold Wefer
#	Published_Date_or_Year: 2000-12-01     
#	Published_Title: A coral oxygen isotope record from the northern Red Sea documenting NAO, ENSO, and North Pacific teleconnections on Middle East climate variability since the year 1750 
#	Journal_Name: Paleoceanography
#	Volume: 15
#	Edition: 
#	Issue: 6
#	Pages: 679-694
#	Report_Number: 
#	DOI: 10.1029/1999PA000477
#	Online_Resource: https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/1999PA000477
#	Full_Citation: 
#	Abstract: A 245-year coral oxygen isotope record from the northern Red Sea (Ras Umm Sidd/Egypt, ~28N) in bimonthly resolution is presented. The mean annual coral d18O signal apparently reflects varying proportions of both sea surface temperature and d18Oseawater variability. In conjunction with instrumental observations of climate the coral record suggests for interannual and longer timescales that colder periods are accompanied by more arid conditions in the northern Red Sea but increased rainfall in the southeastern Mediterranean, whereas warmer periods are accompanied by decreased rainfall in the latter and less arid conditions in the northern Red Sea. A ~70-year oscillation of probably North Atlantic origin dominates the coral time series. Interannual to interdecadal variability is correlated with instrumental indices of the North Atlantic Oscillation (NAO), the El Nino-Southern Oscillation (ENSO), and North Pacific climate variability. The results suggest that these modes contributed consistently to Middle East climate variability since at least 1750, preferentially at a period of ~5.7 years. 
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Deutsche Forschungsgemeinschaft
#	Grant: 
#------------------
# Site_Information 
#       Site_Name: Ras Umm Sidd 
#       Location: Ocean>Indian Ocean>Red Sea
#	Country: 
#	Northernmost_Latitude: 27.85 
# 	Southernmost_Latitude: 27.85 
# 	Easternmost_Longitude: 34.32 
# 	Westernmost_Longitude: 34.32 
# 	Elevation: -6 m  
#------------------
# Data_Collection   
#	Collection_Name: RasUmmSidd2018ann
#	Earliest_Year: 1751
#	Most_Recent_Year: 1994
#	Time_Unit: AD 
#	Core_Length: 2.6 m
#	Notes:  
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## age_CE	age, , , years CE, , , , ,N,
## d18O	delta 18O, Porites sp., , per mil VPDB, annual, Corals and Sclerosponges,,isotope ratio mass spectrometry,N,
## Sr/Ca	strontium/calcium, , , mmol/mol, annual, Corals and Sclerosponges, , ,N,
## SSTanom	Sea Surface Temperature anomaly, , , deg C, annual, Climate Reconstructions, , ,N,calculated using annual mean proxy-temperature relationship: [-0.140 mmol/mol per degC; Felis et al. Geology 2009]
## d18Osw	delta 18O, seawater, , per mil VPDB, annual, Climate Reconstructions, , ,N,calculated using annual mean proxy-temperature relationships:[-0.140 mmol/mol per degC and -0.213 per mil per degC; Felis et al. Geology 2009] following the method of Cahyarini et al. Geochim. Cosmochim. Acta 2008
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_CE	d18O	Sr/Ca	SSTanom	d18Osw
1886	-3.43	9.345	-0.349737	-0.099125
1887	-3.42	9.284	0.085978	0.003682
1888	-3.56	9.270	0.185978	-0.115018
1889	-3.56	9.338	-0.299737	-0.218475
1890	-3.50	9.370	-0.528308	-0.207161
1891	-3.62	9.316	-0.142594	-0.245004
1892	-3.36	9.374	-0.556879	-0.073246
1893	-3.42	9.346	-0.356879	-0.090646
1894	-3.34	9.364	-0.485451	-0.038032
1895	-3.39	9.371	-0.535451	-0.098682
1896	-3.56	9.317	-0.149737	-0.186525
1897	-3.46	9.337	-0.292594	-0.116954
1898	-3.40	9.342	-0.328308	-0.064561
1899	-3.43	9.371	-0.535451	-0.138682
1900	-3.33	9.362	-0.471165	-0.024989
1901	-3.49	9.278	0.128835	-0.057189
1902	-3.48	9.344	-0.342594	-0.147604
1903	-3.42	9.340	-0.314022	-0.081518
1904	-3.39	9.332	-0.256879	-0.039346
1905	-3.53	9.270	0.185978	-0.085018
1906	-3.43	9.331	-0.249737	-0.077825
1907	-3.36	9.352	-0.399737	-0.039775
1908	-3.48	9.292	0.028835	-0.068489
1909	-3.45	9.216	0.571692	0.077139
1910	-3.38	9.253	0.307406	0.090846
1911	-3.42	9.253	0.307406	0.050846
1912	-3.50	9.228	0.485978	0.008882
1913	-3.42	9.298	-0.014022	-0.017618
1914	-3.28	9.287	0.064549	0.139118
1915	-3.55	9.231	0.464549	-0.045682
1916	-3.54	9.204	0.657406	0.005396
1917	-3.59	9.213	0.593121	-0.058296
1918	-3.42	9.288	0.057406	-0.002404
1919	-3.71	9.179	0.835978	-0.126568
1920	-3.47	9.228	0.485978	0.038882
1921	-3.43	9.218	0.557406	0.094096
1922	-3.59	9.229	0.478835	-0.082639
1923	-3.61	9.147	1.064549	0.022118
1924	-3.45	9.204	0.657406	0.095396
1925	-3.52	9.257	0.278835	-0.055239
1926	-3.46	9.264	0.228835	-0.005889
1927	-3.39	9.277	0.135978	0.044332
1928	-3.53	9.270	0.185978	-0.085018
1929	-3.36	9.304	-0.056879	0.033254
1930	-3.45	9.319	-0.164022	-0.079568
1931	-3.51	9.262	0.243121	-0.052846
1932	-3.46	9.283	0.093121	-0.034796
1933	-3.53	9.288	0.057406	-0.112404
1934	-3.51	9.285	0.078835	-0.087839
1935	-3.65	9.248	0.343121	-0.171546
1936	-3.56	9.249	0.335978	-0.083068
1937	-3.50	9.231	0.464549	0.004318
1938	-3.48	9.261	0.250263	-0.021325
1939	-3.65	9.187	0.778835	-0.078739
1940	-3.55	9.268	0.200263	-0.101975
1941	-3.57	9.226	0.500263	-0.058075
1942	-3.48	9.286	0.071692	-0.059361
1943	-3.40	9.311	-0.106879	-0.017396
1944	-3.41	9.305	-0.064022	-0.018268
1945	-3.40	9.296	0.000263	0.005425
1946	-3.50	9.268	0.200263	-0.051975
1947	-3.42	9.293	0.021692	-0.010011
1948	-3.35	9.285	0.078835	0.072161
1949	-3.23	9.340	-0.314022	0.108482
1950	-3.46	9.259	0.264549	0.001718
1951	-3.42	9.298	-0.014022	-0.017618
1952	-3.48	9.238	0.414549	0.013668
1953	-3.50	9.232	0.457406	0.002796
1954	-3.44	9.246	0.357406	0.041496
1955	-3.48	9.273	0.164549	-0.039582
1956	-3.43	9.317	-0.149737	-0.056525
1957	-3.50	9.222	0.528835	0.018011
1958	-3.62	9.203	0.664549	-0.073082
1959	-3.41	9.305	-0.064022	-0.018268
1960	-3.43	9.319	-0.164022	-0.059568
1961	-3.46	9.332	-0.256879	-0.109346
1962	-3.51	9.250	0.328835	-0.034589
1963	-3.65	9.245	0.364549	-0.166982
1964	-3.45	9.339	-0.306879	-0.109996
1965	-3.51	9.327	-0.221165	-0.151739
1966	-3.59	9.291	0.035978	-0.176968
1967	-3.43	9.366	-0.499737	-0.131075
1968	-3.48	9.299	-0.021165	-0.079139
1969	-3.61	9.226	0.500263	-0.098075
1970	-3.51	9.309	-0.092594	-0.124354
1971	-3.60	9.269	0.193121	-0.153496
1972	-3.50	9.320	-0.171165	-0.131089
1973	-3.45	9.356	-0.428308	-0.135861
1974	-3.64	9.275	0.150263	-0.202625
1975	-3.49	9.334	-0.271165	-0.142389
1976	-3.54	9.273	0.164549	-0.099582
1977	-3.50	9.295	0.007406	-0.093054
1978	-3.55	9.320	-0.171165	-0.181089
1979	-3.58	9.274	0.157406	-0.141104
1980	-3.62	9.245	0.364549	-0.136982
1981	-3.62	9.328	-0.228308	-0.263261
1982	-3.59	9.246	0.357406	-0.108504
1983	-3.37	9.272	0.171692	0.071939
1984	-3.60	9.238	0.414549	-0.106332
1985	-3.61	9.262	0.243121	-0.152846
1986	-3.68	9.264	0.228835	-0.225889
1987	-3.47	9.327	-0.221165	-0.111739
1988	-3.66	9.204	0.657406	-0.114604
1989	-3.46	9.289	0.050263	-0.043925
1990	-3.44	9.304	-0.056879	-0.046746
1991	-3.46	9.221	0.535978	0.059532
1992	-3.42	9.258	0.271692	0.043239
1993	-3.52	9.221	0.535978	-0.000468
1994	-3.59	9.195	0.721692	-0.030911
