# Heron Island Reef Isopora Coral d18O and Sr/Ca Data 1971-2012 CE
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/22231
#      Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/west_pacific/great_barrier/brenner2017/brenner2017-gbr.txt
#      Description: NOAA location of the template
#
# Archive: Corals and Sclerosponges
#
# Parameter_Keywords: oxygen isotopes, trace metals
#---------------------------------------
# Contribution_Date
#    Date: 2017-06-09
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2017-06-09
#---------------------------------------
# Title
#    Study_Name: Heron Island Reef Isopora Coral d18O and Sr/Ca Data 1971-2012 CE
#---------------------------------------
# Investigators
#      Investigators: Brenner, Logan; Linsley, Braddock; Potts, Donald
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: 5 corals with oxygen isotopes and trace metal records
#         Provided Keywords: coral, great barrier reef, isopora
#---------------------------------------
# Publication
# Authors: Brenner, Logan D., Braddock K. Linsley, and Donald C. Potts
# Published_Date_or_Year: 2017
# Published_Title: A Modern Sr/Ca-d18O-Sea Surface Temperature Calibration for Isopora corals on the Great Barrier Reef
# Journal_Name: Paleoceanography
# Volume: 32
# Edition: 
# Issue: 2
# Pages: 182-194
# Report Number: 
# DOI: 10.1002/2016PA002973
# Online_Resource: 
# Full_Citation: 
# Abstract: Isopora (Acroporidae) is a genus of often encrusting, branching to submassive corals that are common in many shallow habitats on modern and fossil Indo-West Pacific reefs. Although abundant, Isopora is largely absent from paleoceanographic literature. The scarcity of large Porites and the abundance of Isopora retrieved from the Great Barrier Reef (GBR) on Integrated Ocean Drilling Program Expedition 325 focused paleoceanographic attention on Isopora. Here we provide the first independent high-resolution calibration of both Sr/Ca and d18O for temperature analyses based on Isopora and demonstrate its consistency with Porites records. We developed modern skeletal Sr/Ca- and d18O-sea surface temperature (SST) calibrations based on five modern Isopora colonies from Heron Island in the southern GBR. Pairing the coral Sr/Ca record with monthly SST data yielded Sr/Ca-SST sensitivities from -0.061?±?0.004 (centered) to -0.083?±?0.007 (raw)?mmol/mol?°C-1 based on reduced major axis regressions. These sensitivities are in the middle of the range of published Porites values and overlap most published values for Isopora, -0.075?±?0.011 to -0.065?±?0.011?mmol/mol?°C-1. The d18O-SST sensitivities range from -0.184?±?0.014 (centered) to -0.185?±?0.014 (raw) ‰?°C-1, assuming that all seasonal variation in d18O was due to SST. These d18O-SST sensitivities are smaller than the widely accepted value of -0.23‰?°C-1 for biogenic aragonite but are at the upper end of high-resolution Porites-defined sensitivities that are consistently less than the aforementioned established value. Our results validate the use of Isopora as an alternative source of paleoceanographic records in habitats where large massive Porites are scarce or absent.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NSF
#    Grant: OCE-1356948 
#---------------------------------------
# Site Information
# Site_Name: Heron Island Reef
# Location: Australia
# Country: Australia
# Northernmost_Latitude: -23.44
# Southernmost_Latitude: -23.44
# Easternmost_Longitude: 151.91
# Westernmost_Longitude: 151.91
# Elevation: 
#---------------------------------------
# Data_Collection
#   Collection_Name: Heron Island GBR Brenner17
#   First_Year: 1971.16666688
#   Last_Year: 1976.5
#   Time_Unit: CE
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab- 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data,additional info
## age_CE	age,,,years CE,,,,,N,
## d18O_GBR538	delta 18O ,Isopora sp,,per mil PDB,,corals and sclerosponges,interpolated,isotope ratio mass spectrometry,N,12 pts per year interp; for core GBR538
## SrCa_GBR538	Strontium/Calcium,Isopora sp,,mmol/mol,,corals and sclerosponges,interpolated,inductively-coupled plasma optical emission spectrometry,N,12 pts per year interp; for core GBR538
## d18O_GBR641A	delta 18O ,Isopora sp,,per mil PDB,,corals and sclerosponges,interpolated,isotope ratio mass spectrometry,N,12 pts per year interp; for core GBR641A
## SrCa_GBR641A	Strontium/Calcium,Isopora sp,,mmol/mol,,corals and sclerosponges,interpolated,inductively-coupled plasma optical emission spectrometry,N,12 pts per year interp; for core GBR641A
## d18O_GBR637	delta 18O ,Isopora sp,,per mil PDB,,corals and sclerosponges,interpolated,isotope ratio mass spectrometry,N,12 pts per year interp; for core GBR637
## SrCa_GBR637	Strontium/Calcium,Isopora sp,,mmol/mol,,corals and sclerosponges,interpolated,inductively-coupled plasma optical emission spectrometry,N,12 pts per year interp; for core GBR637
#------------------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: -999
age_CE	d18O_GBR538	SrCa_GBR538	d18O_GBR641A	SrCa_GBR641A	d18O_GBR637	SrCa_GBR637	
1976.5	-999	-999	-3.25954636	9.61876356	-3.08836242	9.38047144	
1976.416667	-999	-999	-3.32392982	9.42061895	-3.34283767	9.43255053	
1976.333333	-999	-999	-3.71909109	9.40702149	-3.65698233	9.22505387	
1976.25	-999	-999	-3.6527312	9.37558517	-3.82340403	9.34519778	
1976.166667	-999	-999	-4.21392365	9.30777064	-3.93563581	9.17400007	
1976.083333	-999	-999	-4.19275621	9.1243401	-4.08440672	9.2216627	
1976	-999	-999	-4.41190264	9.24329855	-4.57189864	9.24967696	
1975.916667	-999	-999	-4.32005934	9.24018338	-4.51104938	9.2373129	
1975.833333	-999	-999	-4.31534014	9.35040311	-4.18203452	9.2423602	
1975.75	-999	-999	-4.18157132	9.36714199	-4.01847762	9.32560977	
1975.666667	-999	-999	-3.86338572	9.38072685	-3.95250433	9.33063488	
1975.583333	-999	-999	-3.83524166	9.27402977	-3.81486865	9.33838694	
1975.5	-999	-999	-3.8390244	9.32845582	-3.69097841	9.28420023	
1975.416667	-999	-999	-3.64820639	9.23947887	-3.62659114	9.37295021	
1975.333333	-999	-999	-3.91634159	9.24793966	-3.67573673	9.42727505	
1975.25	-999	-999	-3.93663967	9.18505963	-3.87165444	9.39484507	
1975.166667	-999	-999	-4.16330104	9.12978984	-4.07820889	9.16679844	
1975.083333	-999	-999	-4.34803357	9.12298102	-4.51385105	9.0785094	
1975	-2.91218324	9.3118012	-4.31380365	9.27984655	-4.41268939	9.09106921	
1974.916667	-3.33804073	9.28992926	-4.32854788	9.23293865	-4.42147699	9.06966955	
1974.833333	-3.54667048	9.26269414	-4.17768967	9.29153824	-4.36603492	9.05264889	
1974.75	-3.71365168	9.23477784	-4.02495621	9.21087529	-4.20097299	9.09284037	
1974.666667	-3.5464441	9.32074996	-4.01453366	9.3100883	-4.03591106	9.23438709	
1974.583333	-3.20607996	9.45264689	-3.91915535	9.33343187	-3.87084913	9.36661364	
1974.5	-3.06831698	9.45273147	-3.70515509	9.42191028	-3.70578721	9.42487373	
1974.416667	-3.07466929	9.62276991	-3.44045417	9.33876433	-3.54072528	9.47450312	
1974.333333	-3.05675767	9.50718637	-3.77515557	9.37378205	-3.72124123	9.41448453	
1974.25	-3.4002102	9.42361606	-4.07499112	9.30615952	-3.96693889	9.33330387	
1974.166667	-3.44174417	9.36550003	-4.17855547	9.31878348	-4.18199055	9.47892422	
1974.083333	-3.50266373	9.43150089	-4.38013355	9.23109006	-4.38297245	9.38746903	
1974	-3.79496578	9.24404017	-4.42751468	9.22029303	-4.59299896	9.32758009	
1973.916667	-3.2389062	9.5841377	-4.13265277	9.26761567	-4.42706147	9.40376941	
1973.833333	-3.45981274	9.5484143	-4.00706717	9.3639983	-4.45031567	9.32694113	
1973.75	-3.26124254	9.54152861	-4.12076115	9.5285821	-4.38840748	9.32733343	
1973.666667	-3.32737017	9.59387048	-3.77109581	9.40171784	-4.21168942	9.24812269	
1973.583333	-3.06665415	9.55787145	-3.74236281	9.50442218	-4.01739279	9.1891784	
1973.5	-3.35185177	9.62767587	-3.7309173	9.43442548	-3.81024787	9.17043025	
1973.416667	-3.06224759	9.64819995	-3.82727641	9.46932477	-3.82922132	9.21383308	
1973.333333	-3.36241994	9.40609313	-3.91685674	9.47946519	-3.9191647	9.30763602	
1973.25	-3.68497358	9.4214194	-4.21132073	9.22175423	-3.93638752	9.13633629	
1973.166667	-3.810994	9.39124014	-4.42644879	9.31911747	-4.19198851	9.15009669	
1973.083333	-4.12434669	9.4870241	-4.50120959	9.19961192	-4.42768444	9.14959796	
1973	-3.86042605	9.26750327	-4.84792482	9.23050769	-4.55389573	9.02791087	
1972.916667	-3.86655965	9.319198	-4.70943141	9.17850661	-4.42805954	9.189252	
1972.833333	-3.88475287	9.58385141	-4.54854676	9.2878205	-4.18941819	9.2735934	
1972.75	-3.57906224	9.42941446	-4.21629761	9.52611876	-4.07203223	9.23364466	
1972.666667	-3.36977918	9.53866309	-4.28632834	9.49329826	-3.76692626	9.39088934	
1972.583333	-2.98888697	9.50577277	-4.29483957	9.43689621	-3.6995999	9.2742839	
1972.5	-3.06374512	9.58446998	-3.84630063	9.46127666	-3.51077581	9.32599622	
1972.416667	-2.88993453	9.77020986	-4.06466868	9.4276428	-3.52544212	9.32664761	
1972.333334	-3.14933031	9.49896952	-4.20668215	9.40372653	-4.00024479	9.23743425	
1972.25	-3.23167459	9.53612813	-4.16307663	9.37326308	-4.11249449	9.20901166	
1972.166667	-3.2050689	9.49550126	-4.05919334	9.36622716	-4.24937082	9.15584994	
1972.083334	-3.51387636	9.5061101	-4.35457479	9.27586891	-4.20878733	9.11637875	
1972	-3.45002849	9.45755793	-4.44913491	9.1938747	-4.32362749	9.16392654	
1971.916667	-3.44028284	-999	-4.26960068	9.24831617	-4.27940044	9.23612547	
1971.833334	-3.48106015	-999	-4.09498509	9.356731	-4.06606246	9.43825816	
1971.75	-3.64619363	-999	-3.63812726	9.4029391	-4.03861117	9.56052765	
1971.666667	-999	-999	-3.57517569	9.41660032	-3.83516478	9.4232094	
