# Fiji Coral Annual Average d18O and Sr/Ca Data
#-----------------------------------------------------------------------
#              World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                       NOAA Paleoclimatology Program 
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Online_Resource: http://www.hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:
# 
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/linsley2006/linsley2006-AB.txt
#
# Archive: Coral
#
#--------------------------------
# Contribution_Date
# Date: 2014-03-30
#--------------------------------
# Title:     Fiji Coral Annual Average d18O and Sr/Ca Data
#--------------------------------
# Investigators: Linsley, B.K.; Kaplan, A.; Gouriou, Y.; Salinger, J.; deMenocal, P.B.; Wellington, G.M.; Howe, S.S.
#--------------------
# Description and Notes: 
# Cores Fiji 1F and Fiji AB were drilled from Porites lutea colonies within 200m of each other. Fiji core 1F was collected in April 1997 in Savusavu Bay, Fiji. A 2.3 m coral core was recovered from a P. lutea colony growing at a depth of 10 m in the middle of Savusavu Bay on the south side of the island of Vanua Levu, Fiji (16°49'S, 179°14'E). Fiji core AB was collected in December 2001. Fiji core AB is 3.89m long continuous coral core from a colony of Porites lutea growing at 10 m depth in Savusavu Bay, Vanua Levu, Fiji (16°49'S, 179°14'E) (within 200 m of core 1F collected in 1997). METHODS SUMMARY For both Fiji 1F and Fiji AB coral slabs 7 mm thick were cut from the cores and cleaned in deionized water in an ultrasonic bath and with a probe sonicator. Dry slabs were sampled with a low-speed micro-drill along tracks parallel to corallite traces as identified in X-ray positives with a 1 mm round diamond drill bit. The X-ray collage for Fiji 1F was published in Linsley et al. (2004). Sr/Ca was measured at 1 mm resolution (12â€“13 samples per year) and d18O was measured at 2 mm resolution on the same samples (analyzing every other sample or 6â€“7 samples per year) in both Fiji cores. We measured oxygen isotope ratios on a Micromass Optima gas source mass spectrometer at the University at Albany-State University of New York with an individual acid reaction vessel system. External precision was better than 0.05 per mil for d18O based on analyses of 657 (13.5%) replicate samples. We used an inductively coupled plasma atomic emission spectro-photometer (ICP-AES) at Harvard University to measure coral skeletal Sr/Ca in Fiji core 1F following a technique described in detail by Schrag (1999). The external precision is better than 0.15% (RSD) based on analyses of replicate samples (10% replicates). Fiji 1F Sr/Ca data was further corrected by -0.14 mmol/mol to adjust for lab offset with the Lamont-Doherty Earth Observatory ICP-OES where Sr/Ca was measured on other cores in Dr. Linsley's collection. To construct the Fiji 1F and AB chronologies we tied the annual minima in Sr/Ca and/or d18O to February (on average the warmest month) and maximum Sr/Ca and d18O to August/September (on average the coolest months). Thus there were 2 tie-points per year. To generate the annual averages we then averaged all data with each calendar year. All mm-scale data.
# see methods in Linsley et al. (2004) and Linsley et al. (2006).
# 
#--------------------
# Publication 
#   Authors: Linsley, B.K., A. Kaplan, Y. Gouriou, J. Salinger, P.B. deMenocal, G.M. Wellington, and S.S. Howe
#   Journal_Name: Geochemistry, Geophysics, Geosystems
#   Published_Title: Tracking the extent of the South Pacific Convergence Zone since the early 1600s
#   Published_Date_or_Year: 2006
#   Volume: 7
#   Pages: 
#   Report_Number: Q05003
#   DOI: 10.1029/2005GC001115
#  Abstract: The South Pacific Convergence Zone (SPCZ) is the largest and most persistent spur of the Intertropical Convergence Zone. At the southeastern edge of the SPCZ near 170W and 15 20S a surface ocean salinity frontal zone exists that separates fresher Western Pacific Warm Pool water from saltier and cooler waters in the east. This salinity front is known to shift east and west with the phase of the El NinËœo Southern Oscillation. We have generated subannually resolved and replicated coral oxygen isotopic time series from Fiji (17S, 179E) and Rarotonga (21.5S, 160W) that have recorded interannual displacements of the salinity front over the last 380 years and also indicate that at lower frequencies the decadal mean position of the salinity front, and eastern extent of the SPCZ, has shifted east-west through 10 to 20 of longitude three times during this interval. The most recent and largest shift began in the mid 1800s as the salinity front progressively moved eastward and salinity decreased at both sites. Our results suggest that sea surface salinity at these sites is now at the lowest levels recorded and is evidence for an unprecedented expansion of the SPCZ since the mid 1800s. The expansion of the SPCZ implies a gradual change in the South Pacific to more La Nina-like long-term mean conditions. This observation is consistent with the ocean thermostat mechanism for the Pacific coupled ocean-atmosphere system, whereby exogenous heating of the atmosphere would result in greater warming in the western Pacific and a greater east-west surface temperature gradient.
#--------------------
# Publication 
#   Authors: Neukom, R.,  J., Gergis, D. Karoly, H. Wanner, M. Curran, J. Elbert, F. González-Rouco, B.K. Linsley, A.D. Moy, I. Mundo, C.C. Raible, E.J. Steig, T. van Ommen, T. Vance, R. Villalba, J. Zinke, D. Frank
#   Journal_Name: Nature Climate Change
#   Published_Title: Inter-hemispheric temperature variability over the past millennium
#   Published_Date_or_Year: 2014
#   Volume: 
#   Pages: 
#   DOI: 10.1038/nclimate2174
#   Abstract: The Earth’s climate system is driven by a complex interplay of internal chaotic dynamics and natural and anthropogenic external forcing. Recent instrumental data have shown a remarkable degree of asynchronicity between Northern Hemisphere and Southern Hemisphere temperature fluctuations, thereby questioning the relative importance of internal versus external drivers of past as well as future climate variability. However, large-scale temperature reconstructions for the past millennium have focused on the Northern Hemisphere, limiting empirical assessments of inter-hemispheric variability on multi-decadal to centennial timescales. Here, we introduce a new millennial ensemble reconstruction of annually resolved temperature variations for the Southern Hemisphere based on an unprecedented network of terrestrial and oceanic palaeoclimate proxy records. In conjunction with an independent Northern Hemisphere temperature reconstruction ensemble, this record reveals an extended cold period (1594–1677) in both hemispheres but no globally coherent warm phase during the pre-industrial (1000–1850) era. The current (post-1974) warm phase is the only period of the past millennium where both hemispheres are likely to have experienced contemporaneous warm extremes. Our analysis of inter-hemispheric temperature variability in an ensemble of climate model simulations for the past millennium suggests that models tend to overemphasize Northern Hemisphere–Southern Hemisphere synchronicity by underestimating the role of internal ocean–atmosphere dynamics, particularly in the ocean-dominated Southern Hemisphere. Our results imply that climate system predictability on decadal to century timescales may be lower than expected based on assessments of external climate forcing and Northern Hemisphere temperature variations alone.
#--------------------------------
# Publication 
#   Authors: Linsley, B.K., G.M. Wellington, D.P. Schrag, L. Ren, M.J. Salinger, and A.W. Tudhope
#   Journal_Name: Climate Dynamics
#   Published_Title: Coral evidence for changes in the amplitude and spatial pattern of South Pacific interdecadal climate variability over the last 300 years
#   Published_Date_or_Year: 2004
#   Volume: 22
#   Pages: 1-11
#   DOI: 10.1007/s00382-003-0364-y
#  Abstract: In the Pacific Ocean, the coherent pattern of interdecadal variations in sea surface temperature (SST) over the last ∼100 years has been termed the Interdecadal Pacific Oscillation (IPO). To examine past variations in the IPO we have generated time series of Sr/Ca and oxygen isotopes (δ18O) from South Pacific Porites coral colonies growing at Rarotonga (1997 to 1726) and Fiji (1997 to 1780). At both sites skeletal Sr/Ca is highly correlated with instrumental SST at least back to ∼1970 and δ18O appears to reflect both SST and South Pacific Convergence Zone (SPCZ) effects on seawater δ18O. Comparison of our results to a New Caledonia coral δ18O record and to indices of interdecadal Pacific climate variability demonstrates that these South Pacific corals have accurately recorded twentieth century variations in the IPO and SPCZ. The coral records also indicate that higher amplitude and more spatially coherent IPO-related variability existed from 1880 to 1950 with notably poor between-site correlations in the mid-1800s. These observations suggest that the spatial IPO pattern in South Pacific SST was significantly more complex and/or poorly defined in the mid-1800s compared to that observed in the twentieth century. Comparison with North Pacific IPO indices also indicates that the degree of cross-hemispheric symmetry of interdecadal oceanographic variability has changed over time with a lower correlation between the North and South Pacific in the mid-1800s. This evidence suggests that the spatial pattern of the IPO at least in the South Pacific has varied over the last 300 years, with a major reorganization occurring after ∼1880 A.D.
#-------------------------------------------------
# Funding_Agency: 
#    Funding_Agency_Name: National Science Foundation
#    Grant: ATM-9901649, ATM-9619035, OCE-0318296, OCE-0317941
#-------------------------------------------------
# Funding_Agency: 
#    Funding_Agency_Name: National Oceanic and Atmospheric Administration
#    Grant: NA96GP0406, NA96GP0470
#--------------------------------
# Site Information: 
# Site_Name: Savusavu Bay
# Country: Fiji
# Location: Western Pacific Ocean 
#	Northernmost_Latitude:  -16.82
# 	Southernmost_Latitude:  -16.82
# 	Easternmost_Longitude: 179.23
# 	Westernmost_Longitude: 179.23
# 	Elevation: -10
#--------------------------------
# Data Collection 
# Collection_Name: Fiji AB d18O L06
# Oldest_Year: 1617
# Most_Recent_Year: 2001
# Time_Unit: AD
# Core_Length:
# Notes: 
#--------------------------------
# Chronology:
#    The chronologies for all of the coral results presented here are based on the reconstructed annual cycle in millimeter-scale δ18O and/or Sr/Ca down core analyses [Linsley et al., 2000; Ren et al., 2003; Linsley et al., 2004]. 
#--------------------------------
# Variables    
# 
# Data variables follow (have double marker- "##")
# Data line variables format:  Variables list, one per line, shortname-tab-nine components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
## age_AD  age,,,year AD,,,,,N
## d18OPor-ann	delta 18O annual average,Porites sp.,,per mil VPDB,,Corals and Sclerosponges,,,N
## d18OPor-1900-99	delta 18O,Porites sp.,,per mil VPDB,,Corals and Sclerosponges,minus 1900-1999 mean,,N
#---------------------------------
# Data:
age_AD	d18OPor-ann	d18OPor-1900-99
2001.5	-4.81	-0.16
2000.5	-4.98	-0.33
1999.5	-4.96	-0.31
1998.5	-4.56	0.09
1997.5	-4.56	0.09
1996.5	-4.89	-0.24
1995.5	-4.8	-0.15
1994.5	-4.61	0.04
1993.5	-4.68	-0.03
1992.5	-4.64	0.01
1991.5	-4.59	0.06
1990.5	-4.69	-0.04
1989.5	-4.88	-0.23
1988.5	-4.72	-0.07
1987.5	-4.52	0.13
1986.5	-4.52	0.13
1985.5	-4.65	0
1984.5	-4.67	-0.02
1983.5	-4.53	0.12
1982.5	-4.71	-0.06
1981.5	-4.76	-0.11
1980.5	-4.73	-0.08
1979.5	-4.84	-0.19
1978.5	-4.62	0.03
1977.5	-4.4	0.25
1976.5	-4.75	-0.1
1975.5	-4.89	-0.24
1974.5	-4.92	-0.27
1973.5	-4.75	-0.1
1972.5	-4.67	-0.02
1971.5	-4.86	-0.21
1970.5	-4.67	-0.02
1969.5	-4.62	0.03
1968.5	-4.76	-0.11
1967.5	-4.58	0.07
1966.5	-4.56	0.09
1965.5	-4.57	0.08
1964.5	-4.75	-0.1
1963.5	-4.74	-0.09
1962.5	-4.72	-0.07
1961.5	-4.78	-0.13
1960.5	-4.77	-0.12
1959.5	-4.78	-0.13
1958.5	-4.56	0.09
1957.5	-4.61	0.04
1956.5	-4.92	-0.27
1955.5	-4.89	-0.24
1954.5	-4.67	-0.02
1953.5	-4.64	0.01
1952.5	-4.64	0.01
1951.5	-4.6	0.05
1950.5	-4.63	0.02
1949.5	-4.59	0.06
1948.5	-4.75	-0.1
1947.5	-4.59	0.06
1946.5	-4.69	-0.04
1945.5	-4.66	-0.01
1944.5	-4.62	0.03
1943.5	-4.67	-0.02
1942.5	-4.55	0.1
1941.5	-4.46	0.19
1940.5	-4.43	0.22
1939.5	-4.64	0.01
1938.5	-4.65	0
1937.5	-4.5	0.15
1936.5	-4.61	0.04
1935.5	-4.63	0.02
1934.5	-4.65	0
1933.5	-4.76	-0.11
1932.5	-4.67	-0.02
1931.5	-4.51	0.14
1930.5	-4.31	0.34
1929.5	-4.57	0.08
1928.5	-4.61	0.04
1927.5	-4.76	-0.11
1926.5	-4.53	0.12
1925.5	-4.45	0.2
1924.5	-4.49	0.16
1923.5	-4.57	0.08
1922.5	-4.7	-0.05
1921.5	-4.63	0.02
1920.5	-4.48	0.17
1919.5	-4.51	0.14
1918.5	-4.62	0.03
1917.5	-4.72	-0.07
1916.5	-4.78	-0.13
1915.5	-4.5	0.15
1914.5	-4.56	0.09
1913.5	-4.51	0.14
1912.5	-4.49	0.16
1911.5	-4.68	-0.03
1910.5	-4.74	-0.09
1909.5	-4.71	-0.06
1908.5	-4.76	-0.11
1907.5	-4.63	0.02
1906.5	-4.51	0.14
1905.5	-4.34	0.31
1904.5	-4.55	0.1
1903.5	-4.44	0.21
1902.5	-4.47	0.18
1901.5	-4.53	0.12
1900.5	-4.46	0.19
1899.5	-4.58	0.07
1898.5	-4.77	-0.12
1897.5	-4.49	0.16
1896.5	-4.48	0.17
1895.5	-4.51	0.14
1894.5	-4.64	0.01
1893.5	-4.68	-0.03
1892.5	-4.66	-0.01
1891.5	-4.63	0.02
1890.5	-4.68	-0.03
1889.5	-4.46	0.19
1888.5	-4.4	0.25
1887.5	-4.65	0
1886.5	-4.44	0.21
1885.5	-4.37	0.28
1884.5	-4.46	0.19
1883.5	-4.56	0.09
1882.5	-4.54	0.11
1881.5	-4.57	0.08
1880.5	-4.64	0.01
1879.5	-4.77	-0.12
1878.5	-4.45	0.2
1877.5	-4.32	0.33
1876.5	-4.51	0.14
1875.5	-4.41	0.24
1874.5	-4.51	0.14
1873.5	-4.46	0.19
1872.5	-4.45	0.2
1871.5	-4.61	0.04
1870.5	-4.69	-0.04
1869.5	-4.62	0.03
1868.5	-4.45	0.2
1867.5	-4.5	0.15
1866.5	-4.56	0.09
1865.5	-4.46	0.19
1864.5	-4.46	0.19
1863.5	-4.46	0.19
1862.5	-4.38	0.27
1861.5	-4.48	0.17
1860.5	-4.67	-0.02
1859.5	-4.56	0.09
1858.5	-4.44	0.21
1857.5	-4.49	0.16
1856.5	-4.6	0.05
1855.5	-4.49	0.16
1854.5	-4.45	0.2
1853.5	-4.53	0.12
1852.5	-4.44	0.21
1851.5	-4.33	0.32
1850.5	-4.25	0.4
1849.5	-4.44	0.21
1848.5	-4.56	0.09
1847.5	-4.6	0.05
1846.5	-4.56	0.09
1845.5	-4.42	0.23
1844.5	-4.36	0.29
1843.5	-4.31	0.34
1842.5	-4.62	0.03
1841.5	-4.53	0.12
1840.5	-4.43	0.22
1839.5	-4.44	0.21
1838.5	-4.4	0.25
1837.5	-4.47	0.18
1836.5	-4.36	0.29
1835.5	-4.4	0.25
1834.5	-4.45	0.2
1833.5	-4.43	0.22
1832.5	-4.38	0.27
1831.5	-4.46	0.19
1830.5	-4.54	0.11
1829.5	-4.58	0.07
1828.5	-4.6	0.05
1827.5	-4.6	0.05
1826.5	-4.56	0.09
1825.5	-4.6	0.05
1824.5	-4.4	0.25
1823.5	-4.34	0.31
1822.5	-4.5	0.15
1821.5	-4.38	0.27
1820.5	-4.34	0.31
1819.5	-4.56	0.09
1818.5	-4.65	0
1817.5	-4.53	0.12
1816.5	-4.42	0.23
1815.5	-4.4	0.25
1814.5	-4.42	0.23
1813.5	-4.51	0.14
1812.5	-4.54	0.11
1811.5	-4.47	0.18
1810.5	-4.4	0.25
1809.5	-4.35	0.3
1808.5	-4.37	0.28
1807.5	-4.58	0.07
1806.5	-4.78	-0.13
1805.5	-4.62	0.03
1804.5	-4.59	0.06
1803.5	-4.37	0.28
1802.5	-4.43	0.22
1801.5	-4.6	0.05
1800.5	-4.68	-0.03
1799.5	-4.52	0.13
1798.5	-4.41	0.24
1797.5	-4.5	0.15
1796.5	-4.61	0.04
1795.5	-4.68	-0.03
1794.5	-4.72	-0.07
1793.5	-4.62	0.03
1792.5	-4.35	0.3
1791.5	-4.28	0.37
1790.5	-4.44	0.21
1789.5	-4.56	0.09
1788.5	-4.5	0.15
1787.5	-4.51	0.14
1786.5	-4.53	0.12
1785.5	-4.59	0.06
1784.5	-4.71	-0.06
1783.5	-4.48	0.17
1782.5	-4.44	0.21
1781.5	-4.46	0.19
1780.5	-4.49	0.16
1779.5	-4.52	0.13
1778.5	-4.48	0.17
1777.5	-4.63	0.02
1776.5	-4.44	0.21
1775.5	-4.5	0.15
1774.5	-4.58	0.07
1773.5	-4.55	0.1
1772.5	-4.54	0.11
1771.5	-4.49	0.16
1770.5	-4.35	0.3
1769.5	-4.22	0.43
1768.5	-4.37	0.28
1767.5	-4.4	0.25
1766.5	-4.36	0.29
1765.5	-4.42	0.23
1764.5	-4.39	0.26
1763.5	-4.37	0.28
1762.5	-4.4	0.25
1761.5	-4.47	0.18
1760.5	-4.3	0.35
1759.5	-4.27	0.38
1758.5	-4.38	0.27
1757.5	-4.47	0.18
1756.5	-4.51	0.14
1755.5	-4.45	0.2
1754.5	-4.4	0.25
1753.5	-4.43	0.22
1752.5	-4.54	0.11
1751.5	-4.46	0.19
1750.5	-4.43	0.22
1749.5	-4.47	0.18
1748.5	-4.64	0.01
1747.5	-4.52	0.13
1746.5	-4.47	0.18
1745.5	-4.38	0.27
1744.5	-4.43	0.22
1743.5	-4.5	0.15
1742.5	-4.5	0.15
1741.5	-4.5	0.15
1740.5	-4.52	0.13
1739.5	-4.49	0.16
1738.5	-4.48	0.17
1737.5	-4.61	0.04
1736.5	-4.42	0.23
1735.5	-4.56	0.09
1734.5	-4.53	0.12
1733.5	-4.48	0.17
1732.5	-4.61	0.04
1731.5	-4.57	0.08
1730.5	-4.56	0.09
1729.5	-4.66	-0.01
1728.5	-4.67	-0.02
1727.5	-4.67	-0.02
1726.5	-4.68	-0.03
1725.5	-4.63	0.02
1724.5	-4.61	0.04
1723.5	-4.47	0.18
1722.5	-4.61	0.04
1721.5	-4.59	0.06
1720.5	-4.61	0.04
1719.5	-4.44	0.21
1718.5	-4.57	0.08
1717.5	-4.64	0.01
1716.5	-4.75	-0.1
1715.5	-4.53	0.12
1714.5	-4.53	0.12
1713.5	-4.4	0.25
1712.5	-4.53	0.12
1711.5	-4.56	0.09
1710.5	-4.65	0
1709.5	-4.61	0.04
1708.5	-4.5	0.15
1707.5	-4.52	0.13
1706.5	-4.54	0.11
1705.5	-4.61	0.04
1704.5	-4.43	0.22
1703.5	-4.37	0.28
1702.5	-4.66	-0.01
1701.5	-4.7	-0.05
1700.5	-4.53	0.12
1699.5	-4.57	0.08
1698.5	-4.54	0.11
1697.5	-4.42	0.23
1696.5	-4.56	0.09
1695.5	-4.61	0.04
1694.5	-4.6	0.05
1693.5	-4.4	0.25
1692.5	-4.49	0.16
1691.5	-4.57	0.08
1690.5	-4.5	0.15
1689.5	-4.57	0.08
1688.5	-4.55	0.1
1687.5	-4.61	0.04
1686.5	-4.41	0.24
1685.5	-4.63	0.02
1684.5	-4.63	0.02
1683.5	-4.5	0.15
1682.5	-4.56	0.09
1681.5	-4.63	0.02
1680.5	-4.49	0.16
1679.5	-4.49	0.16
1678.5	-4.49	0.16
