# Bunaken Island, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1903
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bunaken2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12-01
#--------------------
# Title
#	Study_Name: Lombok Strait, Bunaken Island - Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Bunaken Island
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: 1.5 
# 	Southernmost_Latitude: 1.5 
# 	Easternmost_Longitude: 124.83 
# 	Westernmost_Longitude: 124.83 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo02a
#	Earliest_Year: 1860
#	Most_Recent_Year: 1990
#	Time_Unit: AD
#	Core_Length: 2.65 m
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp. 
#	Common_Name: 
#------------------
# Chronology_Information
# 	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, , ,N
##d18O_sa	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, seasonal average, ,N
##d18O_anom	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, anomaly, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1939.25	-5.2014	-5.081	-0.12
1939.33	-5.1621	-5.081	-0.081
1939.42	-5.1486	-5.084	-0.065
1939.5	-5.1908	-5.095	-0.096
1939.58	-5.1708	-5.128	-0.043
1939.67	-5.3679	-5.158	-0.21
1939.75	-5.4591	-5.222	-0.237
1939.83	-5.4841	-5.279	-0.205
1939.92	-5.3548	-5.201	-0.154
1940	-5.2429	-5.135	-0.108
1940.08	-5.21	-5.095	-0.115
1940.17	-5.2069	-5.074	-0.133
1940.25	-5.1498	-5.081	-0.069
1940.33	-5.1132	-5.081	-0.032
1940.42	-5.0575	-5.084	0.026
1940.5	-5.0807	-5.095	0.014
1940.58	-5.0365	-5.128	0.092
1940.67	-5.0353	-5.158	0.123
1940.75	-5.14	-5.222	0.082
1940.83	-5.1822	-5.279	0.097
1940.92	-4.9568	-5.201	0.244
1941	-4.8633	-5.135	0.272
1941.08	-4.8096	-5.095	0.285
1941.17	-4.8311	-5.074	0.243
1941.25	-4.893	-5.081	0.188
1941.33	-4.9612	-5.081	0.12
1941.42	-4.9442	-5.084	0.14
1941.5	-5.0952	-5.095	0
1941.58	-5.1689	-5.128	-0.041
1941.67	-4.9707	-5.158	0.187
1941.75	-5.1248	-5.222	0.097
1941.83	-5.2163	-5.279	0.063
1941.92	-5.0839	-5.201	0.117
1942	-5.0587	-5.135	0.076
1942.08	-5.0625	-5.095	0.032
1942.17	-5.2354	-5.074	-0.161
1942.25	-5.2592	-5.081	-0.178
1942.33	-5.2305	-5.081	-0.15
1942.42	-5.1466	-5.084	-0.063
1942.5	-5.1911	-5.095	-0.096
1942.58	-5.3455	-5.128	-0.217
1942.67	-5.3647	-5.158	-0.207
1942.75	-5.4156	-5.222	-0.194
1942.83	-5.508	-5.279	-0.229
1942.92	-5.4593	-5.201	-0.258
1943	-5.4741	-5.135	-0.339
1943.08	-5.4228	-5.095	-0.328
1943.17	-5.4274	-5.074	-0.353
1943.25	-5.3773	-5.081	-0.296
1943.33	-5.2865	-5.081	-0.206
1943.42	-5.1947	-5.084	-0.111
1943.5	-5.1698	-5.095	-0.075
1943.58	-5.2176	-5.128	-0.09
1943.67	-5.2732	-5.158	-0.115
1943.75	-5.3524	-5.222	-0.13
1943.83	-5.4254	-5.279	-0.146
1943.92	-5.3895	-5.201	-0.188
1944	-5.3225	-5.135	-0.188
1944.08	-5.2149	-5.095	-0.12
1944.17	-5.2372	-5.074	-0.163
1944.25	-5.2402	-5.081	-0.159
1944.33	-5.227	-5.081	-0.146
1944.42	-5.2372	-5.084	-0.153
1944.5	-5.1972	-5.095	-0.102
1944.58	-5.1579	-5.128	-0.03
1944.67	-5.2044	-5.158	-0.046
1944.75	-5.2312	-5.222	-0.009
1944.83	-5.334	-5.279	-0.055
1944.92	-5.3105	-5.201	-0.109
1945	-5.3143	-5.135	-0.179
1945.08	-5.3044	-5.095	-0.209
1945.17	-5.1885	-5.074	-0.115
1945.25	-5.1796	-5.081	-0.099
1945.33	-5.2335	-5.081	-0.153
1945.42	-5.2994	-5.084	-0.215
1945.5	-5.2872	-5.095	-0.192
1945.58	-5.3364	-5.128	-0.208
1945.67	-5.4029	-5.158	-0.245
1945.75	-5.4343	-5.222	-0.212
1945.83	-5.5662	-5.279	-0.287
1945.92	-5.5333	-5.201	-0.332
1946	-5.4407	-5.135	-0.306
1946.08	-5.3229	-5.095	-0.228
1946.17	-5.2797	-5.074	-0.206
1946.25	-5.1425	-5.081	-0.061
1946.33	-5.044	-5.081	0.037
1946.42	-4.9334	-5.084	0.151
1946.5	-4.8593	-5.095	0.236
1946.58	-4.8336	-5.128	0.294
1946.67	-4.8577	-5.158	0.3
1946.75	-4.9075	-5.222	0.315
1946.83	-4.9352	-5.279	0.344
1946.92	-4.8932	-5.201	0.308
1947	-4.9208	-5.135	0.214
1947.08	-4.9005	-5.095	0.195
1947.17	-4.7869	-5.074	0.287
1947.25	-4.8285	-5.081	0.252
1947.33	-4.8127	-5.081	0.268
1947.42	-4.7854	-5.084	0.299
1947.5	-4.835	-5.095	0.26
1947.58	-4.9113	-5.128	0.217
1947.67	-4.8687	-5.158	0.289
1947.75	-4.8499	-5.222	0.372
1947.83	-5.0089	-5.279	0.27
1947.92	-4.9861	-5.201	0.215
1948	-4.899	-5.135	0.236
1948.08	-4.9461	-5.095	0.149
1948.17	-4.9021	-5.074	0.172
1948.25	-4.8164	-5.081	0.265
1948.33	-4.8226	-5.081	0.258
1948.42	-4.9212	-5.084	0.163
1948.5	-4.9346	-5.095	0.16
1948.58	-4.9287	-5.128	0.199
1948.67	-4.9387	-5.158	0.219
1948.75	-5.0168	-5.222	0.205
1948.83	-5.1207	-5.279	0.158
1948.92	-5.1046	-5.201	0.096
1949	-5.0265	-5.135	0.109
1949.08	-4.924	-5.095	0.171
1949.17	-5.0573	-5.074	0.017
1949.25	-5.083	-5.081	-0.002
1949.33	-5.0619	-5.081	0.019
1949.42	-5.0576	-5.084	0.026
1949.5	-5.2035	-5.095	-0.108
1949.58	-5.2055	-5.128	-0.077
1949.67	-5.2872	-5.158	-0.129
1949.75	-5.3409	-5.222	-0.119
1949.83	-5.4114	-5.279	-0.132
1949.92	-5.1893	-5.201	0.012
1950	-5.1497	-5.135	-0.015
1950.08	-5.1	-5.095	-0.005
1950.17	-5.1756	-5.074	-0.102
1950.25	-5.2393	-5.081	-0.158
1950.33	-5.1045	-5.081	-0.023
1950.42	-5.0219	-5.084	0.062
1950.5	-5.1058	-5.095	-0.011
1950.58	-5.1845	-5.128	-0.057
1950.67	-5.2096	-5.158	-0.052
1950.75	-5.3789	-5.222	-0.157
1950.83	-5.4209	-5.279	-0.142
1950.92	-5.4076	-5.201	-0.207
1951	-5.2399	-5.135	-0.105
1951.08	-5.1583	-5.095	-0.063
1951.17	-5.0897	-5.074	-0.016
1951.25	-4.9837	-5.081	0.097
1951.33	-5.0507	-5.081	0.03
1951.42	-5.1084	-5.084	-0.024
1951.5	-5.0921	-5.095	0.003
1951.58	-5.0508	-5.128	0.077
1951.67	-5.0241	-5.158	0.134
1951.75	-5.0048	-5.222	0.217
1951.83	-5.0659	-5.279	0.213
1951.92	-4.9285	-5.201	0.273
1952	-5.0279	-5.135	0.107
1952.08	-5.0959	-5.095	-0.001
1952.17	-5.0518	-5.074	0.022
1952.25	-5.1096	-5.081	-0.029
1952.33	-5.1117	-5.081	-0.031
1952.42	-5.1148	-5.084	-0.031
1952.5	-5.2696	-5.095	-0.175
1952.58	-5.164	-5.128	-0.036
1952.67	-5.0944	-5.158	0.064
1952.75	-5.1781	-5.222	0.044
1952.83	-5.2814	-5.279	-0.002
1952.92	-5.2036	-5.201	-0.003
1953	-5.1091	-5.135	0.026
1953.08	-5.1015	-5.095	-0.006
1953.17	-5.1025	-5.074	-0.029
1953.25	-5.2238	-5.081	-0.143
1953.33	-5.1841	-5.081	-0.103
1953.42	-5.086	-5.084	-0.002
1953.5	-5.13	-5.095	-0.035
1953.58	-5.122	-5.128	0.006
1953.67	-5.0678	-5.158	0.09
1953.75	-5.0821	-5.222	0.14
1953.83	-5.1212	-5.279	0.158
1953.92	-5.1144	-5.201	0.087
1954	-5.1106	-5.135	0.024
1954.08	-5.0983	-5.095	-0.003
1954.17	-5.048	-5.074	0.026
1954.25	-5.1249	-5.081	-0.044
1954.33	-5.2433	-5.081	-0.162
1954.42	-5.4046	-5.084	-0.321
1954.5	-5.3177	-5.095	-0.223
1954.58	-5.1362	-5.128	-0.008
1954.67	-5.0801	-5.158	0.078
1954.75	-5.2277	-5.222	-0.006
1954.83	-5.4149	-5.279	-0.136
1954.92	-5.2951	-5.201	-0.094
1955	-5.1959	-5.135	-0.061
1955.08	-5.0633	-5.095	0.032
1955.17	-5.0282	-5.074	0.046
1955.25	-5.2099	-5.081	-0.129
1955.33	-5.2721	-5.081	-0.191
1955.42	-5.2772	-5.084	-0.193
1955.5	-5.0833	-5.095	0.012
1955.58	-4.9965	-5.128	0.132
1955.67	-4.971	-5.158	0.187
1955.75	-5.0263	-5.222	0.196
1955.83	-5.1491	-5.279	0.13
1955.92	-5.1683	-5.201	0.033
1956	-5.1098	-5.135	0.025
1956.08	-5.03	-5.095	0.065
1956.17	-4.9818	-5.074	0.092
1956.25	-4.9539	-5.081	0.127
1956.33	-4.987	-5.081	0.094
1956.42	-5.0578	-5.084	0.026
1956.5	-5.1432	-5.095	-0.048
1956.58	-5.2837	-5.128	-0.156
1956.67	-5.2422	-5.158	-0.084
1956.75	-5.3539	-5.222	-0.132
1956.83	-5.3394	-5.279	-0.06
1956.92	-5.1996	-5.201	0.001
1957	-5.0879	-5.135	0.047
1957.08	-5.0779	-5.095	0.017
1957.17	-5.0474	-5.074	0.027
1957.25	-5.1674	-5.081	-0.086
1957.33	-5.1144	-5.081	-0.033
1957.42	-5.0961	-5.084	-0.012
1957.5	-5.0614	-5.095	0.034
1957.58	-4.9645	-5.128	0.163
1957.67	-4.8493	-5.158	0.309
1957.75	-4.8478	-5.222	0.374
1957.83	-4.8359	-5.279	0.443
1957.92	-4.8039	-5.201	0.397
1958	-4.8069	-5.135	0.328
1958.08	-4.808	-5.095	0.287
1958.17	-4.8822	-5.074	0.192
1958.25	-4.9471	-5.081	0.134
1958.33	-4.9795	-5.081	0.101
1958.42	-4.9227	-5.084	0.161
1958.5	-4.949	-5.095	0.146
1958.58	-4.9808	-5.128	0.147
1958.67	-5.0379	-5.158	0.12
1958.75	-5.1146	-5.222	0.107
1958.83	-5.225	-5.279	0.054
1958.92	-5.1865	-5.201	0.014
1959	-5.0518	-5.135	0.083
1959.08	-5.0332	-5.095	0.062
1959.17	-4.9922	-5.074	0.082
1959.25	-4.9616	-5.081	0.119
1959.33	-5.0835	-5.081	-0.003
1959.42	-5.0657	-5.084	0.018
1959.5	-5.1606	-5.095	-0.066
1959.58	-5.2746	-5.128	-0.147
1959.67	-5.3542	-5.158	-0.196
1959.75	-5.3808	-5.222	-0.159
1959.83	-5.4311	-5.279	-0.152
1959.92	-5.2736	-5.201	-0.073
1960	-5.2309	-5.135	-0.096
1960.08	-5.2111	-5.095	-0.116
1960.17	-5.209	-5.074	-0.135
1960.25	-5.1478	-5.081	-0.067
1960.33	-5.1821	-5.081	-0.101
1960.42	-5.2338	-5.084	-0.15
1960.5	-5.2631	-5.095	-0.168
1960.58	-5.2538	-5.128	-0.126
1960.67	-5.2042	-5.158	-0.046
1960.75	-5.1747	-5.222	0.047
1960.83	-5.352	-5.279	-0.073
1960.92	-5.3271	-5.201	-0.126
1961	-5.2805	-5.135	-0.146
1961.08	-5.1923	-5.095	-0.097
1961.17	-5.0594	-5.074	0.015
1961.25	-4.9763	-5.081	0.105
1961.33	-4.9943	-5.081	0.087
1961.42	-4.9527	-5.084	0.131
1961.5	-5.1109	-5.095	-0.016
1961.58	-5.1505	-5.128	-0.022
1961.67	-5.0878	-5.158	0.07
1961.75	-5.1422	-5.222	0.08
1961.83	-5.1627	-5.279	0.116
1961.92	-5.1363	-5.201	0.065
1962	-5.1909	-5.135	-0.056
1962.08	-5.2276	-5.095	-0.133
1962.17	-5.2901	-5.074	-0.216
1962.25	-5.1664	-5.081	-0.085
1962.33	-5.0705	-5.081	0.011
1962.42	-5.069	-5.084	0.015
1962.5	-5.1577	-5.095	-0.063
1962.58	-5.2377	-5.128	-0.11
1962.67	-5.3517	-5.158	-0.194
1962.75	-5.3539	-5.222	-0.132
1962.83	-5.4009	-5.279	-0.122
1962.92	-5.4018	-5.201	-0.201
1963	-5.3761	-5.135	-0.241
1963.08	-5.2511	-5.095	-0.156
1963.17	-5.0854	-5.074	-0.011
1963.25	-5.1673	-5.081	-0.086
1963.33	-5.1373	-5.081	-0.056
1963.42	-5.1132	-5.084	-0.029
1963.5	-5.079	-5.095	0.016
1963.58	-5.0946	-5.128	0.033
1963.67	-5.0678	-5.158	0.09
1963.75	-5.0156	-5.222	0.206
1963.83	-4.958	-5.279	0.321
1963.92	-4.9803	-5.201	0.221
1964	-4.9741	-5.135	0.161
1964.08	-5.0102	-5.095	0.085
1964.17	-5.0695	-5.074	0.005
1964.25	-5.0968	-5.081	-0.016
1964.33	-5.2091	-5.081	-0.128
1964.42	-5.2238	-5.084	-0.14
1964.5	-5.2059	-5.095	-0.111
1964.58	-5.2861	-5.128	-0.158
1964.67	-5.3208	-5.158	-0.163
1964.75	-5.2868	-5.222	-0.065
1964.83	-5.2852	-5.279	-0.006
1964.92	-5.2762	-5.201	-0.075
1965	-5.2218	-5.135	-0.087
1965.08	-5.2344	-5.095	-0.139
1965.17	-5.0768	-5.074	-0.003
1965.25	-5.0362	-5.081	0.045
1965.33	-5.0701	-5.081	0.011
1965.42	-5.0546	-5.084	0.029
1965.5	-5.005	-5.095	0.09
1965.58	-4.994	-5.128	0.134
1965.67	-4.968	-5.158	0.19
1965.75	-4.9131	-5.222	0.309
1965.83	-4.9883	-5.279	0.291
1965.92	-4.9236	-5.201	0.277
1966	-4.9654	-5.135	0.17
1966.08	-4.9486	-5.095	0.146
1966.17	-4.9108	-5.074	0.163
1966.25	-4.9361	-5.081	0.145
1966.33	-4.9506	-5.081	0.13
1966.42	-4.9728	-5.084	0.111
1966.5	-5.0244	-5.095	0.071
1966.58	-5.1631	-5.128	-0.035
1966.67	-5.1798	-5.158	-0.022
1966.75	-5.2925	-5.222	-0.071
1966.83	-5.318	-5.279	-0.039
1966.92	-5.3015	-5.201	-0.101
1967	-5.2907	-5.135	-0.156
1967.08	-5.1557	-5.095	-0.061
1967.17	-5.1142	-5.074	-0.04
1967.25	-5.045	-5.081	0.036
1967.33	-5.0083	-5.081	0.073
1967.42	-4.9976	-5.084	0.086
1967.5	-5.0521	-5.095	0.043
1967.58	-5.0628	-5.128	0.065
1967.67	-5.0711	-5.158	0.087
1967.75	-5.085	-5.222	0.137
1967.83	-5.1	-5.279	0.179
1967.92	-5.0709	-5.201	0.13
1968	-5.102	-5.135	0.033
1968.08	-5.1486	-5.095	-0.054
1968.17	-5.1428	-5.074	-0.069
1968.25	-5.1963	-5.081	-0.115
1968.33	-5.1847	-5.081	-0.104
1968.42	-5.0859	-5.084	-0.002
1968.5	-5.074	-5.095	0.021
1968.58	-5.0796	-5.128	0.048
1968.67	-5.0649	-5.158	0.093
1968.75	-5.0801	-5.222	0.142
1968.83	-5.0598	-5.279	0.219
1968.92	-4.9932	-5.201	0.208
1969	-4.9395	-5.135	0.196
1969.08	-4.9001	-5.095	0.195
1969.17	-4.9479	-5.074	0.126
1969.25	-5.0457	-5.081	0.035
1969.33	-5.1251	-5.081	-0.044
1969.42	-5.1014	-5.084	-0.017
1969.5	-5.1412	-5.095	-0.046
1969.58	-5.1737	-5.128	-0.046
1969.67	-5.2786	-5.158	-0.121
1969.75	-5.3626	-5.222	-0.141
1969.83	-5.4307	-5.279	-0.152
1969.92	-5.3428	-5.201	-0.142
1970	-5.2327	-5.135	-0.098
1970.08	-5.2587	-5.095	-0.164
1970.17	-5.2807	-5.074	-0.207
1970.25	-5.3382	-5.081	-0.257
1970.33	-5.3514	-5.081	-0.27
1970.42	-5.3975	-5.084	-0.314
1970.5	-5.4215	-5.095	-0.327
1970.58	-5.4071	-5.128	-0.279
1970.67	-5.4717	-5.158	-0.314
1970.75	-5.6271	-5.222	-0.405
1970.83	-5.6523	-5.279	-0.373
1970.92	-5.5209	-5.201	-0.32
1971	-5.5248	-5.135	-0.39
1971.08	-5.4168	-5.095	-0.322
1971.17	-5.443	-5.074	-0.369
1971.25	-5.3122	-5.081	-0.231
1971.33	-5.2851	-5.081	-0.204
1971.42	-5.3579	-5.084	-0.274
1971.5	-5.4109	-5.095	-0.316
1971.58	-5.4548	-5.128	-0.327
1971.67	-5.4632	-5.158	-0.305
1971.75	-5.4823	-5.222	-0.26
1971.83	-5.5394	-5.279	-0.26
1971.92	-5.4289	-5.201	-0.228
1972	-5.3249	-5.135	-0.19
1972.08	-5.1901	-5.095	-0.095
1972.17	-5.1254	-5.074	-0.051
1972.25	-5.1136	-5.081	-0.033
1972.33	-5.0331	-5.081	0.048
1972.42	-4.9578	-5.084	0.126
1972.5	-4.9342	-5.095	0.161
1972.58	-4.935	-5.128	0.193
1972.67	-4.8799	-5.158	0.278
1972.75	-4.9091	-5.222	0.313
1972.83	-4.9059	-5.279	0.373
1972.92	-4.8967	-5.201	0.304
1973	-4.8237	-5.135	0.311
1973.08	-4.7475	-5.095	0.347
1973.17	-4.7902	-5.074	0.284
1973.25	-4.7699	-5.081	0.311
1973.33	-4.8914	-5.081	0.19
1973.42	-5.155	-5.084	-0.071
1973.5	-5.2581	-5.095	-0.163
1973.58	-5.3387	-5.128	-0.211
1973.67	-5.5193	-5.158	-0.361
1973.75	-5.4585	-5.222	-0.237
1973.83	-5.5128	-5.279	-0.234
1973.92	-5.3798	-5.201	-0.179
1974	-5.3229	-5.135	-0.188
1974.08	-5.2233	-5.095	-0.128
1974.17	-5.1109	-5.074	-0.037
1974.25	-5.1123	-5.081	-0.031
1974.33	-5.0598	-5.081	0.021
1974.42	-5.0935	-5.084	-0.009
1974.5	-5.1469	-5.095	-0.052
1974.58	-5.2719	-5.128	-0.144
1974.67	-5.4465	-5.158	-0.289
1974.75	-5.4068	-5.222	-0.185
1974.83	-5.2826	-5.279	-0.004
1974.92	-5.3573	-5.201	-0.156
1975	-5.3288	-5.135	-0.194
1975.08	-5.3533	-5.095	-0.258
1975.17	-5.457	-5.074	-0.383
1975.25	-5.3796	-5.081	-0.299
1975.33	-5.2886	-5.081	-0.208
1975.42	-5.3965	-5.084	-0.312
1975.5	-5.4693	-5.095	-0.374
1975.58	-5.5295	-5.128	-0.402
1975.67	-5.5745	-5.158	-0.417
1975.75	-5.5938	-5.222	-0.372
1975.83	-5.5968	-5.279	-0.318
1975.92	-5.4421	-5.201	-0.241
1976	-5.3925	-5.135	-0.258
1976.08	-5.3501	-5.095	-0.255
1976.17	-5.2734	-5.074	-0.199
1976.25	-5.2216	-5.081	-0.141
1976.33	-5.1368	-5.081	-0.056
1976.42	-5.1469	-5.084	-0.063
1976.5	-5.1171	-5.095	-0.022
1976.58	-5.2276	-5.128	-0.1
1976.67	-5.3115	-5.158	-0.154
1976.75	-5.381	-5.222	-0.159
1976.83	-5.467	-5.279	-0.188
1976.92	-5.5136	-5.201	-0.313
1977	-5.4156	-5.135	-0.281
1977.08	-5.1969	-5.095	-0.102
1977.17	-5.1709	-5.074	-0.097
1977.25	-5.1437	-5.081	-0.063
1977.33	-5.1404	-5.081	-0.059
1977.42	-5.2262	-5.084	-0.142
1977.5	-5.1212	-5.095	-0.026
1977.58	-5.0305	-5.128	0.098
1977.67	-5.1179	-5.158	0.04
1977.75	-5.1245	-5.222	0.097
1977.83	-5.1378	-5.279	0.141
1977.92	-5.0914	-5.201	0.11
1978	-5.0353	-5.135	0.1
1978.08	-4.9806	-5.095	0.114
1978.17	-4.925	-5.074	0.149
1978.25	-5.0332	-5.081	0.048
1978.33	-5.1205	-5.081	-0.04
1978.42	-5.1312	-5.084	-0.047
1978.5	-5.1529	-5.095	-0.058
1978.58	-5.1178	-5.128	0.01
1978.67	-5.153	-5.158	0.005
1978.75	-5.2817	-5.222	-0.06
1978.83	-5.3226	-5.279	-0.044
1978.92	-5.2252	-5.201	-0.024
1979	-5.2738	-5.135	-0.139
1979.08	-5.23	-5.095	-0.135
1979.17	-5.1796	-5.074	-0.106
1979.25	-5.0877	-5.081	-0.007
1979.33	-5.1139	-5.081	-0.033
1979.42	-5.2002	-5.084	-0.116
1979.5	-5.1545	-5.095	-0.059
1979.58	-5.1461	-5.128	-0.018
1979.67	-5.0943	-5.158	0.064
1979.75	-5.1318	-5.222	0.09
1979.83	-5.4118	-5.279	-0.133
1979.92	-5.2201	-5.201	-0.019
1980	-5.2347	-5.135	-0.1
1980.08	-5.2714	-5.095	-0.176
1980.17	-5.2231	-5.074	-0.149
1980.25	-5.1142	-5.081	-0.033
1980.33	-5.0697	-5.081	0.011
1980.42	-5.126	-5.084	-0.042
1980.5	-5.0657	-5.095	0.029
1980.58	-5.1327	-5.128	-0.005
1980.67	-5.2062	-5.158	-0.048
1980.75	-5.4089	-5.222	-0.187
1980.83	-5.5314	-5.279	-0.252
1980.92	-5.5158	-5.201	-0.315
1981	-5.2616	-5.135	-0.127
1981.08	-5.181	-5.095	-0.086
1981.17	-5.1335	-5.074	-0.059
1981.25	-5.0783	-5.081	0.003
1981.33	-5.1852	-5.081	-0.104
1981.42	-5.2267	-5.084	-0.143
1981.5	-5.1685	-5.095	-0.074
1981.58	-5.1903	-5.128	-0.062
1981.67	-5.2735	-5.158	-0.115
1981.75	-5.3585	-5.222	-0.136
1981.83	-5.4944	-5.279	-0.215
1981.92	-5.5117	-5.201	-0.311
1982	-5.4409	-5.135	-0.306
1982.08	-5.306	-5.095	-0.211
1982.17	-5.3539	-5.074	-0.28
1982.25	-5.3831	-5.081	-0.302
1982.33	-5.303	-5.081	-0.222
1982.42	-5.2203	-5.084	-0.136
1982.5	-5.0732	-5.095	0.022
1982.58	-4.9669	-5.128	0.161
1982.67	-4.7882	-5.158	0.37
1982.75	-4.9444	-5.222	0.278
1982.83	-5.039	-5.279	0.24
1982.92	-4.9727	-5.201	0.228
1983	-4.913	-5.135	0.222
1983.08	-4.7807	-5.095	0.314
1983.17	-4.8063	-5.074	0.268
1983.25	-4.9092	-5.081	0.172
1983.33	-5.0493	-5.081	0.032
1983.42	-5.1223	-5.084	-0.038
1983.5	-5.168	-5.095	-0.073
1983.58	-5.211	-5.128	-0.083
1983.67	-5.2826	-5.158	-0.125
1983.75	-5.27	-5.222	-0.048
1983.83	-5.4447	-5.279	-0.166
1983.92	-5.3713	-5.201	-0.17
1984	-5.1765	-5.135	-0.042
1984.08	-5.2029	-5.095	-0.108
1984.17	-5.1999	-5.074	-0.126
1984.25	-5.2538	-5.081	-0.173
1984.33	-5.2392	-5.081	-0.158
1984.42	-5.1993	-5.084	-0.115
1984.5	-5.2359	-5.095	-0.141
1984.58	-5.2012	-5.128	-0.073
1984.67	-5.2478	-5.158	-0.09
1984.75	-5.3075	-5.222	-0.085
1984.83	-5.3451	-5.279	-0.066
1984.92	-5.2101	-5.201	-0.009
1985	-5.1864	-5.135	-0.051
1985.08	-5.2765	-5.095	-0.181
1985.17	-5.236	-5.074	-0.162
1985.25	-5.1728	-5.081	-0.092
1985.33	-5.1689	-5.081	-0.088
1985.42	-5.0768	-5.084	0.007
1985.5	-5.0544	-5.095	0.041
1985.58	-5.0529	-5.128	0.075
1985.67	-5.0685	-5.158	0.089
1985.75	-5.1521	-5.222	0.07
1985.83	-5.3373	-5.279	-0.058
1985.92	-5.374	-5.201	-0.173
1986	-5.4152	-5.135	-0.28
1986.08	-5.3478	-5.095	-0.253
1986.17	-5.2756	-5.074	-0.202
1986.25	-5.2107	-5.081	-0.13
1986.33	-5.1783	-5.081	-0.097
1986.42	-5.1522	-5.084	-0.068
1986.5	-5.1882	-5.095	-0.093
1986.58	-5.1555	-5.128	-0.027
1986.67	-5.2215	-5.158	-0.064
1986.75	-5.2517	-5.222	-0.03
1986.83	-5.3292	-5.279	-0.05
1986.92	-5.2143	-5.201	-0.013
1987	-5.0887	-5.135	0.046
1987.08	-5.0513	-5.095	0.044
1987.17	-5.0615	-5.074	0.013
1987.25	-5.0855	-5.081	-0.005
1987.33	-5.0311	-5.081	0.05
1987.42	-5.0614	-5.084	0.023
1987.5	-5.0021	-5.095	0.093
1987.58	-5.066	-5.128	0.062
1987.67	-5.1436	-5.158	0.014
1987.75	-5.301	-5.222	-0.079
1987.83	-5.4103	-5.279	-0.131
1987.92	-5.3446	-5.201	-0.144
1988	-5.2817	-5.135	-0.147
