# Bunaken Island, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1903
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bunaken2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12-01
#--------------------
# Title
#	Study_Name: Lombok Strait, Bunaken Island - Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Bunaken Island
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: 1.5 
# 	Southernmost_Latitude: 1.5 
# 	Easternmost_Longitude: 124.83 
# 	Westernmost_Longitude: 124.83 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo02a
#	Earliest_Year: 1860
#	Most_Recent_Year: 1990
#	Time_Unit: AD
#	Core_Length: 2.65 m
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp. 
#	Common_Name: 
#------------------
# Chronology_Information
# 	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, , ,N
##d18O_sa	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, seasonal average, ,N
##d18O_anom	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, anomaly, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1890	-5.0525	-5.135	0.082
1890.08	-4.8914	-5.095	0.204
1890.17	-4.7835	-5.074	0.291
1890.25	-4.8607	-5.081	0.22
1890.33	-4.9078	-5.081	0.173
1890.42	-4.9657	-5.084	0.118
1890.5	-5.0723	-5.095	0.023
1890.58	-5.1021	-5.128	0.026
1890.67	-5.0929	-5.158	0.065
1890.75	-5.2043	-5.222	0.018
1890.83	-5.2016	-5.279	0.077
1890.92	-5.1088	-5.201	0.092
1891	-4.8559	-5.135	0.279
1891.08	-4.8255	-5.095	0.269
1891.17	-4.9421	-5.074	0.132
1891.25	-4.989	-5.081	0.092
1891.33	-5.0627	-5.081	0.018
1891.42	-5.0858	-5.084	-0.002
1891.5	-5.0911	-5.095	0.004
1891.58	-5.0571	-5.128	0.071
1891.67	-5.0061	-5.158	0.152
1891.75	-5.04	-5.222	0.182
1891.83	-5.0847	-5.279	0.194
1891.92	-5.0247	-5.201	0.176
1892	-5.119	-5.135	0.016
1892.08	-5.0746	-5.095	0.02
1892.17	-5.0605	-5.074	0.014
1892.25	-5.2295	-5.081	-0.148
1892.33	-5.3069	-5.081	-0.226
1892.42	-5.3192	-5.084	-0.235
1892.5	-5.0761	-5.095	0.019
1892.58	-5.0486	-5.128	0.079
1892.67	-5.1076	-5.158	0.05
1892.75	-5.2251	-5.222	-0.003
1892.83	-5.2688	-5.279	0.01
1892.92	-5.121	-5.201	0.08
1893	-5.0219	-5.135	0.113
1893.08	-5.06	-5.095	0.035
1893.17	-5.0567	-5.074	0.017
1893.25	-5.067	-5.081	0.014
1893.33	-5.1715	-5.081	-0.09
1893.42	-5.1679	-5.084	-0.084
1893.5	-5.1301	-5.095	-0.035
1893.58	-5.2407	-5.128	-0.113
1893.67	-5.2902	-5.158	-0.132
1893.75	-5.4542	-5.222	-0.232
1893.83	-5.5003	-5.279	-0.221
1893.92	-5.402	-5.201	-0.201
1894	-5.2866	-5.135	-0.152
1894.08	-5.1944	-5.095	-0.099
1894.17	-5.2442	-5.074	-0.17
1894.25	-5.2272	-5.081	-0.146
1894.33	-5.1858	-5.081	-0.105
1894.42	-5.1426	-5.084	-0.059
1894.5	-5.0358	-5.095	0.059
1894.58	-5.0606	-5.128	0.067
1894.67	-4.967	-5.158	0.191
1894.75	-5.1249	-5.222	0.097
1894.83	-5.2078	-5.279	0.071
1894.92	-5.1511	-5.201	0.05
1895	-5.1143	-5.135	0.021
1895.08	-5.0707	-5.095	0.024
1895.17	-5.0066	-5.074	0.067
1895.25	-5.041	-5.081	0.04
1895.33	-4.9839	-5.081	0.097
1895.42	-4.9105	-5.084	0.174
1895.5	-5.0115	-5.095	0.084
1895.58	-5.0226	-5.128	0.105
1895.67	-5.0428	-5.158	0.115
1895.75	-5.0205	-5.222	0.202
1895.83	-5.139	-5.279	0.14
1895.92	-5.0395	-5.201	0.161
1896	-4.898	-5.135	0.237
1896.08	-4.871	-5.095	0.224
1896.17	-4.9387	-5.074	0.135
1896.25	-4.9332	-5.081	0.148
1896.33	-4.8379	-5.081	0.243
1896.42	-4.8978	-5.084	0.186
1896.5	-4.8752	-5.095	0.22
1896.58	-4.8815	-5.128	0.247
1896.67	-4.9265	-5.158	0.231
1896.75	-4.932	-5.222	0.29
1896.83	-5.0471	-5.279	0.232
1896.92	-4.9745	-5.201	0.226
1897	-4.9039	-5.135	0.231
1897.08	-4.9317	-5.095	0.163
1897.17	-4.8823	-5.074	0.192
1897.25	-5.0038	-5.081	0.077
1897.33	-5.1212	-5.081	-0.04
1897.42	-5.1587	-5.084	-0.075
1897.5	-5.1276	-5.095	-0.033
1897.58	-5.202	-5.128	-0.074
1897.67	-5.1697	-5.158	-0.012
1897.75	-5.1896	-5.222	0.032
1897.83	-5.2144	-5.279	0.065
1897.92	-5.0975	-5.201	0.103
1898	-4.9729	-5.135	0.162
1898.08	-4.8993	-5.095	0.196
1898.17	-4.8589	-5.074	0.215
1898.25	-4.886	-5.081	0.195
1898.33	-5.0142	-5.081	0.067
1898.42	-5.1572	-5.084	-0.073
1898.5	-5.265	-5.095	-0.17
1898.58	-5.3509	-5.128	-0.223
1898.67	-5.3955	-5.158	-0.237
1898.75	-5.3613	-5.222	-0.139
1898.83	-5.3649	-5.279	-0.086
1898.92	-5.4667	-5.201	-0.266
1899	-5.5348	-5.135	-0.4
1899.08	-5.4108	-5.095	-0.316
1899.17	-5.229	-5.074	-0.155
1899.25	-5.0928	-5.081	-0.012
1899.33	-5.0697	-5.081	0.011
1899.42	-5.0601	-5.084	0.024
1899.5	-5.0434	-5.095	0.052
1899.58	-5.0336	-5.128	0.094
1899.67	-5.0698	-5.158	0.088
1899.75	-5.2042	-5.222	0.018
1899.83	-5.2138	-5.279	0.065
1899.92	-5.0723	-5.201	0.129
1900	-4.9722	-5.135	0.163
1900.08	-4.9276	-5.095	0.167
1900.17	-4.9259	-5.074	0.148
1900.25	-4.9406	-5.081	0.14
1900.33	-4.9316	-5.081	0.149
1900.42	-5.0469	-5.084	0.037
1900.5	-5.1453	-5.095	-0.05
1900.58	-5.1708	-5.128	-0.043
1900.67	-5.2042	-5.158	-0.046
1900.75	-5.3266	-5.222	-0.105
1900.83	-5.3425	-5.279	-0.063
1900.92	-5.2336	-5.201	-0.033
1901	-5.0668	-5.135	0.068
1901.08	-4.9131	-5.095	0.182
1901.17	-4.835	-5.074	0.239
1901.25	-4.9177	-5.081	0.163
1901.33	-5.0669	-5.081	0.014
1901.42	-5.1969	-5.084	-0.113
1901.5	-5.2065	-5.095	-0.112
1901.58	-5.2271	-5.128	-0.099
1901.67	-5.2438	-5.158	-0.086
1901.75	-5.2709	-5.222	-0.049
1901.83	-5.3	-5.279	-0.021
1901.92	-5.2111	-5.201	-0.01
1902	-5.1291	-5.135	0.006
1902.08	-5.067	-5.095	0.028
1902.17	-5.0137	-5.074	0.06
1902.25	-4.9358	-5.081	0.145
1902.33	-4.8792	-5.081	0.202
1902.42	-4.8309	-5.084	0.253
1902.5	-4.8241	-5.095	0.271
1902.58	-4.8412	-5.128	0.287
1902.67	-4.8393	-5.158	0.319
1902.75	-4.9036	-5.222	0.318
1902.83	-4.9208	-5.279	0.358
1902.92	-4.7884	-5.201	0.413
1903	-4.8113	-5.135	0.324
1903.08	-4.7355	-5.095	0.36
1903.17	-4.6518	-5.074	0.422
1903.25	-4.8175	-5.081	0.263
1903.33	-4.9325	-5.081	0.149
1903.42	-5.0728	-5.084	0.011
1903.5	-5.204	-5.095	-0.109
1903.58	-5.2165	-5.128	-0.088
1903.67	-5.2513	-5.158	-0.093
1903.75	-5.3961	-5.222	-0.174
1903.83	-5.4833	-5.279	-0.204
1903.92	-5.4467	-5.201	-0.246
1904	-5.4329	-5.135	-0.298
1904.08	-5.3581	-5.095	-0.263
1904.17	-5.2828	-5.074	-0.209
1904.25	-5.1836	-5.081	-0.103
1904.33	-5.0965	-5.081	-0.015
1904.42	-5.0654	-5.084	0.019
1904.5	-5.0668	-5.095	0.028
1904.58	-5.0751	-5.128	0.053
1904.67	-5.1064	-5.158	0.052
1904.75	-5.1422	-5.222	0.08
1904.83	-5.1522	-5.279	0.127
1904.92	-5.1528	-5.201	0.048
1905	-5.1051	-5.135	0.03
1905.08	-5.0518	-5.095	0.043
1905.17	-4.9789	-5.074	0.095
1905.25	-4.8508	-5.081	0.23
1905.33	-4.7299	-5.081	0.351
1905.42	-4.7272	-5.084	0.357
1905.5	-4.7633	-5.095	0.332
1905.58	-4.845	-5.128	0.283
1905.67	-4.9266	-5.158	0.231
1905.75	-4.9808	-5.222	0.241
1905.83	-4.9919	-5.279	0.287
1905.92	-4.9861	-5.201	0.215
1906	-4.982	-5.135	0.153
1906.08	-4.954	-5.095	0.141
1906.17	-4.9109	-5.074	0.163
1906.25	-4.8959	-5.081	0.185
1906.33	-4.9203	-5.081	0.161
1906.42	-4.9454	-5.084	0.139
1906.5	-4.9675	-5.095	0.127
1906.58	-4.9394	-5.128	0.189
1906.67	-5.0631	-5.158	0.095
1906.75	-5.1993	-5.222	0.023
1906.83	-5.2155	-5.279	0.063
1906.92	-5.249	-5.201	-0.048
1907	-5.0014	-5.135	0.134
1907.08	-4.9541	-5.095	0.141
1907.17	-4.8991	-5.074	0.175
1907.25	-4.8289	-5.081	0.252
1907.33	-4.7701	-5.081	0.311
1907.42	-4.8908	-5.084	0.193
1907.5	-4.975	-5.095	0.12
1907.58	-5.0174	-5.128	0.111
1907.67	-5.0854	-5.158	0.073
1907.75	-5.1003	-5.222	0.122
1907.83	-5.2053	-5.279	0.074
1907.92	-5.1029	-5.201	0.098
1908	-5.0304	-5.135	0.105
1908.08	-5.1651	-5.095	-0.07
1908.17	-5.1248	-5.074	-0.051
1908.25	-5.1727	-5.081	-0.092
1908.33	-5.1269	-5.081	-0.046
1908.42	-5.1012	-5.084	-0.017
1908.5	-5.0451	-5.095	0.05
1908.58	-5.0476	-5.128	0.08
1908.67	-5.0419	-5.158	0.116
1908.75	-5.033	-5.222	0.189
1908.83	-5.0244	-5.279	0.255
1908.92	-5.15	-5.201	0.051
1909	-5.2536	-5.135	-0.119
1909.08	-5.2182	-5.095	-0.123
1909.17	-5.1891	-5.074	-0.115
1909.25	-5.0167	-5.081	0.064
1909.33	-4.9928	-5.081	0.088
1909.42	-4.9742	-5.084	0.11
1909.5	-5.0358	-5.095	0.059
1909.58	-5.0215	-5.128	0.107
1909.67	-4.971	-5.158	0.187
1909.75	-5.0069	-5.222	0.215
1909.83	-5.0794	-5.279	0.2
1909.92	-5.1453	-5.201	0.056
1910	-5.161	-5.135	-0.026
1910.08	-5.1377	-5.095	-0.043
1910.17	-5.0478	-5.074	0.026
1910.25	-5.0534	-5.081	0.028
1910.33	-5.0368	-5.081	0.044
1910.42	-5.0494	-5.084	0.035
1910.5	-5.0596	-5.095	0.035
1910.58	-5.1106	-5.128	0.017
1910.67	-5.2959	-5.158	-0.138
1910.75	-5.3912	-5.222	-0.169
1910.83	-5.404	-5.279	-0.125
1910.92	-5.2355	-5.201	-0.034
1911	-5.0947	-5.135	0.04
1911.08	-5.0368	-5.095	0.058
1911.17	-5.0039	-5.074	0.07
1911.25	-5.0892	-5.081	-0.008
1911.33	-5.0177	-5.081	0.063
1911.42	-4.9445	-5.084	0.14
1911.5	-4.9987	-5.095	0.096
1911.58	-5.0508	-5.128	0.077
1911.67	-4.9901	-5.158	0.168
1911.75	-5.0027	-5.222	0.219
1911.83	-4.9998	-5.279	0.279
1911.92	-4.9104	-5.201	0.291
1912	-4.83	-5.135	0.305
1912.08	-4.7948	-5.095	0.3
1912.17	-4.7755	-5.074	0.298
1912.25	-4.8511	-5.081	0.23
1912.33	-4.9842	-5.081	0.097
1912.42	-5.0006	-5.084	0.083
1912.5	-4.8994	-5.095	0.196
1912.58	-5.0226	-5.128	0.105
1912.67	-5.0789	-5.158	0.079
1912.75	-5.1207	-5.222	0.101
1912.83	-5.0225	-5.279	0.256
1912.92	-4.9286	-5.201	0.272
1913	-5.0227	-5.135	0.112
1913.08	-5.0468	-5.095	0.048
1913.17	-5.039	-5.074	0.035
1913.25	-5.0055	-5.081	0.076
1913.33	-5.0252	-5.081	0.056
1913.42	-5.0448	-5.084	0.039
1913.5	-5.0172	-5.095	0.078
1913.58	-5.0301	-5.128	0.098
1913.67	-4.9221	-5.158	0.236
1913.75	-4.8555	-5.222	0.366
1913.83	-4.8127	-5.279	0.466
1913.92	-4.7682	-5.201	0.433
1914	-4.8231	-5.135	0.312
1914.08	-4.7761	-5.095	0.319
1914.17	-4.6943	-5.074	0.38
1914.25	-4.7272	-5.081	0.354
1914.33	-4.7243	-5.081	0.357
1914.42	-4.7678	-5.084	0.316
1914.5	-4.826	-5.095	0.269
1914.58	-4.9332	-5.128	0.195
1914.67	-4.9841	-5.158	0.174
1914.75	-4.9682	-5.222	0.254
1914.83	-4.9029	-5.279	0.376
1914.92	-4.8094	-5.201	0.392
1915	-4.7477	-5.135	0.387
1915.08	-4.806	-5.095	0.289
1915.17	-4.8935	-5.074	0.181
1915.25	-4.9653	-5.081	0.116
1915.33	-4.9586	-5.081	0.122
1915.42	-5.0866	-5.084	-0.003
1915.5	-5.1415	-5.095	-0.046
1915.58	-5.1778	-5.128	-0.05
1915.67	-5.3278	-5.158	-0.17
1915.75	-5.3331	-5.222	-0.111
1915.83	-5.3825	-5.279	-0.103
1915.92	-5.2914	-5.201	-0.09
1916	-5.2061	-5.135	-0.071
1916.08	-5.1453	-5.095	-0.05
1916.17	-5.1372	-5.074	-0.063
1916.25	-5.1179	-5.081	-0.037
1916.33	-5.1286	-5.081	-0.048
1916.42	-5.0307	-5.084	0.053
1916.5	-5.1766	-5.095	-0.082
1916.58	-5.3357	-5.128	-0.208
1916.67	-5.3038	-5.158	-0.146
1916.75	-5.3341	-5.222	-0.112
1916.83	-5.3878	-5.279	-0.109
1916.92	-5.2361	-5.201	-0.035
1917	-5.213	-5.135	-0.078
1917.08	-5.2346	-5.095	-0.14
1917.17	-5.2868	-5.074	-0.213
1917.25	-5.2653	-5.081	-0.184
1917.33	-5.1027	-5.081	-0.022
1917.42	-5.0757	-5.084	0.008
1917.5	-5.164	-5.095	-0.069
1917.58	-5.3714	-5.128	-0.243
1917.67	-5.4296	-5.158	-0.272
1917.75	-5.3994	-5.222	-0.177
1917.83	-5.7552	-5.279	-0.476
1917.92	-5.628	-5.201	-0.427
1918	-5.3837	-5.135	-0.249
1918.08	-5.3527	-5.095	-0.258
1918.17	-5.1696	-5.074	-0.096
1918.25	-5.0985	-5.081	-0.018
1918.33	-4.9647	-5.081	0.116
1918.42	-4.8618	-5.084	0.222
1918.5	-4.9357	-5.095	0.159
1918.58	-5.0024	-5.128	0.126
1918.67	-5.0245	-5.158	0.133
1918.75	-5.0408	-5.222	0.181
1918.83	-5.0181	-5.279	0.261
1918.92	-4.8029	-5.201	0.398
1919	-4.7614	-5.135	0.374
1919.08	-4.8797	-5.095	0.215
1919.17	-5.0055	-5.074	0.068
1919.25	-5.004	-5.081	0.077
1919.33	-5.0011	-5.081	0.08
1919.42	-4.9626	-5.084	0.121
1919.5	-4.9431	-5.095	0.152
1919.58	-5.0592	-5.128	0.069
1919.67	-5.1634	-5.158	-0.005
1919.75	-5.2432	-5.222	-0.021
1919.83	-5.2139	-5.279	0.065
1919.92	-5.1052	-5.201	0.096
1920	-5.006	-5.135	0.129
1920.08	-5.0802	-5.095	0.015
1920.17	-5.0164	-5.074	0.058
1920.25	-4.9403	-5.081	0.141
1920.33	-4.8942	-5.081	0.187
1920.42	-4.8468	-5.084	0.237
1920.5	-5.093	-5.095	0.002
1920.58	-5.1845	-5.128	-0.057
1920.67	-5.3254	-5.158	-0.167
1920.75	-5.4346	-5.222	-0.213
1920.83	-5.4621	-5.279	-0.183
1920.92	-5.338	-5.201	-0.137
1921	-5.1736	-5.135	-0.039
1921.08	-5.0922	-5.095	0.003
1921.17	-5.133	-5.074	-0.059
1921.25	-5.1991	-5.081	-0.118
1921.33	-5.1459	-5.081	-0.065
1921.42	-5.0841	-5.084	0
1921.5	-5.1128	-5.095	-0.018
1921.58	-5.1051	-5.128	0.023
1921.67	-5.0931	-5.158	0.065
1921.75	-5.2243	-5.222	-0.002
1921.83	-5.3019	-5.279	-0.023
1921.92	-5.2135	-5.201	-0.013
1922	-5.2783	-5.135	-0.143
1922.08	-5.3051	-5.095	-0.21
1922.17	-5.2625	-5.074	-0.189
1922.25	-5.2955	-5.081	-0.215
1922.33	-5.1969	-5.081	-0.116
1922.42	-5.1601	-5.084	-0.076
1922.5	-5.1035	-5.095	-0.009
1922.58	-5.1774	-5.128	-0.049
1922.67	-5.3018	-5.158	-0.144
1922.75	-5.4233	-5.222	-0.201
1922.83	-5.3774	-5.279	-0.098
1922.92	-5.1424	-5.201	0.059
1923	-5.1885	-5.135	-0.053
1923.08	-5.135	-5.095	-0.04
1923.17	-5.0682	-5.074	0.006
1923.25	-5.0229	-5.081	0.058
1923.33	-5.0573	-5.081	0.024
1923.42	-5.0297	-5.084	0.054
1923.5	-5.0075	-5.095	0.088
1923.58	-5.0073	-5.128	0.121
1923.67	-4.9344	-5.158	0.224
1923.75	-4.9796	-5.222	0.242
1923.83	-4.9878	-5.279	0.291
1923.92	-4.92	-5.201	0.281
1924	-4.9491	-5.135	0.186
1924.08	-5.1631	-5.095	-0.068
1924.17	-5.0776	-5.074	-0.004
1924.25	-5.0556	-5.081	0.025
1924.33	-4.9904	-5.081	0.091
1924.42	-5.1375	-5.084	-0.054
1924.5	-5.2772	-5.095	-0.182
1924.58	-5.3231	-5.128	-0.195
1924.67	-5.4033	-5.158	-0.245
1924.75	-5.5161	-5.222	-0.294
1924.83	-5.5605	-5.279	-0.281
1924.92	-5.4068	-5.201	-0.206
1925	-5.306	-5.135	-0.171
1925.08	-5.2138	-5.095	-0.119
1925.17	-5.0921	-5.074	-0.018
1925.25	-5.0421	-5.081	0.039
1925.33	-5.0932	-5.081	-0.012
1925.42	-5.0067	-5.084	0.077
1925.5	-4.8863	-5.095	0.209
1925.58	-4.8836	-5.128	0.244
1925.67	-4.9508	-5.158	0.207
1925.75	-5.1185	-5.222	0.103
1925.83	-5.2257	-5.279	0.053
1925.92	-5.1448	-5.201	0.056
1926	-4.873	-5.135	0.262
1926.08	-4.8303	-5.095	0.265
1926.17	-4.8274	-5.074	0.247
1926.25	-4.9743	-5.081	0.107
1926.33	-5.0987	-5.081	-0.018
1926.42	-5.0942	-5.084	-0.01
1926.5	-5.0969	-5.095	-0.002
1926.58	-5.1236	-5.128	0.004
1926.67	-5.1397	-5.158	0.018
1926.75	-5.2116	-5.222	0.01
1926.83	-5.3495	-5.279	-0.07
1926.92	-5.2115	-5.201	-0.011
1927	-5.0875	-5.135	0.048
1927.08	-5.1767	-5.095	-0.082
1927.17	-5.148	-5.074	-0.074
1927.25	-5.2072	-5.081	-0.126
1927.33	-5.2798	-5.081	-0.199
1927.42	-5.1212	-5.084	-0.037
1927.5	-5.0838	-5.095	0.011
1927.58	-5.1538	-5.128	-0.026
1927.67	-5.2925	-5.158	-0.134
1927.75	-5.3884	-5.222	-0.166
1927.83	-5.3633	-5.279	-0.084
1927.92	-5.2579	-5.201	-0.057
1928	-5.1481	-5.135	-0.013
1928.08	-5.2372	-5.095	-0.142
1928.17	-5.1683	-5.074	-0.094
1928.25	-5.1143	-5.081	-0.033
1928.33	-5.0928	-5.081	-0.012
1928.42	-5.084	-5.084	0
1928.5	-5.0983	-5.095	-0.003
1928.58	-5.2039	-5.128	-0.076
1928.67	-5.2158	-5.158	-0.058
1928.75	-5.3258	-5.222	-0.104
1928.83	-5.3587	-5.279	-0.08
1928.92	-5.283	-5.201	-0.082
1929	-5.328	-5.135	-0.193
1929.08	-5.3763	-5.095	-0.281
1929.17	-5.2703	-5.074	-0.196
1929.25	-5.2824	-5.081	-0.201
1929.33	-5.256	-5.081	-0.175
1929.42	-5.158	-5.084	-0.074
1929.5	-5.1227	-5.095	-0.028
1929.58	-5.1164	-5.128	0.012
1929.67	-5.1478	-5.158	0.01
1929.75	-5.1353	-5.222	0.087
1929.83	-5.229	-5.279	0.05
1929.92	-5.156	-5.201	0.045
1930	-5.1163	-5.135	0.019
1930.08	-5.047	-5.095	0.048
1930.17	-5.0804	-5.074	-0.006
1930.25	-4.9125	-5.081	0.168
1930.33	-4.8083	-5.081	0.273
1930.42	-4.9088	-5.084	0.175
1930.5	-5.0179	-5.095	0.077
1930.58	-4.983	-5.128	0.145
1930.67	-5.0275	-5.158	0.131
1930.75	-5.0644	-5.222	0.158
1930.83	-5.1857	-5.279	0.093
1930.92	-5.1545	-5.201	0.046
1931	-5.0595	-5.135	0.076
1931.08	-4.9032	-5.095	0.192
1931.17	-4.9784	-5.074	0.096
1931.25	-5.0394	-5.081	0.042
1931.33	-5.1213	-5.081	-0.04
1931.42	-5.1171	-5.084	-0.033
1931.5	-5.1048	-5.095	-0.01
1931.58	-5.2057	-5.128	-0.078
1931.67	-5.259	-5.158	-0.101
1931.75	-5.3374	-5.222	-0.115
1931.83	-5.4318	-5.279	-0.153
1931.92	-5.4251	-5.201	-0.224
1932	-5.4063	-5.135	-0.271
1932.08	-5.3963	-5.095	-0.301
1932.17	-5.2647	-5.074	-0.191
1932.25	-5.2124	-5.081	-0.131
1932.33	-5.2334	-5.081	-0.152
1932.42	-5.2871	-5.084	-0.203
1932.5	-5.1851	-5.095	-0.09
1932.58	-5.1377	-5.128	-0.01
1932.67	-5.2466	-5.158	-0.089
1932.75	-5.3205	-5.222	-0.098
1932.83	-5.4762	-5.279	-0.197
1932.92	-5.2653	-5.201	-0.064
1933	-5.232	-5.135	-0.097
1933.08	-5.2472	-5.095	-0.152
1933.17	-5.0988	-5.074	-0.025
1933.25	-5.147	-5.081	-0.066
1933.33	-5.2085	-5.081	-0.128
1933.42	-5.3223	-5.084	-0.238
1933.5	-5.4506	-5.095	-0.356
1933.58	-5.4792	-5.128	-0.351
1933.67	-5.4793	-5.158	-0.321
1933.75	-5.5223	-5.222	-0.3
1933.83	-5.758	-5.279	-0.479
1933.92	-5.7353	-5.201	-0.534
1934	-5.6453	-5.135	-0.51
1934.08	-5.451	-5.095	-0.356
1934.17	-5.3243	-5.074	-0.25
1934.25	-5.2922	-5.081	-0.211
1934.33	-5.3002	-5.081	-0.219
1934.42	-5.3025	-5.084	-0.219
1934.5	-5.1888	-5.095	-0.094
1934.58	-5.174	-5.128	-0.046
1934.67	-5.2716	-5.158	-0.114
1934.75	-5.3873	-5.222	-0.165
1934.83	-5.4162	-5.279	-0.137
1934.92	-5.3303	-5.201	-0.129
1935	-5.1084	-5.135	0.027
1935.08	-4.8646	-5.095	0.23
1935.17	-4.878	-5.074	0.196
1935.25	-5.0162	-5.081	0.065
1935.33	-5.043	-5.081	0.038
1935.42	-5.0894	-5.084	-0.005
1935.5	-5.0731	-5.095	0.022
1935.58	-5.0477	-5.128	0.08
1935.67	-5.1402	-5.158	0.018
1935.75	-5.1934	-5.222	0.029
1935.83	-5.2383	-5.279	0.041
1935.92	-5.1576	-5.201	0.043
1936	-4.9893	-5.135	0.146
1936.08	-4.8696	-5.095	0.225
1936.17	-4.9738	-5.074	0.1
1936.25	-5.1991	-5.081	-0.118
1936.33	-5.1316	-5.081	-0.051
1936.42	-5.0367	-5.084	0.047
1936.5	-4.9515	-5.095	0.144
1936.58	-5.0311	-5.128	0.097
1936.67	-5.1401	-5.158	0.018
1936.75	-5.3087	-5.222	-0.087
1936.83	-5.3692	-5.279	-0.09
1936.92	-5.0556	-5.201	0.145
1937	-5.0389	-5.135	0.096
1937.08	-5.1515	-5.095	-0.056
1937.17	-5.1104	-5.074	-0.036
1937.25	-5.2157	-5.081	-0.135
1937.33	-4.9696	-5.081	0.111
1937.42	-4.8028	-5.084	0.281
1937.5	-4.9516	-5.095	0.143
1937.58	-5.0475	-5.128	0.08
1937.67	-5.1166	-5.158	0.041
1937.75	-5.2691	-5.222	-0.047
1937.83	-5.3533	-5.279	-0.074
1937.92	-5.2646	-5.201	-0.064
1938	-5.364	-5.135	-0.229
1938.08	-5.3944	-5.095	-0.299
1938.17	-5.1981	-5.074	-0.124
1938.25	-5.2017	-5.081	-0.121
1938.33	-5.1993	-5.081	-0.118
1938.42	-5.1917	-5.084	-0.108
1938.5	-5.114	-5.095	-0.019
1938.58	-5.2192	-5.128	-0.091
1938.67	-5.2579	-5.158	-0.1
1938.75	-5.4011	-5.222	-0.179
1938.83	-5.5825	-5.279	-0.303
1938.92	-5.3734	-5.201	-0.172
1939	-5.2114	-5.135	-0.076
1939.08	-5.3213	-5.095	-0.226
1939.17	-5.3427	-5.074	-0.269
