# Sabine Bank, Vanuatu stable isotope salinity reconstruction from 1842-2007 CE
#-----------------------------------------------------------------------
#              World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                       NOAA Paleoclimatology Program 
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# plus the data file URL and date accessed.
#
#  Online Resource:
#  http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:13439
# 
# Archive/Proxy: Coral
#
#--------------------------------
# Contribution Date
# Date: 10/2012
#--------------------------------
# Title:     Sabine Bank, Vanuatu stable isotope salinity reconstruction from 1842-2007 CE
#--------------------------------
# Investigators: Meaghan K. Gorman , Terence M. Quinn, Frederick W. Taylor, Judson W. Partin, Guy Cabioch, James A. Austin, Jr., Bernard Pelletier, Valerie Ballu, Christophe Maes, Steffen Saustrup
# Description and Notes: Stable isotopic analyses (d18O and d13C) from a modern Porites lutea coral cored at Sabine Bank, Vanuatu in December 2006 and October 2007. The d18O anomaly data is used to investigate salinity variability at this location from 1842-2007 CE (span of 165 years). A 2-m long core (06SB-A1) was extracted from a Porites lutea coral head in 8 m of water at Sabine Bank, Vanuatu (166.07°E, 15.94°S), in December 2006. A 2.9-m long core (07SB-A2) was extracted from the same coral head in October 2007, reaching the base of the coral. We prepared the 8-cm diameter cores by cutting them into 6-mm thick slabs; X-radiographs of these slabs helped to determine the maximum growth axis of the coral, which guided the selection of the most appropriate sampling paths for micromilling powders. Using a computer assisted micromill drilling system, we collected coral sample powders at 1 mm intervals, which equates to approximate monthly sampling, given an estimate of an annual extension rate of 1.2 cm/yr. Core 06SB-A1 was sampled in its entirety and 07SB-A2 was sampled from 0 to 40 cm (to confirm overlap of the two cores and to gain an extra year in the time series) and from 143 to 290 cm, which overlaps with the lower end of 06SB-A1 and extends the time series back to 1842 CE. Results are only reported to a depth of 200 cm as a result of diagenetic alteration at the bottom of the core, which is visible as dark patches in the X- radiographs and large excursions, as well as the lack of an annual cycle in the geochemical time series. Stable isotope determinations were made on aliquots of sample powder using a Thermo-Finnigan MAT253 Isotope Ratio Mass Spectrometer (IRMS), with a Kiel IV Carbonate Device, and on a Thermo-Finnigan Delta V Plus IRMS with Gasbench II (GB II) connected to a Conflo IV, both at the Analytical Laboratory for Paleoclimate Studies (ALPS) at the Jackson School of Geosciences, University of Texas at Austin. The precision of the Kiel IV/MAT253 IRMS for samples in this study is 0.05 per mil for d18O and 0.03 per mil for d13C (1-sigma), as estimated via multiple analyses of a carbonate standard (n = 224), which is consistent with long- term precision for this instrument of 0.06 per mil for d18O and 0.03 per mil for d13C. The precision of the GB II/Delta V Plus IRMS is 0.07 per mil for d18O and 0.03 per mil for d13C (1-sigma), as estimated via multiple analyses of the same carbonate standard (n = 25), which is consistent with long-term precision for this instrument of 0.07 per mil for d18O and 0.03 per mil for d13C. Replicate coral samples analyzed on both mass spectrometers yield similar results (mean difference = 0.03 per mil for d18O and 0.12 per mil for d13C; n = 35). All stable isotope values are reported relative to Vienna Pee Dee Belemnite (VPDB), in standard delta notation. Reconstructed SSS = 34.861 + 1.772*d18Oanomaly. See paper for full description of methods. 
#
#--------------------
# Publication/Citation 
#   Authors: Gorman, M.K., T.M. Quinn, F.W. Taylor, J.W. Partin, G. Cabioch, J.A. Austin Jr., B. Pelletier, V. Ballu, C. Maes, and S. Saustrup. 
#   Journal Name: Paleoceanography
#   Published Title: A coral-based reconstruction of sea surface salinity at Sabine Bank, Vanuatu from 1842 to 2007 CE
#   Published Date or Year: 2012
#   Volume: 27
#   Report Number: PA3226
#   DOI: 10.1029/2012PA002302
# Abstract: Climate variability associated with the El NiÃ±o-Southern Oscillation (ENSO) results in large sea-surface temperature (SST) and sea-surface salinity (SSS) anomalies in many regions of the tropical Pacific Ocean. We investigate interannual changes in SSS driven by ENSO in the southwestern Pacific at Sabine Bank, Vanuatu (SBV, 166.04°E, 15.94°S) using monthly variations in coral d18O from 1842 to 2007 CE. We develop and apply a coral d18O -SSS transfer function, which is assessed using a calibration-verification exercise (1970-2007 CE). The 165-year reconstructed SSS record contains a prominent trend toward freshening from 1842 to 2007 CE; mean SSS for 1842-1872 CE is 35.46 Â± 0.28 psu, which contrasts with a mean value of 34.85 Â± 0.31 psu for 1977-2007 CE, with a freshening trend during the latter part of the 20th century that is not unprecedented with respect to the overall record. Variance in the record is concentrated in the interannual (42%) and interdecadal (29%) bands. The SBV-SSS record matches well with a similarly reconstructed SSS time series at Malo Channel, Vanuatu, which is located ~120 km to the east of SBV. This regional signal is likely driven by ENSO-related changes in the SPCZ and interdecadal changes in surface water advection. The pattern of interdecadal variability at SBV agrees reasonably well with coral records of interdecadal variability from Fiji and Tonga, especially in the pre-1940 portions of the records, further evidence for the regional extent of the salinity signal at Sabine Bank, Vanuatu.
#--------------------------------
# Funding Agency: 
#    Name: NSF
#    Grant: OCE 0517964 and OCE 0402349
#--------------------------------
# Site Information: 
# Name: Sabine Bank
# Region: Western Pacific Ocean, Vanuatu
#	Northmost Latitude:  15.94 S
# 	Southmost Latitude:  15.94 S
# 	Eastmost Longitude: 166.04 E
# 	Westmost Longitude: 166.04 E
# 	Elevation:depth(m): 8
#--------------------------------
# Data Collection 
# Core Name: Sabine Bank Isotopes and SSS
# First Year: 1842
# First Year: 2007
# Time Unit: AD
#--------------------------------
# Variables    
# 
age_AD age, , ,AD,,,, 
d18Op.lutea 	delta 18O, Porites lutea,,per mil VPDB,,,,mass spectrometer
d13Cp.lutea 	delta 13C, Porites lutea,,per mil VPDB,,,,mass spectrometer 
d18Op.lutea61-90 delta 18O, Porites lutea,,per mil VPDB,anomalies relative to 1961-1990 base period,,, 
sss-d18O.c		Sea Surface Salinty,,psu,,,,,reconstructed from coral d18Oanomaly


age_AD	d18Op.lutea	d13Cp.lutea 	d18Op.lutea61-90	sss-d18O.c
1842.625	-4.12	-1.15	0.60	35.92
1842.708	-4.42	-1.22	0.35	35.48
1842.792	-4.60	-1.28	0.25	35.31
1842.875	-4.64	-1.12	0.28	35.35
1842.958	-4.65	-0.76	0.34	35.46
1843.042	-4.62	-0.65	0.43	35.62
1843.125	-4.72	-0.64	0.36	35.50
1843.208	-4.78	-0.80	0.29	35.38
1843.292	-4.86	-1.25	0.17	35.16
1843.375	-4.80	-1.44	0.15	35.13
1843.458	-4.63	-1.44	0.23	35.27
1843.542	-4.54	-1.47	0.24	35.28
1843.625	-4.43	-1.17	0.29	35.38
1843.708	-4.45	-1.16	0.32	35.43
1843.792	-4.49	-1.06	0.36	35.49
1843.875	-4.46	-0.95	0.47	35.69
1843.958	-4.53	-1.08	0.45	35.66
1844.042	-4.53	-1.23	0.52	35.78
1844.125	-4.75	-1.29	0.33	35.45
1844.208	-4.69	-1.22	0.38	35.53
1844.292	-4.63	-1.45	0.39	35.56
1844.375	-4.48	-1.59	0.48	35.70
1844.458	-4.38	-1.51	0.48	35.71
1844.542	-4.30	-1.22	0.48	35.71
1844.625	-4.30	-1.05	0.42	35.61
1844.708	-4.45	-1.13	0.33	35.44
1844.792	-4.56	-1.19	0.29	35.37
1844.875	-4.60	-0.90	0.33	35.44
1844.958	-4.58	-0.65	0.41	35.58
1845.042	-4.57	-0.64	0.48	35.72
1845.125	-4.60	-0.32	0.48	35.71
1845.208	-4.49	-0.37	0.58	35.89
1845.292	-4.48	-0.74	0.55	35.83
1845.375	-4.47	-0.99	0.49	35.73
1845.458	-4.41	-1.00	0.45	35.65
1845.542	-4.33	-0.92	0.45	35.66
1845.625	-4.17	-0.84	0.54	35.83
1845.708	-4.21	-0.71	0.56	35.86
1845.792	-4.31	-0.50	0.54	35.82
1845.875	-4.39	-0.48	0.54	35.81
1845.958	-4.52	-0.55	0.46	35.68
1846.042	-4.91	-0.87	0.14	35.12
1846.125	-4.77	-0.53	0.32	35.42
1846.208	-4.72	-0.22	0.35	35.47
1846.292	-4.64	-0.45	0.39	35.55
1846.375	-4.58	-0.67	0.38	35.53
1846.458	-4.52	-0.94	0.34	35.47
1846.542	-4.45	-0.96	0.33	35.44
1846.625	-4.43	-0.85	0.28	35.37
1846.708	-4.50	-0.73	0.28	35.35
1846.792	-4.41	-0.40	0.44	35.64
1846.875	-4.53	-0.48	0.39	35.56
1846.958	-4.52	-0.37	0.47	35.69
1847.042	-4.54	-0.61	0.52	35.77
1847.125	-4.72	-0.74	0.36	35.51
1847.208	-4.69	-0.83	0.38	35.54
1847.292	-4.59	-1.18	0.44	35.63
1847.375	-4.57	-1.27	0.39	35.55
1847.458	-4.57	-1.05	0.29	35.38
1847.542	-4.46	-0.93	0.32	35.42
1847.625	-4.45	-0.82	0.26	35.33
1847.708	-4.59	-0.90	0.19	35.19
1847.792	-4.60	-1.02	0.25	35.30
1847.875	-4.62	-0.86	0.30	35.40
1847.958	-4.68	-0.47	0.31	35.41
1848.042	-4.75	-0.30	0.31	35.40
1848.125	-4.82	-0.78	0.27	35.33
1848.208	-4.86	-1.19	0.21	35.23
1848.292	-4.81	-1.34	0.22	35.24
1848.375	-4.70	-1.44	0.26	35.32
1848.458	-4.59	-1.41	0.26	35.33
1848.542	-4.53	-1.16	0.25	35.30
1848.625	-4.52	-0.86	0.20	35.21
1848.708	-4.64	-0.80	0.14	35.11
1848.792	-4.73	-0.77	0.12	35.07
1848.875	-4.73	-0.68	0.19	35.20
1848.958	-4.83	-0.45	0.16	35.14
1849.042	-4.87	-0.59	0.18	35.18
1849.125	-4.88	-0.85	0.20	35.22
1849.208	-4.80	-1.33	0.27	35.34
1849.292	-4.76	-1.51	0.27	35.34
1849.375	-4.55	-1.50	0.41	35.58
1849.458	-4.60	-1.36	0.26	35.32
1849.542	-4.65	-1.10	0.13	35.09
1849.625	-4.54	-0.74	0.18	35.17
1849.708	-4.73	-0.53	0.05	34.95
1849.792	-4.71	-0.66	0.14	35.10
1849.875	-4.73	-0.67	0.19	35.20
1849.958	-4.90	-0.47	0.09	35.01
1850.042	-5.06	-0.55	-0.01	34.84
1850.125	-5.06	-0.73	0.03	34.91
1850.208	-4.92	-0.85	0.15	35.13
1850.292	-4.77	-1.08	0.25	35.31
1850.375	-4.66	-1.31	0.29	35.38
1850.458	-4.60	-1.25	0.26	35.32
1850.542	-4.52	-0.96	0.26	35.32
1850.625	-4.44	-0.80	0.28	35.35
1850.708	-4.54	-0.64	0.24	35.28
1850.792	-4.54	-0.65	0.31	35.41
1850.875	-4.59	-0.74	0.33	35.45
1850.958	-4.69	-0.84	0.30	35.38
1851.042	-4.76	-0.88	0.29	35.38
1851.125	-4.79	-0.69	0.29	35.37
1851.208	-4.73	-0.32	0.34	35.47
1851.292	-4.65	-0.39	0.38	35.53
1851.375	-4.59	-0.53	0.37	35.52
1851.458	-4.53	-0.67	0.33	35.44
1851.542	-4.47	-0.85	0.31	35.41
1851.625	-4.36	-0.83	0.35	35.49
1851.708	-4.40	-0.89	0.37	35.52
1851.792	-4.51	-0.88	0.34	35.46
1851.875	-4.55	-0.67	0.37	35.51
1851.958	-4.51	-0.44	0.48	35.70
1852.042	-4.58	-0.53	0.47	35.69
1852.125	-4.65	-0.44	0.43	35.63
1852.208	-4.71	-0.30	0.36	35.50
1852.292	-4.76	-0.54	0.27	35.34
1852.375	-4.69	-0.85	0.27	35.34
1852.458	-4.69	-1.04	0.17	35.16
1852.542	-4.62	-1.13	0.16	35.14
1852.625	-4.50	-1.05	0.22	35.25
1852.708	-4.57	-1.00	0.21	35.23
1852.792	-4.54	-0.93	0.31	35.41
1852.875	-4.50	-0.82	0.42	35.61
1852.958	-4.48	-0.75	0.51	35.76
1853.042	-4.51	-0.93	0.54	35.81
1853.125	-4.38	-0.79	0.70	36.10
