# Sabine Bank, Vanuatu stable isotope salinity reconstruction from 1842-2007 CE
#-----------------------------------------------------------------------
#              World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                       NOAA Paleoclimatology Program 
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# plus the data file URL and date accessed.
#
#  Online Resource:
#  http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:13439
# 
# Archive/Proxy: Coral
#
#--------------------------------
# Contribution Date
# Date: 10/2012
#--------------------------------
# Title:     Sabine Bank, Vanuatu stable isotope salinity reconstruction from 1842-2007 CE
#--------------------------------
# Investigators: Meaghan K. Gorman , Terence M. Quinn, Frederick W. Taylor, Judson W. Partin, Guy Cabioch, James A. Austin, Jr., Bernard Pelletier, Valerie Ballu, Christophe Maes, Steffen Saustrup
# Description and Notes: Stable isotopic analyses (d18O and d13C) from a modern Porites lutea coral cored at Sabine Bank, Vanuatu in December 2006 and October 2007. The d18O anomaly data is used to investigate salinity variability at this location from 1842-2007 CE (span of 165 years). A 2-m long core (06SB-A1) was extracted from a Porites lutea coral head in 8 m of water at Sabine Bank, Vanuatu (166.07°E, 15.94°S), in December 2006. A 2.9-m long core (07SB-A2) was extracted from the same coral head in October 2007, reaching the base of the coral. We prepared the 8-cm diameter cores by cutting them into 6-mm thick slabs; X-radiographs of these slabs helped to determine the maximum growth axis of the coral, which guided the selection of the most appropriate sampling paths for micromilling powders. Using a computer assisted micromill drilling system, we collected coral sample powders at 1 mm intervals, which equates to approximate monthly sampling, given an estimate of an annual extension rate of 1.2 cm/yr. Core 06SB-A1 was sampled in its entirety and 07SB-A2 was sampled from 0 to 40 cm (to confirm overlap of the two cores and to gain an extra year in the time series) and from 143 to 290 cm, which overlaps with the lower end of 06SB-A1 and extends the time series back to 1842 CE. Results are only reported to a depth of 200 cm as a result of diagenetic alteration at the bottom of the core, which is visible as dark patches in the X- radiographs and large excursions, as well as the lack of an annual cycle in the geochemical time series. Stable isotope determinations were made on aliquots of sample powder using a Thermo-Finnigan MAT253 Isotope Ratio Mass Spectrometer (IRMS), with a Kiel IV Carbonate Device, and on a Thermo-Finnigan Delta V Plus IRMS with Gasbench II (GB II) connected to a Conflo IV, both at the Analytical Laboratory for Paleoclimate Studies (ALPS) at the Jackson School of Geosciences, University of Texas at Austin. The precision of the Kiel IV/MAT253 IRMS for samples in this study is 0.05 per mil for d18O and 0.03 per mil for d13C (1-sigma), as estimated via multiple analyses of a carbonate standard (n = 224), which is consistent with long- term precision for this instrument of 0.06 per mil for d18O and 0.03 per mil for d13C. The precision of the GB II/Delta V Plus IRMS is 0.07 per mil for d18O and 0.03 per mil for d13C (1-sigma), as estimated via multiple analyses of the same carbonate standard (n = 25), which is consistent with long-term precision for this instrument of 0.07 per mil for d18O and 0.03 per mil for d13C. Replicate coral samples analyzed on both mass spectrometers yield similar results (mean difference = 0.03 per mil for d18O and 0.12 per mil for d13C; n = 35). All stable isotope values are reported relative to Vienna Pee Dee Belemnite (VPDB), in standard delta notation. Reconstructed SSS = 34.861 + 1.772*d18Oanomaly. See paper for full description of methods. 
#
#--------------------
# Publication/Citation 
#   Authors: Gorman, M.K., T.M. Quinn, F.W. Taylor, J.W. Partin, G. Cabioch, J.A. Austin Jr., B. Pelletier, V. Ballu, C. Maes, and S. Saustrup. 
#   Journal Name: Paleoceanography
#   Published Title: A coral-based reconstruction of sea surface salinity at Sabine Bank, Vanuatu from 1842 to 2007 CE
#   Published Date or Year: 2012
#   Volume: 27
#   Report Number: PA3226
#   DOI: 10.1029/2012PA002302
# Abstract: Climate variability associated with the El NiÃ±o-Southern Oscillation (ENSO) results in large sea-surface temperature (SST) and sea-surface salinity (SSS) anomalies in many regions of the tropical Pacific Ocean. We investigate interannual changes in SSS driven by ENSO in the southwestern Pacific at Sabine Bank, Vanuatu (SBV, 166.04°E, 15.94°S) using monthly variations in coral d18O from 1842 to 2007 CE. We develop and apply a coral d18O -SSS transfer function, which is assessed using a calibration-verification exercise (1970-2007 CE). The 165-year reconstructed SSS record contains a prominent trend toward freshening from 1842 to 2007 CE; mean SSS for 1842-1872 CE is 35.46 Â± 0.28 psu, which contrasts with a mean value of 34.85 Â± 0.31 psu for 1977-2007 CE, with a freshening trend during the latter part of the 20th century that is not unprecedented with respect to the overall record. Variance in the record is concentrated in the interannual (42%) and interdecadal (29%) bands. The SBV-SSS record matches well with a similarly reconstructed SSS time series at Malo Channel, Vanuatu, which is located ~120 km to the east of SBV. This regional signal is likely driven by ENSO-related changes in the SPCZ and interdecadal changes in surface water advection. The pattern of interdecadal variability at SBV agrees reasonably well with coral records of interdecadal variability from Fiji and Tonga, especially in the pre-1940 portions of the records, further evidence for the regional extent of the salinity signal at Sabine Bank, Vanuatu.
#--------------------------------
# Funding Agency: 
#    Name: NSF
#    Grant: OCE 0517964 and OCE 0402349
#--------------------------------
# Site Information: 
# Name: Sabine Bank
# Region: Western Pacific Ocean, Vanuatu
#	Northmost Latitude:  15.94 S
# 	Southmost Latitude:  15.94 S
# 	Eastmost Longitude: 166.04 E
# 	Westmost Longitude: 166.04 E
# 	Elevation:depth(m): 8
#--------------------------------
# Data Collection 
# Core Name: Sabine Bank Isotopes and SSS
# First Year: 1842
# First Year: 2007
# Time Unit: AD
#--------------------------------
# Variables    
# 
age_AD age, , ,AD,,,, 
d18Op.lutea 	delta 18O, Porites lutea,,per mil VPDB,,,,mass spectrometer
d13Cp.lutea 	delta 13C, Porites lutea,,per mil VPDB,,,,mass spectrometer 
d18Op.lutea61-90 delta 18O, Porites lutea,,per mil VPDB,anomalies relative to 1961-1990 base period,,, 
sss-d18O.c		Sea Surface Salinty,,psu,,,,,reconstructed from coral d18Oanomaly


age_AD	d18Op.lutea	d13Cp.lutea 	d18Op.lutea61-90	sss-d18O.c
1853.208	-4.41	-0.25	0.66	36.04
1853.292	-4.48	-0.60	0.55	35.83
1853.375	-4.48	-0.94	0.48	35.71
1853.458	-4.34	-1.10	0.52	35.78
1853.542	-4.21	-1.18	0.57	35.87
1853.625	-4.15	-1.00	0.57	35.86
1853.708	-4.18	-0.81	0.59	35.91
1853.792	-4.26	-0.76	0.59	35.91
1853.875	-4.35	-0.76	0.58	35.88
1853.958	-4.47	-0.76	0.52	35.78
1854.042	-4.54	-0.70	0.51	35.76
1854.125	-4.60	-0.34	0.48	35.72
1854.208	-4.68	-0.15	0.39	35.56
1854.292	-4.65	-0.36	0.38	35.53
1854.375	-4.45	-0.59	0.51	35.76
1854.458	-4.27	-1.10	0.59	35.90
1854.542	-4.15	-1.46	0.63	35.98
1854.625	-4.10	-1.32	0.62	35.96
1854.708	-4.17	-1.17	0.61	35.94
1854.792	-4.27	-0.70	0.58	35.88
1854.875	-4.33	-0.56	0.59	35.91
1854.958	-4.42	-0.48	0.57	35.86
1855.042	-4.51	-0.42	0.55	35.83
1855.125	-4.50	-0.32	0.58	35.89
1855.208	-4.41	-0.32	0.66	36.02
1855.292	-4.36	-0.61	0.67	36.04
1855.375	-4.35	-0.97	0.61	35.94
1855.458	-4.28	-1.20	0.58	35.89
1855.542	-4.28	-1.13	0.51	35.76
1855.625	-4.15	-0.84	0.57	35.87
1855.708	-4.20	-0.69	0.58	35.88
1855.792	-4.42	-0.83	0.43	35.63
1855.875	-4.69	-0.94	0.24	35.28
1855.958	-4.75	-0.83	0.23	35.28
1856.042	-4.88	-0.55	0.17	35.16
1856.125	-4.99	-0.54	0.09	35.02
1856.208	-4.94	-0.75	0.13	35.09
1856.292	-4.86	-1.07	0.17	35.16
1856.375	-4.77	-1.17	0.19	35.20
1856.458	-4.66	-1.05	0.20	35.21
1856.542	-4.60	-0.89	0.18	35.18
1856.625	-4.56	-0.80	0.16	35.14
1856.708	-4.63	-0.83	0.14	35.11
1856.792	-4.60	-1.00	0.25	35.30
1856.875	-4.66	-0.76	0.26	35.33
1856.958	-4.87	-0.68	0.11	35.06
1857.042	-5.00	-0.85	0.05	34.96
1857.125	-4.70	-1.06	0.39	35.55
1857.208	-4.45	-1.15	0.62	35.97
1857.292	-4.58	-1.25	0.45	35.65
1857.375	-4.61	-1.30	0.35	35.48
1857.458	-4.44	-0.88	0.42	35.61
1857.542	-4.21	-0.64	0.57	35.88
1857.625	-4.25	-0.65	0.46	35.68
1857.708	-4.42	-0.83	0.36	35.50
1857.792	-4.55	-0.91	0.30	35.39
1857.875	-4.61	-0.69	0.31	35.42
1857.958	-4.62	-0.57	0.37	35.51
1858.042	-4.61	-0.54	0.44	35.64
1858.125	-4.70	-0.70	0.38	35.54
1858.208	-4.74	-0.89	0.33	35.45
1858.292	-4.49	-1.01	0.54	35.81
1858.375	-4.37	-1.12	0.59	35.90
1858.458	-4.43	-1.22	0.43	35.63
1858.542	-4.33	-1.17	0.45	35.65
1858.625	-4.19	-1.05	0.53	35.79
1858.708	-4.18	-0.89	0.59	35.91
1858.792	-4.21	-0.74	0.64	35.99
1858.875	-4.43	-0.62	0.50	35.74
1858.958	-4.51	-0.67	0.48	35.70
1859.042	-4.51	-0.57	0.54	35.82
1859.125	-4.58	-0.51	0.50	35.75
1859.208	-4.62	-0.72	0.44	35.65
1859.292	-4.64	-1.09	0.39	35.55
1859.375	-4.67	-1.28	0.28	35.36
1859.458	-4.52	-1.08	0.34	35.46
1859.542	-4.48	-0.98	0.30	35.39
1859.625	-4.42	-0.94	0.30	35.39
1859.708	-4.59	-0.76	0.19	35.19
1859.792	-4.80	-0.82	0.04	34.94
1859.875	-4.77	-0.82	0.15	35.12
1859.958	-4.78	-0.40	0.20	35.22
1860.042	-4.83	-0.52	0.22	35.24
1860.125	-4.90	-0.90	0.19	35.19
1860.208	-4.82	-1.08	0.25	35.30
1860.292	-4.74	-1.22	0.29	35.38
1860.375	-4.68	-1.14	0.28	35.35
1860.458	-4.59	-1.01	0.26	35.33
1860.542	-4.63	-0.99	0.15	35.13
1860.625	-4.59	-0.88	0.12	35.08
1860.708	-4.62	-0.71	0.16	35.14
1860.792	-4.59	-0.61	0.25	35.31
1860.875	-4.59	-0.61	0.33	35.45
1860.958	-4.67	-0.74	0.32	35.42
1861.042	-4.73	-0.96	0.32	35.43
1861.125	-4.73	-1.17	0.35	35.49
1861.208	-4.69	-1.32	0.38	35.53
1861.292	-4.64	-1.38	0.38	35.54
1861.375	-4.62	-1.40	0.33	35.45
1861.458	-4.60	-1.31	0.26	35.32
1861.542	-4.54	-1.19	0.24	35.28
1861.625	-4.46	-1.15	0.26	35.32
1861.708	-4.47	-1.27	0.30	35.40
1861.792	-4.47	-1.30	0.38	35.53
1861.875	-4.50	-1.27	0.43	35.62
1861.958	-4.60	-1.07	0.38	35.54
1862.042	-4.73	-0.79	0.32	35.43
1862.125	-4.67	-0.99	0.41	35.58
1862.208	-4.63	-1.62	0.44	35.64
1862.292	-4.63	-1.88	0.40	35.57
1862.375	-4.61	-2.03	0.35	35.48
1862.458	-4.53	-2.03	0.33	35.44
1862.542	-4.44	-1.85	0.34	35.46
1862.625	-4.45	-1.72	0.27	35.34
1862.708	-4.55	-1.44	0.22	35.25
1862.792	-4.58	-1.37	0.27	35.34
1862.875	-4.56	-1.08	0.36	35.50
1862.958	-4.64	-0.78	0.35	35.48
1863.042	-4.74	-1.13	0.32	35.42
1863.125	-4.72	-1.60	0.36	35.49
1863.208	-4.63	-1.60	0.44	35.65
1863.292	-4.57	-1.39	0.46	35.67
1863.375	-4.52	-0.90	0.44	35.64
1863.458	-4.48	-0.53	0.38	35.53
1863.542	-4.49	-0.44	0.29	35.38
1863.625	-4.47	-0.63	0.25	35.30
1863.708	-4.54	-0.72	0.23	35.27
1863.792	-4.61	-0.70	0.24	35.29
1863.875	-4.62	-0.54	0.30	35.40
1863.958	-4.59	-0.51	0.39	35.56
1864.042	-4.55	-0.61	0.50	35.74
1864.125	-4.61	-0.84	0.48	35.71
1864.208	-4.65	-1.06	0.42	35.61
1864.292	-4.56	-1.16	0.47	35.69
1864.375	-4.50	-1.16	0.46	35.68
1864.458	-4.46	-1.04	0.40	35.57
1864.542	-4.38	-1.01	0.40	35.57
1864.625	-4.30	-1.00	0.42	35.60
1864.708	-4.34	-0.79	0.43	35.63
1864.792	-4.30	-0.67	0.55	35.83
1864.875	-4.33	-0.67	0.60	35.92
1864.958	-4.43	-0.69	0.56	35.85
1865.042	-4.47	-0.76	0.58	35.89
1865.125	-4.33	-0.97	0.75	36.19
1865.208	-4.32	-0.89	0.75	36.19
1865.292	-4.37	-0.61	0.65	36.02
1865.375	-4.50	-0.56	0.46	35.68
1865.458	-4.63	-0.78	0.23	35.26
1865.542	-4.65	-1.05	0.13	35.09
1865.625	-4.47	-1.10	0.25	35.30
1865.708	-4.52	-0.83	0.25	35.30
1865.792	-4.54	-0.74	0.31	35.42
1865.875	-4.60	-0.79	0.32	35.42
1865.958	-4.66	-0.86	0.32	35.43
1866.042	-4.71	-0.85	0.35	35.47
1866.125	-4.74	-0.76	0.35	35.47
1866.208	-4.70	-0.53	0.37	35.51
1866.292	-4.65	-0.88	0.38	35.53
1866.375	-4.53	-1.01	0.43	35.63
1866.458	-4.41	-1.20	0.44	35.65
1866.542	-4.31	-0.99	0.47	35.70
1866.625	-4.25	-0.90	0.46	35.68
1866.708	-4.29	-0.76	0.49	35.73
1866.792	-4.34	-0.71	0.51	35.76
1866.875	-4.40	-0.78	0.52	35.78
1866.958	-4.42	-0.78	0.57	35.87
1867.042	-4.45	-0.70	0.60	35.92
1867.125	-4.53	-0.56	0.55	35.84
1867.208	-4.65	-0.62	0.42	35.61
1867.292	-4.66	-0.83	0.37	35.51
1867.375	-4.56	-1.09	0.39	35.56
1867.458	-4.47	-0.83	0.39	35.54
1867.542	-4.43	-0.59	0.35	35.49
1867.625	-4.44	-0.49	0.28	35.35
1867.708	-4.59	-0.51	0.19	35.19
1867.792	-4.71	-0.69	0.14	35.11
1867.875	-4.64	-0.71	0.29	35.37
1867.958	-4.65	-0.55	0.34	35.45
1868.042	-4.75	-0.40	0.30	35.39
1868.125	-4.63	-0.62	0.45	35.67
1868.208	-4.60	-0.75	0.47	35.69
1868.292	-4.48	-0.88	0.54	35.82
1868.375	-4.37	-0.96	0.59	35.90
1868.458	-4.37	-0.84	0.49	35.73
1868.542	-4.37	-0.80	0.42	35.60
1868.625	-4.34	-0.57	0.37	35.52
1868.708	-4.42	-0.37	0.35	35.49
1868.792	-4.55	-0.28	0.30	35.39
1868.875	-4.62	-0.55	0.31	35.40
1868.958	-4.88	-0.74	0.11	35.05
1869.042	-4.96	-0.90	0.09	35.02
1869.125	-4.94	-1.05	0.14	35.12
1869.208	-5.03	-1.09	0.04	34.93
1869.292	-4.97	-1.14	0.06	34.96
1869.375	-4.91	-1.14	0.05	34.94
1869.458	-4.88	-1.27	-0.02	34.82
1869.542	-4.70	-1.20	0.08	35.01
1869.625	-4.64	-0.92	0.07	34.99
1869.708	-4.70	-0.72	0.07	34.99
1869.792	-4.69	-0.44	0.16	35.14
1869.875	-4.70	-0.36	0.22	35.25
1869.958	-4.75	-0.50	0.23	35.27
1870.042	-4.82	-0.65	0.24	35.28
1870.125	-4.94	-0.59	0.14	35.11
1870.208	-4.96	-0.80	0.11	35.06
1870.292	-5.00	-1.01	0.03	34.91
1870.375	-4.88	-1.27	0.08	35.00
1870.458	-4.82	-1.22	0.03	34.92
1870.542	-4.73	-0.96	0.05	34.96
1870.625	-4.57	-0.60	0.15	35.12
1870.708	-4.62	-0.88	0.15	35.13
1870.792	-4.75	-1.26	0.10	35.03
1870.875	-4.87	-1.20	0.05	34.94
1870.958	-4.85	-0.99	0.13	35.10
1871.042	-4.82	-0.66	0.24	35.28
1871.125	-4.93	-1.12	0.15	35.13
1871.208	-4.95	-1.50	0.12	35.07
1871.292	-4.91	-1.54	0.12	35.07
1871.375	-4.79	-1.30	0.17	35.16
1871.458	-4.72	-0.93	0.14	35.11
1871.542	-4.67	-0.72	0.11	35.05
1871.625	-4.65	-0.73	0.07	34.99
1871.708	-4.70	-0.93	0.07	34.98
1871.792	-4.78	-0.87	0.07	34.99
1871.875	-4.86	-0.72	0.06	34.96
1871.958	-4.97	-0.74	0.01	34.88
