# Lombok Strait, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1903
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bali2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12-01
#--------------------
# Title
#	Study_Name: Lombok Strait, Bunaken Island - Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Lombok Strait, Bali, Indonesia
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: -8.25
# 	Southernmost_Latitude: -8.25 
# 	Easternmost_Longitude: 115.5
# 	Westernmost_Longitude: 115.5
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo01a
#	Earliest_Year: 1782
#	Most_Recent_Year: 1990
#	Time_Unit: AD
#	Core_Length: 
#	Notes:
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#-------------------
# Chronology_Information
# 	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, , ,N
##d18O_sa	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, seasonal average, ,N
##d18O_anom	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, anomaly, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1806.25	-5.108	-4.8574	-0.2506
1806.33	-5.044	-4.7997	-0.24427
1806.42	-5.096	-4.7875	-0.30852
1806.5	-4.834	-4.8316	-0.0024279
1806.58	-4.9141	-4.9078	-0.00625
1806.67	-5.095	-4.9913	-0.10374
1806.75	-5.232	-5.0856	-0.14637
1806.83	-5.262	-5.1759	-0.086111
1806.92	-5.39	-5.2282	-0.1618
1807	-5.323	-5.2521	-0.07089
1807.08	-5.312	-5.1031	-0.20894
1807.17	-5.212	-4.9667	-0.24531
1807.25	-4.914	-4.8574	-0.056601
1807.33	-5.216	-4.7997	-0.41627
1807.42	-4.788	-4.7875	-0.00051923
1807.5	-4.819	-4.8316	0.012572
1807.58	-4.7891	-4.9078	0.11875
1807.67	-4.748	-4.9913	0.24326
1807.75	-5.048	-5.0856	0.037635
1807.83	-5.09	-5.1759	0.085889
1807.92	-5.351	-5.2282	-0.1228
1808	-5.133	-5.2521	0.11911
1808.08	-5.332	-5.1031	-0.22894
1808.17	-4.948	-4.9667	0.018687
1808.25	-4.808	-4.8574	0.049399
1808.33	-4.697	-4.7997	0.10273
1808.42	-4.652	-4.7875	0.13548
1808.5	-4.83	-4.8316	0.0015721
1808.58	-5.0251	-4.9078	-0.11725
1808.67	-5.09	-4.9913	-0.098736
1808.75	-5.142	-5.0856	-0.056365
1808.83	-5.011	-5.1759	0.16489
1808.92	-4.834	-5.2282	0.3942
1809	-5.008	-5.2521	0.24411
1809.08	-4.81	-5.1031	0.29306
1809.17	-4.779	-4.9667	0.18769
1809.25	-4.764	-4.8574	0.093399
1809.33	-4.612	-4.7997	0.18773
1809.42	-4.687	-4.7875	0.10048
1809.5	-4.8	-4.8316	0.031572
1809.58	-4.9061	-4.9078	0.00175
1809.67	-4.959	-4.9913	0.032264
1809.75	-5.11	-5.0856	-0.024365
1809.83	-5.163	-5.1759	0.012889
1809.92	-5.204	-5.2282	0.024197
1810	-5.317	-5.2521	-0.06489
1810.08	-4.559	-5.1031	0.54406
1810.17	-4.285	-4.9667	0.68169
1810.25	-4.175	-4.8574	0.6824
1810.33	-4.493	-4.7997	0.30673
1810.42	-4.461	-4.7875	0.32648
1810.5	-4.534	-4.8316	0.29757
1810.58	-4.7061	-4.9078	0.20175
1810.67	-4.821	-4.9913	0.17026
1810.75	-5.135	-5.0856	-0.049365
1810.83	-5.154	-5.1759	0.021889
1810.92	-5.142	-5.2282	0.086197
1811	-4.619	-5.2521	0.63311
1811.08	-4.388	-5.1031	0.71506
1811.17	-4.127	-4.9667	0.83969
1811.25	-4.316	-4.8574	0.5414
1811.33	-4.73	-4.7997	0.069731
1811.42	-5.202	-4.7875	-0.41452
1811.5	-5.055	-4.8316	-0.22343
1811.58	-4.8651	-4.9078	0.04275
1811.67	-4.586	-4.9913	0.40526
1811.75	-4.654	-5.0856	0.43163
1811.83	-4.605	-5.1759	0.57089
1811.92	-4.66	-5.2282	0.5682
1812	-4.616	-5.2521	0.63611
1812.08	-4.795	-5.1031	0.30806
1812.17	-4.609	-4.9667	0.35769
1812.25	-4.576	-4.8574	0.2814
1812.33	-4.478	-4.7997	0.32173
1812.42	-4.406	-4.7875	0.38148
1812.5	-4.263	-4.8316	0.56857
1812.58	-4.2411	-4.9078	0.66675
1812.67	-4.416	-4.9913	0.57526
1812.75	-4.645	-5.0856	0.44063
1812.83	-4.892	-5.1759	0.28389
1812.92	-5.081	-5.2282	0.1472
1813	-5.081	-5.2521	0.17111
1813.08	-5.16	-5.1031	-0.056942
1813.17	-4.817	-4.9667	0.14969
1813.25	-4.763	-4.8574	0.094399
1813.33	-4.683	-4.7997	0.11673
1813.42	-4.684	-4.7875	0.10348
1813.5	-4.824	-4.8316	0.0075721
1813.58	-4.9241	-4.9078	-0.01625
1813.67	-4.964	-4.9913	0.027264
1813.75	-5.066	-5.0856	0.019635
1813.83	-5.07	-5.1759	0.10589
1813.92	-5.052	-5.2282	0.1762
1814	-4.768	-5.2521	0.48411
1814.08	-4.765	-5.1031	0.33806
1814.17	-5.238	-4.9667	-0.27131
1814.25	-4.878	-4.8574	-0.020601
1814.33	-4.513	-4.7997	0.28673
1814.42	-4.538	-4.7875	0.24948
1814.5	-4.574	-4.8316	0.25757
1814.58	-4.659	-4.9078	0.24875
1814.67	-4.866	-4.9913	0.12526
1814.75	-4.926	-5.0856	0.15964
1814.83	-5.095	-5.1759	0.080889
1814.92	-5.213	-5.2282	0.015197
1815	-5.219	-5.2521	0.03311
1815.08	-5.242	-5.1031	-0.13894
1815.17	-5.079	-4.9667	-0.11231
1815.25	-5.005	-4.8574	-0.1476
1815.33	-4.914	-4.7997	-0.11427
1815.42	-4.826	-4.7875	-0.038519
1815.5	-4.759	-4.8316	0.072572
1815.58	-4.6681	-4.9078	0.23975
1815.67	-4.703	-4.9913	0.28826
1815.75	-4.931	-5.0856	0.15463
1815.83	-4.946	-5.1759	0.22989
1815.92	-5.225	-5.2282	0.0031971
1816	-5.287	-5.2521	-0.03489
1816.08	-4.99	-5.1031	0.11306
1816.17	-4.693	-4.9667	0.27369
1816.25	-4.68	-4.8574	0.1774
1816.33	-4.656	-4.7997	0.14373
1816.42	-4.737	-4.7875	0.050481
1816.5	-4.478	-4.8316	0.35357
1816.58	-4.4731	-4.9078	0.43475
1816.67	-4.468	-4.9913	0.52326
1816.75	-4.604	-5.0856	0.48164
1816.83	-5.145	-5.1759	0.030889
1816.92	-5.116	-5.2282	0.1122
1817	-5.143	-5.2521	0.10911
1817.08	-4.728	-5.1031	0.37506
1817.17	-4.551	-4.9667	0.41569
1817.25	-4.533	-4.8574	0.3244
1817.33	-4.532	-4.7997	0.26773
1817.42	-4.593	-4.7875	0.19448
1817.5	-4.683	-4.8316	0.14857
1817.58	-4.8061	-4.9078	0.10175
1817.67	-4.818	-4.9913	0.17326
1817.75	-4.797	-5.0856	0.28863
1817.83	-4.867	-5.1759	0.30889
1817.92	-5.167	-5.2282	0.061197
1818	-5.077	-5.2521	0.17511
1818.08	-4.872	-5.1031	0.23106
1818.17	-4.721	-4.9667	0.24569
1818.25	-4.588	-4.8574	0.2694
1818.33	-4.62	-4.7997	0.17973
1818.42	-4.694	-4.7875	0.093481
1818.5	-4.817	-4.8316	0.014572
1818.58	-4.8891	-4.9078	0.01875
1818.67	-4.927	-4.9913	0.064264
1818.75	-5.097	-5.0856	-0.011365
1818.83	-5.222	-5.1759	-0.046111
1818.92	-5.34	-5.2282	-0.1118
1819	-5.367	-5.2521	-0.11489
1819.08	-5.065	-5.1031	0.038058
1819.17	-4.899	-4.9667	0.067687
1819.25	-4.673	-4.8574	0.1844
1819.33	-4.915	-4.7997	-0.11527
1819.42	-5.044	-4.7875	-0.25652
1819.5	-5.089	-4.8316	-0.25743
1819.58	-5.3741	-4.9078	-0.46625
1819.67	-5.456	-4.9913	-0.46474
1819.75	-5.18	-5.0856	-0.094365
1819.83	-5.189	-5.1759	-0.013111
1819.92	-5.258	-5.2282	-0.029803
1820	-5.127	-5.2521	0.12511
1820.08	-4.981	-5.1031	0.12206
1820.17	-5.062	-4.9667	-0.095312
1820.25	-4.873	-4.8574	-0.015601
1820.33	-4.852	-4.7997	-0.052269
1820.42	-4.803	-4.7875	-0.015519
1820.5	-5.002	-4.8316	-0.17043
1820.58	-5.034	-4.9078	-0.12625
1820.67	-5.245	-4.9913	-0.25374
1820.75	-5.317	-5.0856	-0.23136
1820.83	-5.639	-5.1759	-0.46311
1820.92	-5.334	-5.2282	-0.1058
1821	-5.367	-5.2521	-0.11489
1821.08	-5.113	-5.1031	-0.0099423
1821.17	-4.734	-4.9667	0.23269
1821.25	-4.868	-4.8574	-0.010601
1821.33	-4.711	-4.7997	0.088731
1821.42	-4.68	-4.7875	0.10748
1821.5	-4.883	-4.8316	-0.051428
1821.58	-4.9061	-4.9078	0.00175
1821.67	-4.89	-4.9913	0.10126
1821.75	-4.964	-5.0856	0.12163
1821.83	-5.35	-5.1759	-0.17411
1821.92	-5.113	-5.2282	0.1152
1822	-5.149	-5.2521	0.10311
1822.08	-5.156	-5.1031	-0.052942
1822.17	-4.966	-4.9667	0.0006875
1822.25	-4.836	-4.8574	0.021399
1822.33	-4.784	-4.7997	0.015731
1822.42	-4.763	-4.7875	0.024481
1822.5	-4.822	-4.8316	0.0095721
1822.58	-4.9491	-4.9078	-0.04125
1822.67	-5.203	-4.9913	-0.21174
1822.75	-5.143	-5.0856	-0.057365
1822.83	-5.275	-5.1759	-0.099111
1822.92	-5.374	-5.2282	-0.1458
1823	-5.401	-5.2521	-0.14889
1823.08	-5.275	-5.1031	-0.17194
1823.17	-5.294	-4.9667	-0.32731
1823.25	-5.279	-4.8574	-0.4216
1823.33	-5.092	-4.7997	-0.29227
1823.42	-5.124	-4.7875	-0.33652
1823.5	-5.131	-4.8316	-0.29943
1823.58	-4.9731	-4.9078	-0.06525
1823.67	-5.182	-4.9913	-0.19074
1823.75	-5.229	-5.0856	-0.14336
1823.83	-5.191	-5.1759	-0.015111
1823.92	-5.232	-5.2282	-0.0038029
1824	-5.384	-5.2521	-0.13189
1824.08	-5.094	-5.1031	0.0090577
1824.17	-5.247	-4.9667	-0.28031
1824.25	-5.065	-4.8574	-0.2076
1824.33	-4.632	-4.7997	0.16773
1824.42	-4.481	-4.7875	0.30648
1824.5	-4.617	-4.8316	0.21457
1824.58	-4.8951	-4.9078	0.01275
1824.67	-5.098	-4.9913	-0.10674
1824.75	-5.237	-5.0856	-0.15136
1824.83	-5.237	-5.1759	-0.061111
1824.92	-5.44	-5.2282	-0.2118
1825	-5.357	-5.2521	-0.10489
1825.08	-5.17	-5.1031	-0.066942
1825.17	-5.153	-4.9667	-0.18631
1825.25	-4.872	-4.8574	-0.014601
1825.33	-5.027	-4.7997	-0.22727
1825.42	-4.858	-4.7875	-0.070519
1825.5	-4.926	-4.8316	-0.094428
1825.58	-4.9441	-4.9078	-0.03625
1825.67	-5.298	-4.9913	-0.30674
1825.75	-5.22	-5.0856	-0.13437
1825.83	-5.311	-5.1759	-0.13511
1825.92	-5.453	-5.2282	-0.2248
1826	-5.475	-5.2521	-0.22289
1826.08	-4.996	-5.1031	0.10706
1826.17	-4.89	-4.9667	0.076687
1826.25	-4.846	-4.8574	0.011399
1826.33	-4.895	-4.7997	-0.095269
1826.42	-4.951	-4.7875	-0.16352
1826.5	-5.099	-4.8316	-0.26743
1826.58	-5.1181	-4.9078	-0.21025
1826.67	-5.004	-4.9913	-0.012736
1826.75	-5.106	-5.0856	-0.020365
1826.83	-5.201	-5.1759	-0.025111
1826.92	-5.304	-5.2282	-0.075803
1827	-5.244	-5.2521	0.0081101
1827.08	-5.25	-5.1031	-0.14694
1827.17	-5.059	-4.9667	-0.092312
1827.25	-5.024	-4.8574	-0.1666
1827.33	-4.865	-4.7997	-0.065269
1827.42	-4.808	-4.7875	-0.020519
1827.5	-4.797	-4.8316	0.034572
1827.58	-4.9271	-4.9078	-0.01925
1827.67	-5.06	-4.9913	-0.068736
1827.75	-5.259	-5.0856	-0.17336
1827.83	-5.296	-5.1759	-0.12011
1827.92	-5.417	-5.2282	-0.1888
1828	-5.471	-5.2521	-0.21889
1828.08	-5.128	-5.1031	-0.024942
1828.17	-5.242	-4.9667	-0.27531
1828.25	-5.027	-4.8574	-0.1696
1828.33	-4.934	-4.7997	-0.13427
1828.42	-4.8	-4.7875	-0.012519
1828.5	-5.069	-4.8316	-0.23743
1828.58	-5.1941	-4.9078	-0.28625
1828.67	-5.298	-4.9913	-0.30674
1828.75	-5.416	-5.0856	-0.33037
1828.83	-5.245	-5.1759	-0.069111
1828.92	-5.489	-5.2282	-0.2608
1829	-5.782	-5.2521	-0.52989
1829.08	-5.424	-5.1031	-0.32094
1829.17	-5.386	-4.9667	-0.41931
1829.25	-5.299	-4.8574	-0.4416
1829.33	-5.112	-4.7997	-0.31227
1829.42	-4.948	-4.7875	-0.16052
1829.5	-4.954	-4.8316	-0.12243
1829.58	-5.0931	-4.9078	-0.18525
1829.67	-5.175	-4.9913	-0.18374
1829.75	-5.336	-5.0856	-0.25036
1829.83	-5.496	-5.1759	-0.32011
1829.92	-5.552	-5.2282	-0.3238
1830	-5.571	-5.2521	-0.31889
1830.08	-5.454	-5.1031	-0.35094
1830.17	-5.317	-4.9667	-0.35031
1830.25	-5.213	-4.8574	-0.3556
1830.33	-5.094	-4.7997	-0.29427
1830.42	-4.994	-4.7875	-0.20652
1830.5	-5.123	-4.8316	-0.29143
1830.58	-5.0821	-4.9078	-0.17425
1830.67	-5.167	-4.9913	-0.17574
1830.75	-5.235	-5.0856	-0.14936
1830.83	-5.281	-5.1759	-0.10511
1830.92	-5.308	-5.2282	-0.079803
1831	-5.406	-5.2521	-0.15389
1831.08	-5.164	-5.1031	-0.060942
1831.17	-4.888	-4.9667	0.078687
1831.25	-4.858	-4.8574	-0.00060096
1831.33	-4.901	-4.7997	-0.10127
1831.42	-4.996	-4.7875	-0.20852
1831.5	-4.964	-4.8316	-0.13243
1831.58	-4.9911	-4.9078	-0.08325
1831.67	-5.081	-4.9913	-0.089736
1831.75	-5.123	-5.0856	-0.037365
1831.83	-5.453	-5.1759	-0.27711
1831.92	-5.413	-5.2282	-0.1848
1832	-5.35	-5.2521	-0.09789
1832.08	-5.227	-5.1031	-0.12394
1832.17	-5.141	-4.9667	-0.17431
1832.25	-4.998	-4.8574	-0.1406
1832.33	-5.021	-4.7997	-0.22127
1832.42	-4.88	-4.7875	-0.092519
1832.5	-4.803	-4.8316	0.028572
1832.58	-4.8551	-4.9078	0.05275
1832.67	-4.998	-4.9913	-0.0067356
1832.75	-5.243	-5.0856	-0.15736
1832.83	-5.144	-5.1759	0.031889
1832.92	-5.298	-5.2282	-0.069803
1833	-5.355	-5.2521	-0.10289
1833.08	-5.115	-5.1031	-0.011942
1833.17	-5.558	-4.9667	-0.59131
1833.25	-5.241	-4.8574	-0.3836
1833.33	-4.879	-4.7997	-0.079269
1833.42	-4.795	-4.7875	-0.0075192
1833.5	-4.771	-4.8316	0.060572
1833.58	-5.0451	-4.9078	-0.13725
1833.67	-5.051	-4.9913	-0.059736
1833.75	-5.27	-5.0856	-0.18437
1833.83	-5.221	-5.1759	-0.045111
1833.92	-5.092	-5.2282	0.1362
1834	-5.064	-5.2521	0.18811
1834.08	-4.974	-5.1031	0.12906
1834.17	-5.027	-4.9667	-0.060312
1834.25	-4.86	-4.8574	-0.002601
1834.33	-4.694	-4.7997	0.10573
1834.42	-4.717	-4.7875	0.070481
1834.5	-4.684	-4.8316	0.14757
1834.58	-4.633	-4.9078	0.27475
1834.67	-4.787	-4.9913	0.20426
1834.75	-4.891	-5.0856	0.19464
1834.83	-5.058	-5.1759	0.11789
1834.92	-5.453	-5.2282	-0.2248
1835	-5.261	-5.2521	-0.0088899
1835.08	-5.147	-5.1031	-0.043942
1835.17	-5.033	-4.9667	-0.066312
1835.25	-4.925	-4.8574	-0.067601
1835.33	-4.818	-4.7997	-0.018269
1835.42	-5.063	-4.7875	-0.27552
1835.5	-4.731	-4.8316	0.10057
1835.58	-4.7871	-4.9078	0.12075
1835.67	-4.904	-4.9913	0.087264
1835.75	-4.957	-5.0856	0.12864
1835.83	-5.254	-5.1759	-0.078111
1835.92	-5.082	-5.2282	0.1462
1836	-5.051	-5.2521	0.20111
1836.08	-4.915	-5.1031	0.18806
1836.17	-4.801	-4.9667	0.16569
1836.25	-4.755	-4.8574	0.1024
1836.33	-4.614	-4.7997	0.18573
1836.42	-4.667	-4.7875	0.12048
1836.5	-4.697	-4.8316	0.13457
1836.58	-4.7311	-4.9078	0.17675
1836.67	-4.885	-4.9913	0.10626
1836.75	-4.968	-5.0856	0.11763
1836.83	-5.048	-5.1759	0.12789
1836.92	-5.098	-5.2282	0.1302
1837	-5.069	-5.2521	0.18311
1837.08	-5.051	-5.1031	0.052058
1837.17	-4.991	-4.9667	-0.024312
1837.25	-4.97	-4.8574	-0.1126
1837.33	-4.816	-4.7997	-0.016269
1837.42	-4.526	-4.7875	0.26148
1837.5	-4.68	-4.8316	0.15157
1837.58	-4.6931	-4.9078	0.21475
1837.67	-4.755	-4.9913	0.23626
1837.75	-4.844	-5.0856	0.24163
1837.83	-4.935	-5.1759	0.24089
1837.92	-4.974	-5.2282	0.2542
1838	-4.855	-5.2521	0.39711
1838.08	-4.724	-5.1031	0.37906
1838.17	-4.627	-4.9667	0.33969
1838.25	-4.612	-4.8574	0.2454
1838.33	-4.627	-4.7997	0.17273
1838.42	-4.685	-4.7875	0.10248
1838.5	-4.776	-4.8316	0.055572
1838.58	-4.7721	-4.9078	0.13575
1838.67	-4.753	-4.9913	0.23826
1838.75	-4.868	-5.0856	0.21764
1838.83	-4.846	-5.1759	0.32989
1838.92	-4.877	-5.2282	0.3512
1839	-5.382	-5.2521	-0.12989
1839.08	-5.098	-5.1031	0.0050577
1839.17	-4.928	-4.9667	0.038688
1839.25	-4.771	-4.8574	0.086399
1839.33	-4.665	-4.7997	0.13473
1839.42	-4.595	-4.7875	0.19248
1839.5	-4.637	-4.8316	0.19457
1839.58	-4.6871	-4.9078	0.22075
1839.67	-4.833	-4.9913	0.15826
1839.75	-5.189	-5.0856	-0.10336
1839.83	-5.322	-5.1759	-0.14611
1839.92	-5.122	-5.2282	0.1062
1840	-5.056	-5.2521	0.19611
1840.08	-5.169	-5.1031	-0.065942
1840.17	-4.813	-4.9667	0.15369
1840.25	-5.065	-4.8574	-0.2076
1840.33	-5.046	-4.7997	-0.24627
1840.42	-4.988	-4.7875	-0.20052
1840.5	-5.198	-4.8316	-0.36643
1840.58	-5.2121	-4.9078	-0.30425
1840.67	-5.004	-4.9913	-0.012736
1840.75	-5.069	-5.0856	0.016635
1840.83	-5.206	-5.1759	-0.030111
1840.92	-5.299	-5.2282	-0.070803
1841	-5.182	-5.2521	0.07011
1841.08	-4.996	-5.1031	0.10706
1841.17	-4.752	-4.9667	0.21469
1841.25	-4.754	-4.8574	0.1034
1841.33	-4.726	-4.7997	0.073731
1841.42	-4.629	-4.7875	0.15848
1841.5	-4.633	-4.8316	0.19857
1841.58	-4.8711	-4.9078	0.03675
1841.67	-4.879	-4.9913	0.11226
1841.75	-4.869	-5.0856	0.21664
1841.83	-5.132	-5.1759	0.043889
1841.92	-5.241	-5.2282	-0.012803
1842	-5.276	-5.2521	-0.02389
1842.08	-5.179	-5.1031	-0.075942
1842.17	-5.096	-4.9667	-0.12931
1842.25	-4.707	-4.8574	0.1504
1842.33	-4.551	-4.7997	0.24873
1842.42	-4.536	-4.7875	0.25148
1842.5	-4.656	-4.8316	0.17557
1842.58	-4.6831	-4.9078	0.22475
1842.67	-4.751	-4.9913	0.24026
1842.75	-4.78	-5.0856	0.30564
1842.83	-4.867	-5.1759	0.30889
1842.92	-4.798	-5.2282	0.4302
1843	-4.884	-5.2521	0.36811
1843.08	-4.687	-5.1031	0.41606
1843.17	-4.601	-4.9667	0.36569
1843.25	-4.498	-4.8574	0.3594
1843.33	-4.492	-4.7997	0.30773
1843.42	-4.682	-4.7875	0.10548
1843.5	-4.788	-4.8316	0.043572
1843.58	-5.0781	-4.9078	-0.17025
1843.67	-5.032	-4.9913	-0.040736
1843.75	-5.14	-5.0856	-0.054365
1843.83	-5.107	-5.1759	0.068889
1843.92	-5.085	-5.2282	0.1432
1844	-5.025	-5.2521	0.22711
1844.08	-5.06	-5.1031	0.043058
1844.17	-4.971	-4.9667	-0.0043125
1844.25	-4.958	-4.8574	-0.1006
1844.33	-4.82	-4.7997	-0.020269
1844.42	-4.823	-4.7875	-0.035519
1844.5	-4.948	-4.8316	-0.11643
1844.58	-4.7861	-4.9078	0.12175
1844.67	-4.808	-4.9913	0.18326
1844.75	-4.989	-5.0856	0.096635
1844.83	-5.255	-5.1759	-0.079111
1844.92	-5.323	-5.2282	-0.094803
1845	-5.195	-5.2521	0.05711
1845.08	-5.304	-5.1031	-0.20094
1845.17	-4.899	-4.9667	0.067687
1845.25	-4.945	-4.8574	-0.087601
1845.33	-5.113	-4.7997	-0.31327
1845.42	-4.966	-4.7875	-0.17852
1845.5	-4.978	-4.8316	-0.14643
1845.58	-5.0881	-4.9078	-0.18025
1845.67	-5.218	-4.9913	-0.22674
1845.75	-5.389	-5.0856	-0.30336
1845.83	-5.384	-5.1759	-0.20811
1845.92	-5.259	-5.2282	-0.030803
1846	-5.466	-5.2521	-0.21389
1846.08	-5.249	-5.1031	-0.14594
1846.17	-5.231	-4.9667	-0.26431
1846.25	-4.895	-4.8574	-0.037601
1846.33	-4.879	-4.7997	-0.079269
1846.42	-4.78	-4.7875	0.0074808
1846.5	-4.872	-4.8316	-0.040428
1846.58	-5.0811	-4.9078	-0.17325
1846.67	-4.796	-4.9913	0.19526
1846.75	-5.249	-5.0856	-0.16337
1846.83	-5.243	-5.1759	-0.067111
1846.92	-5.315	-5.2282	-0.086803
1847	-5.451	-5.2521	-0.19889
1847.08	-5.221	-5.1031	-0.11794
1847.17	-5.316	-4.9667	-0.34931
1847.25	-5.036	-4.8574	-0.1786
1847.33	-5.026	-4.7997	-0.22627
1847.42	-5.072	-4.7875	-0.28452
1847.5	-4.94	-4.8316	-0.10843
1847.58	-4.9761	-4.9078	-0.06825
1847.67	-5.164	-4.9913	-0.17274
1847.75	-5.239	-5.0856	-0.15337
1847.83	-5.316	-5.1759	-0.14011
1847.92	-5.522	-5.2282	-0.2938
1848	-5.282	-5.2521	-0.02989
1848.08	-5.131	-5.1031	-0.027942
1848.17	-5	-4.9667	-0.033312
1848.25	-5.029	-4.8574	-0.1716
1848.33	-5.071	-4.7997	-0.27127
1848.42	-4.98	-4.7875	-0.19252
1848.5	-4.792	-4.8316	0.039572
1848.58	-4.9061	-4.9078	0.00175
1848.67	-4.974	-4.9913	0.017264
1848.75	-5.066	-5.0856	0.019635
1848.83	-5.024	-5.1759	0.15189
1848.92	-5.06	-5.2282	0.1682
1849	-5.168	-5.2521	0.08411
1849.08	-5.063	-5.1031	0.040058
1849.17	-4.987	-4.9667	-0.020312
1849.25	-4.952	-4.8574	-0.094601
1849.33	-4.883	-4.7997	-0.083269
1849.42	-4.802	-4.7875	-0.014519
1849.5	-5.012	-4.8316	-0.18043
1849.58	-5.0991	-4.9078	-0.19125
1849.67	-5	-4.9913	-0.0087356
1849.75	-5.182	-5.0856	-0.096365
1849.83	-5.335	-5.1759	-0.15911
1849.92	-5.313	-5.2282	-0.084803
1850	-5.101	-5.2521	0.15111
1850.08	-5.316	-5.1031	-0.21294
1850.17	-5.322	-4.9667	-0.35531
1850.25	-5.118	-4.8574	-0.2606
1850.33	-4.835	-4.7997	-0.035269
1850.42	-4.896	-4.7875	-0.10852
1850.5	-5.043	-4.8316	-0.21143
1850.58	-5.0821	-4.9078	-0.17425
1850.67	-5.148	-4.9913	-0.15674
1850.75	-5.215	-5.0856	-0.12936
1850.83	-5.185	-5.1759	-0.0091106
1850.92	-5.209	-5.2282	0.019197
1851	-5.537	-5.2521	-0.28489
1851.08	-5.492	-5.1031	-0.38894
1851.17	-5.064	-4.9667	-0.097313
1851.25	-4.789	-4.8574	0.068399
1851.33	-4.63	-4.7997	0.16973
1851.42	-4.734	-4.7875	0.053481
1851.5	-4.799	-4.8316	0.032572
1851.58	-4.9211	-4.9078	-0.01325
1851.67	-5.057	-4.9913	-0.065736
1851.75	-5.243	-5.0856	-0.15736
1851.83	-5.331	-5.1759	-0.15511
1851.92	-5.188	-5.2282	0.040197
1852	-5.425	-5.2521	-0.17289
1852.08	-5.399	-5.1031	-0.29594
1852.17	-5.044	-4.9667	-0.077312
1852.25	-4.889	-4.8574	-0.031601
1852.33	-4.886	-4.7997	-0.086269
1852.42	-5.061	-4.7875	-0.27352
