# Lombok Strait, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1903
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bali2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12-01
#--------------------
# Title
#	Study_Name: Lombok Strait, Bunaken Island - Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Lombok Strait, Bali, Indonesia
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: -8.25
# 	Southernmost_Latitude: -8.25 
# 	Easternmost_Longitude: 115.5
# 	Westernmost_Longitude: 115.5
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo01a
#	Earliest_Year: 1782
#	Most_Recent_Year: 1990
#	Time_Unit: AD
#	Core_Length: 
#	Notes:
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#-------------------
# Chronology_Information
# 	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, , ,N
##d18O_sa	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, seasonal average, ,N
##d18O_anom	delta 18O, Porites sp., , permil VPDB, , corals and sclerosponges, anomaly, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1852.5	-5.12	-4.8316	-0.28843
1852.58	-5.0491	-4.9078	-0.14125
1852.67	-5.077	-4.9913	-0.085736
1852.75	-5.184	-5.0856	-0.098365
1852.83	-5.229	-5.1759	-0.053111
1852.92	-5.361	-5.2282	-0.1328
1853	-5.448	-5.2521	-0.19589
1853.08	-5.038	-5.1031	0.065058
1853.17	-4.924	-4.9667	0.042688
1853.25	-4.814	-4.8574	0.043399
1853.33	-4.928	-4.7997	-0.12827
1853.42	-5.058	-4.7875	-0.27052
1853.5	-4.951	-4.8316	-0.11943
1853.58	-5.0731	-4.9078	-0.16525
1853.67	-5.025	-4.9913	-0.033736
1853.75	-4.977	-5.0856	0.10864
1853.83	-4.926	-5.1759	0.24989
1853.92	-5.133	-5.2282	0.095197
1854	-5.261	-5.2521	-0.0088899
1854.08	-5.139	-5.1031	-0.035942
1854.17	-4.993	-4.9667	-0.026313
1854.25	-4.792	-4.8574	0.065399
1854.33	-4.685	-4.7997	0.11473
1854.42	-4.676	-4.7875	0.11148
1854.5	-4.631	-4.8316	0.20057
1854.58	-4.7291	-4.9078	0.17875
1854.67	-5.027	-4.9913	-0.035736
1854.75	-5.174	-5.0856	-0.088365
1854.83	-5.147	-5.1759	0.028889
1854.92	-5.248	-5.2282	-0.019803
1855	-5.167	-5.2521	0.08511
1855.08	-5.021	-5.1031	0.082058
1855.17	-5.049	-4.9667	-0.082313
1855.25	-4.733	-4.8574	0.1244
1855.33	-4.605	-4.7997	0.19473
1855.42	-4.736	-4.7875	0.051481
1855.5	-4.765	-4.8316	0.066572
1855.58	-4.7411	-4.9078	0.16675
1855.67	-4.839	-4.9913	0.15226
1855.75	-4.928	-5.0856	0.15764
1855.83	-5.043	-5.1759	0.13289
1855.92	-5.229	-5.2282	-0.00080288
1856	-5.238	-5.2521	0.01411
1856.08	-5.206	-5.1031	-0.10294
1856.17	-4.935	-4.9667	0.031688
1856.25	-4.668	-4.8574	0.1894
1856.33	-4.968	-4.7997	-0.16827
1856.42	-4.436	-4.7875	0.35148
1856.5	-4.459	-4.8316	0.37257
1856.58	-4.6211	-4.9078	0.28675
1856.67	-4.599	-4.9913	0.39226
1856.75	-4.82	-5.0856	0.26564
1856.83	-4.876	-5.1759	0.29989
1856.92	-5.448	-5.2282	-0.2198
1857	-5.478	-5.2521	-0.22589
1857.08	-5.354	-5.1031	-0.25094
1857.17	-5.248	-4.9667	-0.28131
1857.25	-4.958	-4.8574	-0.1006
1857.33	-4.951	-4.7997	-0.15127
1857.42	-4.878	-4.7875	-0.090519
1857.5	-4.789	-4.8316	0.042572
1857.58	-4.8661	-4.9078	0.04175
1857.67	-4.954	-4.9913	0.037264
1857.75	-5.005	-5.0856	0.080635
1857.83	-4.953	-5.1759	0.22289
1857.92	-5.212	-5.2282	0.016197
1858	-5.376	-5.2521	-0.12389
1858.08	-5.113	-5.1031	-0.0099423
1858.17	-4.968	-4.9667	-0.0013125
1858.25	-4.874	-4.8574	-0.016601
1858.33	-4.672	-4.7997	0.12773
1858.42	-4.637	-4.7875	0.15048
1858.5	-4.584	-4.8316	0.24757
1858.58	-4.771	-4.9078	0.13675
1858.67	-4.998	-4.9913	-0.0067356
1858.75	-5.343	-5.0856	-0.25736
1858.83	-5.319	-5.1759	-0.14311
1858.92	-5.277	-5.2282	-0.048803
1859	-5.219	-5.2521	0.03311
1859.08	-5.08	-5.1031	0.023058
1859.17	-4.955	-4.9667	0.011688
1859.25	-4.87	-4.8574	-0.012601
1859.33	-4.888	-4.7997	-0.088269
1859.42	-5.132	-4.7875	-0.34452
1859.5	-5.438	-4.8316	-0.60643
1859.58	-4.6651	-4.9078	0.24275
1859.67	-4.674	-4.9913	0.31726
1859.75	-4.736	-5.0856	0.34964
1859.83	-5.012	-5.1759	0.16389
1859.92	-5.142	-5.2282	0.086197
1860	-4.989	-5.2521	0.26311
1860.08	-4.974	-5.1031	0.12906
1860.17	-4.672	-4.9667	0.29469
1860.25	-4.817	-4.8574	0.040399
1860.33	-4.878	-4.7997	-0.078269
1860.42	-4.972	-4.7875	-0.18452
1860.5	-5.295	-4.8316	-0.46343
1860.58	-5.0101	-4.9078	-0.10225
1860.67	-5.056	-4.9913	-0.064736
1860.75	-4.756	-5.0856	0.32963
1860.83	-5.026	-5.1759	0.14989
1860.92	-5.409	-5.2282	-0.1808
1861	-5.168	-5.2521	0.08411
1861.08	-5.515	-5.1031	-0.41194
1861.17	-5.444	-4.9667	-0.47731
1861.25	-5.207	-4.8574	-0.3496
1861.33	-4.967	-4.7997	-0.16727
1861.42	-4.814	-4.7875	-0.026519
1861.5	-4.784	-4.8316	0.047572
1861.58	-5.0351	-4.9078	-0.12725
1861.67	-5.218	-4.9913	-0.22674
1861.75	-5.325	-5.0856	-0.23936
1861.83	-5.416	-5.1759	-0.24011
1861.92	-5.401	-5.2282	-0.1728
1862	-5.576	-5.2521	-0.32389
1862.08	-5.316	-5.1031	-0.21294
1862.17	-4.925	-4.9667	0.041687
1862.25	-4.694	-4.8574	0.1634
1862.33	-4.718	-4.7997	0.081731
1862.42	-4.699	-4.7875	0.088481
1862.5	-4.703	-4.8316	0.12857
1862.58	-4.8611	-4.9078	0.04675
1862.67	-5.005	-4.9913	-0.013736
1862.75	-5.024	-5.0856	0.061635
1862.83	-5.195	-5.1759	-0.019111
1862.92	-5.355	-5.2282	-0.1268
1863	-5.562	-5.2521	-0.30989
1863.08	-5.153	-5.1031	-0.049942
1863.17	-5.06	-4.9667	-0.093313
1863.25	-5.121	-4.8574	-0.2636
1863.33	-4.953	-4.7997	-0.15327
1863.42	-5.046	-4.7875	-0.25852
1863.5	-5.031	-4.8316	-0.19943
1863.58	-5.0191	-4.9078	-0.11125
1863.67	-5.1	-4.9913	-0.10874
1863.75	-5.209	-5.0856	-0.12336
1863.83	-5.35	-5.1759	-0.17411
1863.92	-5.429	-5.2282	-0.2008
1864	-5.254	-5.2521	-0.00189
1864.08	-5.247	-5.1031	-0.14394
1864.17	-4.989	-4.9667	-0.022312
1864.25	-4.721	-4.8574	0.1364
1864.33	-4.679	-4.7997	0.12073
1864.42	-4.654	-4.7875	0.13348
1864.5	-4.516	-4.8316	0.31557
1864.58	-4.791	-4.9078	0.11675
1864.67	-4.911	-4.9913	0.080264
1864.75	-5.069	-5.0856	0.016635
1864.83	-5.441	-5.1759	-0.26511
1864.92	-5.456	-5.2282	-0.2278
1865	-5.219	-5.2521	0.03311
1865.08	-5.233	-5.1031	-0.12994
1865.17	-4.874	-4.9667	0.092688
1865.25	-4.839	-4.8574	0.018399
1865.33	-4.777	-4.7997	0.022731
1865.42	-4.712	-4.7875	0.075481
1865.5	-4.866	-4.8316	-0.034428
1865.58	-4.8651	-4.9078	0.04275
1865.67	-5.218	-4.9913	-0.22674
1865.75	-5.095	-5.0856	-0.0093654
1865.83	-5.334	-5.1759	-0.15811
1865.92	-5.193	-5.2282	0.035197
1866	-5.311	-5.2521	-0.05889
1866.08	-5.376	-5.1031	-0.27294
1866.17	-5.119	-4.9667	-0.15231
1866.25	-4.944	-4.8574	-0.086601
1866.33	-4.816	-4.7997	-0.016269
1866.42	-4.791	-4.7875	-0.0035192
1866.5	-4.85	-4.8316	-0.018428
1866.58	-4.817	-4.9078	0.09075
1866.67	-4.998	-4.9913	-0.0067356
1866.75	-5.156	-5.0856	-0.070365
1866.83	-5.076	-5.1759	0.099889
1866.92	-4.934	-5.2282	0.2942
1867	-4.978	-5.2521	0.27411
1867.08	-5.013	-5.1031	0.090058
1867.17	-4.941	-4.9667	0.025688
1867.25	-4.869	-4.8574	-0.011601
1867.33	-4.744	-4.7997	0.055731
1867.42	-5.07	-4.7875	-0.28252
1867.5	-5.026	-4.8316	-0.19443
1867.58	-5.0771	-4.9078	-0.16925
1867.67	-5.128	-4.9913	-0.13674
1867.75	-5.292	-5.0856	-0.20637
1867.83	-5.323	-5.1759	-0.14711
1867.92	-5.149	-5.2282	0.079197
1868	-5.055	-5.2521	0.19711
1868.08	-5.052	-5.1031	0.051058
1868.17	-5.005	-4.9667	-0.038312
1868.25	-4.803	-4.8574	0.054399
1868.33	-4.688	-4.7997	0.11173
1868.42	-4.641	-4.7875	0.14648
1868.5	-4.661	-4.8316	0.17057
1868.58	-4.804	-4.9078	0.10375
1868.67	-4.941	-4.9913	0.050264
1868.75	-5.262	-5.0856	-0.17637
1868.83	-5.226	-5.1759	-0.050111
1868.92	-5.21	-5.2282	0.018197
1869	-5.084	-5.2521	0.16811
1869.08	-5.033	-5.1031	0.070058
1869.17	-4.782	-4.9667	0.18469
1869.25	-4.668	-4.8574	0.1894
1869.33	-4.672	-4.7997	0.12773
1869.42	-4.699	-4.7875	0.088481
1869.5	-4.79	-4.8316	0.041572
1869.58	-4.8941	-4.9078	0.01375
1869.67	-4.974	-4.9913	0.017264
1869.75	-5.139	-5.0856	-0.053365
1869.83	-5.321	-5.1759	-0.14511
1869.92	-5.188	-5.2282	0.040197
1870	-5.19	-5.2521	0.06211
1870.08	-5.24	-5.1031	-0.13694
1870.17	-5.142	-4.9667	-0.17531
1870.25	-4.996	-4.8574	-0.1386
1870.33	-4.92	-4.7997	-0.12027
1870.42	-4.947	-4.7875	-0.15952
1870.5	-4.914	-4.8316	-0.082428
1870.58	-4.8911	-4.9078	0.01675
1870.67	-4.991	-4.9913	0.00026442
1870.75	-5.113	-5.0856	-0.027365
1870.83	-5.158	-5.1759	0.017889
1870.92	-5.138	-5.2282	0.090197
1871	-5.28	-5.2521	-0.02789
1871.08	-5.169	-5.1031	-0.065942
1871.17	-5.072	-4.9667	-0.10531
1871.25	-4.88	-4.8574	-0.022601
1871.33	-4.794	-4.7997	0.0057308
1871.42	-4.783	-4.7875	0.0044808
1871.5	-4.773	-4.8316	0.058572
1871.58	-4.8161	-4.9078	0.09175
1871.67	-4.984	-4.9913	0.0072644
1871.75	-5.134	-5.0856	-0.048365
1871.83	-5.074	-5.1759	0.10189
1871.92	-5.231	-5.2282	-0.0028029
1872	-5.186	-5.2521	0.06611
1872.08	-5.096	-5.1031	0.0070577
1872.17	-4.848	-4.9667	0.11869
1872.25	-4.721	-4.8574	0.1364
1872.33	-4.767	-4.7997	0.032731
1872.42	-4.702	-4.7875	0.085481
1872.5	-4.755	-4.8316	0.076572
1872.58	-4.8971	-4.9078	0.01075
1872.67	-5.063	-4.9913	-0.071736
1872.75	-5.054	-5.0856	0.031635
1872.83	-5.204	-5.1759	-0.028111
1872.92	-5.409	-5.2282	-0.1808
1873	-5.403	-5.2521	-0.15089
1873.08	-4.92	-5.1031	0.18306
1873.17	-4.774	-4.9667	0.19269
1873.25	-4.768	-4.8574	0.089399
1873.33	-4.748	-4.7997	0.051731
1873.42	-4.824	-4.7875	-0.036519
1873.5	-4.957	-4.8316	-0.12543
1873.58	-5.2371	-4.9078	-0.32925
1873.67	-5.334	-4.9913	-0.34274
1873.75	-5.306	-5.0856	-0.22037
1873.83	-5.242	-5.1759	-0.066111
1873.92	-5.229	-5.2282	-0.00080288
1874	-5.47	-5.2521	-0.21789
1874.08	-5.107	-5.1031	-0.0039423
1874.17	-5.093	-4.9667	-0.12631
1874.25	-4.981	-4.8574	-0.1236
1874.33	-4.865	-4.7997	-0.065269
1874.42	-4.92	-4.7875	-0.13252
1874.5	-4.955	-4.8316	-0.12343
1874.58	-4.9211	-4.9078	-0.01325
1874.67	-4.909	-4.9913	0.082264
1874.75	-5.088	-5.0856	-0.0023654
1874.83	-5.248	-5.1759	-0.072111
1874.92	-5.145	-5.2282	0.083197
1875	-5.296	-5.2521	-0.04389
1875.08	-5.154	-5.1031	-0.050942
1875.17	-4.894	-4.9667	0.072687
1875.25	-4.819	-4.8574	0.038399
1875.33	-4.755	-4.7997	0.044731
1875.42	-4.921	-4.7875	-0.13352
1875.5	-5.067	-4.8316	-0.23543
1875.58	-5.0901	-4.9078	-0.18225
1875.67	-5.325	-4.9913	-0.33374
1875.75	-5.308	-5.0856	-0.22237
1875.83	-5.287	-5.1759	-0.11111
1875.92	-5.288	-5.2282	-0.059803
1876	-5.402	-5.2521	-0.14989
1876.08	-5.11	-5.1031	-0.0069423
1876.17	-4.932	-4.9667	0.034688
1876.25	-4.791	-4.8574	0.066399
1876.33	-4.789	-4.7997	0.010731
1876.42	-4.84	-4.7875	-0.052519
1876.5	-4.894	-4.8316	-0.062428
1876.58	-4.9101	-4.9078	-0.00225
1876.67	-4.898	-4.9913	0.093264
1876.75	-5	-5.0856	0.085635
1876.83	-5.24	-5.1759	-0.064111
1876.92	-5.191	-5.2282	0.037197
1877	-5.208	-5.2521	0.04411
1877.08	-5.156	-5.1031	-0.052942
1877.17	-4.845	-4.9667	0.12169
1877.25	-4.717	-4.8574	0.1404
1877.33	-4.422	-4.7997	0.37773
1877.42	-4.753	-4.7875	0.034481
1877.5	-4.577	-4.8316	0.25457
1877.58	-4.7931	-4.9078	0.11475
1877.67	-4.941	-4.9913	0.050264
1877.75	-4.593	-5.0856	0.49264
1877.83	-4.897	-5.1759	0.27889
1877.92	-5.281	-5.2282	-0.052803
1878	-5.356	-5.2521	-0.10389
1878.08	-4.988	-5.1031	0.11506
1878.17	-4.818	-4.9667	0.14869
1878.25	-4.814	-4.8574	0.043399
1878.33	-4.898	-4.7997	-0.098269
1878.42	-5.071	-4.7875	-0.28352
1878.5	-5.071	-4.8316	-0.23943
1878.58	-5.0491	-4.9078	-0.14125
1878.67	-5.209	-4.9913	-0.21774
1878.75	-5.325	-5.0856	-0.23936
1878.83	-5.33	-5.1759	-0.15411
1878.92	-5.302	-5.2282	-0.073803
1879	-5.376	-5.2521	-0.12389
1879.08	-5.271	-5.1031	-0.16794
1879.17	-5.128	-4.9667	-0.16131
1879.25	-5.013	-4.8574	-0.1556
1879.33	-5.035	-4.7997	-0.23527
1879.42	-4.94	-4.7875	-0.15252
1879.5	-5.082	-4.8316	-0.25043
1879.58	-5.1651	-4.9078	-0.25725
1879.67	-5.128	-4.9913	-0.13674
1879.75	-5.262	-5.0856	-0.17637
1879.83	-5.221	-5.1759	-0.045111
1879.92	-5.255	-5.2282	-0.026803
1880	-5.29	-5.2521	-0.03789
1880.08	-5.158	-5.1031	-0.054942
1880.17	-4.898	-4.9667	0.068687
1880.25	-5.024	-4.8574	-0.1666
1880.33	-4.918	-4.7997	-0.11827
1880.42	-4.943	-4.7875	-0.15552
1880.5	-4.898	-4.8316	-0.066428
1880.58	-4.8841	-4.9078	0.02375
1880.67	-5.007	-4.9913	-0.015736
1880.75	-5.051	-5.0856	0.034635
1880.83	-5.051	-5.1759	0.12489
1880.92	-5.211	-5.2282	0.017197
1881	-5.172	-5.2521	0.08011
1881.08	-5.029	-5.1031	0.074058
1881.17	-5.061	-4.9667	-0.094312
1881.25	-4.826	-4.8574	0.031399
1881.33	-4.687	-4.7997	0.11273
1881.42	-4.662	-4.7875	0.12548
1881.5	-4.562	-4.8316	0.26957
1881.58	-4.7771	-4.9078	0.13075
1881.67	-5.092	-4.9913	-0.10074
1881.75	-5.311	-5.0856	-0.22536
1881.83	-5.447	-5.1759	-0.27111
1881.92	-5.669	-5.2282	-0.4408
1882	-5.491	-5.2521	-0.23889
1882.08	-5.45	-5.1031	-0.34694
1882.17	-5.357	-4.9667	-0.39031
1882.25	-5.3	-4.8574	-0.4426
1882.33	-5.153	-4.7997	-0.35327
1882.42	-4.989	-4.7875	-0.20152
1882.5	-4.949	-4.8316	-0.11743
1882.58	-5.0621	-4.9078	-0.15425
1882.67	-5.015	-4.9913	-0.023736
1882.75	-4.951	-5.0856	0.13464
1882.83	-5.157	-5.1759	0.018889
1882.92	-5.295	-5.2282	-0.066803
1883	-5.389	-5.2521	-0.13689
1883.08	-5.368	-5.1031	-0.26494
1883.17	-5.143	-4.9667	-0.17631
1883.25	-4.759	-4.8574	0.098399
1883.33	-4.651	-4.7997	0.14873
1883.42	-4.713	-4.7875	0.074481
1883.5	-4.738	-4.8316	0.093572
1883.58	-4.791	-4.9078	0.11675
1883.67	-5.063	-4.9913	-0.071736
1883.75	-5.138	-5.0856	-0.052365
1883.83	-5.242	-5.1759	-0.066111
1883.92	-5.366	-5.2282	-0.1378
1884	-5.343	-5.2521	-0.09089
1884.08	-5.211	-5.1031	-0.10794
1884.17	-5.034	-4.9667	-0.067313
1884.25	-4.861	-4.8574	-0.003601
1884.33	-4.767	-4.7997	0.032731
1884.42	-4.746	-4.7875	0.041481
1884.5	-4.836	-4.8316	-0.0044279
1884.58	-4.7851	-4.9078	0.12275
1884.67	-4.919	-4.9913	0.072264
1884.75	-5.051	-5.0856	0.034635
1884.83	-5.136	-5.1759	0.039889
1884.92	-5.084	-5.2282	0.1442
1885	-5.308	-5.2521	-0.05589
1885.08	-4.738	-5.1031	0.36506
1885.17	-4.695	-4.9667	0.27169
1885.25	-4.64	-4.8574	0.2174
1885.33	-4.48	-4.7997	0.31973
1885.42	-4.446	-4.7875	0.34148
1885.5	-4.535	-4.8316	0.29657
1885.58	-4.6531	-4.9078	0.25475
1885.67	-4.857	-4.9913	0.13426
1885.75	-4.98	-5.0856	0.10564
1885.83	-5.138	-5.1759	0.037889
1885.92	-5.28	-5.2282	-0.051803
1886	-5.175	-5.2521	0.07711
1886.08	-5.016	-5.1031	0.087058
1886.17	-4.866	-4.9667	0.10069
1886.25	-4.715	-4.8574	0.1424
1886.33	-4.791	-4.7997	0.0087308
1886.42	-4.812	-4.7875	-0.024519
1886.5	-4.91	-4.8316	-0.078428
1886.58	-5.1421	-4.9078	-0.23425
1886.67	-5.057	-4.9913	-0.065736
1886.75	-5.181	-5.0856	-0.095365
1886.83	-5.247	-5.1759	-0.071111
1886.92	-5.296	-5.2282	-0.067803
1887	-4.758	-5.2521	0.49411
1887.08	-5.174	-5.1031	-0.070942
1887.17	-5.275	-4.9667	-0.30831
1887.25	-4.896	-4.8574	-0.038601
1887.33	-4.801	-4.7997	-0.0012692
1887.42	-4.897	-4.7875	-0.10952
1887.5	-4.683	-4.8316	0.14857
1887.58	-4.8361	-4.9078	0.07175
1887.67	-5.017	-4.9913	-0.025736
1887.75	-5.013	-5.0856	0.072635
1887.83	-5.211	-5.1759	-0.035111
1887.92	-5.336	-5.2282	-0.1078
1888	-4.988	-5.2521	0.26411
1888.08	-5.169	-5.1031	-0.065942
1888.17	-5.038	-4.9667	-0.071313
1888.25	-4.727	-4.8574	0.1304
1888.33	-4.544	-4.7997	0.25573
1888.42	-4.48	-4.7875	0.30748
1888.5	-4.362	-4.8316	0.46957
1888.58	-4.7851	-4.9078	0.12275
1888.67	-4.985	-4.9913	0.0062644
1888.75	-5.078	-5.0856	0.0076346
1888.83	-5.214	-5.1759	-0.038111
1888.92	-5.026	-5.2282	0.2022
1889	-5.267	-5.2521	-0.01489
1889.08	-4.96	-5.1031	0.14306
1889.17	-4.833	-4.9667	0.13369
1889.25	-4.839	-4.8574	0.018399
1889.33	-4.828	-4.7997	-0.028269
1889.42	-4.734	-4.7875	0.053481
1889.5	-4.756	-4.8316	0.075572
1889.58	-4.922	-4.9078	-0.01425
1889.67	-5.062	-4.9913	-0.070736
1889.75	-5.177	-5.0856	-0.091365
1889.83	-5.303	-5.1759	-0.12711
1889.92	-5.423	-5.2282	-0.1948
1890	-5.365	-5.2521	-0.11289
1890.08	-5.327	-5.1031	-0.22394
1890.17	-5.065	-4.9667	-0.098312
1890.25	-4.854	-4.8574	0.003399
1890.33	-4.742	-4.7997	0.057731
1890.42	-4.699	-4.7875	0.088481
1890.5	-4.979	-4.8316	-0.14743
1890.58	-4.9431	-4.9078	-0.03525
1890.67	-5.108	-4.9913	-0.11674
1890.75	-5.026	-5.0856	0.059635
1890.83	-4.913	-5.1759	0.26289
1890.92	-5.054	-5.2282	0.1742
1891	-5.175	-5.2521	0.07711
1891.08	-5.091	-5.1031	0.012058
1891.17	-4.839	-4.9667	0.12769
1891.25	-4.723	-4.8574	0.1344
1891.33	-4.457	-4.7997	0.34273
1891.42	-4.471	-4.7875	0.31648
1891.5	-4.494	-4.8316	0.33757
1891.58	-4.567	-4.9078	0.34075
1891.67	-4.931	-4.9913	0.060264
1891.75	-5.041	-5.0856	0.044635
1891.83	-5.124	-5.1759	0.051889
1891.92	-5.244	-5.2282	-0.015803
1892	-5.317	-5.2521	-0.06489
1892.08	-5.225	-5.1031	-0.12194
1892.17	-5.105	-4.9667	-0.13831
1892.25	-4.992	-4.8574	-0.1346
1892.33	-5.027	-4.7997	-0.22727
1892.42	-5.097	-4.7875	-0.30952
1892.5	-4.96	-4.8316	-0.12843
1892.58	-5.113	-4.9078	-0.20525
1892.67	-5.209	-4.9913	-0.21774
1892.75	-5.19	-5.0856	-0.10436
1892.83	-5.207	-5.1759	-0.031111
1892.92	-5.42	-5.2282	-0.1918
1893	-5.396	-5.2521	-0.14389
1893.08	-5.411	-5.1031	-0.30794
1893.17	-5.087	-4.9667	-0.12031
1893.25	-4.991	-4.8574	-0.1336
1893.33	-4.997	-4.7997	-0.19727
1893.42	-4.935	-4.7875	-0.14752
1893.5	-5.094	-4.8316	-0.26243
1893.58	-5.1491	-4.9078	-0.24125
1893.67	-5.172	-4.9913	-0.18074
1893.75	-5.221	-5.0856	-0.13536
1893.83	-5.479	-5.1759	-0.30311
1893.92	-5.705	-5.2282	-0.4768
1894	-5.416	-5.2521	-0.16389
1894.08	-5.121	-5.1031	-0.017942
1894.17	-5.006	-4.9667	-0.039313
1894.25	-4.83	-4.8574	0.027399
1894.33	-4.943	-4.7997	-0.14327
1894.42	-5.059	-4.7875	-0.27152
1894.5	-5.05	-4.8316	-0.21843
1894.58	-5.3091	-4.9078	-0.40125
1894.67	-5.271	-4.9913	-0.27974
1894.75	-5.278	-5.0856	-0.19237
1894.83	-5.317	-5.1759	-0.14111
1894.92	-5.346	-5.2282	-0.1178
1895	-5.457	-5.2521	-0.20489
1895.08	-5.255	-5.1031	-0.15194
1895.17	-5.219	-4.9667	-0.25231
1895.25	-5.124	-4.8574	-0.2666
1895.33	-4.987	-4.7997	-0.18727
1895.42	-4.629	-4.7875	0.15848
1895.5	-4.747	-4.8316	0.084572
1895.58	-4.863	-4.9078	0.04475
1895.67	-4.996	-4.9913	-0.0047356
1895.75	-5.105	-5.0856	-0.019365
1895.83	-5.331	-5.1759	-0.15511
1895.92	-5.273	-5.2282	-0.044803
1896	-5.176	-5.2521	0.07611
1896.08	-5.221	-5.1031	-0.11794
1896.17	-4.899	-4.9667	0.067687
1896.25	-4.804	-4.8574	0.053399
1896.33	-4.64	-4.7997	0.15973
1896.42	-4.563	-4.7875	0.22448
1896.5	-4.592	-4.8316	0.23957
1896.58	-4.8731	-4.9078	0.03475
1896.67	-4.911	-4.9913	0.080264
1896.75	-4.949	-5.0856	0.13664
1896.83	-5.058	-5.1759	0.11789
1896.92	-5.129	-5.2282	0.099197
1897	-5.206	-5.2521	0.04611
1897.08	-4.933	-5.1031	0.17006
1897.17	-4.884	-4.9667	0.082687
1897.25	-4.611	-4.8574	0.2464
1897.33	-4.604	-4.7997	0.19573
1897.42	-4.772	-4.7875	0.015481
1897.5	-4.938	-4.8316	-0.10643
1897.58	-5.0151	-4.9078	-0.10725
1897.67	-5.068	-4.9913	-0.076736
1897.75	-5.22	-5.0856	-0.13437
1897.83	-5.258	-5.1759	-0.082111
1897.92	-5.417	-5.2282	-0.1888
1898	-5.264	-5.2521	-0.01189
1898.08	-5.185	-5.1031	-0.081942
1898.17	-5.102	-4.9667	-0.13531
1898.25	-4.971	-4.8574	-0.1136
1898.33	-4.968	-4.7997	-0.16827
1898.42	-4.944	-4.7875	-0.15652
1898.5	-4.997	-4.8316	-0.16543
1898.58	-5.0071	-4.9078	-0.09925
