# Malo Channel, Vanuatu Coral Stable Isotope and Elemental Data 1928-1992
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1925
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/malo-channel2004.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2007-03-01
#--------------------
# Title
#	Study_Name: Malo Channel, Espiritu Santo Island - Stable Isotope and Elemental Data
#--------------------
# Investigators
#       Investigators: Kilbourne, K.H.; Quinn, T.M.; Taylor, F.W.; Delcroix, T.; Gouriou, Y.  
#--------------------
# Description_and_Notes
#	Description: Analyses of stable isotopes (Delta 18O, Delta 13C) and elemental ratios  (Sr/Ca, Mg/Ca  in mmol/mol) of a modern Porites lutea coral obtained in June of 1992.   The approximately 65 years of data were used to investigate salinity and temperature  variations in that region as they relate to South Pacific Convergence Zone activity  and ENSO.  Porites lutea sample from Malo Channel, Espritu Santo, Vanuatu (15.7S, 167.2E, 1.5m depth)  Monthly-resolved, 65-year record of skeletal d18O and Sr/Ca variations  in a Porites coral from Espiritu Santo, Vanuatu.  We demonstrate that  El Nino-Southern Oscillation-related climate variability strongly  influences coral d18O at Santo through local salinity changes that are  associated with the position of South Pacific Convergence Zone and the  movement of its associated salinity-front.  Such a demonstration provides  the "ground-truth" data that can be used to place paleoclimate  variability estimated using existing fossil coral records from this  region into a modern conceptual framework.  We also evaluate different  methods of combining coral d18O and Sr/Ca to reconstruct SSS and conclude  that the coral d18O anomaly time series provides the best fit to recent  in situ SSS data at Santo. Coral skeletal geochemistry offers the potential  to reconstruct the sea surface salinity (SSS) history of the tropical  oceans on seasonal to interannual and perhaps centennial timescales because of the strong link between variation in SSS and seawater  d18O in tropical regions.  We explore this potential using a monthly-resolved,  65-year record of skeletal d18O and Sr/Ca variations in a Porites coral  from Espiritu Santo, Vanuatu.  We demonstrate that El Nino-Southern Oscillation- related climate variability strongly influences coral d18O at Santo through  local salinity changes that are associated with the position of South Pacific  Convergence Zone and the movement of its associated salinity-front.   Such a demonstration provides the "ground-truth" data that can be used to place paleoclimate variability estimated using existing fossil coral  records from this region into a modern conceptual framework.   We also evaluate different methods of combining coral d18O and Sr/Ca to  reconstruct SSS and conclude that the coral d18O anomaly time series provides  the best fit to recent in situ SSS data at Santo.  Porites lutea core was collected by Frederick W. Taylor of the University of Texas,  Institute for Geophysics.  The isotope data were analyzed at the University of  South Florida College of Marine Science, on a Finnigan Delta Plus XL mass spectrometer  and attached Kiel Carbonate Device with an analytical precision of 0.04 for carbon  and 0.08 for oxygen (1 sigma) determined by repeated measurements of NBS 19 relative  to VPDB.  The elemental data were analyzed on a Perkin Elmer Optima 4300DV ICP-OES  following the drift-correction methods of Schrag (1999).  Analytical precision (1 sigma)  for the Sr/Ca determinations is 0.16 per mil (0.014 mmol/mol), based on a laboratory standard  solution of dissolved Porites lutea. Depth series were converted to time series using  AnalySeries software (Paillard et al., 1996) to match Sr/Ca minima to SST maxima and  vise versa. The HadISST temperature data set was used (Rayner et al., 2003) for the  age model. The citation reference contains an error in the discussion section.   Figure 6 contains d18O normalized by the standard deviation of each coral record.  The magnitude of the trend in Vanuatu coral d18O is ~0.2, not 2.1 as described  in the text.  This affects the text where we speculate on the causes of such a large  isotopic trend, but does not affect the conclusion that similar trends found in a  variety of tropical Pacific corals lend weight to the idea that corals can faithfully  record decadal-scale climate changes. Additionally, the age model has been adjusted  over the 1992 calendar year to reflect a June 1992 sampling date as opposed to October  1992, which was mistakenly reported in the paper.  The ages of samples preceding 1992.16  remain unaffected by this correction.
#--------------------
# Publication 
#       Authors: Kilbourne, K.H.; Quinn, T.M.; Taylor, F.W.; Delcroix, T.; Gouriou, Y. 
#       Published_Date_or_Year: 2004
#       Published_Title: El Nino-Southern Oscillation-related salinity variations recorded in the  skeletal geochemistry of a Porites coral from Espiritu Santo, Vanuatu
#       Journal_Name: Paleoceanography
#       Volume: 19
#       Edition: 4
#       Issue: PA4002
#       Pages: 
#       DOI: 10.1029/2004PA001033
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: Coral skeletal geochemistry offers the potential to reconstruct the  sea surface salinity (SSS) history of the tropical oceans on seasonal  to interannual and perhaps centennial timescales because of the strong  link between variation in SSS and seawater d18O in tropical regions.  We explore this potential using a monthly resolved, 65-year record of  skeletal d18O and Sr/Ca variations in a Porites coral from Espiritu Santo,  Vanuatu. We demonstrate that El Nino-Southern Oscillation-related climate  variability strongly influences coral d18O at Santo through local salinity  changes associated with the position of the South Pacific Convergence Zone  and the movement of its associated salinity front. Such a demonstration  provides the "ground truth" data that can be used to place paleoclimate  variability estimated using existing fossil coral records from this region  into a modern conceptual framework. We also evaluate different methods of  combining coral d18O and Sr/Ca to reconstruct SSS and conclude that the  coral d18O anomaly time series provides the best fit to recent in situ  SSS data at Santo.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Malo Channel, Vanuatu
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>Vanuatu
#	Country: Vanuatu
#	Northernmost_Latitude: -15.7
# 	Southernmost_Latitude: -15.7
# 	Easternmost_Longitude: 167.2
# 	Westernmost_Longitude: 167.2
# 	Elevation: -1 m
#------------------
# Data_Collection   
#	Collection_Name: 04vanu01a
#	Earliest_Year: 1928
#	Most_Recent_Year: 1992
#	Time_Unit: AD
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##depth	depth, , ,cm, , , , ,N
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites lutea, , permil VPDB, , corals and sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, Porites lutea, ,mmol/mol, ,corals and sclerosponges, , ,N
##d13C	delta 13C, Porites lutea, , permil VPDB, , corals and sclerosponges, , ,N
##Mg/Ca	Magnesium/Calcium, Porites lutea, ,mmol/mol, ,corals and sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
depth	age	d18O	Sr/Ca	d13C	Mg/Ca
111.27	1937.02	-4.7	8.836	-0.88	4.34
111.14	1937.1	-4.84	8.809	-0.72	4.359
111	1937.17	-4.85	8.83	-0.69	4.299
110.87	1937.25	-4.86	8.85	-0.76	4.187
110.74	1937.33	-4.91	8.854	-1.12	4.336
110.6	1937.4	-4.85	8.813	-1.12	4.163
110.47	1937.48	-4.83	8.857	-1	4.274
110.34	1937.56	-4.68	8.868	-0.9	4.191
110.2	1937.63	-4.57	8.877	-0.86	3.988
110.07	1937.71	-4.5	8.932	-0.84	4.037
109.94	1937.77	-4.49	8.906	-0.94	4.243
109.8	1937.83	-4.47	8.822	-0.73	4.133
109.67	1937.89	-4.36	8.86	-0.74	4.47
109.54	1937.95	-4.63	8.813	-0.77	4.396
109.4	1938.01	-4.9	8.792	-0.72	4.266
109.27	1938.07	-5	8.774	-0.65	4.183
109.14	1938.13	-5.01	8.793	-0.72	4.357
109	1938.19	-4.97	8.759	-0.74	4.25
108.87	1938.25	-4.92	8.777	-0.75	4.262
108.74	1938.31	-4.9	8.776	-0.71	4.246
108.6	1938.37	-4.95	8.777	-0.71	4.105
108.47	1938.43	-4.8	8.835	-0.9	4.197
108.34	1938.49	-4.7	8.864	-0.89	4.187
108.2	1938.56	-4.66	8.839	-0.88	4.283
108.07	1938.62	-4.65	8.805	-0.89	4.051
107.94	1938.66	-4.66	8.879	-0.94	4.127
107.8	1938.71	-4.69	8.886	-0.95	4.266
107.67	1938.87	-4.73	8.835	-0.82	4.526
107.54	1939.04	-4.7	8.794	-0.72	4.239
107.4	1939.09	-4.85	8.795	-0.81	4.286
107.27	1939.13	-4.92	8.803	-0.81	4.28
107.14	1939.18	-4.93	8.797	-0.74	4.268
107	1939.23	-4.93	8.787	-0.57	4.342
106.87	1939.27	-4.9	8.792	-0.44	4.406
106.74	1939.32	-4.86	8.812	-0.6	4.242
106.61	1939.37	-4.87	8.841	-0.55	4.325
106.47	1939.41	-4.94	8.876	-0.67	4.31
106.34	1939.46	-4.88	8.881	-0.74	4.327
106.21	1939.52	-4.87	8.914	-0.76	4.485
106.07	1939.59	-4.72	8.877	-0.82	4.342
105.94	1939.65	-4.65	8.903	-1.11	4.409
105.81	1939.72	-4.62	8.882	-0.99	4.313
105.67	1939.78	-4.6	8.851	-0.72	4.531
105.54	1939.85	-4.52	8.842	-0.97	4.556
105.41	1939.91	-4.67	8.844	-1.09	4.362
105.27	1939.98	-4.77	8.854	-0.99	4.183
105.14	1940.04	-4.84	8.86	-0.79	4.235
105.01	1940.1	-4.8	8.799	-0.78	4.355
104.87	1940.17	-4.65	8.815	-0.6	4.143
104.74	1940.23	-4.66	8.847	-0.81	4.269
104.61	1940.3	-4.52	8.814	-1.05	4.266
104.47	1940.36	-4.39	8.838	-1.15	4.289
104.34	1940.43	-4.5	8.831	-1.12	4.299
104.21	1940.49	-4.61	8.876	-1.08	4.271
104.07	1940.56	-4.58	8.893	-1.22	4.139
103.94	1940.62	-4.47	8.937	-1.13	4.246
103.81	1940.69	-4.47	8.906	-1.12	4.32
103.67	1940.75	-4.58	8.877	-0.94	4.582
103.54	1940.82	-4.66	8.818	-0.91	4.557
103.41	1940.89	-4.82	8.781	-0.55	4.455
103.27	1941.02	-4.92	8.801	-0.43	4.426
103.14	1941.09	-4.99	8.784	-0.61	4.313
103.01	1941.15	-4.92	8.802	-0.69	4.329
102.87	1941.22	-4.79	8.779	-0.75	4.09
102.74	1941.29	-4.69	8.868	-0.74	4.04
102.61	1941.35	-4.59	8.912	-0.91	4.087
102.47	1941.42	-4.46	8.932	-1.13	4.026
102.34	1941.49	-4.36	8.951	-1.14	4.033
102.21	1941.55	-4.31	8.987	-1.05	4.092
102.07	1941.62	-4.34	9.002	-1.06	4.01
101.94	1941.7	-4.41	8.964	-0.78	4.276
101.81	1941.77	-4.54	8.882	-0.74	4.504
101.67	1941.84	-4.56	8.881	-0.73	4.281
101.54	1941.91	-4.8	8.851	-0.72	4.361
101.41	1941.97	-4.99	8.831	-0.63	4.37
101.27	1942.04	-4.96	8.794	-0.67	4.256
101.01	1942.11	-4.96	8.83	-0.67	4.348
100.87	1942.18	-4.92	8.802	-0.76	4.168
100.74	1942.25	-4.86	8.837	-0.77	4.241
100.61	1942.32	-4.81	8.84	-0.9	4.276
100.47	1942.39	-4.66	8.851	-1.06	4.411
100.34	1942.46	-4.51	8.857	-1.01	4.497
100.21	1942.53	-4.56	8.88	-0.97	4.15
100.07	1942.6	-4.57	8.923	-0.95	4.177
99.94	1942.66	-4.57	8.917	-0.94	4.389
99.81	1942.73	-4.56	8.834	-0.86	4.418
99.67	1942.8	-4.57	8.812	-0.7	4.49
99.54	1942.87	-4.71	8.814	-0.74	4.187
99.41	1942.94	-4.73	8.843	-0.78	4.344
99.27	1943.01	-4.76	8.754	-0.73	4.298
99.14	1943.08	-4.91	8.798	-0.74	4.365
99.01	1943.22	-4.94	8.788	-0.92	4.316
98.87	1943.29	-5.05	8.835	-1.03	4.293
98.74	1943.35	-5	8.803	-0.91	4.233
98.61	1943.43	-4.98	8.801	-1.01	4.254
98.47	1943.5	-4.95	8.832	-1.1	4.072
98.34	1943.57	-4.86	8.895	-1.13	4.138
98.21	1943.64	-4.8	8.903	-0.94	4.082
98.07	1943.7	-4.69	8.901	-0.91	4.302
97.94	1943.77	-4.74	8.881	-0.89	4.314
97.81	1943.83	-5.06	8.867	-0.83	4.306
97.67	1943.9	-4.96	8.843	-0.92	4.287
97.54	1943.96	-4.95	8.824	-0.85	4.337
97.41	1944.01	-5.1	8.82	-0.79	4.326
97.27	1944.08	-5.21	8.829	-0.77	4.314
97.14	1944.13	-5.17	8.799	-0.95	4.239
97.01	1944.19	-5.08	8.809	-0.93	4.252
96.87	1944.25	-5.11	8.83	-0.81	4.328
96.74	1944.3	-5.18	8.799	-0.92	4.179
96.61	1944.36	-5.23	8.832	-1.04	4.126
96.47	1944.42	-5.18	8.878	-1.04	4.292
96.34	1944.48	-5.07	8.876	-1.05	4.362
96.21	1944.54	-4.97	8.862	-1.14	4.605
96.07	1944.59	-4.83	8.906	-1.2	4.31
95.94	1944.65	-4.65	8.912	-1.05	4.073
95.81	1944.71	-4.59	8.956	-0.95	4.43
95.67	1944.78	-4.71	8.876	-0.98	4.498
95.54	1944.84	-4.73	8.857	-1.06	4.459
95.41	1944.89	-4.73	8.829	-0.88	4.375
95.27	1944.96	-4.85	8.782	-0.83	4.282
95.14	1945.02	-4.99	8.812	-0.68	4.278
95.01	1945.09	-5.08	8.797	-0.68	4.341
94.87	1945.15	-5.14	8.773	-0.8	4.461
94.74	1945.21	-5.14	8.757	-0.91	4.404
94.61	1945.35	-4.94	8.802	-0.77	4.192
94.47	1945.48	-4.71	8.889	-0.94	4.268
94.34	1945.62	-4.65	8.913	-0.8	4.217
