# Palaui Island, Philippines Porites lobata Sr/Ca and d18O data from 1880 to 2012
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/27271
#      Description: NOAA Landing Page
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/ramos2019/ramos2019-month.txt
#      Description: NOAA location of the template
#
# Data_Type: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: trace metals, oxygen isotopes
#---------------------------------------
# Contribution_Date
#    Date: 2019-07-19
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2019-07-19
#---------------------------------------
# Title
#    Study_Name: Palaui Island, Philippines Porites lobata Sr/Ca and d18O data from 1880 to 2012
#---------------------------------------
# Investigators
#      Investigators: Ramos, Riovie; Goodkin, Nathalie; Siringan, Fernando; Hughen, Konrad
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: Monthly paired Porites Sr/Ca and d18O measurements 
#---------------------------------------
# Publication
# Authors: Ramos, R.D., N.F. Goodkin, F.P. Siringan, and K.A. Hughen
# Published_Date_or_Year: 2019
# Published_Title: Coral records of temperature and salinity in the tropical western Pacific reveal influence of the Pacific Decadal Oscillation since the late 19th century
# Journal_Name: Paleoceanography and Paleoclimatology
# Volume: 
# Edition: 
# Issue: 
# Pages: 
# Report_Number: 
# DOI: 10.1029/2019PA003684
# Online_Resource: 
# Full_Citation: 
# Abstract: The Pacific Decadal Oscillation (PDO) is a complex aggregate of different atmospheric and oceanographic forcings spanning the extratropical and tropical Pacific. The PDO has widespread climatic and societal impacts, thus understanding the processes contributing to PDO variability is critical. Distinguishing PDO-related variability is particularly challenging in the tropical Pacific due to the dominance of the El Niño-Southern Oscillation (ENSO) and influence of anthropogenic warming signals. Century-long western Pacific records of sub-annual sea surface temperature (SST) and sea surface salinity (SSS), derived from coral Sr/Ca and d18O profiles, respectively, allow for evaluating different climatic sensitivities and identifying PDO-related variability in the region. The summer Sr/Ca-SST record provides evidence of a significant SST increase, likely tied to greenhouse gas emissions. Anthropogenic warming is masked in the winter Sr/Ca-SST record by interannual to multidecadal scale changes driven by the East-Asian Winter Monsoon and the PDO. Decadal climate variability during winter is strongly correlated to the PDO, in agreement with other PDO records in the region. The PDO also exerts influence on the SSS difference between the dry and wet season coral d18O (d18Oc)-SSS records through water advection. The PDO and ENSO constructively combine to enhance/reduce advection of saline Kuroshio waters at our site. Overall, we are able to demonstrate that climate records from a tropical reef environment significantly capture PDO variability and related changes over the period of a century. This implies that the tropical western Pacific is a key site in understanding multifrequency climate variability, including its impact on tropical climate at longer timescales.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: National Research Foundation Singapore
#    Grant: NRF-RF2012-03
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Ministry of Education, Singapore Academic Research Fund Tier 2
#    Grant: Project MOE2016-T2-1-016
#---------------------------------------
# Site_Information
# Site_Name: Palaui Island
# Location: Philippines
# Country: Philippines
# Northernmost_Latitude: 18.54
# Southernmost_Latitude: 18.54
# Easternmost_Longitude: 122.15
# Westernmost_Longitude: 122.15
# Elevation: -4.5
#---------------------------------------
# Data_Collection
#   Collection_Name: Palaui PL d18O and Sr/Ca Ramos2019
#   First_Year: 1880
#   Last_Year: 2012
#   Time_Unit: AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,year Common Era,,corals and sclerosponges,,,N,monthly
## Sr/Ca-P.loba	strontium/calcium,Porites lobata,,millimole per mole,,corals and sclerosponges,,inductively-coupled plasma atomic emission spectroscopy,N,
## d18O-P.loba	delta 18O,Porites lobata,,per mil VPDB,,corals and sclerosponges,,isotope ratio mass spectrometry,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
age_AD	Sr/Ca-P.loba	d18O-P.loba	
1915.13	8.9772	-4.4886	
1915.21	8.9226	-4.4371	
1915.29	8.9278	-4.4731	
1915.38	8.7692	-4.5048	
1915.46	8.7175	-5.0637	
1915.54	8.6960	-5.1055	
1915.63	8.7183	-5.1562	
1915.71	8.7406	-5.2070	
1915.79	8.7930	-5.0522	
1915.88	8.8726	-4.6477	
1915.96	8.9199	-4.5860	
1916.04	8.9444	-4.4842	
1916.13	8.9540	-4.4035	
1916.21	8.9298	-4.4717	
1916.29	8.8395	-4.4678	
1916.38	8.8051	-4.6120	
1916.46	8.7752	-4.6475	
1916.54	8.7669	-4.6518	
1916.63	8.7833	-4.7027	
1916.71	8.7852	-5.0683	
1916.79	8.7787	-5.2108	
1916.88	8.8875	-4.8445	
1916.96	8.9351	-4.5745	
1917.04	8.9454	-4.4408	
1917.13	8.9590	-4.4162	
1917.21	8.8988	-4.3951	
1917.29	8.9056	-4.5035	
1917.38	8.7968	-4.7122	
1917.46	8.7714	-4.9958	
1917.54	8.7584	-5.1220	
1917.63	8.7648	-5.0129	
1917.71	8.7856	-4.8767	
1917.79	8.8300	-4.6093	
1917.88	8.8614	-4.4327	
1917.96	8.9524	-4.4228	
1918.04	8.9524	-4.6255	
1918.13	8.9489	-4.6591	
1918.21	8.9149	-4.6148	
1918.29	8.8495	-4.5305	
1918.38	8.7893	-4.7556	
1918.46	8.7374	-4.7465	
1918.54	8.7167	-4.9282	
1918.63	8.7641	-4.9945	
1918.71	8.8013	-4.9123	
1918.79	8.7856	-4.8577	
1918.88	8.8791	-4.9254	
1918.96	8.9600	-4.7386	
1919.04	8.9706	-4.7283	
1919.13	8.9781	-4.5055	
1919.21	8.9396	-4.5570	
1919.29	8.8978	-4.4969	
1919.38	8.8065	-4.6630	
1919.46	8.7768	-4.8651	
1919.54	8.7620	-5.0658	
1919.63	8.7685	-5.2047	
1919.71	8.8195	-5.2380	
1919.79	8.8445	-4.9881	
1919.88	8.9022	-4.6446	
1919.96	8.9834	-4.5626	
1920.04	9.0089	-4.6177	
1920.13	8.9960	-4.6626	
1920.21	8.9460	-4.7987	
1920.29	8.8953	-4.7133	
1920.38	8.8412	-4.9716	
1920.46	8.8152	-5.0551	
1920.54	8.7810	-5.4264	
1920.63	8.7988	-5.1901	
1920.71	8.8192	-4.9718	
1920.79	8.8641	-4.9370	
1920.88	8.9093	-4.8197	
1920.96	8.9928	-4.5828	
1921.04	9.0561	-4.4470	
1921.13	9.0384	-4.5429	
1921.21	8.9859	-4.4615	
1921.29	8.9242	-4.5328	
1921.38	8.8364	-4.7192	
1921.46	8.7792	-4.8836	
1921.54	8.7745	-4.9997	
1921.63	8.7912	-5.2169	
1921.71	8.8157	-5.3308	
1921.79	8.8332	-5.2497	
1921.88	8.9136	-4.7262	
1921.96	8.9482	-4.6399	
1922.04	8.9743	-4.5706	
1922.13	8.9681	-4.6258	
1922.21	8.9860	-4.6445	
1922.29	8.8963	-4.5967	
1922.38	8.8243	-4.5997	
1922.46	8.8067	-4.9659	
1922.54	8.7678	-5.1514	
1922.63	8.8097	-5.1921	
1922.71	8.8313	-5.0130	
1922.79	8.8409	-4.9077	
1922.88	8.9091	-4.8143	
1922.96	9.0038	-4.7900	
1923.04	9.1110	-4.6883	
1923.13	9.0374	-4.5246	
1923.21	9.0572	-4.6840	
1923.29	8.9564	-4.6203	
1923.38	8.8921	-4.7201	
1923.46	8.8245	-4.9435	
1923.54	8.8096	-5.2478	
1923.63	8.7986	-5.2325	
1923.71	8.8427	-5.2126	
1923.79	8.8472	-5.0582	
1923.88	8.9436	-4.9215	
1923.96	8.9876	-4.8618	
1924.04	9.0322	-4.7791	
1924.13	9.0361	-4.7237	
1924.21	8.9961	-4.6801	
1924.29	8.9251	-4.7341	
1924.38	8.8624	-4.8845	
1924.46	8.8257	-4.9712	
1924.54	8.8051	-5.1258	
1924.63	8.8126	-5.1237	
1924.71	8.8386	-5.1116	
1924.79	8.8478	-5.0809	
1924.88	8.9481	-4.6806	
1924.96	9.0264	-4.5210	
1925.04	9.0258	-4.5177	
1925.13	9.0308	-4.5249	
1925.21	9.0278	-4.6322	
1925.29	8.9397	-4.7394	
1925.38	8.7366	-4.6950	
1925.46	8.8517	-4.9707	
1925.54	8.6642	-5.2475	
1925.63	8.7890	-5.3104	
1925.71	8.7501	-5.2214	
1925.79	8.8143	-4.9279	
1925.88	8.8982	-4.8075	
1925.96	9.0360	-4.7415	
1926.04	9.0665	-4.6396	
1926.13	9.0771	-4.6785	
1926.21	8.9981	-4.6302	
1926.29	8.9784	-4.4933	
1926.38	8.8493	-5.2712	
1926.46	8.8298	-5.2457	
1926.54	8.7929	-5.3817	
1926.63	8.7906	-5.2849	
1926.71	8.8164	-5.1004	
1926.79	8.8636	-4.8770	
1926.88	8.9289	-4.7367	
1926.96	9.0037	-4.5076	
1927.04	9.0237	-4.4931	
1927.13	9.0103	-4.5465	
1927.21	8.9868	-4.6319	
1927.29	8.9033	-4.5530	
1927.38	8.8450	-5.0902	
1927.46	8.8612	-5.0579	
1927.54	8.8373	-4.8903	
1927.63	8.8360	-4.9934	
1927.71	8.8149	-5.0853	
1927.79	8.8167	-4.9815	
1927.88	8.9164	-4.8778	
1927.96	8.9915	-4.8326	
1928.04	9.0068	-4.6358	
1928.13	9.0305	-4.5928	
1928.21	8.9610	-4.4955	
1928.29	8.9181	-4.7195	
1928.38	8.9341	-4.7906	
1928.46	8.8520	-5.0986	
1928.54	8.8414	-5.4108	
1928.63	8.8338	-5.3064	
1928.71	8.8749	-5.1853	
1928.79	8.8493	-5.1911	
1928.88	8.9800	-4.6953	
1928.96	8.9903	-4.4410	
1929.04	9.0701	-4.4651	
1929.13	9.0427	-4.2761	
1929.21	8.9822	-4.4725	
1929.29	8.9182	-4.3039	
1929.38	8.8638	-4.4636	
1929.46	8.8389	-4.9388	
1929.54	8.8261	-4.7835	
1929.63	8.8724	-4.7671	
1929.71	8.8408	-5.0024	
1929.79	8.8338	-5.1371	
1929.88	8.9045	-4.7604	
1929.96	8.9722	-4.8179	
1930.04	8.9751	-4.6697	
1930.13	8.9653	-4.4439	
1930.21	8.9654	-4.5198	
1930.29	8.8517	-4.5395	
1930.38	8.7686	-5.0225	
1930.46	8.8260	-4.9413	
1930.54	8.7737	-5.1784	
1930.63	8.7899	-5.1312	
1930.71	8.8060	-5.0840	
1930.79	8.8341	-4.9951	
1930.88	8.9427	-4.3743	
1930.96	8.9644	-4.4838	
1931.04	8.9743	-4.4445	
1931.13	8.9760	-4.2727	
1931.21	8.9540	-4.3071	
1931.29	8.8991	-4.4965	
1931.38	8.8409	-4.4370	
1931.46	8.8042	-5.0784	
1931.54	8.8292	-4.8495	
1931.63	8.8946	-4.9397	
1931.71	8.8430	-5.0639	
1931.79	8.8885	-5.0517	
1931.88	9.0209	-3.9508	
1931.96	9.0759	-3.9687	
1932.04	9.0819	-4.0872	
1932.13	9.0977	-4.1411	
1932.21	9.0220	-4.2509	
1932.29	8.9119	-4.4890	
1932.38	8.8389	-4.6726	
1932.46	8.8342	-4.8323	
1932.54	8.7330	-5.2710	
1932.63	8.8045	-5.1850	
1932.71	8.7954	-5.1006	
1932.79	8.8155	-5.0377	
1932.88	8.9047	-4.9871	
1932.96	8.9520	-4.6726	
1933.04	8.9662	-4.5922	
1933.13	9.0107	-4.4873	
1933.21	8.9749	-4.5808	
1933.29	8.8854	-4.5925	
1933.38	8.8132	-4.9691	
1933.46	8.7735	-5.0369	
1933.54	8.7694	-4.9671	
1933.63	8.8155	-4.9633	
1933.71	8.8238	-4.9501	
1933.79	8.8603	-4.9891	
1933.88	8.9639	-4.9794	
1933.96	9.0438	-4.4829	
1934.04	9.0660	-4.2971	
1934.13	9.0470	-4.2299	
1934.21	8.9778	-4.0342	
1934.29	8.9454	-4.3993	
1934.38	8.8436	-4.7051	
1934.46	8.9146	-4.8956	
1934.54	8.8192	-4.5617	
1934.63	8.8765	-5.0000	
1934.71	8.8665	-4.9922	
1934.79	8.8870	-4.9211	
1934.88	8.9666	-4.9390	
1934.96	9.0549	-4.2768	
1935.04	9.0631	-4.0541	
1935.13	9.0565	-3.9921	
1935.21	9.0507	-4.1972	
1935.29	8.9333	-4.7341	
1935.38	8.8534	-4.9752	
1935.46	8.7991	-5.2110	
1935.54	8.8112	-5.2636	
1935.63	8.8039	-5.0813	
1935.71	8.9258	-4.9913	
1935.79	8.8360	-4.9288	
1935.88	9.0186	-4.6175	
1935.96	9.0244	-4.4709	
1936.04	9.0682	-4.5454	
1936.13	9.0374	-4.6294	
1936.21	8.9952	-4.6730	
1936.29	8.8950	-4.7381	
1936.38	8.7839	-5.1490	
1936.46	8.8054	-5.1821	
1936.54	8.7747	-5.1702	
1936.63	8.7877	-5.5333	
1936.71	8.8083	-5.2687	
1936.79	8.8311	-5.1419	
1936.88	9.0546	-4.8631	
1936.96	9.0048	-4.8581	
1937.04	9.0474	-4.7612	
1937.13	9.0961	-4.6889	
1937.21	9.0497	-4.7061	
1937.29	8.9319	-4.8253	
1937.38	8.8932	-5.0120	
1937.46	8.8514	-5.1791	
1937.54	8.8048	-5.0548	
1937.63	8.8624	-5.3269	
1937.71	8.8223	-5.6136	
1937.79	8.7969	-5.5376	
1937.88	8.9300	-5.1717	
1937.96	9.0319	-4.8408	
1938.04	9.0513	-4.7791	
1938.13	9.0716	-4.6502	
1938.21	9.0249	-4.6023	
1938.29	8.9403	-4.7113	
1938.38	8.8243	-4.9223	
1938.46	8.8051	-4.8402	
1938.54	8.7696	-5.0334	
1938.63	8.7806	-5.1022	
1938.71	8.8603	-4.7391	
1938.79	8.8492	-4.5165	
1938.88	9.0929	-4.4924	
1938.96	9.0715	-4.4877	
1939.04	9.1269	-4.4598	
1939.13	9.1175	-4.3880	
1939.21	9.0139	-4.2932	
1939.29	8.9175	-4.3673	
1939.38	8.7903	-4.9812	
1939.46	8.8412	-5.1262	
1939.54	8.8205	-5.1885	
1939.63	8.8418	-5.4873	
1939.71	8.7647	-5.2080	
1939.79	8.7947	-4.9518	
1939.88	8.9132	-4.7423	
1939.96	8.9411	-4.8119	
1940.04	9.0071	-4.7956	
1940.13	8.9522	-4.7031	
1940.21	8.9369	-4.7242	
1940.29	8.9031	-4.5300	
1940.38	8.8075	-4.7689	
1940.46	8.7470	-5.0898	
1940.54	8.7516	-5.2838	
1940.63	8.7826	-5.5769	
1940.71	8.8014	-5.5009	
1940.79	8.8645	-5.3503	
1940.88	8.9216	-4.8728	
1940.96	8.9462	-4.9905	
1941.04	9.0193	-4.9201	
1941.13	8.9725	-4.6696	
1941.21	8.9977	-4.6756	
1941.29	8.8899	-4.4801	
1941.38	8.8284	-4.6257	
1941.46	8.7559	-5.2698	
1941.54	8.7312	-5.4212	
1941.63	8.7732	-5.3985	
1941.71	8.7532	-5.2196	
1941.79	8.8119	-5.2060	
1941.88	8.8463	-5.0484	
1941.96	8.9877	-4.6912	
1942.04	9.0365	-4.4832	
1942.13	9.0331	-4.4964	
1942.21	8.9778	-4.4945	
1942.29	8.9292	-4.6702	
1942.38	8.7541	-5.1499	
1942.46	8.7009	-5.2664	
1942.54	8.7019	-5.3780	
1942.63	8.7932	-5.3948	
1942.71	8.7735	-5.2295	
1942.79	8.7806	-5.1074	
1942.88	8.9105	-4.7321	
1942.96	8.9511	-4.5028	
1943.04	8.9731	-4.4807	
1943.13	8.9435	-4.5673	
1943.21	8.9419	-4.7114	
1943.29	8.8703	-4.6972	
1943.38	8.7834	-4.9416	
1943.46	8.7467	-5.0834	
1943.54	8.7328	-5.2694	
1943.63	8.7588	-5.1754	
1943.71	8.7636	-5.3272	
1943.79	8.7239	-5.1497	
1943.88	8.8401	-4.8996	
1943.96	8.9199	-4.6236	
1944.04	8.9506	-4.5782	
1944.13	8.9385	-4.5442	
1944.21	8.9224	-4.5878	
1944.29	8.8832	-4.6368	
1944.38	8.7723	-4.8570	
1944.46	8.7601	-4.8715	
1944.54	8.7467	-4.8826	
1944.63	8.8432	-5.4059	
1944.71	8.8463	-5.2812	
1944.79	8.8632	-5.1241	
1944.88	8.8924	-4.9195	
1944.96	8.9864	-4.7312	
1945.04	8.9968	-4.6638	
1945.13	8.9906	-4.5641	
1945.21	8.9552	-4.4804	
1945.29	8.9031	-4.5133	
1945.38	8.7818	-5.1948	
1945.46	8.7413	-5.2827	
1945.54	8.7386	-5.3588	
1945.63	8.7396	-5.2530	
1945.71	8.7640	-5.1137	
1945.79	8.8283	-4.9172	
1945.88	8.9584	-4.8658	
1945.96	8.9615	-4.6930	
1946.04	9.0033	-4.5575	
1946.13	9.0115	-4.4742	
1946.21	8.9314	-4.5713	
1946.29	8.8762	-4.5635	
1946.38	8.7577	-4.8589	
1946.46	8.7302	-5.1679	
1946.54	8.7285	-5.2078	
1946.63	8.7361	-5.1024	
1946.71	8.7432	-5.2699	
1946.79	8.7967	-5.1768	
1946.88	8.8404	-4.6185	
1946.96	8.9390	-4.5434	
1947.04	8.9667	-4.6080	
1947.13	8.9724	-4.6565	
1947.21	8.9217	-4.6636	
1947.29	8.8862	-4.7624	
1947.38	8.7801	-5.0195	
1947.46	8.7415	-4.9081	
1947.54	8.7192	-4.9420	
1947.63	8.8041	-5.3463	
1947.71	8.8058	-5.2101	
1947.79	8.8508	-4.9767	
1947.88	8.9126	-4.8978	
1947.96	8.9751	-4.6150	
1948.04	9.0272	-4.5243	
1948.13	9.0048	-4.5489	
1948.21	8.9466	-4.8085	
1948.29	8.9178	-4.4351	
1948.38	8.7662	-4.9297	
1948.46	8.7901	-5.3549	
1948.54	8.7940	-5.5326	
1948.63	8.7897	-5.2881	
1948.71	8.7853	-5.1546	
1948.79	8.8289	-5.1277	
1948.88	8.9067	-4.9121	
1948.96	8.9741	-4.6715	
1949.04	8.9721	-4.7636	
1949.13	9.0144	-4.5847	
1949.21	8.9722	-4.5959	
1949.29	8.9208	-4.6461	
1949.38	8.7626	-5.0660	
1949.46	8.8358	-5.3132	
1949.54	8.8264	-5.4107	
1949.63	8.8038	-5.1226	
1949.71	8.8118	-5.2219	
1949.79	8.8569	-5.2366	
1949.88	8.8788	-4.8631	
1949.96	8.9736	-4.5948	
1950.04	9.0187	-4.4467	
1950.13	9.0223	-4.4023	
1950.21	8.9827	-4.4981	
1950.29	8.9010	-4.5248	
1950.38	8.7912	-5.1778	
1950.46	8.7812	-5.1579	
1950.54	8.7472	-5.1419	
1950.63	8.7912	-5.3436	
1950.71	8.7994	-5.2556	
1950.79	8.8474	-5.0713	
1950.88	8.9230	-4.7884	
1950.96	8.9996	-4.7051	
1951.04	9.0885	-4.6167	
1951.13	9.0748	-4.5378	
1951.21	9.0274	-4.5989	
1951.29	8.9384	-4.4498	
1951.38	8.8034	-4.8998	
1951.46	8.8025	-5.2185	
1951.54	8.8094	-5.0394	
1951.63	8.8098	-5.0423	
1951.71	8.7840	-5.2260	
1951.79	8.8159	-5.1570	
1951.88	8.9312	-4.9753	
1951.96	8.9609	-4.6650	
1952.04	8.9920	-4.5982	
1952.13	8.9769	-4.6585	
1952.21	8.9734	-4.5894	
1952.29	8.8889	-4.6464	
1952.38	8.7883	-4.7818	
1952.46	8.7453	-4.9292	
1952.54	8.7390	-5.1065	
1952.63	8.7974	-5.2217	
1952.71	8.8058	-5.1606	
1952.79	8.8633	-5.1500	
1952.88	8.9033	-4.6932	
1952.96	9.0051	-4.5897	
1953.04	9.0184	-4.4257	
1953.13	9.0278	-4.4897	
1953.21	8.9909	-4.4479	
1953.29	8.9022	-4.8320	
1953.38	8.8047	-5.0739	
1953.46	8.8191	-4.9966	
1953.54	8.7745	-5.0044	
1953.63	8.7798	-5.0478	
1953.71	8.7851	-5.0912	
1953.79	8.8304	-4.9168	
1953.88	8.9505	-4.3349	
1953.96	9.0526	-4.4901	
1954.04	9.0269	-4.3954	
1954.13	8.9118	-4.8284	
1954.21	8.8069	-5.0497	
1954.29	8.7894	-4.9542	
1954.38	8.7505	-5.1397	
1954.46	8.7419	-4.9828	
1954.54	8.7409	-4.9418	
1954.63	8.8267	-4.8923	
1954.71	8.8190	-4.7218	
1954.79	8.8975	-4.4881	
1954.88	8.9575	-4.4553	
1954.96	8.9831	-4.5712	
1955.04	8.9432	-4.6152	
1955.13	8.9003	-4.7621	
1955.21	8.7821	-5.3435	
1955.29	8.7801	-5.3918	
1955.38	8.7589	-5.1572	
1955.46	8.7546	-4.9774	
1955.54	8.7416	-4.7077	
1955.63	8.7703	-4.8339	
1955.71	8.7998	-4.4483	
1955.79	8.9826	-4.4327	
1955.88	9.0485	-4.2458	
1955.96	9.0060	-4.2891	
1956.04	8.9733	-4.2491	
1956.13	8.9389	-4.4595	
1956.21	8.8621	-4.9923	
1956.29	8.7758	-5.0571	
1956.38	8.8337	-5.2583	
1956.46	8.7273	-4.9895	
1956.54	8.7461	-4.8748	
1956.63	8.7342	-4.6946	
1956.71	8.8565	-4.5802	
1956.79	8.9427	-4.5451	
1956.88	8.9400	-4.3372	
1956.96	9.0144	-4.3154	
1957.04	8.9729	-4.4349	
1957.13	8.9201	-4.5483	
1957.21	8.8491	-4.6519	
1957.29	8.8078	-4.6836	
1957.38	8.8229	-4.8791	
1957.46	8.7756	-5.0097	
1957.54	8.8042	-5.0998	
1957.63	8.7459	-5.1888	
1957.71	8.8371	-4.5292	
1957.79	8.9507	-4.6982	
1957.88	9.0338	-4.5110	
1957.96	9.0011	-4.2842	
1958.04	9.0267	-4.1891	
1958.13	8.9133	-4.8530	
1958.21	8.8076	-5.0023	
1958.29	8.8195	-5.1758	
1958.38	8.7791	-5.2519	
1958.46	8.7778	-5.1731	
1958.54	8.7075	-5.0877	
1958.63	8.7724	-4.7911	
1958.71	8.9105	-4.5973	
1958.79	8.9714	-4.6721	
1958.88	9.0430	-4.5932	
1958.96	8.9629	-4.6689	
1959.04	8.9780	-4.9340	
1959.13	8.9201	-5.0155	
1959.21	8.8155	-5.0944	
1959.29	8.7954	-5.0389	
1959.38	8.7825	-4.9949	
1959.46	8.8006	-5.0004	
1959.54	8.8118	-4.9765	
1959.63	8.7756	-4.7502	
1959.71	8.9034	-4.4703	
1959.79	9.0288	-4.5166	
1959.88	9.1257	-4.7217	
1959.96	9.0197	-4.8049	
1960.04	8.9775	-4.9331	
1960.13	8.8712	-4.9541	
1960.21	8.8096	-5.0822	
1960.29	8.7953	-5.0870	
1960.38	8.7811	-5.0918	
1960.46	8.7684	-5.0953	
1960.54	8.7809	-5.0783	
1960.63	8.8036	-5.1948	
1960.71	8.8604	-4.5477	
1960.79	8.9240	-4.5245	
1960.88	8.9596	-4.3980	
1960.96	8.9897	-4.4863	
1961.04	8.9745	-4.8194	
1961.13	8.8843	-4.9154	
1961.21	8.8920	-5.0413	
1961.29	8.8146	-5.0242	
1961.38	8.8544	-5.0913	
1961.46	8.7635	-5.6864	
1961.54	8.7829	-5.5413	
1961.63	8.7913	-5.1612	
1961.71	8.9402	-4.5239	
1961.79	8.9914	-4.5606	
1961.88	9.0353	-4.5622	
1961.96	9.0255	-4.4910	
1962.04	8.9388	-4.9463	
1962.13	8.8792	-5.1408	
1962.21	8.8421	-5.0332	
1962.29	8.8199	-5.0437	
1962.38	8.7977	-5.0541	
1962.46	8.7755	-5.0646	
1962.54	8.7924	-5.1742	
1962.63	8.8304	-5.2126	
1962.71	8.8632	-4.7099	
1962.79	8.9572	-4.4395	
1962.88	9.0379	-4.5552	
1962.96	8.9756	-4.7980	
1963.04	8.9243	-4.9781	
1963.13	8.8741	-5.0944	
1963.21	8.8377	-5.1212	
1963.29	8.8012	-5.1479	
1963.38	8.8936	-5.1986	
1963.46	8.8181	-5.1849	
1963.54	8.7848	-4.8598	
1963.63	8.8120	-4.8290	
1963.71	8.8684	-4.7475	
1963.79	9.0025	-4.6804	
1963.88	8.9584	-4.6720	
1963.96	9.0646	-4.6036	
1964.04	8.9669	-4.6652	
1964.13	8.8767	-4.5280	
1964.21	8.8542	-4.8140	
1964.29	8.8285	-4.9870	
1964.38	8.8189	-5.1214	
1964.46	8.7746	-4.7327	
1964.54	8.7797	-4.7723	
1964.63	8.8254	-4.7689	
1964.71	8.9250	-4.3484	
1964.79	9.0253	-4.5423	
1964.88	9.0713	-4.4635	
1964.96	8.9949	-4.4565	
1965.04	8.9493	-4.4904	
1965.13	8.8390	-4.9992	
1965.21	8.8250	-5.1847	
1965.29	8.8107	-5.2328	
1965.38	8.8171	-5.2498	
1965.46	8.8024	-5.1706	
1965.54	8.7847	-5.0653	
1965.63	8.8114	-4.9669	
1965.71	8.8555	-4.8686	
1965.79	8.9890	-4.4201	
1965.88	9.0822	-4.3338	
1965.96	9.0327	-4.4704	
1966.04	8.9835	-4.6101	
1966.13	8.8844	-4.9289	
1966.21	8.7956	-5.2984	
1966.29	8.7791	-5.3046	
1966.38	8.7733	-5.3122	
1966.46	8.7433	-5.1564	
1966.54	8.7477	-5.0640	
1966.63	8.7689	-4.9508	
1966.71	8.8433	-4.6906	
1966.79	8.9067	-4.4428	
1966.88	8.9839	-4.3376	
1966.96	9.0561	-4.2506	
1967.04	9.0349	-4.3095	
1967.13	8.9842	-4.5277	
1967.21	8.8411	-4.8808	
1967.29	8.7960	-5.0143	
1967.38	8.7771	-5.0575	
1967.46	8.7511	-5.0083	
1967.54	8.7637	-5.0078	
1967.63	8.7924	-5.0275	
1967.71	8.9317	-4.5453	
1967.79	8.9575	-4.5499	
1967.88	8.9773	-4.5627	
1967.96	8.9578	-4.5511	
1968.04	8.9381	-4.5393	
1968.13	8.9383	-4.8882	
1968.21	8.8550	-5.1802	
1968.29	8.8177	-5.1943	
1968.38	8.7803	-5.2083	
1968.46	8.7690	-5.2961	
1968.54	8.8102	-5.4954	
1968.63	8.7684	-5.1793	
1968.71	8.8242	-4.9162	
1968.79	8.9768	-4.6256	
1968.88	8.9982	-4.5676	
1968.96	9.0021	-4.6356	
1969.04	8.9466	-5.1411	
1969.13	8.8602	-5.2241	
1969.21	8.8746	-5.3883	
1969.29	8.8585	-5.2571	
1969.38	8.8409	-5.0650	
1969.46	8.8456	-5.0049	
1969.54	8.8308	-5.0071	
1969.63	8.8399	-4.9579	
1969.71	8.8552	-4.6734	
1969.79	8.9334	-4.5673	
1969.88	9.0385	-4.4595	
1969.96	9.0251	-4.6732	
1970.04	8.9687	-4.8799	
1970.13	8.8857	-4.8645	
1970.21	8.8570	-5.1533	
1970.29	8.8702	-5.1253	
1970.38	8.8450	-5.0124	
1970.46	8.8681	-5.0357	
1970.54	8.8750	-5.0887	
1970.63	8.8242	-5.1529	
1970.71	8.9026	-4.6300	
1970.79	9.0347	-4.3555	
1970.88	9.0844	-4.3061	
1970.96	9.1275	-4.2171	
1971.04	8.9725	-4.4821	
1971.13	8.8889	-5.3926	
1971.21	8.8822	-5.3322	
1971.29	8.8331	-5.4267	
1971.38	8.8226	-5.2827	
1971.46	8.8171	-5.1890	
1971.54	8.8129	-5.1997	
1971.63	8.8210	-4.5863	
1971.71	8.8963	-4.5479	
1971.79	8.9668	-4.4973	
1971.88	9.0448	-4.3824	
1971.96	9.0075	-4.4106	
1972.04	8.9367	-4.5604	
1972.13	8.8729	-4.9044	
1972.21	8.8145	-5.0409	
1972.29	8.8294	-4.9942	
1972.38	8.7971	-5.5626	
1972.46	8.8083	-5.3294	
1972.54	8.8196	-5.0962	
1972.63	8.8309	-4.8631	
1972.71	8.9721	-4.5768	
