# Kupang Bay, Timor Coral d18O and Sr/Ca Data for the 20th Century
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: http://www.ncdc.noaa.gov/paleo/study/19179
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/cahyarini2014/cahyarini2014.txt
#
# Archive: Corals and Sclerosponges
#
# Parameter_Keywords: oxygen isotopes, trace metals
#---------------------------------------
# Contribution_Date
#    Date: 2015-09-01
#---------------------------------------
# Title
#    Study_Name: Kupang Bay, Timor Coral d18O and Sr/Ca Data for the 20th Century
#---------------------------------------
# Investigators
#      Investigators: Cahyarini,S.Y
#---------------------------------------
# Description and Notes
#        Description: paleoceanography at the ITF exit passages, reconstruction salinity based on paired coral Sr/Ca & d18O
#         Provided Keywords: trace element,SST,SSS Porites coral
#	  This file updated 1 March 2019.  Additional columns of d18Oseawater and SSS data added.
#---------------------------------------
# Publication
# Authors: Cahyarini, S.Y., M. Pfeiffer, I.S. Nurhati, E. Aldrian, W.-C. Dullo, and S. Hetzinger
# Published_Date_or_Year: 2014
# Published_Title: Twentieth century sea surface temperature and salinity variations at Timor inferred from paired coral d18O and Sr/Ca measurements
# Journal_Name: J. Geophys.Res. Oceans
# Volume: 119
# Issue: 
# Pages: 4593-4604
# Report Number: 
# DOI: 10.1002/2013JC009594
# Abstract: The Indonesian Throughflow (ITF), which represents the global ocean circulation connecting the Pacific Warm Pool to the Indian Ocean, strongly influences the Indo-Pacific climate. ITF monitoring since the late 1990s using mooring buoys have provided insights on seasonal and interannual time scales. However, the absence of longer records limits our perspective on its evolution over the past century. Here, we present sea surface temperature (SST) and salinity (SSS) proxy records from Timor Island located at the ITF exit passage via paired coral d18O and Sr/Ca measurements spanning the period 1914-2004. These high resolution proxy based climate data of the last century highlights improvements and cautions when interpreting paleoclimate records of the Indonesian region. If the seasonality of SST and SSS is not perfectly in phase, the application of coral Sr/Ca thermometry improves SST reconstructions compared to estimates based on coral d18O only. Our records also underline the importance of ocean advection besides rainfall on local SSS in the region. Although the El Ni~no/Southern Oscillation (ENSO) causes larger anomalies relative to the Indian Ocean Dipole (IOD), Timor coral-based SST and SSS records robustly correlate with IOD on interannual time scales, whereas ENSO only modifies Timor SST. Similarly, Timor SST and SSS are strongly linked to Indian Ocean decadal-scale variations that appear to lead Timor oceanographic conditions by about 1.6-2 years. Our study sheds new light on the complex signatures of Indo-Pacific climate modes on SST and SSS dynamics of the ITF.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Deutscher Akademischer Austauschdienst (DAAD)
#    Grant: A/02/21403
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Deutsche Forschungsgemeinschaft
#    Grant: Leibniz Award Du 129/33
#---------------------------------------
# Site Information
# Site_Name: Kupang Bay
# Location: Timor, Indonesia
# Country: Indonesia
# Northernmost_Latitude: -10.12
# Southernmost_Latitude: -10.12
# Easternmost_Longitude: 123.31
# Westernmost_Longitude: 123.31
# Elevation: -3
#---------------------------------------
# Data_Collection
#   Collection_Name: KP1 Cahyarini14
#   First_Year: 1914
#   Last_Year: 2004
#   Time_Unit: AD
#   Core_Length: 1.80
#   Notes: monthly resolution
#---------------------------------------
# Species
#   Species_Name: Porites.sp
#   Common_Name: 
#   Tree_Species_Code: 
#---------------------------------------
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,year AD,,,,,N
## d18Oporite	delta 18O,porites sp.,,permil,,,,analytical technique: Gasbench Delta plus,N
## Sr/Ca-porite	Strontium Calcium ratio,porites sp.,,mmol/mol,,Corals and Sclerosponges,,analytical technique: ICP OES,N
## d18Osw	delta 18O,seawater,,permil,,,,estimated,N
## DrecSSS	Sea surface salinity,,,permil,,,,derived,N
#------------------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: NA
age_AD	d18Oporite	Sr/Ca-porite	d18Osw	DrecSSS
1940.37	-5.29	8.68	-0.01	-0.01
1940.46	-5.28	8.72	-0.14	-0.32
1940.54	-5.15	8.74	-0.07	-0.17
1940.62	-4.99	8.77	-0.04	-0.09
1940.71	-4.86	8.80	-0.05	-0.11
1940.79	-4.86	8.80	-0.03	-0.08
1940.87	-4.95	8.77	0.00	0.00
1940.96	-5.03	8.70	0.21	0.48
1941.04	-5.15	8.69	0.12	0.28
1941.12	-5.21	8.70	0.02	0.06
1941.21	-5.20	8.73	-0.10	-0.23
1941.29	-5.11	8.79	-0.25	-0.57
1941.37	-5.21	8.84	-0.54	-1.23
1941.46	-5.23	8.84	-0.57	-1.29
1941.54	-5.15	8.88	-0.62	-1.41
1941.62	-5.00	8.90	-0.59	-1.33
1941.71	-4.81	8.93	-0.51	-1.16
1941.79	-4.91	8.89	-0.42	-0.96
1941.87	-4.99	8.80	-0.14	-0.33
1941.96	-4.99	8.75	0.06	0.13
1942.04	-5.01	8.76	-0.03	-0.07
1942.12	-5.05	8.78	-0.16	-0.36
1942.21	-5.08	8.81	-0.31	-0.70
1942.29	-5.06	8.85	-0.43	-0.97
1942.37	-5.02	8.89	-0.55	-1.24
1942.46	-4.99	8.92	-0.65	-1.47
1942.54	-4.97	8.93	-0.66	-1.50
1942.62	-4.97	8.93	-0.66	-1.49
1942.71	-5.02	8.92	-0.68	-1.54
1942.79	-5.20	8.84	-0.52	-1.17
1942.87	-5.21	8.80	-0.36	-0.82
1942.96	-5.00	8.77	-0.07	-0.15
1943.04	-5.00	8.77	-0.05	-0.11
1943.12	-5.09	8.78	-0.18	-0.40
1943.21	-5.19	8.80	-0.34	-0.78
1943.29	-5.27	8.82	-0.50	-1.13
1943.37	-5.28	8.81	-0.46	-1.06
1943.46	-5.25	8.78	-0.33	-0.75
1943.54	-5.29	8.80	-0.46	-1.04
1943.62	-5.23	8.83	-0.53	-1.21
1943.71	-5.20	8.82	-0.47	-1.07
1943.79	-5.11	8.78	-0.21	-0.48
1943.87	-4.90	8.81	-0.13	-0.29
1943.96	-5.07	8.81	-0.27	-0.61
1944.04	-5.18	8.77	-0.23	-0.52
1944.12	-5.07	8.81	-0.29	-0.66
1944.21	-5.01	8.83	-0.30	-0.69
1944.29	-5.01	8.81	-0.21	-0.48
1944.37	-4.92	8.79	-0.03	-0.07
1944.46	-4.84	8.83	-0.12	-0.27
1944.54	-4.76	8.89	-0.26	-0.60
1944.62	-4.69	8.94	-0.41	-0.93
1944.71	-4.71	8.94	-0.45	-1.01
1944.79	-4.87	8.84	-0.18	-0.41
1944.87	-4.74	8.75	0.30	0.68
1944.96	-4.75	8.71	0.45	1.02
1945.04	-5.00	8.71	0.20	0.46
1945.12	-5.07	8.71	0.12	0.27
1945.21	-5.16	8.71	0.02	0.06
1945.29	-5.21	8.72	-0.05	-0.12
1945.37	-5.26	8.72	-0.11	-0.25
1945.46	-5.27	8.74	-0.18	-0.42
1945.54	-5.14	8.79	-0.25	-0.57
1945.62	-4.97	8.84	-0.31	-0.71
1945.71	-4.73	8.87	-0.16	-0.37
1945.79	-4.84	8.86	-0.23	-0.52
1945.87	-4.68	8.84	-0.02	-0.05
1945.96	-4.74	8.79	0.15	0.33
1946.04	-4.80	8.79	0.06	0.13
1946.12	-4.92	8.82	-0.18	-0.41
1946.21	-5.13	8.80	-0.30	-0.67
1946.29	-4.97	8.84	-0.31	-0.70
1946.37	-5.03	8.87	-0.47	-1.06
1946.46	-4.97	8.86	-0.39	-0.88
1946.54	-4.78	8.89	-0.31	-0.70
1946.62	-4.63	8.91	-0.25	-0.57
1946.71	-4.63	8.93	-0.31	-0.71
1946.79	-4.83	8.85	-0.20	-0.46
1946.87	-4.72	8.79	0.15	0.33
1946.96	-5.31	8.75	-0.26	-0.59
1947.04	-5.33	8.75	-0.29	-0.66
1947.12	-5.19	8.79	-0.34	-0.77
1947.21	-4.98	8.85	-0.33	-0.75
1947.29	-4.89	8.86	-0.29	-0.66
1947.37	-4.97	8.84	-0.29	-0.65
1947.46	-4.93	8.86	-0.32	-0.73
1947.54	-4.87	8.85	-0.24	-0.55
1947.62	-4.80	8.86	-0.20	-0.44
1947.71	-4.75	8.87	-0.19	-0.43
1947.79	-4.89	8.78	0.04	0.08
1947.87	-5.21	8.73	-0.09	-0.20
1947.96	-5.35	8.70	-0.14	-0.31
1948.04	-5.33	8.71	-0.13	-0.30
1948.12	-5.28	8.72	-0.15	-0.35
1948.21	-5.16	8.75	-0.12	-0.27
1948.29	-5.02	8.77	-0.06	-0.13
1948.37	-4.97	8.77	-0.02	-0.04
1948.46	-4.98	8.78	-0.06	-0.14
1948.54	-4.99	8.78	-0.08	-0.18
1948.62	-4.99	8.79	-0.11	-0.25
1948.71	-4.93	8.80	-0.09	-0.21
1948.79	-4.83	8.77	0.12	0.27
1948.87	-4.90	8.72	0.27	0.61
1948.96	-5.10	8.64	0.37	0.85
1949.04	-5.16	8.67	0.19	0.44
1949.12	-5.38	8.70	-0.16	-0.37
1949.21	-5.44	8.72	-0.29	-0.66
1949.29	-5.18	8.72	-0.04	-0.08
1949.37	-5.21	8.73	-0.12	-0.27
1949.46	-5.35	8.74	-0.29	-0.65
1949.54	-5.11	8.76	-0.14	-0.31
1949.62	-4.94	8.78	-0.02	-0.03
1949.71	-4.80	8.79	0.07	0.16
1949.79	-4.80	8.74	0.26	0.59
1949.87	-5.03	8.65	0.40	0.92
1949.96	-5.42	8.62	0.13	0.29
1950.04	-5.33	8.67	0.00	0.00
1950.12	-5.36	8.70	-0.13	-0.29
1950.21	-5.53	8.71	-0.34	-0.77
1950.29	-5.29	8.74	-0.22	-0.50
1950.37	-5.06	8.77	-0.12	-0.27
1950.46	-5.00	8.78	-0.09	-0.21
1950.54	-4.86	8.79	0.02	0.04
1950.62	-4.81	8.80	0.04	0.08
1950.71	-4.84	8.82	-0.07	-0.17
1950.79	-4.72	8.76	0.28	0.64
1950.87	-4.84	8.68	0.47	1.07
1950.96	-5.19	8.64	0.27	0.61
1951.04	-5.36	8.68	-0.05	-0.12
1951.12	-5.46	8.68	-0.16	-0.37
1951.21	-5.46	8.71	-0.26	-0.59
1951.29	-5.40	8.72	-0.24	-0.55
1951.37	-5.28	8.71	-0.10	-0.22
1951.46	-5.12	8.74	-0.03	-0.08
1951.54	-5.07	8.76	-0.06	-0.14
1951.62	-4.75	8.76	0.24	0.56
1951.71	-5.02	8.77	-0.06	-0.14
1951.79	-5.07	8.70	0.16	0.36
1951.87	-5.03	8.64	0.42	0.96
1951.96	-5.36	8.58	0.35	0.80
1952.04	-5.42	8.59	0.26	0.60
1952.12	-5.59	8.59	0.07	0.16
1952.21	-5.58	8.62	-0.02	-0.05
1952.29	-5.39	8.66	0.00	0.00
1952.37	-5.07	8.71	0.13	0.29
1952.46	-5.24	8.73	-0.13	-0.29
1952.54	-5.17	8.75	-0.12	-0.28
1952.62	-5.11	8.75	-0.08	-0.18
1952.71	-4.97	8.78	-0.04	-0.10
1952.79	-4.90	8.73	0.23	0.52
1952.87	-4.90	8.64	0.58	1.32
1952.96	-5.21	8.60	0.41	0.94
1953.04	-5.34	8.62	0.22	0.50
1953.12	-5.44	8.63	0.08	0.18
1953.21	-5.33	8.64	0.14	0.32
1953.29	-5.22	8.68	0.09	0.21
1953.37	-5.06	8.73	0.03	0.06
1953.46	-5.20	8.72	-0.04	-0.08
1953.54	-5.25	8.73	-0.16	-0.36
1953.62	-5.04	8.76	-0.06	-0.14
1953.71	-4.93	8.81	-0.15	-0.34
1953.79	-4.75	8.80	0.06	0.15
1953.87	-4.80	8.76	0.21	0.48
1953.96	-5.19	8.66	0.19	0.44
1954.04	-5.43	8.65	-0.01	-0.02
1954.12	-5.45	8.64	0.00	0.01
1954.21	-5.33	8.71	-0.14	-0.31
1954.29	-5.46	8.69	-0.19	-0.42
1954.37	-5.49	8.68	-0.19	-0.42
1954.46	-5.31	8.72	-0.14	-0.31
1954.54	-5.14	8.74	-0.08	-0.19
1954.62	-5.06	8.77	-0.12	-0.26
1954.71	-5.06	8.77	-0.11	-0.26
1954.79	-5.10	8.72	0.07	0.15
1954.87	-5.10	8.66	0.31	0.71
1954.96	-5.20	8.62	0.34	0.77
1955.04	-5.35	8.64	0.13	0.30
1955.12	-5.40	8.65	0.04	0.09
1955.21	-5.37	8.65	0.05	0.12
1955.29	-5.20	8.66	0.20	0.45
1955.37	-5.20	8.67	0.12	0.28
1955.46	-5.25	8.71	-0.04	-0.10
1955.54	-5.20	8.72	-0.05	-0.11
1955.62	-5.12	8.74	-0.06	-0.13
1955.71	-5.01	8.78	-0.09	-0.20
1955.79	-5.00	8.71	0.19	0.43
1955.87	-5.19	8.62	0.38	0.86
1955.96	-5.52	8.58	0.18	0.40
1956.04	-5.41	8.61	0.17	0.38
1956.12	-5.39	8.61	0.18	0.41
1956.21	-5.55	8.60	0.07	0.16
1956.29	-5.47	8.63	0.03	0.07
1956.37	-5.34	8.70	-0.12	-0.26
1956.46	-5.11	8.75	-0.06	-0.15
1956.54	-5.06	8.78	-0.16	-0.36
1956.62	-5.05	8.83	-0.33	-0.75
1956.71	-5.09	8.88	-0.59	-1.33
1956.79	-5.12	8.80	-0.28	-0.63
1956.87	-5.23	8.70	-0.01	-0.02
1956.96	-5.29	8.65	0.12	0.28
1957.04	-5.35	8.67	0.01	0.03
1957.12	-5.33	8.70	-0.11	-0.24
1957.21	-5.34	8.76	-0.36	-0.81
1957.29	-5.38	8.78	-0.46	-1.05
1957.37	-5.39	8.77	-0.45	-1.02
1957.46	-5.27	8.77	-0.32	-0.72
1957.54	-4.99	8.82	-0.22	-0.50
1957.62	-4.93	8.87	-0.37	-0.84
1957.71	-4.84	8.88	-0.32	-0.73
1957.79	-4.81	8.76	0.16	0.37
1957.87	-5.03	8.70	0.20	0.45
1957.96	-5.22	8.64	0.25	0.58
1958.04	-5.26	8.65	0.19	0.43
1958.12	-5.27	8.66	0.12	0.28
1958.21	-5.28	8.67	0.07	0.16
1958.29	-5.26	8.68	0.06	0.13
1958.37	-5.19	8.70	0.03	0.06
1958.46	-5.08	8.69	0.17	0.40
1958.54	-5.02	8.71	0.15	0.34
1958.62	-4.96	8.74	0.10	0.23
1958.71	-4.95	8.75	0.08	0.18
1958.79	-4.88	8.70	0.37	0.83
1958.87	-5.14	8.68	0.17	0.38
1958.96	-5.46	8.65	-0.01	-0.03
1959.04	-5.51	8.64	-0.05	-0.11
1959.12	-5.52	8.65	-0.08	-0.19
1959.21	-5.49	8.67	-0.14	-0.31
1959.29	-5.45	8.68	-0.14	-0.31
1959.37	-5.35	8.69	-0.07	-0.17
1959.46	-5.21	8.69	0.06	0.14
1959.54	-5.11	8.71	0.09	0.20
1959.62	-5.03	8.72	0.13	0.29
1959.71	-4.91	8.73	0.20	0.45
1959.79	-4.86	8.69	0.43	0.97
1959.87	-5.08	8.66	0.29	0.67
1959.96	-5.44	8.64	0.02	0.04
1960.04	-5.42	8.65	0.01	0.03
1960.12	-5.34	8.65	0.09	0.20
1960.21	-5.33	8.68	-0.01	-0.02
1960.29	-5.18	8.71	0.02	0.05
1960.37	-5.14	8.73	-0.01	-0.02
1960.46	-4.98	8.74	0.09	0.21
1960.54	-4.81	8.74	0.26	0.58
1960.62	-4.91	8.76	0.10	0.23
1960.71	-5.01	8.78	-0.09	-0.21
1960.79	-4.76	8.74	0.33	0.74
1960.87	-4.97	8.68	0.36	0.81
1960.96	-5.08	8.63	0.42	0.94
1961.04	-5.12	8.64	0.36	0.81
1961.12	-5.18	8.64	0.28	0.64
1961.21	-5.23	8.65	0.20	0.47
1961.29	-5.20	8.65	0.22	0.50
1961.37	-5.13	8.65	0.30	0.67
1961.46	-5.09	8.69	0.16	0.36
1961.54	-5.01	8.72	0.15	0.33
1961.62	-4.94	8.73	0.18	0.41
1961.71	-4.89	8.73	0.22	0.51
1961.79	-4.97	8.71	0.21	0.48
1961.87	-5.02	8.68	0.29	0.66
1961.96	-5.13	8.61	0.46	1.05
1962.04	-5.25	8.61	0.34	0.76
1962.12	-5.30	8.63	0.22	0.50
1962.21	-5.14	8.68	0.16	0.37
1962.29	-5.12	8.69	0.15	0.34
1962.37	-5.18	8.70	0.05	0.12
1962.46	-5.10	8.74	-0.01	-0.01
1962.54	-4.84	8.77	0.12	0.27
1962.62	-4.72	8.79	0.13	0.30
1962.71	-4.64	8.82	0.12	0.28
1962.79	-4.84	8.75	0.19	0.43
1962.87	-5.01	8.69	0.27	0.62
1962.96	-5.20	8.63	0.32	0.73
1963.04	-5.33	8.63	0.18	0.40
1963.12	-5.41	8.63	0.09	0.21
1963.21	-5.26	8.66	0.14	0.31
1963.29	-5.27	8.67	0.09	0.19
1963.37	-5.31	8.66	0.07	0.16
1963.46	-5.46	8.67	-0.11	-0.25
1963.54	-5.35	8.71	-0.14	-0.32
1963.62	-5.17	8.74	-0.10	-0.23
1963.71	-4.94	8.78	-0.01	-0.03
1963.79	-4.74	8.75	0.31	0.71
1963.87	-4.87	8.65	0.57	1.30
1963.96	-5.09	8.61	0.49	1.12
1964.04	-5.15	8.65	0.29	0.66
1964.12	-5.11	8.68	0.19	0.43
1964.21	-5.22	8.69	0.04	0.10
1964.29	-5.20	8.66	0.18	0.40
1964.37	-5.11	8.64	0.34	0.76
1964.46	-5.03	8.68	0.26	0.60
1964.54	-4.92	8.75	0.11	0.25
1964.62	-4.85	8.78	0.04	0.10
1964.71	-4.69	8.83	0.04	0.09
1964.79	-4.87	8.70	0.36	0.82
1964.87	-5.09	8.67	0.25	0.57
1964.96	-5.19	8.66	0.19	0.43
1965.04	-5.19	8.68	0.13	0.29
1965.12	-5.28	8.67	0.06	0.14
1965.21	-5.43	8.66	-0.05	-0.11
1965.29	-5.49	8.68	-0.17	-0.38
1965.37	-5.39	8.71	-0.21	-0.47
1965.46	-5.19	8.76	-0.22	-0.50
1965.54	-5.06	8.80	-0.21	-0.48
1965.62	-4.88	8.82	-0.15	-0.33
1965.71	-4.66	8.85	-0.01	-0.03
1965.79	-4.80	8.82	-0.06	-0.14
1965.87	-5.15	8.77	-0.18	-0.41
1965.96	-5.27	8.70	-0.03	-0.07
1966.04	-5.28	8.70	-0.05	-0.11
1966.12	-5.30	8.70	-0.07	-0.15
1966.21	-5.46	8.69	-0.20	-0.44
1966.29	-5.58	8.68	-0.27	-0.62
1966.37	-5.36	8.69	-0.09	-0.20
1966.46	-5.06	8.77	-0.11	-0.25
1966.54	-4.81	8.80	0.03	0.07
1966.62	-4.73	8.81	0.07	0.15
1966.71	-4.85	8.81	-0.06	-0.14
1966.79	-4.73	8.78	0.16	0.37
1966.87	-4.69	8.73	0.40	0.91
1966.96	-4.88	8.66	0.51	1.16
1967.04	-5.10	8.67	0.25	0.58
1967.12	-5.04	8.67	0.30	0.69
1967.21	-4.96	8.67	0.39	0.88
1967.29	-5.05	8.71	0.13	0.29
1967.37	-5.08	8.72	0.07	0.16
1967.46	-5.05	8.74	0.03	0.08
1967.54	-5.43	8.73	-0.32	-0.73
1967.62	-5.42	8.75	-0.37	-0.84
1967.71	-5.13	8.79	-0.27	-0.62
1967.79	-5.33	8.79	-0.46	-1.05
1967.87	-5.21	8.74	-0.16	-0.36
1967.96	-5.42	8.69	-0.13	-0.30
1968.04	-5.55	8.69	-0.27	-0.62
1968.12	-5.54	8.71	-0.37	-0.84
1968.21	-5.49	8.73	-0.37	-0.85
1968.29	-5.39	8.76	-0.39	-0.88
1968.37	-5.50	8.74	-0.41	-0.94
1968.46	-5.49	8.72	-0.34	-0.78
1968.54	-5.51	8.76	-0.50	-1.13
1968.62	-5.30	8.81	-0.53	-1.20
1968.71	-4.93	8.87	-0.36	-0.82
1968.79	-4.95	8.77	0.02	0.04
1968.87	-5.23	8.70	0.01	0.03
1968.96	-5.28	8.68	0.02	0.05
1969.04	-5.44	8.72	-0.27	-0.61
1969.12	-5.45	8.70	-0.24	-0.55
1969.21	-5.49	8.72	-0.34	-0.76
1969.29	-5.13	8.73	-0.02	-0.04
1969.37	-4.75	8.74	0.33	0.75
1969.46	-4.73	8.73	0.37	0.85
1969.54	-4.88	8.79	-0.01	-0.03
1969.62	-4.72	8.80	0.11	0.25
1969.71	-4.84	8.80	-0.01	-0.01
1969.79	-4.88	8.79	-0.01	-0.03
1969.87	-4.88	8.77	0.08	0.19
1969.96	-5.10	8.75	-0.07	-0.17
1970.04	-5.09	8.79	-0.23	-0.53
1970.12	-5.10	8.78	-0.18	-0.41
1970.21	-5.29	8.74	-0.23	-0.53
1970.29	-5.27	8.77	-0.30	-0.69
1970.37	-5.17	8.78	-0.26	-0.58
1970.46	-4.91	8.82	-0.18	-0.40
1970.54	-4.78	8.85	-0.13	-0.30
1970.62	-4.79	8.86	-0.19	-0.43
1970.71	-4.77	8.86	-0.18	-0.41
1970.79	-4.91	8.74	0.17	0.38
1970.87	-5.12	8.73	0.00	0.00
1970.96	-5.55	8.63	-0.06	-0.13
1971.04	-5.43	8.66	-0.06	-0.14
1971.12	-5.38	8.70	-0.16	-0.35
1971.21	-5.37	8.73	-0.25	-0.57
1971.29	-5.27	8.70	-0.06	-0.14
1971.37	-5.12	8.72	0.05	0.10
1971.46	-5.01	8.76	0.00	0.00
1971.54	-5.05	8.76	-0.06	-0.14
1971.62	-5.07	8.77	-0.11	-0.25
1971.71	-4.86	8.76	0.12	0.28
1971.79	-5.21	8.70	0.03	0.06
1971.87	-5.21	8.71	0.00	0.00
1971.96	-5.80	8.63	-0.30	-0.69
1972.04	-5.76	8.66	-0.35	-0.80
1972.12	-5.66	8.68	-0.34	-0.77
1972.21	-5.57	8.70	-0.33	-0.76
1972.29	-5.49	8.71	-0.30	-0.68
1972.37	-5.41	8.72	-0.26	-0.58
1972.46	-5.32	8.74	-0.24	-0.55
1972.54	-5.19	8.78	-0.26	-0.59
1972.62	-5.11	8.80	-0.27	-0.61
1972.71	-5.07	8.80	-0.24	-0.55
1972.79	-5.16	8.77	-0.19	-0.43
1972.87	-5.21	8.70	0.02	0.04
1972.96	-5.27	8.64	0.21	0.47
1973.04	-5.39	8.65	0.04	0.10
1973.12	-5.44	8.68	-0.11	-0.26
1973.21	-5.68	8.70	-0.44	-1.01
1973.29	-5.64	8.70	-0.41	-0.94
1973.37	-5.58	8.71	-0.38	-0.87
1973.46	-5.45	8.76	-0.48	-1.09
1973.54	-5.24	8.81	-0.43	-0.97
1973.62	-5.13	8.82	-0.38	-0.85
1973.71	-5.14	8.83	-0.42	-0.96
1973.79	-5.25	8.70	-0.02	-0.05
1973.87	-5.39	8.68	-0.09	-0.19
1973.96	-5.61	8.64	-0.16	-0.36
1974.04	-5.53	8.66	-0.13	-0.29
1974.12	-5.55	8.69	-0.27	-0.62
1974.21	-5.49	8.71	-0.29	-0.66
1974.29	-5.37	8.71	-0.18	-0.41
1974.37	-5.52	8.70	-0.29	-0.67
1974.46	-5.51	8.69	-0.25	-0.57
1974.54	-5.21	8.73	-0.08	-0.19
1974.62	-5.02	8.76	-0.05	-0.12
1974.71	-5.20	8.79	-0.33	-0.74
1974.79	-5.08	8.79	-0.21	-0.48
1974.87	-4.94	8.73	0.18	0.40
1974.96	-5.12	8.61	0.46	1.04
1975.04	-5.32	8.64	0.17	0.39
1975.12	-5.44	8.67	-0.11	-0.25
1975.21	-5.59	8.67	-0.25	-0.57
1975.29	-5.65	8.64	-0.20	-0.46
1975.37	-5.60	8.64	-0.13	-0.30
1975.46	-5.46	8.66	-0.06	-0.14
1975.54	-5.30	8.67	0.05	0.12
1975.62	-5.24	8.69	0.04	0.09
1975.71	-5.26	8.72	-0.10	-0.22
1975.79	-5.23	8.69	0.03	0.06
1975.87	-5.37	8.63	0.14	0.32
1975.96	-5.33	8.59	0.32	0.73
1976.04	-5.53	8.60	0.10	0.23
1976.12	-5.53	8.64	-0.07	-0.17
1976.21	-5.56	8.64	-0.10	-0.23
1976.29	-5.75	8.61	-0.18	-0.40
1976.37	-5.84	8.63	-0.32	-0.74
1976.46	-5.65	8.64	-0.18	-0.42
1976.54	-5.37	8.67	-0.01	-0.01
1976.62	-5.18	8.74	-0.11	-0.26
1976.71	-5.07	8.75	-0.04	-0.10
1976.79	-4.95	8.73	0.15	0.35
1976.87	-5.36	8.70	-0.11	-0.25
1976.96	-5.49	8.63	0.02	0.05
1977.04	-5.51	8.66	-0.14	-0.31
1977.12	-5.62	8.68	-0.31	-0.71
1977.21	-5.55	8.68	-0.24	-0.56
1977.29	-5.68	8.70	-0.44	-1.01
1977.37	-5.28	8.73	-0.16	-0.36
1977.46	-5.23	8.71	-0.05	-0.11
1977.54	-4.93	8.73	0.19	0.42
1977.62	-5.04	8.76	-0.07	-0.16
1977.71	-4.99	8.77	-0.04	-0.09
1977.79	-5.10	8.69	0.16	0.36
1977.87	-5.32	8.68	-0.01	-0.03
1977.96	-4.66	8.64	0.83	1.88
1978.04	-4.71	8.65	0.73	1.65
1978.12	-4.88	8.67	0.48	1.09
1978.21	-5.01	8.69	0.27	0.61
1978.29	-4.74	8.71	0.46	1.04
1978.37	-4.42	8.73	0.70	1.59
1978.46	-4.34	8.75	0.70	1.60
1978.54	-4.29	8.77	0.67	1.53
1978.62	-4.44	8.79	0.44	1.01
1978.71	-4.58	8.80	0.26	0.59
1978.79	-4.84	8.68	0.48	1.09
1978.87	-5.27	8.68	0.04	0.10
1978.96	-5.47	8.62	0.08	0.19
1979.04	-5.39	8.61	0.20	0.45
1979.12	-5.22	8.61	0.36	0.83
1979.21	-4.94	8.62	0.61	1.38
1979.29	-4.67	8.64	0.81	1.84
1979.37	-4.39	8.67	0.97	2.20
1979.46	-4.59	8.69	0.68	1.56
1979.54	-5.07	8.69	0.20	0.46
1979.62	-5.25	8.70	-0.02	-0.05
1979.71	-5.26	8.70	-0.03	-0.08
1979.79	-5.26	8.63	0.25	0.56
1979.87	-4.86	8.63	0.65	1.48
1979.96	-5.64	8.60	-0.03	-0.08
1980.04	-5.73	8.60	-0.11	-0.25
1980.12	-5.70	8.60	-0.08	-0.18
1980.21	-5.63	8.60	0.00	-0.01
1980.29	-5.48	8.60	0.14	0.33
1980.37	-5.25	8.61	0.34	0.77
1980.46	-5.21	8.64	0.27	0.61
1980.54	-5.30	8.68	-0.01	-0.01
1980.62	-5.12	8.72	0.05	0.10
1980.71	-4.89	8.75	0.15	0.34
1980.79	-4.51	8.71	0.69	1.57
1980.87	-5.12	8.66	0.28	0.63
1980.96	-4.87	8.64	0.59	1.34
1981.04	-4.60	8.64	0.86	1.96
1981.12	-4.45	8.64	1.02	2.31
1981.21	-4.43	8.64	1.04	2.35
1981.29	-5.05	8.65	0.38	0.86
1981.37	-5.28	8.66	0.11	0.25
1981.46	-5.18	8.69	0.10	0.24
1981.54	-5.18	8.71	0.02	0.05
1981.62	-5.05	8.73	0.07	0.16
1981.71	-4.84	8.74	0.23	0.52
1981.79	-4.92	8.73	0.19	0.43
1981.87	-4.76	8.70	0.45	1.02
1981.96	-5.01	8.65	0.43	0.98
1982.04	-5.30	8.63	0.20	0.45
1982.12	-5.36	8.67	-0.03	-0.06
1982.21	-5.02	8.67	0.32	0.73
1982.29	-4.97	8.64	0.48	1.09
1982.37	-5.21	8.66	0.18	0.41
1982.46	-5.28	8.66	0.11	0.25
1982.54	-5.30	8.68	0.02	0.04
1982.62	-5.01	8.76	-0.02	-0.04
1982.71	-4.68	8.84	-0.01	-0.02
1982.79	-4.62	8.82	0.15	0.34
1982.87	-4.78	8.76	0.22	0.50
