"","time","lat","lon","depth","temp","salt"
"1","1958-01-15T00:00:00Z",55.25,299.75,5.01,-1.98089563846588,32.4423942565918
"2","1958-01-15T00:00:00Z",55.25,300.25,5.01,-1.85464608669281,32.3021926879883
"3","1958-01-15T00:00:00Z",55.25,300.75,5.01,-1.70013129711151,32.3512649536133
"4","1958-01-15T00:00:00Z",55.75,299.75,5.01,-1.81812179088593,32.2911338806152
"5","1958-01-15T00:00:00Z",55.75,300.25,5.01,-1.50100648403168,32.3341255187988
"6","1958-01-15T00:00:00Z",55.75,300.75,5.01,-1.1907924413681,32.5551910400391
"7","1958-02-15T00:00:00Z",55.25,299.75,5.01,-1.98818063735962,32.4628028869629
"8","1958-02-15T00:00:00Z",55.25,300.25,5.01,-1.89843678474426,32.3404006958008
"9","1958-02-15T00:00:00Z",55.25,300.75,5.01,-1.78849518299103,32.3616905212402
"10","1958-02-15T00:00:00Z",55.75,299.75,5.01,-1.8298112154007,32.3816871643066
"11","1958-02-15T00:00:00Z",55.75,300.25,5.01,-1.53814744949341,32.3684120178223
"12","1958-02-15T00:00:00Z",55.75,300.75,5.01,-1.37911522388458,32.4787483215332
"13","1958-03-15T00:00:00Z",55.25,299.75,5.01,-1.90236222743988,32.3369331359863
"14","1958-03-15T00:00:00Z",55.25,300.25,5.01,-1.65710544586182,32.3172492980957
"15","1958-03-15T00:00:00Z",55.25,300.75,5.01,-1.54908919334412,32.3597755432129
"16","1958-03-15T00:00:00Z",55.75,299.75,5.01,-1.68761932849884,32.323600769043
"17","1958-03-15T00:00:00Z",55.75,300.25,5.01,-1.44889211654663,32.3825035095215
"18","1958-03-15T00:00:00Z",55.75,300.75,5.01,-1.32302927970886,32.5563125610352
"19","1958-04-15T00:00:00Z",55.25,299.75,5.01,-1.75888288021088,32.1902809143066
"20","1958-04-15T00:00:00Z",55.25,300.25,5.01,-1.42337739467621,32.317756652832
"21","1958-04-15T00:00:00Z",55.25,300.75,5.01,-1.3107225894928,32.3925857543945
"22","1958-04-15T00:00:00Z",55.75,299.75,5.01,-1.50906848907471,32.3623504638672
"23","1958-04-15T00:00:00Z",55.75,300.25,5.01,-1.34794902801514,32.5012321472168
