,lat,lon,elevation,species,d18o,d18o_anom,geometry,ocean_temp_anom,year
2644,-4.616167,55.0,-7,Porites lutea,-4.7218333333333335,-0.004175555555556265,POINT (55 -4.616167),-0.1,1926
2645,-3.0,40.0,-6,Porites lutea,-4.388,0.0029690721649480167,POINT (40 -3),-0.1,1926
2646,-21.03,55.25,-12.3,Porites sp.,-4.485,-0.20988414634146402,POINT (55.25 -21.03),-0.1,1926
2647,-21.905,113.965,-3,Porites lutea,-4.623333333333333,-0.10701149425287326,POINT (113.965 -21.905),-0.1,1926
2648,17.93457,67.00123,-5,Montastraea faviolata,-4.45,-0.2364031620553364,POINT (67.00123000000001 17.93457),-0.1,1926
2649,16.2,-61.49,-1.7,Diploria strigosa,-4.069500000000001,0.02393257820927719,POINT (-61.49 16.2),-0.1,1926
2650,18.47,-77.95,-20,Ceratoporella nicholsoni,-0.78,0.014885714285714058,POINT (-77.95 18.47),-0.1,1926
2651,11.77,-66.75,-2,Diploria strigosa,-3.9896666666666665,0.07634791666666718,POINT (-66.75 11.77),-0.1,1926
2652,17.53,-77.97,-125,Ceratoporella nicholsoni,-0.36,0.023220338983050925,POINT (-77.97 17.53),-0.1,1926
2653,11.77,-66.75,-2,Diploria strigosa,-3.99,0.07644186046511603,POINT (-66.75 11.77),-0.1,1926
2654,19.70038,-80.05647,-9,Diploria strigosa,-4.131307692307693,0.06454707692307782,POINT (-80.05647 19.70038),-0.1,1926
2655,16.2,-61.49,-1.7,Diploria strigosa,-4.069,0.028601941747573356,POINT (-61.49 16.2),-0.1,1926
2656,27.85,34.32,-6,Porites sp.,-3.46,-0.05463114754098397,POINT (34.32 27.85),-0.1,1926
2657,29.42,34.97,-4.5,Porites sp.,-2.76,-0.03648780487804837,POINT (34.97 29.42),-0.1,1926
2658,29.42,34.97,-4.5,Porites sp.,-2.52,0.22794392523364504,POINT (34.97 29.42),-0.1,1926
2659,27.85,34.32,-6,Porites sp.,-3.4566666666666666,-0.05180612244897942,POINT (34.32 27.85),-0.1,1926
2660,-14.27,-169.55,,Porites sp.,-5.044846323833333,-0.28653155019843535,POINT (-169.55 -14.27),-0.1,1926
2661,1.33,172.97,-6.7,Porites sp.,-0.62625,-0.706386111111111,POINT (172.97 1.33),-0.1,1926
2662,-15.0,167.0,,Platygyra lamellina,-5.09,-0.13936781609195315,POINT (167 -15),-0.1,1926
2663,1.0,172.0,-3,Porites lobata,-4.953083333333333,-0.11452577319587487,POINT (172 1),-0.1,1926
2664,-8.38,115.71,-10,,-5.0906164081666665,0.15271405299434626,POINT (115.71 -8.380000000000001),-0.1,1926
2665,-16.82,179.23,-10,Porites sp.,-4.53,0.013454545454544942,POINT (179.23 -16.82),-0.1,1926
2666,-8.25,115.5,-3,Porites sp.,-4.831675,0.1685815789473688,POINT (115.5 -8.25),-0.1,1926
2667,-0.5,166.0,-14,Porites australiensis,-5.005,-0.2837142857142858,POINT (166 -0.5),-0.1,1926
2668,15.94,166.04,8,Porites lutea,-4.6691666666666665,0.1399884538152616,POINT (166.04 15.94),-0.1,1926
2669,-3.4118,143.637,,Porites sp.,-5.2,0.18465116279069704,POINT (143.637 -3.4118),-0.1,1926
2670,27.106,142.194,-5.6,Porites sp.,-4.43,-0.1068032786885249,POINT (142.194 27.106),-0.1,1926
2671,18.54,122.15,-4.5,Porites lobata,-4.9039,-0.06639172268907512,POINT (122.15 18.54),-0.1,1926
2672,-16.82,179.23,-10,Porites sp.,-4.85,0.08462962962963072,POINT (179.23 -16.82),-0.1,1926
2673,7.2859,134.2503,,Porites lutea,-5.6235369744999995,-0.053604488007716,POINT (134.2503 7.2859),-0.1,1926
2674,1.5,124.83,-3,Porites sp.,-5.069225,0.06834138040712467,POINT (124.83 1.5),-0.1,1926
2675,13.598,144.836,-7.8,Porites lobata,-5.088333333333334,-0.077224855186941,POINT (144.836 13.598),-0.1,1926
2676,27.106,142.194,-5.6,Porites sp.,-4.43,-0.1087181571815714,POINT (142.194 27.106),-0.1,1926
2677,7.2708,134.3837,,Porites lutea,-5.616663582249999,0.12004350154257626,POINT (134.3837 7.2708),-0.1,1926
2678,-10.12,123.31,-3,Porites.sp,-5.1825,-0.010711669283097969,POINT (123.31 -10.12),-0.1,1926
2679,-5.22,145.82,,Porites sp.,-5.126,0.13506428571428586,POINT (145.82 -5.22),-0.1,1926
2680,-22.1,153.0,-10,Porites australiensis,-4.315,-0.09322205588822374,POINT (153 -22.1),-0.1,1926
2681,-0.5,166.0,-14,Porites sp.,-4.975,-0.2008999456673255,POINT (166 -0.5),-0.1,1926
2682,1.0,173.0,-6,,-4.6015719175,-0.14923569907258027,POINT (173 1),-0.1,1926
2683,-21.2378,-159.8278,,Porites lutea,-4.27625,0.20952127659574504,POINT (-159.8278 -21.2378),-0.1,1926
2684,-0.4084,-91.234,-3,Pavona clavus,-3.81,0.21756906077348104,POINT (-91.23399999999999 -0.4084),-0.1,1926
2685,3.906228,-159.285932,,,-4.779166666666667,0.11602678571428537,POINT (-159.285932 3.906228),-0.1,1926
2686,5.8664,-162.12,-9,Porites lutea,-4.76822314775,0.08890101387602822,POINT (-162.12 5.8664),-0.1,1926
2687,-21.2378,-159.8278,,Porites lutea,-4.1357,0.15381200000000028,POINT (-159.8278 -21.2378),-0.1,1926
2688,-21.2378,-159.8278,,Porites lutea,-4.135,0.15743766404199544,POINT (-159.8278 -21.2378),-0.1,1926
2689,10.3,-109.216667,-2,Porites lobata,-5.485844636916667,-0.13021901153315163,POINT (-109.216667 10.3),-0.1,1926
2690,21.9,120.7,-6,Porites sp.,-5.006116666666666,0.004265231481482168,POINT (120.7 21.9),-0.1,1926
2691,-17.5,-149.83,,Porites lutea,4.0975,-0.08284186936165305,POINT (-149.83 -17.5),-0.1,1926
2692,5.87,-162.13,-9,Porites lutea,-4.769166666666666,0.14801448109412885,POINT (-162.13 5.87),-0.1,1926
2693,-21.2378,-159.8278,,Porites lutea,-4.2757,0.21048172043010815,POINT (-159.8278 -21.2378),-0.1,1926
2694,-17.5,-149.83,,Porites lutea,-4.1,0.0794964028776981,POINT (-149.83 -17.5),-0.1,1926
2695,5.867,-162.133,-9,Porites lutea,-4.766666666666667,0.14888830785733465,POINT (-162.133 5.867),-0.1,1926
2696,5.87,-162.13,,Porites lutea,-4.8275,0.05597496706192384,POINT (-162.13 5.87),-0.1,1926
2697,7.983,-82.05,-3,Porites lobata,-5.930000000000001,-0.12469941344626534,POINT (-82.05 7.983),-0.1,1926
2698,5.87,-162.13,-10,Porites lutea,-4.769166666666666,0.14835076427996974,POINT (-162.13 5.87),-0.1,1926
2699,-21.2378,-159.8278,,Porites lutea,-4.1625,0.09362084870848797,POINT (-159.8278 -21.2378),-0.1,1926
2700,16.84,112.33,,,-5.320083333333334,0.10112579113924003,POINT (112.33 16.84),-0.1,1926
2701,11.17,-60.85,-4,Montastaea faveolata,-4.0675,-0.06644531249999996,POINT (-60.85 11.17),-0.16,1927
2702,32.0,-64.0,-16,Diploria labyrinthiformis,-3.609,0.03932718894009257,POINT (-64 32),-0.16,1927
2703,25.0,-80.6,-2,Solenastrea bournoni,-4.19,0.6738979591836731,POINT (-80.59999999999999 25),-0.16,1927
2704,32.466667,-64.7,-12,Diploria strigosa,-3.6409999999999996,-0.05145029239765986,POINT (-64.7 32.466667),-0.16,1927
2705,24.917,-80.757778,-5,Solenastrea bournoni,-2.2,0.3917283950617283,POINT (-80.757778 24.917),-0.16,1927
2706,32.0,-64.0,-16,Diploria labyrinthiformis,-3.464,-0.04592201834862397,POINT (-64 32),-0.16,1927
2707,25.38,-80.17,-10,Montastraea faveolata,-3.47,0.09152542372881323,POINT (-80.17 25.38),-0.16,1927
2708,-23.15,43.58,-1.1,Porites lobata,-4.338333333333334,0.08725024727992015,POINT (43.58 -23.15),-0.16,1927
2709,-23.15725,43.588183,-1.8,Porites sp.,-4.607,-0.11180973451327425,POINT (43.588183 -23.15725),-0.16,1927
2710,-8.0167,39.5,-6,Diploastrea heliopora,-4.0415833333333335,0.008826537216829244,POINT (39.5 -8.0167),-0.16,1927
2711,-28.4617,113.7683,-5,Porites lutea,-3.9832555408333334,-0.10784879874333297,POINT (113.7683 -28.4617),-0.16,1927
2712,-23.357167,43.619483,,Porites sp.,-4.357,0.15864999999999974,POINT (43.619483 -23.357167),-0.16,1927
2713,-23.142967,43.583067,-1.1,Porites sp.,-4.318125,0.11365657288955155,POINT (43.583067 -23.142967),-0.16,1927
2714,-28.4617,113.7683,-5,Porites lutea,-3.9782296531428574,-0.10299987410327782,POINT (113.7683 -28.4617),-0.16,1927
2715,-12.65,45.1,,Porites solida,-4.909,-0.024240956072350883,POINT (45.1 -12.65),-0.16,1927
2716,-4.616167,55.0,-7,Porites lutea,-4.6714166666666666,0.04624111111111073,POINT (55 -4.616167),-0.16,1927
2717,-3.0,40.0,-6,Porites lutea,-4.408,-0.017030927835052445,POINT (40 -3),-0.16,1927
2718,-21.03,55.25,-12.3,Porites sp.,-4.468333333333334,-0.1932174796747974,POINT (55.25 -21.03),-0.16,1927
2719,-21.905,113.965,-3,Porites lutea,-4.5,0.01632183908045981,POINT (113.965 -21.905),-0.16,1927
2720,17.93457,67.00123,-5,Montastraea faviolata,-4.35,-0.13640316205533587,POINT (67.00123000000001 17.93457),-0.16,1927
2721,16.2,-61.49,-1.7,Diploria strigosa,-4.045,0.04843257820927782,POINT (-61.49 16.2),-0.16,1927
2722,11.77,-66.75,-2,Diploria strigosa,-4.041166666666666,0.024847916666667302,POINT (-66.75 11.77),-0.16,1927
2723,11.77,-66.75,-2,Diploria strigosa,-4.041,0.025441860465115873,POINT (-66.75 11.77),-0.16,1927
2724,15.978056,-86.485,-5.5,Orbicella faveolata,-3.69,2.324411368789939,POINT (-86.485 15.978056),-0.16,1927
2725,19.70038,-80.05647,-9,Diploria strigosa,-3.9789999999999996,0.21685476923077074,POINT (-80.05647 19.70038),-0.16,1927
2726,16.2,-61.49,-1.7,Diploria strigosa,-4.045,0.05260194174757338,POINT (-61.49 16.2),-0.16,1927
2727,27.85,34.32,-6,Porites sp.,-3.39,0.01536885245901587,POINT (34.32 27.85),-0.16,1927
2728,29.42,34.97,-4.5,Porites sp.,-2.74,-0.016487804878048795,POINT (34.97 29.42),-0.16,1927
2729,29.42,34.97,-4.5,Porites sp.,-2.82,-0.07205607476635478,POINT (34.97 29.42),-0.16,1927
2730,27.85,34.32,-6,Porites sp.,-3.385,0.019860544217687348,POINT (34.32 27.85),-0.16,1927
2731,-14.27,-169.55,,Porites sp.,-5.037006111,-0.2786913373651023,POINT (-169.55 -14.27),-0.16,1927
2732,1.33,172.97,-6.7,Porites sp.,0.49974999999999997,0.41961388888888884,POINT (172.97 1.33),-0.16,1927
2733,-15.0,167.0,,Platygyra lamellina,-5.15,-0.19936781609195364,POINT (167 -15),-0.16,1927
2734,1.0,172.0,-3,Porites lobata,-4.732583333333333,0.1059742268041246,POINT (172 1),-0.16,1927
2735,-8.38,115.71,-10,,-5.086415268333333,0.15691519282767974,POINT (115.71 -8.380000000000001),-0.16,1927
2736,-16.82,179.23,-10,Porites sp.,-4.76,-0.2165454545454546,POINT (179.23 -16.82),-0.16,1927
2737,-8.25,115.5,-3,Porites sp.,-4.923758333333333,0.07649824561403573,POINT (115.5 -8.25),-0.16,1927
2738,-0.5,166.0,-14,Porites australiensis,-4.405,0.31628571428571384,POINT (166 -0.5),-0.16,1927
2739,15.94,166.04,8,Porites lutea,-4.658333333333333,0.15082178714859484,POINT (166.04 15.94),-0.16,1927
2740,-3.4118,143.637,,Porites sp.,-5.43,-0.045348837209302495,POINT (143.637 -3.4118),-0.16,1927
2741,27.106,142.194,-5.6,Porites sp.,-4.4,-0.07680327868852554,POINT (142.194 27.106),-0.16,1927
2742,-16.7167,146.0333,,Porites sp.,-4.99,-0.12326086956521731,POINT (146.0333 -16.7167),-0.16,1927
2743,18.54,122.15,-4.5,Porites lobata,-4.836125,0.001383277310925024,POINT (122.15 18.54),-0.16,1927
2744,-16.82,179.23,-10,Porites sp.,-5.14,-0.20537037037036932,POINT (179.23 -16.82),-0.16,1927
2745,7.2859,134.2503,,Porites lutea,-5.788211564166667,-0.21827907767438326,POINT (134.2503 7.2859),-0.16,1927
2746,1.5,124.83,-3,Porites sp.,-5.2133416666666665,-0.07577528625954155,POINT (124.83 1.5),-0.16,1927
2747,13.598,144.836,-7.8,Porites lobata,-5.183333333333334,-0.17222485518694075,POINT (144.836 13.598),-0.16,1927
2748,27.106,142.194,-5.6,Porites sp.,-4.3950000000000005,-0.07371815718157215,POINT (142.194 27.106),-0.16,1927
2749,7.2708,134.3837,,Porites lutea,-5.762858806916667,-0.026151723124091752,POINT (134.3837 7.2708),-0.16,1927
2750,-10.12,123.31,-3,Porites.sp,-5.2425,-0.07071166928309758,POINT (123.31 -10.12),-0.16,1927
2751,-22.1,153.0,-10,Porites australiensus,-5.3,-0.23922155688622837,POINT (153 -22.1),-0.16,1927
2752,-5.22,145.82,,Porites sp.,-5.03175,0.22931428571428647,POINT (145.82 -5.22),-0.16,1927
2753,-22.1,153.0,-10,Porites australiensis,-4.612,-0.39022205588822345,POINT (153 -22.1),-0.16,1927
2754,-0.5,166.0,-14,Porites sp.,-4.5225,0.2516000543326742,POINT (166 -0.5),-0.16,1927
2755,1.0,173.0,-6,,-4.31558407,0.13675214842742012,POINT (173 1),-0.16,1927
2756,-21.2378,-159.8278,,Porites lutea,-4.46125,0.024521276595745434,POINT (-159.8278 -21.2378),-0.16,1927
2757,-0.4084,-91.234,-3,Pavona clavus,-3.88,0.1475690607734812,POINT (-91.23399999999999 -0.4084),-0.16,1927
2758,3.906228,-159.285932,,,-4.636666666666667,0.25852678571428545,POINT (-159.285932 3.906228),-0.16,1927
2759,5.8664,-162.12,-9,Porites lutea,-4.86898161525,-0.01185745362397217,POINT (-162.12 5.8664),-0.16,1927
2760,-21.2378,-159.8278,,Porites lutea,-4.2481,0.041412000000000226,POINT (-159.8278 -21.2378),-0.16,1927
2761,-21.2378,-159.8278,,Porites lutea,-4.2475000000000005,0.04493766404199473,POINT (-159.8278 -21.2378),-0.16,1927
2762,10.3,-109.216667,-2,Porites lobata,-5.394445048333334,-0.03881942294981844,POINT (-109.216667 10.3),-0.16,1927
2763,21.9,120.7,-6,Porites sp.,-5.350508333333334,-0.34012643518518537,POINT (120.7 21.9),-0.16,1927
2764,-17.5,-149.83,,Porites lutea,4.2875,0.10715813063834645,POINT (-149.83 -17.5),-0.16,1927
2765,5.87,-162.13,-9,Porites lutea,-4.87,0.04718114776079485,POINT (-162.13 5.87),-0.16,1927
2766,-21.2378,-159.8278,,Porites lutea,-4.462,0.024181720430108022,POINT (-159.8278 -21.2378),-0.16,1927
2767,-17.5,-149.83,,Porites lutea,-4.2,-0.02050359712230243,POINT (-149.83 -17.5),-0.16,1927
2768,5.867,-162.133,-9,Porites lutea,-4.866666666666666,0.048888307857335,POINT (-162.133 5.867),-0.16,1927
2769,5.87,-162.13,,Porites lutea,-4.844166666666666,0.039308300395257234,POINT (-162.13 5.87),-0.16,1927
2770,7.983,-82.05,-3,Porites lobata,-5.946923076923077,-0.1416224903693415,POINT (-82.05 7.983),-0.16,1927
2771,5.87,-162.13,-10,Porites lutea,-4.87,0.04751743094663574,POINT (-162.13 5.87),-0.16,1927
2772,-21.2378,-159.8278,,Porites lutea,-4.33375,-0.0776291512915126,POINT (-159.8278 -21.2378),-0.16,1927
2773,16.84,112.33,,,-5.433541666666667,-0.012332542194092966,POINT (112.33 16.84),-0.16,1927
2774,11.17,-60.85,-4,Montastaea faveolata,-3.865,0.13605468749999972,POINT (-60.85 11.17),-0.2,1928
2775,32.0,-64.0,-16,Diploria labyrinthiformis,-3.801,-0.1526728110599076,POINT (-64 32),-0.2,1928
2776,16.77,-22.88,-3,Siderastrea radians,-3.11,-0.1066333333333338,POINT (-22.88 16.77),-0.2,1928
2777,25.0,-80.6,-2,Solenastrea bournoni,-5.38,-0.5161020408163264,POINT (-80.59999999999999 25),-0.2,1928
2778,32.466667,-64.7,-12,Diploria strigosa,-3.6824999999999997,-0.09295029239765995,POINT (-64.7 32.466667),-0.2,1928
2779,24.917,-80.757778,-5,Solenastrea bournoni,-2.46,0.1317283950617285,POINT (-80.757778 24.917),-0.2,1928
2780,32.0,-64.0,-16,Diploria labyrinthiformis,-3.51,-0.09192201834862379,POINT (-64 32),-0.2,1928
2781,25.38,-80.17,-10,Montastraea faveolata,-3.5,0.06152542372881342,POINT (-80.17 25.38),-0.2,1928
2782,-23.15,43.58,-1.1,Porites lobata,-4.273333333333333,0.15225024727992054,POINT (43.58 -23.15),-0.2,1928
2783,-23.15725,43.588183,-1.8,Porites sp.,-4.353,0.1421902654867262,POINT (43.588183 -23.15725),-0.2,1928
2784,-8.0167,39.5,-6,Diploastrea heliopora,-3.946,0.1044098705501626,POINT (39.5 -8.0167),-0.2,1928
2785,-28.4617,113.7683,-5,Porites lutea,-3.8803830265,-0.004976284409999643,POINT (113.7683 -28.4617),-0.2,1928
2786,-23.357167,43.619483,,Porites sp.,-4.615,-0.09935000000000027,POINT (43.619483 -23.357167),-0.2,1928
2787,-23.142967,43.583067,-1.1,Porites sp.,-4.312083833,0.11969773988955179,POINT (43.583067 -23.142967),-0.2,1928
2788,-28.4617,113.7683,-5,Porites lutea,-3.90131152,-0.026081740960420596,POINT (113.7683 -28.4617),-0.2,1928
2789,-12.65,45.1,,Porites solida,-4.918333333333334,-0.033574289405684965,POINT (45.1 -12.65),-0.2,1928
2790,-4.616167,55.0,-7,Porites lutea,-4.636833333333334,0.0808244444444437,POINT (55 -4.616167),-0.2,1928
2791,-3.0,40.0,-6,Porites lutea,-4.35,0.04096907216494827,POINT (40 -3),-0.2,1928
2792,-21.03,55.25,-12.3,Porites sp.,-4.44,-0.1648841463414641,POINT (55.25 -21.03),-0.2,1928
2793,-21.905,113.965,-3,Porites lutea,-4.4816666666666665,0.034655172413793345,POINT (113.965 -21.905),-0.2,1928
2794,17.93457,67.00123,-5,Montastraea faviolata,-4.44,-0.22640316205533662,POINT (67.00123000000001 17.93457),-0.2,1928
2795,16.2,-61.49,-1.7,Diploria strigosa,-4.100583333333334,-0.007150755124055941,POINT (-61.49 16.2),-0.2,1928
2796,11.77,-66.75,-2,Diploria strigosa,-3.894083333333333,0.17193125000000054,POINT (-66.75 11.77),-0.2,1928
2797,17.53,-77.97,-125,Ceratoporella nicholsoni,-0.36,0.023220338983050925,POINT (-77.97 17.53),-0.2,1928
2798,11.77,-66.75,-2,Diploria strigosa,-3.894,0.17244186046511611,POINT (-66.75 11.77),-0.2,1928
2799,15.978056,-86.485,-5.5,Orbicella faveolata,-3.808,2.206411368789939,POINT (-86.485 15.978056),-0.2,1928
2800,19.70038,-80.05647,-9,Diploria strigosa,-4.066307692307692,0.1295470769230782,POINT (-80.05647 19.70038),-0.2,1928
2801,16.2,-61.49,-1.7,Diploria strigosa,-4.101,-0.0033980582524266723,POINT (-61.49 16.2),-0.2,1928
2802,27.85,34.32,-6,Porites sp.,-3.53,-0.12463114754098381,POINT (34.32 27.85),-0.2,1928
2803,29.42,34.97,-4.5,Porites sp.,-2.74,-0.016487804878048795,POINT (34.97 29.42),-0.2,1928
2804,29.42,34.97,-4.5,Porites sp.,-2.69,0.05794392523364511,POINT (34.97 29.42),-0.2,1928
2805,27.85,34.32,-6,Porites sp.,-3.53,-0.12513945578231267,POINT (34.32 27.85),-0.2,1928
2806,-14.27,-169.55,,Porites sp.,-5.029322630083334,-0.2710078564484357,POINT (-169.55 -14.27),-0.2,1928
2807,1.33,172.97,-6.7,Porites sp.,0.776,0.695863888888889,POINT (172.97 1.33),-0.2,1928
2808,-15.0,167.0,,Platygyra lamellina,-5.06,-0.1093678160919529,POINT (167 -15),-0.2,1928
2809,1.0,172.0,-3,Porites lobata,-4.67325,0.16530756013745762,POINT (172 1),-0.2,1928
2810,-8.38,115.71,-10,,-5.210365756833333,0.032964704327679506,POINT (115.71 -8.380000000000001),-0.2,1928
2811,-16.82,179.23,-10,Porites sp.,-4.61,-0.06654545454545513,POINT (179.23 -16.82),-0.2,1928
2812,-8.25,115.5,-3,Porites sp.,-4.863341666666667,0.13691491228070163,POINT (115.5 -8.25),-0.2,1928
2813,-0.5,166.0,-14,Porites australiensis,-4.5675,0.1537857142857142,POINT (166 -0.5),-0.2,1928
2814,15.94,166.04,8,Porites lutea,-4.9075,-0.09834487951807169,POINT (166.04 15.94),-0.2,1928
2815,-3.4118,143.637,,Porites sp.,-5.5,-0.11534883720930278,POINT (143.637 -3.4118),-0.2,1928
2816,27.106,142.194,-5.6,Porites sp.,-4.3,0.023196721311474988,POINT (142.194 27.106),-0.2,1928
2817,18.54,122.15,-4.5,Porites lobata,-4.880225,-0.042716722689075226,POINT (122.15 18.54),-0.2,1928
2818,-15.7,167.2,-1,Porites lutea,-4.766666666666667,0.09679099075555975,POINT (167.2 -15.7),-0.2,1928
2819,-16.82,179.23,-10,Porites sp.,-4.92,0.014629629629630436,POINT (179.23 -16.82),-0.2,1928
2820,7.2859,134.2503,,Porites lutea,-5.708083110833333,-0.13815062434104952,POINT (134.2503 7.2859),-0.2,1928
2821,-17.73,148.43,-5,Porites sp.,-4.63,0.0068421052631570944,POINT (148.43 -17.73),-0.2,1928
2822,1.5,124.83,-3,Porites sp.,-5.194183333333333,-0.056616952926208164,POINT (124.83 1.5),-0.2,1928
2823,13.598,144.836,-7.8,Porites lobata,-5.1466666666666665,-0.13555818852027368,POINT (144.836 13.598),-0.2,1928
2824,27.106,142.194,-5.6,Porites sp.,-4.298333333333333,0.022948509485095414,POINT (142.194 27.106),-0.2,1928
2825,7.2708,134.3837,,Porites lutea,-5.679430700249999,0.05727638354257625,POINT (134.3837 7.2708),-0.2,1928
2826,-10.12,123.31,-3,Porites.sp,-5.051666666666667,0.12012166405023539,POINT (123.31 -10.12),-0.2,1928
2827,-5.22,145.82,,Porites sp.,-5.3115,-0.05043571428571347,POINT (145.82 -5.22),-0.2,1928
2828,-22.1,153.0,-10,Porites australiensis,-4.4,-0.1782220558882237,POINT (153 -22.1),-0.2,1928
2829,-0.5,166.0,-14,Porites sp.,-4.503333333333333,0.2707667209993412,POINT (166 -0.5),-0.2,1928
2830,1.0,173.0,-6,,-4.377037554166667,0.07529866426075316,POINT (173 1),-0.2,1928
2831,-21.2378,-159.8278,,Porites lutea,-4.4275,0.058271276595744936,POINT (-159.8278 -21.2378),-0.2,1928
2832,-0.4084,-91.234,-3,Pavona clavus,-3.71,0.3175690607734811,POINT (-91.23399999999999 -0.4084),-0.2,1928
2833,3.906228,-159.285932,,,-4.5575,0.33769345238095205,POINT (-159.285932 3.906228),-0.2,1928
2834,5.8664,-162.12,-9,Porites lutea,-4.85548595475,0.0016382068760281143,POINT (-162.12 5.8664),-0.2,1928
2835,-21.2378,-159.8278,,Porites lutea,-4.0364,0.2531119999999998,POINT (-159.8278 -21.2378),-0.2,1928
2836,-21.2378,-159.8278,,Porites lutea,-4.03625,0.25618766404199533,POINT (-159.8278 -21.2378),-0.2,1928
2837,10.3,-109.216667,-2,Porites lobata,-5.50308368825,-0.14745806286648477,POINT (-109.216667 10.3),-0.2,1928
2838,21.9,120.7,-6,Porites sp.,-5.239625,-0.2292431018518517,POINT (120.7 21.9),-0.2,1928
2839,-17.5,-149.83,,Porites lutea,4.055,-0.12534186936165348,POINT (-149.83 -17.5),-0.2,1928
2840,5.87,-162.13,-9,Porites lutea,-4.8549999999999995,0.06218114776079542,POINT (-162.13 5.87),-0.2,1928
2841,-21.2378,-159.8278,,Porites lutea,-4.4283,0.05788172043010764,POINT (-159.8278 -21.2378),-0.2,1928
2842,-17.5,-149.83,,Porites lutea,-4.06,0.11949640287769814,POINT (-149.83 -17.5),-0.2,1928
2843,5.867,-162.133,-9,Porites lutea,-4.8525,0.06305497452400122,POINT (-162.133 5.867),-0.2,1928
2844,5.87,-162.13,,Porites lutea,-4.86,0.023474967061923202,POINT (-162.13 5.87),-0.2,1928
2845,7.983,-82.05,-3,Porites lobata,-6.072307692307692,-0.26700710575395714,POINT (-82.05 7.983),-0.2,1928
2846,5.87,-162.13,-10,Porites lutea,-4.8549999999999995,0.06251743094663631,POINT (-162.13 5.87),-0.2,1928
2847,-21.2378,-159.8278,,Porites lutea,-4.2325,0.023620848708487685,POINT (-159.8278 -21.2378),-0.2,1928
2848,16.84,112.33,,,-5.483333333333333,-0.062124208860759644,POINT (112.33 16.84),-0.2,1928
2849,11.17,-60.85,-4,Montastaea faveolata,-3.865,0.13605468749999972,POINT (-60.85 11.17),-0.27,1929
2850,32.0,-64.0,-16,Diploria labyrinthiformis,-3.814,-0.1656728110599075,POINT (-64 32),-0.27,1929
2851,16.77,-22.88,-3,Siderastrea radians,-3.0083333333333333,-0.00496666666666723,POINT (-22.88 16.77),-0.27,1929
2852,25.0,-80.6,-2,Solenastrea bournoni,-5.071,-0.20710204081632622,POINT (-80.59999999999999 25),-0.27,1929
2853,32.466667,-64.7,-12,Diploria strigosa,-3.6141666666666663,-0.024616959064326593,POINT (-64.7 32.466667),-0.27,1929
2854,24.917,-80.757778,-5,Solenastrea bournoni,-2.6,-0.008271604938271615,POINT (-80.757778 24.917),-0.27,1929
2855,32.0,-64.0,-16,Diploria labyrinthiformis,-3.658,-0.23992201834862392,POINT (-64 32),-0.27,1929
2856,25.38,-80.17,-10,Montastraea faveolata,-3.91,-0.3484745762711867,POINT (-80.17 25.38),-0.27,1929
2857,-23.15,43.58,-1.1,Porites lobata,-4.415,0.010583580613253929,POINT (43.58 -23.15),-0.27,1929
2858,-23.15725,43.588183,-1.8,Porites sp.,-4.428,0.06719026548672602,POINT (43.588183 -23.15725),-0.27,1929
2859,-8.0167,39.5,-6,Diploastrea heliopora,-4.147666666666667,-0.09725679611650406,POINT (39.5 -8.0167),-0.27,1929
2860,-28.4617,113.7683,-5,Porites lutea,-3.9498184855,-0.07441174340999934,POINT (113.7683 -28.4617),-0.27,1929
2861,-23.357167,43.619483,,Porites sp.,-4.604,-0.08835000000000015,POINT (43.619483 -23.357167),-0.27,1929
2862,-23.142967,43.583067,-1.1,Porites sp.,-4.39569475,0.03608682288955212,POINT (43.583067 -23.142967),-0.27,1929
2863,-28.4617,113.7683,-5,Porites lutea,-3.9628400684,-0.08761028936042026,POINT (113.7683 -28.4617),-0.27,1929
2864,-12.65,45.1,,Porites solida,-4.954,-0.06924095607235081,POINT (45.1 -12.65),-0.27,1929
2865,-4.616167,55.0,-7,Porites lutea,-4.670583333333333,0.0470744444444442,POINT (55 -4.616167),-0.27,1929
2866,-3.0,40.0,-6,Porites lutea,-4.382,0.008969072164948244,POINT (40 -3),-0.27,1929
2867,-21.03,55.25,-12.3,Porites sp.,-4.37,-0.0948841463414638,POINT (55.25 -21.03),-0.27,1929
2868,-21.905,113.965,-3,Porites lutea,-4.408333333333333,0.1079885057471266,POINT (113.965 -21.905),-0.27,1929
2869,17.93457,67.00123,-5,Montastraea faviolata,-4.15,0.06359683794466342,POINT (67.00123000000001 17.93457),-0.27,1929
2870,16.2,-61.49,-1.7,Diploria strigosa,-4.040416666666666,0.05301591154261143,POINT (-61.49 16.2),-0.27,1929
2871,11.77,-66.75,-2,Diploria strigosa,-3.8343333333333334,0.23168125000000028,POINT (-66.75 11.77),-0.27,1929
2872,11.77,-66.75,-2,Diploria strigosa,-3.834,0.23244186046511617,POINT (-66.75 11.77),-0.27,1929
2873,15.978056,-86.485,-5.5,Orbicella faveolata,-3.8075,2.206911368789939,POINT (-86.485 15.978056),-0.27,1929
2874,19.70038,-80.05647,-9,Diploria strigosa,-4.060307692307692,0.13554707692307844,POINT (-80.05647 19.70038),-0.27,1929
