# Mafia Archipelago, Tanzania 17th and 20th Century Diploastrea Coral d18O 
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/10808
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/mafia2006.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2011-04
#--------------------
# Title
#	Study_Name: Mafia Archipelago, Tanzania 17th and 20th Century Diploastrea Coral d18O 
#--------------------
# Investigators
#       Investigators: Damassa, T.D.; Cole, J.E.; Barnett, H.R.; Ault, T.R.; McClanahan, T.R.  
#--------------------
# Description_and_Notes
#	Description: This dataset includes d18O values and anomalies from a coral  that grew in the tropical western Indian Ocean, in Tanzania's  Mafia archipelago. Data span the 20th century at monthly  resolution and the interval of 1622-1721 at bimonthly resolution.  Anomalies were calculated by subtracting the mean value for the  1 or 2 month period as appropriate for dataset resolution.  These data originate from a single colony of Diploastrea heliopora  cored in July 2000 at Fungu Mrima Reef in the Mafia Archipelago  of Tanzania. We slabbed and X-rayed the core and characterized  the growth geometry using SEM. We sampled the columella portion  of the skeleton at 0.25 mm (for the 20th-century) and 0.5 mm  (for the 17th century) depth intervals using a diamond-encrusted  drill bit. We assigned ages to the samples based on density  banding and isotopic seasonality, assuming d18O maxima fell  in August (the coldest month). We estimate the age uncertainty  for the 20th century interval as ~±1yr and for the older interval  at ~±5yr.  Fungu Mrima Reef, Mafia Archipelago, Tanzania 
#--------------------
# Publication 
#       Authors: Damassa, T.D.; Cole, J.E.; Barnett, H.R.; Ault, T.R.; McClanahan, T.R.
#       Published_Date_or_Year: 2006     
#       Published_Title: Enhanced multidecadal climate variability in the 17th century from coral isotope records in the western Indian Ocean
#       Journal_Name: Paleoceanography
#       Volume: 21
#       Edition: 
#       Issue: PA2016
#       Pages: 
#       DOI: 10.1029/2005PA001217 
#       Online_Resource: 
#       Full_Citation: Damassa, T.D., J.E. Cole, H.R. Barnett, T.R. Ault, and T.R. McClanahan. 2006. Enhanced multidecadal climate variability in the 17th century from coral isotope records in the western Indian Ocean. Paleoceanography, 21, PA2016, doi: 10.1029/2005PA001217 
#       Abstract: The slowly growing coral Diploastrea heliopora affords a novel opportunity to obtain multicentury records of paleoclimate, including details of the interannual rhythms associated with the El Nino-Southern Oscillation (ENSO) system. We examine climate variability in an ENSO-teleconnected region using new oxygen isotope records from D. heliopora, spanning most of the twentieth (1896-1998) and seventeenth (1622-1722) centuries, from the Mafia archipelago, Tanzania. The modern record demonstrates coherency with relevant instrumental and proxy time series, documents twentieth century warming, and displays significant power at ENSO periodicities. The seventeenth century record lacks any trend, exhibits interannual variance comparable to the modern record, and displays a pronounced interdecadal signal not evident in the twentieth century that correlates with other tropical and hemispheric climate records. We find no clear evidence of solar irradiance influence on interannual variability in the western Indian Ocean during these intervals, although the mean sea surface temperature appears to vary inversely with insolation. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation ATM CAREER grant
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA) Climate Change Data and Diagnostics program
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Mafia Archipelago, Tanzania
#       Location: Africa>Eastern Africa>Tanzania
#	Country: Tanzania  
#	Northernmost_Latitude: -8.0167
# 	Southernmost_Latitude: -8.0167
# 	Easternmost_Longitude: 39.50
# 	Westernmost_Longitude: 39.50
# 	Elevation: -6 m
#------------------
# Data_Collection   
#	Collection_Name: 06tanz01b
#	Earliest_Year: 1896
#	Most_Recent_Year: 1998
#	Time_Unit: AD
#	Core_Length: 
#	Notes: Anomalies were calculated by subtracting the mean value for the  1 or 2 month period as appropriate for dataset resolution
#------------------
# Species
#	Species_Name: Diploastrea heliopora 
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Diploastrea heliopora, , permil VPDB, , Corals and Sclerosponges, , ,N
##d18O_anom	delta 18O, Diploastrea heliopora, , permil VPDB, , Corals and Sclerosponges, anomaly calculation: subtracting the mean value for the  1 or 2 month period, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	d18O_anom
1896.625	-3.823	-0.068
1896.708	-3.900	0.001
1896.792	-4.165	-0.139
1896.875	-4.178	-0.080
1896.958	-4.243	-0.109
1897.042	-4.192	-0.039
1897.125	-4.203	-0.029
1897.208	-4.169	0.050
1897.292	-4.116	0.068
1897.375	-3.963	0.141
1897.458	-3.894	0.101
1897.542	-3.789	0.080
1897.625	-3.715	0.039
1897.708	-3.929	-0.028
1897.792	-3.998	0.027
1897.875	-4.036	0.062
1897.958	-3.957	0.176
1898.042	-3.993	0.161
1898.125	-4.160	0.015
1898.208	-4.161	0.058
1898.292	-4.054	0.131
1898.375	-3.953	0.150
1898.458	-3.761	0.234
1898.542	-3.658	0.211
1898.625	-3.578	0.177
1898.708	-3.826	0.074
1898.792	-3.932	0.093
1898.875	-4.027	0.070
1898.958	-4.043	0.090
1899.042	-4.120	0.033
1899.125	-4.222	-0.048
1899.208	-4.161	0.058
1899.292	-4.153	0.031
1899.375	-4.098	0.005
1899.458	-3.771	0.223
1899.542	-3.587	0.282
1899.625	-3.533	0.222
1899.708	-3.758	0.142
1899.792	-3.907	0.118
1899.875	-4.074	0.024
1899.958	-4.126	0.007
1900.042	-4.144	0.010
1900.125	-4.153	0.022
1900.208	-4.221	-0.003
1900.292	-4.243	-0.059
1900.375	-4.255	-0.152
1900.458	-4.145	-0.151
1900.542	-3.993	-0.124
1900.625	-3.834	-0.079
1900.708	-3.929	-0.029
1900.792	-4.057	-0.032
1900.875	-4.047	0.051
1900.958	-4.238	-0.105
1901.042	-4.153	0.001
1901.125	-4.132	0.043
1901.208	-4.225	-0.007
1901.292	-4.192	-0.008
1901.375	-4.075	0.028
1901.458	-4.037	-0.043
1901.542	-3.935	-0.066
1901.625	-3.603	0.151
1901.708	-3.695	0.206
1901.792	-3.810	0.215
1901.875	-3.865	0.233
1901.958	-3.927	0.207
1902.042	-3.979	0.174
1902.125	-4.197	-0.023
1902.208	-4.344	-0.126
1902.292	-4.278	-0.093
1902.375	-4.160	-0.057
1902.458	-3.979	0.015
1902.542	-3.847	0.022
1902.625	-3.774	-0.020
1902.708	-3.937	-0.037
1902.792	-4.050	-0.025
1902.875	-4.109	-0.011
1902.958	-4.138	-0.004
1903.042	-4.194	-0.040
1903.125	-4.176	-0.001
1903.208	-4.140	0.078
1903.292	-4.152	0.032
1903.375	-4.062	0.042
1903.458	-3.867	0.127
1903.542	-3.853	0.016
1903.625	-3.522	0.233
1903.708	-3.804	0.097
1903.792	-3.955	0.070
1903.875	-4.032	0.066
1903.958	-4.128	0.006
1904.042	-3.940	0.214
1904.125	-4.032	0.143
1904.208	-4.036	0.182
1904.292	-3.987	0.197
1904.375	-3.933	0.170
1904.458	-3.850	0.144
1904.542	-3.715	0.154
1904.625	-3.676	0.079
1904.708	-3.803	0.097
1904.792	-3.980	0.045
1904.875	-3.918	0.180
1904.958	-3.982	0.152
1905.042	-3.936	0.218
1905.125	-3.953	0.221
1905.208	-4.059	0.160
1905.292	-4.071	0.113
1905.375	-4.013	0.091
1905.458	-3.913	0.081
1905.542	-3.747	0.121
1905.625	-3.698	0.057
1905.708	-3.946	-0.045
1905.792	-4.161	-0.136
1905.875	-4.214	-0.116
1905.958	-4.244	-0.111
1906.042	-4.218	-0.064
1906.125	-4.213	-0.038
1906.208	-4.278	-0.060
1906.292	-4.166	0.018
1906.375	-4.156	-0.053
1906.458	-3.901	0.093
1906.542	-3.791	0.077
1906.625	-3.629	0.125
1906.708	-3.767	0.134
1906.792	-3.984	0.041
1906.875	-4.099	-0.002
1906.958	-4.110	0.024
1907.042	-4.094	0.059
1907.125	-4.141	0.033
1907.208	-4.373	-0.154
1907.292	-4.184	0.001
1907.375	-3.987	0.116
1907.458	-3.918	0.076
1907.542	-3.726	0.142
1907.625	-3.566	0.189
1907.708	-3.752	0.148
1907.792	-3.905	0.120
1907.875	-3.972	0.126
1907.958	-4.007	0.126
1908.042	-4.020	0.134
1908.125	-4.031	0.143
1908.208	-4.025	0.193
1908.292	-3.921	0.263
1908.375	-3.825	0.279
1908.458	-3.739	0.255
1908.542	-3.701	0.168
1908.625	-3.680	0.074
1908.708	-3.866	0.035
1908.792	-3.886	0.139
1908.875	-3.815	0.283
1908.958	-3.759	0.375
1909.042	-3.738	0.415
1909.125	-3.567	0.607
1909.208	-3.712	0.507
1909.292	-3.759	0.425
1909.375	-3.789	0.314
1909.458	-3.814	0.180
1909.542	-3.816	0.053
1909.625	-3.786	-0.032
1909.708	-3.882	0.018
1909.792	-3.821	0.204
1909.875	-3.876	0.222
1909.958	-3.850	0.284
1910.042	-3.870	0.284
1910.125	-3.897	0.277
1910.208	-3.902	0.316
1910.292	-3.891	0.293
1910.375	-3.797	0.306
1910.458	-3.655	0.340
1910.542	-3.618	0.250
1910.625	-3.532	0.222
1910.708	-3.668	0.232
1910.792	-3.791	0.235
1910.875	-3.898	0.200
1910.958	-3.869	0.265
1911.042	-3.945	0.208
1911.125	-3.908	0.267
1911.208	-3.982	0.236
1911.292	-4.117	0.067
1911.375	-4.001	0.102
1911.458	-3.927	0.067
1911.542	-3.761	0.108
1911.625	-3.563	0.192
1911.708	-3.607	0.293
1911.792	-3.956	0.069
1911.875	-4.050	0.048
1911.958	-4.073	0.060
1912.042	-4.125	0.029
1912.125	-4.211	-0.037
1912.208	-4.284	-0.066
1912.292	-4.253	-0.069
1912.375	-4.260	-0.157
1912.458	-4.054	-0.060
1912.542	-3.719	0.150
1912.625	-3.601	0.153
1912.708	-3.813	0.087
1912.792	-3.931	0.094
1912.875	-4.070	0.027
1912.958	-4.197	-0.063
1913.042	-4.147	0.006
1913.125	-4.141	0.033
1913.208	-4.203	0.015
1913.292	-4.165	0.019
1913.375	-4.079	0.024
1913.458	-3.899	0.095
1913.542	-3.658	0.210
1913.625	-3.608	0.147
1913.708	-3.627	0.274
1913.792	-3.966	0.060
1913.875	-3.989	0.109
1913.958	-4.077	0.057
1914.042	-4.052	0.101
1914.125	-4.198	-0.024
1914.208	-4.094	0.124
1914.292	-4.023	0.162
1914.375	-3.965	0.138
1914.458	-3.790	0.205
1914.542	-3.704	0.165
1914.625	-3.681	0.073
1914.708	-3.842	0.059
1914.792	-3.968	0.057
1914.875	-4.022	0.076
1914.958	-4.100	0.033
1915.042	-4.230	-0.077
1915.125	-4.162	0.013
1915.208	-4.122	0.096
1915.292	-4.048	0.136
1915.375	-3.934	0.170
1915.458	-3.850	0.144
1915.542	-3.833	0.036
1915.625	-3.767	-0.013
1915.708	-3.909	-0.009
1915.792	-3.989	0.036
1915.875	-3.978	0.119
1915.958	-4.021	0.113
1916.042	-4.126	0.027
1916.125	-4.158	0.016
1916.208	-4.087	0.131
1916.292	-3.966	0.218
1916.375	-3.837	0.266
1916.458	-3.785	0.209
1916.542	-3.714	0.155
1916.625	-3.522	0.233
1916.708	-3.686	0.215
1916.792	-3.889	0.136
1916.875	-4.073	0.024
1916.958	-3.998	0.135
1917.042	-3.962	0.192
1917.125	-3.760	0.415
1917.208	-4.066	0.153
1917.292	-4.112	0.072
1917.375	-4.094	0.009
1917.458	-4.042	-0.047
1917.542	-3.914	-0.046
1917.625	-3.603	0.152
1917.708	-3.767	0.133
1917.792	-3.859	0.166
1917.875	-3.817	0.281
1917.958	-3.879	0.254
1918.042	-3.941	0.212
1918.125	-4.090	0.085
1918.208	-4.081	0.137
1918.292	-4.124	0.060
1918.375	-4.109	-0.006
1918.458	-3.942	0.052
1918.542	-3.879	-0.010
1918.625	-3.558	0.196
1918.708	-3.694	0.207
1918.792	-3.769	0.256
1918.875	-3.920	0.178
1918.958	-4.027	0.106
1919.042	-4.140	0.014
1919.125	-4.094	0.081
1919.208	-4.053	0.165
1919.292	-4.090	0.094
1919.375	-4.224	-0.121
1919.458	-4.150	-0.156
1919.542	-4.036	-0.167
1919.625	-3.720	0.034
1919.708	-3.814	0.086
1919.792	-3.841	0.185
1919.875	-3.849	0.249
1919.958	-4.157	-0.023
1920.042	-4.081	0.072
1920.125	-3.968	0.207
1920.208	-4.025	0.193
1920.292	-4.132	0.052
1920.375	-4.311	-0.208
1920.458	-4.259	-0.265
1920.542	-3.881	-0.012
1920.625	-3.780	-0.025
1920.708	-3.695	0.205
1920.792	-3.946	0.079
1920.875	-4.168	-0.070
1920.958	-4.098	0.036
1921.042	-3.990	0.164
1921.125	-4.020	0.154
1921.208	-3.998	0.220
1921.292	-3.970	0.215
1921.375	-3.832	0.271
1921.458	-3.787	0.207
1921.542	-3.644	0.225
1921.625	-3.520	0.235
1921.708	-3.789	0.112
1921.792	-3.902	0.123
1921.875	-3.851	0.246
1921.958	-3.816	0.318
1922.042	-3.782	0.372
1922.125	-3.839	0.335
1922.208	-4.031	0.187
1922.292	-4.128	0.056
1922.375	-4.091	0.013
1922.458	-4.003	-0.008
1922.542	-3.795	0.074
1922.625	-3.442	0.313
1922.708	-3.620	0.280
1922.792	-3.709	0.316
1922.875	-3.963	0.135
1922.958	-4.039	0.094
1923.042	-4.089	0.064
1923.125	-4.128	0.046
1923.208	-4.138	0.081
1923.292	-4.241	-0.057
1923.375	-4.146	-0.043
1923.458	-4.032	-0.038
1923.542	-3.874	-0.005
1923.625	-3.712	0.043
1923.708	-3.886	0.014
1923.792	-3.945	0.080
1923.875	-3.954	0.144
1923.958	-4.083	0.051
1924.042	-4.159	-0.006
1924.125	-4.170	0.004
1924.208	-4.283	-0.065
