﻿# Houtman Abrolhos Coral Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/study/1856
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/abrolhos_data.txt
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/readme_abrolhos.txt
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/image/abrolhos13c.gif
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/image/abrolhos18o.gif
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  1999-07-01
#--------------------
# Title
#	Study_Name: Houtman Abrolhos Islands - Stable Isotope Data 
#--------------------
# Investigators
#       Investigators: Kuhnert, H.; Pätzold, J.; Hatcher, B.; Wyrwoll, K-H.; Eisenhauer, A.; Collins, L.B.; Zhu, Z.R.; Wefer, G.
#--------------------
# Description_and_Notes
#	Description: 
#--------------------
# Publication 
#       Authors: Kuhnert, H.; Pätzold, J.; Hatcher, B.; Wyrwoll, K-H.; Eisenhauer, A.; Collins, L.B.; Zhu, Z.R.; Wefer, G.
#       Published_Date_or_Year:  1999-04-01     
#       Published_Title: A 200-year coral stable oxygen isotope record from a high-latitude reef off Western Australia
#       Journal_Name: Coral Reefs
#       Volume: 18
#       Edition: 
#       Issue: 1
#       Pages: 1-12
#       DOI: 10.1007/s003380050147
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: A core from a coral colony of Porites lutea was analysed for stable oxygen isotopic composition*. A 200-year proxy record of sea surface temperatures from the Houtman Abrolhos Islands off west Australia was obtained from coral δ18O. At 29′S, the Houtman Abrolhos are the southernmost major reef complex of the Indian Ocean. They are located on the path of the Leeuwin Current, a southward flow of warm, tropical water, which is coupled to Indonesian throughflow. Coral δ18O primarily reflects local oceanographic and climatic variability, which is largely determined by spatial variability of the Leeuwin Current. However, coherence between coral δ18O and the current strength itself is relatively weak. Evolutionary spectral and singular spectrum analyses of coral δ18O demonstrate a high variability in spectral composition through time. Oscillations in the 5–7-y, 14–15-y, and quasi-biennial bands reflect teleconnections of local sea surface temperature (SST) to tropical Pacific climate variability. Deviations between local (coral-based) and regional (instrument) SST contain a cyclic component with a period of 15 y. Coral δ18O suggests a rise in SST by 0.6 ′C since AD 1944, consistent with available instrumental SST records. A long-term warming by 1.4 ′C since AD 1795 is inferred from the coral record.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Deutsche Forschungsgemeinschaft
#       Grant: Ma 821/11-1
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Australian Research Council
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Houtman Abrolhos Islands  
#       Location: Australia/New Zealand>Australia
#	Country:  
#	Northernmost_Latitude: -28.4617
# 	Southernmost_Latitude: -28.4617
# 	Easternmost_Longitude: 113.7683
# 	Westernmost_Longitude: 113.7683
# 	Elevation: -5 m
#------------------
# Data_Collection   
#	Collection_Name: 99aust01b
#	Earliest_Year: 1794
#	Most_Recent_Year: 1994
#	Time_Unit: AD
#	Notes: The coral core was originally sampled in half-yearly resolution. For the published chronology additional samples were taken (2-3 new samples between two "old" samples). Average sampling density is 7.7 samples per year. The bimonthly data were interpolated with an Excel-macro. Internal precisions (1 SD) are 0.02 per mil for delta O-18, and 0.015 per mil for delta C-13. External precisions (1 SD) of an internal laboratory standard (Solnhofen limestone) are 0.07 per mil for delta O-18, and 0.05 per mil for delta C-13.
#------------------
# Species 
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: The following is cited from Kuhnert et al. (1999): "A first rough ageassignment was based on the density banding pattern evident in x-radiographs overmost portions of the coral core. Each couplet of one low- and one high-density band represents the growth of one year. The higher-resolving age model is based on the assumption, that coral d18O primarily depends on temperature. In the d18O data deriving from an annual banding couplet the highest value was assigned to the mid of September, the coldest month on average. The chronology is thus tied to one point within each year; the ages of the other sampling points were linearly interpolated according to their spatial distances along the sampling profile. In skeletal portions with unclear density banding pattern the stratigraphy is solely based on cyclic variations in coral d18O. Each cycle was assumed to represent an annual cycle, as long as it occurred over a skeletal portion extending between 10 and 20 mm. Assignments of sub-annual dates were performed as described above. Errors are estimated to be �1 year per 100 years (due to unclear banding and d18O cycles near 1853 and 1869, respectively)."
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##depth	depth, , ,cm, , , , ,N
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites lutea, , permil VPDB, , Corals and Sclerosponges, , isotope ratio mass spectrometer,N
##d13C	delta 13C, Porites lutea, , permil VPDB, , Corals and Sclerosponges, , isotope ratio mass spectrometer,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
depth	age	d18O	d13C	
0	1994.375	-4.56758461	-3.687691212
0.2	1994.254286	-4.4130665	-3.1323668
0.5	1994.065714	-4.398697472	-3.246689796
0.75	1993.908571	-4.150276184	-2.938030481
0.9	1993.814286	-3.9021781	-3.0710235
1.05	1993.708	-3.83368516	-3.197959423
1.2	1993.577507	-3.851396084	-3.233720064
1.4	1993.403679	-4.023989677	-3.274620295
1.5	1993.316643	-4.045937538	-3.186455965
1.6	1993.229729	-3.981215715	-3.337412119
1.8	1993.055778	-3.955947638	-3.026674509
1.9	1992.968864	-4.058879375	-2.450407982
2	1992.88195	-3.793360233	-2.714661598
2.1	1992.794914	-3.686341763	-2.752500534
2.2	1992.708	-3.494165897	-3.030422449
2.3	1992.633903	-4.001436234	-3.465997458
2.4	1992.559807	-4.025780678	-3.489075422
2.5	1992.485832	-3.85300374	-3.536252022
2.6	1992.411735	-4.240958214	-3.378537655
2.675	1992.356193	-4.089970112	-3.089897633
2.75	1992.300651	-4.084612846	-3.212575674
2.95	1992.152458	-4.067138672	-3.182616472
3.05	1992.078361	-4.128074169	-3.184309959
3.15	1992.004265	-4.258527279	-3.38639164
3.25	1991.930168	-4.161326408	-3.559858084
3.35	1991.856193	-3.889161348	-3.215378523
3.55	1991.708	-3.670403	-3.062483
3.675	1991.634514	-3.750141144	-3.663945198
3.8	1991.560905	-3.8830863	-3.346966267
3.9	1991.502067	-3.779663324	-3.001741409
4	1991.443352	-4.169081783	-3.086477757
4.125	1991.369743	-4.268490314	-3.241085768
4.25	1991.296257	-4.424459553	-3.079202652
4.45	1991.178581	-4.4310599	-2.7415573
4.55	1991.119743	-4.215515614	-2.75452137
4.65	1991.060905	-4.237877941	-2.710436344
4.725	1991.016838	-4.060231209	-2.778543711
4.8	1990.972648	-4.25914011	-2.773324966
4.95	1990.884514	-3.7108656	-2.6623472
5.05	1990.825676	-3.595774174	-3.596975327
5.15	1990.766838	-3.586512661	-3.625073433
5.25	1990.708	-3.504902363	-3.694223404
5.35	1990.617058	-3.865861034	-3.73394537
5.425	1990.548942	-3.896766186	-3.759710312
5.5	1990.480705	-3.997009373	-3.410437584
5.575	1990.41259	-4.152516842	-3.460288763
5.65	1990.344353	-4.107688	-3.3479863
5.75	1990.25341	-4.204540253	-3.325097561
5.85	1990.16259	-4.476270199	-3.154235125
5.95	1990.071647	-4.375720978	-3.55647707
6.05	1989.980705	-4.081246376	-3.441078186
6.15	1989.889763	-3.87087512	-2.875651836
6.25	1989.798942	-3.888876438	-2.658106804
6.35	1989.708	-3.764833212	-3.135024786
6.45	1989.657951	-3.87858057	-3.367651701
6.65	1989.557976	-4.1945534	-3.4123075
6.775	1989.495476	-3.994321585	-3.700757504
6.9	1989.432976	-4.238911152	-3.451543331
7.025	1989.370476	-4.248260975	-3.314406872
7.15	1989.307976	-4.174656391	-3.002573252
7.275	1989.245476	-4.349053383	-3.152754784
7.4	1989.182976	-4.41778183	-2.740638256
7.525	1989.120476	-4.528278828	-2.694784641
7.65	1989.057976	-4.2847505	-2.7824324
7.775	1988.995476	-4.242383957	-3.142174482
7.9	1988.932976	-4.085803032	-3.088607073
8	1988.883049	-3.955300808	-3.240236282
8.1	1988.833	-3.8250916	-3.313577414
8.225	1988.7705	-3.852683783	-3.208423138
8.35	1988.708	-3.761833429	-2.924698114
8.55	1988.604118	-3.9947539	-3.2557627
8.65	1988.552116	-3.931699991	-3.20448494
8.75	1988.500236	-4.07761097	-3.12849617
8.825	1988.461296	-4.05269289	-3.381366491
8.9	1988.422233	-4.10294199	-3.490927696
9.05	1988.344353	-4.145458221	-3.580667734
9.2	1988.266472	-4.1171836	-2.9122757
9.325	1988.20153	-4.382593155	-3.145051956
9.45	1988.136589	-4.303353786	-3.124305964
9.575	1988.071647	-4.175951004	-3.198237419
9.7	1988.006706	-3.974773407	-3.264178753
10	1987.850822	-3.754931	-2.8669574
10.1	1987.798942	-3.75467062	-3.154932976
10.2	1987.74694	-3.762086868	-3.069759369
10.275	1987.708	-3.675763845	-3.063624144
10.35	1987.638176	-3.715152264	-3.081176043
10.5	1987.498649	-4.0243393	-3.1614378
10.65	1987.359123	-4.023243904	-3.090581656
10.8	1987.219597	-4.06682539	-2.898336411
10.875	1987.149895	-4.138710976	-2.925663471
10.95	1987.08007	-4.143949509	-2.865375757
11.05	1986.987053	-4.052626133	-3.041987419
11.15	1986.894035	-4.1552075	-2.572256
11.25	1986.801018	-3.682658434	-2.309027433
11.35	1986.708	-3.491115808	-2.877153873
11.45	1986.647453	-3.586453915	-3.522618055
11.55	1986.586784	-3.763803959	-3.556711197
11.625	1986.541374	-3.821767092	-3.647262812
11.7	1986.495842	-3.998781204	-3.476099014
11.8	1986.435295	-4.01322031	-3.460842848
11.9	1986.374626	-3.9833498	-3.1920689
12.1	1986.25341	-3.969272614	-2.920460939
12.3	1986.132194	-4.025063038	-3.024570227
12.375	1986.086784	-4.12886858	-3.221406221
12.45	1986.041374	-4.010495186	-3.126574516
12.55	1985.980705	-4.074494362	-3.257790089
12.65	1985.920158	-3.697614193	-3.088725805
12.9	1985.768547	-3.7302789	-3.1854423
13	1985.708	-3.619366169	-3.372174025
13.1	1985.655388	-3.625474453	-3.254083157
13.35	1985.523796	-3.903793097	-3.551824093
13.475	1985.458	-3.948935032	-3.544209719
13.6	1985.392204	-4.032743931	-3.392708778
