# Seasonal Galapagos coral Delta14C, d18O and d13C values from 1602-1835 AD
#-----------------------------------------------------------------------
#              World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                       NOAA Paleoclimatology Program 
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
#  Online_Resource: http://www.ncdc.noaa.gov/paleo/study/ 
# Online_Resource: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/druffel2015/druffel2015.txt
#
# Archive: Corals and Sclerosponges
#
#--------------------------------
# Contribution_Date
# Date: 2015-03-19
#--------------------------------
# Title:   Seasonal Galapagos coral D14C, d18O and d13C values from 1602-1835 AD
#--------------------------------
# Investigators: Druffel, E.R.M.; Griffin, S.; Vetter, D.; Dunbar, R.B.; Mucciarone, D.M.
#--------------------
# Description and Notes: 
#    Description: near-monthly measurements of D14C, d18O and d13C in the UR-18 coral collected from Urvina Bay in 1986. Precision on National Institute of Standards and Technology Standard Reference Materials 8544 and internal laboratory standards is better than 0.06‰ and 0.03‰ for d18O and d13C, respectively.
#     Total uncertainty of ?14C measurements was ±1.4‰. 
#--------------------
# Publication 
#   Authors: Druffel, E.R.M., S. Griffin, D. Vetter, R.B. Dunbar, and D.M. Mucciarone
#   Journal_Name: Geophysical Research Letters
#   Published_Title: Identification of frequent La Niña events during the early 1800s in the east equatorial Pacific
#   Published_Date_or_Year: 2015
#   Volume: 42
#   Pages: 
#   DOI: 10.1002/2014GL062997
#  Abstract: We report measurements of near monthly D14C and d18O during selected decades from an east equatorial Pacific coral that grew during the past four centuries. We find that El Niño events occurred regularly during the late 1700s. During the early 1800s, El Niño events occurred less often, and La Niña conditions prevailed, which were accompanied by unprecedented, low cool season ?14C values and high cool season d18O values. These results indicate that shallow overturning water (e.g., Central Mode Water) from the North Pacific was likely an important source of water to the Galapagos area during the early 1800s.
#--------------------------------
# Funding_Agency: 
#    Funding_Agency_Name:
#    Grant:
#--------------------------------
# Site Information: 
# Site_Name: Urvina Bay
# Location: Eastern Pacific Ocean 
#	Northernmost_Latitude:  -0.4
# 	Southernmost_Latitude:  -0.4
# 	Easternmost_Longitude: -91.3
# 	Westernmost_Longitude: -91.3
# 	Elevation: -4
#--------------------------------
# Data Collection 
# Collection_Name: Urvina Isotopes Druffel15
# Oldest_Year: 1602
# Most_Recent_Year: 1835
# Time_Unit: AD
# Core_Length: 
# Notes: Age in the data table is the sample midpoint age. 
#--------------------------------
# Chronology    
#--------------------------------
# Variables    
# 
# Data variables follow (have double marker- "##")
# Data line variables format:  Variables list, one per line, shortname-tab-nine components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
## age_AD	age,,,years AD,,,,,N
## D14Cp.clav	Delta14C,Pavona clavus,,per mil,,Coral,,analytical technique:accelerator mass spectrometry,N
## D14Cp.clav-cool	Delta14C,Pavona clavus,,per mil,cool season	Coral,,analytical technique:accelerator mass spectrometry,N
## D14Cp.clav-warm	Delta14C,Pavona clavus,,per mil,warm season	Coral,,analytical technique:accelerator mass spectrometry,N
## d13Cp.clav	delta 13C,Pavona clavus,,per mil PDB,,Coral,,analytical technique:accelerator mass spectrometry,N
## d18Op.clav	delta 18O,Pavona clavus,,per mil PDB,,Coral,,analytical technique:accelerator mass spectrometry,N
## d18Op.clav-cool	delta 18O,Pavona clavus,,per mil PDB,cool season,Coral,,analytical technique:accelerator mass spectrometry,N
## d18Op.clav-warm	delta 18O,Pavona clavus,,per mil PDB,warm season,Coral,,analytical technique:accelerator mass spectrometry,N
#-----------------------------------
# Data:
# Missing Value: -999
age_AD	D14Cp.clav	D14Cp.clav-cool	D14Cp.clav-warm	d13Cp.clav	d18Op.clav	d18Op.clav-cool	d18Op.clav-warm
1642.00	-59.9	-999	-999	-2.05	-3.50	-999	-999
1642.07	-60.1	-999	-999	-2.02	-3.55	-999	-999
1642.14	-62.8	-999	-999	-2.01	-3.52	-999	-999
1642.21	-64.3	-999	-999	-1.82	-3.52	-999	-999
1642.29	-62.8	-999	-999	-1.91	-3.46	-999	-999
1642.36	-63.8	-999	-999	-2.42	-3.66	-999	-999
1642.43	-64.4	-999	-999	-2.13	-3.69	-999	-999
1642.50	-59.3	-999	-999	-1.66	-3.83	-999	-999
1642.57	-58.6	-999	-999	-1.50	-3.91	-999	-999
1642.64	-54.4	-999	-999	-1.32	-3.96	-999	-999
1642.71	-53.5	-999	-999	-1.46	-3.82	-999	-999
1642.79	-53.5	-999	-999	-1.69	-3.72	-999	-999
1642.86	-54.4	-999	-999	-1.57	-3.71	-999	-999
1642.93	-55.0	-999	-999	-1.74	-3.60	-999	-999
1643.00	-58.1	-999	-999	-1.81	-3.54	-999	-999
1643.07	-60.5	-999	-999	-1.65	-3.48	-999	-999
1643.14	-58.5	-999	-999	-1.47	-3.43	-999	-999
1643.21	-60.7	-999	-999	-1.53	-3.54	-999	-999
1643.29	-61.6	-999	-999	-1.65	-3.58	-999	-999
1643.36	-60.0	-999	-999	-1.60	-3.43	-999	-999
1643.43	-60.7	-999	-999	-1.66	-3.33	-999	-999
1643.50	-56.2	-999	-999	-1.51	-3.24	-999	-999
1643.57	-54.5	-999	-999	-1.47	-3.44	-999	-999
1643.64	-55.2	-999	-999	-1.44	-3.38	-999	-999
1643.71	-54.4	-999	-999	-1.10	-3.38	-999	-999
1643.79	-55.2	-999	-999	-1.12	-3.24	-999	-999
1643.86	-53.5	-999	-999	-1.19	-3.41	-999	-999
1643.93	-57.9	-999	-999	-1.30	-3.24	-999	-999
1644.00	-60.9	-999	-999	-1.12	-3.24	-999	-999
1644.09	-60.8	-999	-999	-1.24	-3.28	-999	-999
1644.18	-63.0	-999	-999	-1.65	-3.58	-999	-999
1644.27	-58.9	-999	-999	-1.74	-3.49	-999	-999
1644.36	-55.7	-999	-999	-1.73	-3.49	-999	-999
1644.45	-54.7	-999	-999	-1.60	-3.64	-999	-999
1644.55	-52.3	-999	-999	-1.43	-3.56	-999	-999
1644.64	-52.0	-999	-999	-1.35	-3.60	-999	-999
1644.73	-51.3	-999	-999	-1.52	-3.57	-999	-999
1644.82	-54.6	-999	-999	-1.38	-3.39	-999	-999
1644.91	-55.7	-999	-999	-1.72	-3.41	-999	-999
1645.00	-57.3	-999	-999	-1.68	-3.47	-999	-999
1645.07	-60.0	-999	-999	-1.82	-3.47	-999	-999
1645.13	-60.6	-999	-999	-1.82	-3.49	-999	-999
1645.20	-57.4	-999	-999	-1.86	-3.58	-999	-999
1645.27	-56.3	-999	-999	-2.20	-3.99	-999	-999
1645.33	-57.7	-999	-999	-2.09	-3.94	-999	-999
1645.40	-53.5	-999	-999	-2.14	-3.96	-999	-999
1645.47	-55.4	-999	-999	-2.15	-3.98	-999	-999
1645.53	-52.5	-999	-999	-1.61	-3.94	-999	-999
1645.60	-52.9	-999	-999	-1.28	-3.93	-999	-999
1645.67	-53.6	-999	-999	-1.41	-3.87	-999	-999
1645.73	-57.2	-999	-999	-1.83	-3.62	-999	-999
1645.80	-61.2	-999	-999	-1.75	-3.51	-999	-999
1645.87	-63.5	-999	-999	-1.63	-3.52	-999	-999
1645.93	-62.1	-999	-999	-1.66	-3.50	-999	-999
1646.00	-63.7	-999	-999	-1.66	-3.59	-999	-999
1646.08	-62.9	-999	-999	-1.80	-3.64	-999	-999
1646.15	-65.9	-999	-999	-2.07	-3.66	-999	-999
1646.23	-61.6	-999	-999	-2.01	-3.63	-999	-999
1646.31	-61.7	-999	-999	-1.89	-3.66	-999	-999
1646.38	-55.9	-999	-999	-1.37	-3.67	-999	-999
1646.46	-52.2	-999	-999	-1.37	-3.80	-999	-999
1646.54	-52.2	-999	-999	-1.51	-3.64	-999	-999
1646.62	-53.8	-999	-999	-1.53	-3.74	-999	-999
1646.69	-57.8	-999	-999	-1.49	-3.68	-999	-999
1646.77	-56.1	-999	-999	-1.80	-3.72	-999	-999
1646.85	-60.0	-999	-999	-1.84	-3.73	-999	-999
1646.92	-61.5	-999	-999	-1.89	-3.76	-999	-999
1647.00	-63.0	-999	-999	-1.78	-3.75	-999	-999
1647.11	-66.8	-999	-999	-1.74	-3.70	-999	-999
1647.22	-65.2	-999	-999	-2.03	-3.68	-999	-999
1647.33	-64.2	-999	-999	-2.26	-3.74	-999	-999
1647.44	-63.1	-999	-999	-2.49	-3.79	-999	-999
1647.56	-56.0	-999	-999	-2.22	-3.77	-999	-999
1647.67	-54.6	-999	-999	-2.10	-3.60	-999	-999
1647.78	-54.4	-999	-999	-2.01	-3.62	-999	-999
1647.89	-55.9	-999	-999	-1.64	-3.62	-999	-999
1783.00	-62.9	-999	-999	-2.45	-3.59	-3.59	-999
1783.09	-62.5	-999	-999	-2.65	-3.58	-999	-999
1783.18	-70.9	-70.9	-999	-2.79	-3.80	-999	-999
1783.27	-70.0	-999	-999	-2.76	-3.65	-999	-999
1783.36	-70.4	-999	-999	-999	-3.92	-999	-999
1783.45	-68.6	-999	-999	-3.27	-3.83	-999	-999
1783.55	-64.5	-999	-999	-3.07	-3.68	-999	-999
1783.64	-57.1	-999	-999	-2.80	-3.99	-999	-3.99
1783.73	-56.9	-999	-56.9	-2.61	-3.75	-999	-999
1783.82	-58.0	-999	-999	-2.38	-3.74	-999	-999
1783.91	-60.4	-999	-999	-2.09	-3.74	-999	-999
1784.00	-61.5	-999	-999	-1.99	-3.73	-999	-999
1784.08	-67.5	-999	-999	-2.15	-3.71	-3.71	-999
1784.17	-72.6	-72.6	-999	-2.42	-3.83	-999	-999
1784.25	-69.9	-999	-999	-2.96	-3.83	-999	-999
1784.33	-67.8	-999	-999	-2.98	-3.87	-999	-999
1784.42	-67.0	-999	-999	-2.88	-4.20	-999	-4.20
1784.50	-61.8	-999	-999	-2.63	-3.99	-999	-999
1784.58	-58.7	-999	-58.7	-2.55	-3.69	-999	-999
1784.67	-59.1	-999	-999	-2.60	-3.74	-999	-999
1784.75	-58.3	-999	-999	-2.58	-3.61	-999	-999
1784.83	-61.4	-999	-999	-2.46	-3.46	-3.46	-999
1784.92	-65.0	-999	-999	-2.42	-3.53	-999	-999
1785.00	-65.2	-999	-999	-2.50	-3.75	-999	-999
1785.09	-70.6	-999	-999	-2.78	-3.84	-999	-999
1785.18	-73.0	-73.0	-999	-2.86	-3.91	-999	-999
1785.27	-68.2	-999	-999	-3.04	-3.92	-999	-999
1785.36	-62.9	-999	-999	-2.93	-3.89	-999	-999
1785.45	-56.2	-999	-999	-3.07	-4.01	-999	-999
1785.55	-55.5	-999	-55.5	-3.24	-4.07	-999	-4.07
1785.64	-57.2	-999	-999	-3.12	-3.91	-999	-999
1785.73	-57.3	-999	-999	-2.59	-4.01	-999	-999
1785.82	-58.2	-999	-999	-2.71	-4.08	-999	-999
1785.91	-60.2	-999	-999	-2.56	-3.65	-999	-999
1786.00	-63.5	-999	-999	-2.40	-3.64	-999	-999
1786.08	-62.7	-999	-999	-2.53	-3.64	-3.64	-999
1786.15	-66.2	-999	-999	-3.03	-3.71	-999	-999
1786.23	-69.3	-999	-999	-3.53	-3.76	-999	-999
1786.31	-69.3	-69.3	-999	-3.88	-3.68	-999	-999
1786.38	-67.3	-999	-999	-4.00	-3.89	-999	-999
1786.46	-62.8	-999	-999	-3.38	-3.94	-999	-999
1786.54	-56.5	-999	-56.5	-3.79	-4.11	-999	-4.11
1786.62	-56.7	-999	-999	-3.12	-3.88	-999	-999
1786.69	-56.9	-999	-999	-2.83	-3.90	-999	-999
1786.77	-58.8	-999	-999	-2.66	-3.69	-3.69	-999
1786.85	-57.9	-999	-999	-2.45	-3.72	-999	-999
1786.92	-60.7	-999	-999	-2.67	-3.75	-999	-999
1787.00	-63.8	-999	-999	-2.56	-3.72	-999	-999
1787.07	-65.4	-999	-999	-2.91	-3.81	-999	-999
1787.14	-68.8	-68.8	-999	-3.07	-3.89	-999	-999
1787.21	-67.7	-999	-999	-3.12	-3.79	-999	-999
1787.29	-67.2	-999	-999	-3.09	-3.83	-999	-999
1787.36	-65.3	-999	-999	-3.61	-3.86	-999	-999
1787.43	-63.4	-999	-999	-999	-3.88	-999	-999
1787.50	-63.4	-999	-999	-3.72	-3.90	-999	-999
1787.57	-59.9	-999	-999	-3.68	-4.03	-999	-999
1787.64	-58.1	-999	-999	-3.43	-4.12	-999	-999
1787.71	-57.6	-999	-999	-3.21	-4.04	-999	-999
1787.79	-56.5	-999	-999	-3.05	-4.12	-999	-999
1787.86	-57.4	-999	-999	-2.92	-4.20	-999	-999
1787.93	-54.9	-999	-54.9	-2.97	-4.22	-999	-4.22
1788.00	-55.7	-999	-999	-2.87	-4.16	-999	-999
1788.08	-57.8	-999	-999	-3.00	-4.17	-999	-999
1788.15	-58.7	-999	-999	-3.15	-3.97	-999	-999
1788.23	-62.3	-999	-999	-3.33	-3.82	-3.82	-999
1788.31	-65.0	-65.0	-999	-3.68	-3.86	-999	-999
1788.38	-63.4	-999	-999	-3.74	-3.97	-999	-999
1788.46	-59.8	-999	-999	-4.05	-4.09	-999	-999
1788.54	-62.0	-999	-999	-4.34	-4.28	-999	-999
1788.62	-59.3	-999	-999	-4.19	-4.31	-999	-999
1788.69	-59.7	-999	-999	-3.48	-4.26	-999	-999
1788.77	-58.3	-999	-58.3	-3.27	-4.52	-999	-4.52
1788.85	-59.9	-999	-999	-3.23	-4.44	-999	-999
1788.92	-59.7	-999	-999	-3.50	-4.01	-999	-999
1789.00	-61.1	-999	-999	-3.20	-4.12	-999	-999
1789.08	-61.6	-999	-999	-2.94	-3.92	-999	-999
1789.15	-65.2	-999	-999	-3.32	-3.69	-999	-999
1789.23	-72.4	-999	-999	-2.98	-3.62	-3.62	-999
1789.31	-74.6	-74.6	-999	-3.83	-3.65	-999	-999
1789.38	-72.7	-999	-999	-4.06	-3.81	-999	-999
1789.46	-68.7	-999	-68.7	-4.04	-3.88	-999	-3.88
1789.54	-71.0	-71.0	-999	-4.48	-3.80	-999	-999
1789.62	-66.8	-999	-999	-4.59	-3.60	-3.60	-999
1789.69	-65.5	-999	-999	-4.58	-3.71	-999	-999
1789.77	-63.5	-999	-999	-3.32	-3.78	-999	-999
1789.85	-58.3	-999	-999	-3.14	-3.84	-999	-999
1789.92	-61.4	-999	-999	-3.04	-3.96	-999	-999
1790.00	-60.9	-999	-999	-3.26	-3.82	-999	-999
1790.09	-57.9	-999	-57.9	-3.21	-3.98	-999	-999
1790.18	-61.8	-999	-999	-3.49	-4.00	-999	-4.00
1790.27	-66.0	-999	-999	-3.91	-3.96	-999	-999
1790.36	-62.8	-999	-999	-3.81	-3.81	-999	-999
1790.45	-64.6	-999	-999	-4.10	-3.84	-999	-999
1790.55	-66.7	-999	-999	-3.94	-3.88	-999	-999
1790.64	-65.0	-999	-999	-4.39	-3.95	-999	-999
1790.73	-63.0	-999	-999	-4.55	-3.90	-999	-999
1790.82	-63.4	-999	-999	-4.19	-3.86	-999	-999
1790.91	-64.7	-64.7	-999	-3.83	-3.96	-999	-999
1791.00	-63.4	-999	-999	-2.48	-3.66	-3.66	-999
1791.06	-62.6	-999	-999	-2.25	-3.78	-999	-999
1791.13	-61.7	-999	-999	-2.19	-3.76	-999	-999
1791.19	-57.7	-999	-999	-2.44	-3.89	-999	-999
1791.25	-55.9	-999	-999	-2.55	-4.11	-999	-999
1791.31	-56.5	-999	-999	-2.58	-4.06	-999	-999
1791.38	-57.4	-999	-999	-2.92	-4.08	-999	-999
1791.44	-55.6	-999	-999	-2.33	-4.32	-999	-999
1791.50	-52.5	-999	-52.5	-2.04	-4.43	-999	-4.43
1791.56	-53.9	-999	-999	-1.84	-4.28	-999	-999
1791.63	-54.4	-999	-999	-1.76	-3.89	-999	-999
1791.69	-54.7	-999	-999	-1.62	-3.77	-999	-999
1791.75	-54.4	-999	-999	-1.30	-3.64	-999	-999
1791.81	-56.9	-999	-999	-1.56	-3.55	-999	-999
1791.88	-58.3	-999	-999	-1.80	-3.54	-999	-999
1791.94	-68.0	-999	-999	-1.99	-3.56	-999	-999
1792.00	-65.7	-999	-999	-2.10	-3.46	-999	-999
1792.09	-65.2	-999	-999	-2.30	-3.49	-999	-999
1792.18	-69.2	-999	-999	-2.13	-3.46	-999	-999
1792.27	-68.9	-999	-999	-2.35	-3.61	-999	-999
1792.36	-68.3	-999	-999	-2.13	-3.47	-999	-999
1792.45	-69.6	-999	-999	-2.17	-3.31	-3.31	-999
1792.55	-69.9	-69.9	-999	-1.85	-3.47	-999	-999
1792.64	-66.0	-999	-999	-1.58	-3.51	-999	-999
1792.73	-61.0	-999	-999	-1.55	-3.52	-999	-999
1792.82	-61.3	-999	-999	-1.68	-3.48	-999	-999
1792.91	-59.3	-999	-59.3	-2.13	-3.64	-999	-999
1793.00	-60.3	-999	-999	-2.16	-3.66	-999	-3.66
1793.06	-61.1	-999	-999	-1.93	-3.57	-999	-999
1793.12	-65.3	-999	-999	-2.15	-3.49	-3.49	-999
1793.18	-64.1	-999	-999	-2.29	-3.71	-999	-999
1793.24	-67.8	-999	-999	-2.53	-3.62	-999	-999
1793.29	-72.1	-72.1	-999	-2.76	-3.63	-999	-999
1793.35	-70.0	-999	-999	-2.63	-3.65	-999	-999
1793.41	-72.7	-999	-999	-2.97	-3.62	-999	-999
1793.47	-67.2	-999	-999	-3.00	-3.65	-999	-999
1793.53	-68.4	-999	-999	-2.88	-3.68	-999	-999
1793.59	-66.2	-999	-999	-2.41	-3.65	-999	-999
1793.65	-63.4	-999	-999	-2.70	-3.83	-999	-999
1793.71	-59.0	-999	-999	-2.27	-3.83	-999	-999
1793.76	-58.4	-999	-999	-2.34	-3.96	-999	-3.96
1793.82	-56.4	-999	-999	-2.33	-3.76	-999	-999
1793.88	-53.8	-999	-999	-2.47	-3.94	-999	-999
1793.94	-53.5	-999	-53.5	-2.04	-3.75	-999	-999
1794.00	-59.2	-999	-999	-1.97	-3.64	-999	-999
1794.09	-65.5	-999	-999	-2.55	-3.69	-999	-999
1794.18	-67.9	-999	-999	-2.26	-3.61	-999	-999
1794.27	-67.7	-999	-999	-2.33	-3.71	-999	-999
1794.36	-66.5	-999	-999	-2.52	-3.56	-3.56	-999
1794.45	-67.9	-67.9	-999	-2.53	-3.62	-999	-999
1794.54	-61.7	-999	-999	-3.13	-3.73	-999	-999
1794.63	-63.3	-999	-999	-3.10	-3.71	-999	-999
1794.72	-59.2	-999	-999	-2.57	-4.03	-999	-999
1794.81	-58.3	-999	-999	-2.77	-4.25	-999	-999
1794.91	-59.5	-999	-999	-2.66	-4.37	-999	-4.37
1795.00	-58.0	-999	-58.0	-2.47	-4.06	-999	-999
1795.07	-59.0	-999	-999	-2.26	-4.10	-999	-999
1795.13	-58.6	-999	-999	-2.37	-3.86	-999	-999
1795.20	-59.2	-999	-999	-2.48	-3.88	-999	-999
1795.27	-65.1	-999	-999	-2.56	-3.86	-999	-999
1795.33	-66.6	-999	-999	-2.48	-3.83	-3.83	-999
1795.40	-70.2	-999	-999	-2.90	-3.92	-999	-999
1795.47	-70.6	-70.6	-999	-3.18	-4.00	-999	-999
1795.53	-69.7	-999	-999	-3.16	-4.05	-999	-999
1795.60	-67.7	-999	-999	-3.11	-3.97	-999	-999
1795.67	-67.4	-999	-999	-3.02	-3.84	-999	-999
1795.73	-62.5	-999	-999	-3.22	-3.98	-999	-999
1795.80	-60.8	-999	-999	-3.20	-4.22	-999	-999
1795.87	-59.1	-999	-999	-2.92	-4.24	-999	-4.24
1795.93	-58.6	-999	-999	-2.47	-3.96	-999	-999
1796.00	-58.3	-999	-58.3	-2.54	-3.76	-999	-999
1796.05	-61.9	-999	-999	-2.30	-3.62	-3.62	-999
1796.10	-60.1	-999	-999	-2.22	-3.73	-999	-999
1796.15	-61.9	-999	-999	-2.37	-3.77	-999	-999
1796.20	-63.1	-999	-999	-2.55	-3.85	-999	-999
1796.25	-67.9	-999	-999	-2.72	-3.83	-999	-999
1796.30	-70.7	-999	-999	-2.92	-3.69	-999	-999
1796.35	-70.8	-999	-999	-3.14	-3.87	-999	-999
1796.40	-73.4	-73.4	-999	-3.01	-3.73	-999	-999
1796.45	-71.5	-999	-999	-3.06	-3.94	-999	-999
1796.50	-68.4	-999	-999	-3.18	-3.99	-999	-999
1796.55	-66.3	-999	-999	-3.18	-4.16	-999	-4.16
1796.60	-64.5	-999	-999	-2.81	-3.96	-999	-999
1796.65	-62.2	-999	-999	-2.53	-3.84	-999	-999
1796.70	-61.5	-999	-61.5	-2.54	-3.74	-999	-999
1796.75	-64.6	-999	-999	-2.58	-3.75	-999	-999
1796.80	-64.1	-999	-999	-2.41	-3.74	-999	-999
1796.85	-72.6	-72.6	-999	-2.62	-3.76	-999	-999
1796.90	-70.4	-999	-999	-2.84	-3.82	-999	-999
1796.95	-67.7	-999	-999	-2.08	-3.58	-3.58	-999
1797.00	-68.3	-999	-999	-2.38	-3.62	-999	-999
1797.08	-68.8	-999	-999	-2.52	-3.71	-999	-999
1797.15	-69.5	-999	-999	-2.75	-3.81	-999	-999
1797.23	-67.3	-999	-999	-2.34	-3.68	-999	-999
1797.30	-63.7	-999	-999	-2.72	-3.90	-999	-999
1797.38	-66.3	-999	-999	-2.49	-4.03	-999	-4.03
1797.46	-62.9	-999	-999	-2.04	-3.97	-999	-999
1797.53	-61.3	-999	-999	-1.82	-3.98	-999	-999
1797.61	-60.0	-999	-999	-2.09	-3.90	-999	-999
1797.69	-57.1	-999	-57.1	-2.02	-3.71	-999	-999
1797.76	-59.5	-999	-999	-1.93	-3.78	-999	-999
1797.84	-60.4	-999	-999	-1.83	-3.62	-3.62	-999
1797.92	-59.6	-999	-999	-1.98	-3.73	-999	-999
1798.00	-62.7	-999	-999	-2.14	-3.80	-999	-999
1798.07	-63.7	-999	-999	-2.19	-3.71	-999	-999
1798.14	-66.1	-66.1	-999	-2.16	-3.69	-999	-999
1798.21	-65.5	-999	-999	-2.49	-3.99	-999	-999
1798.29	-64.6	-999	-999	-2.48	-3.82	-999	-999
1798.36	-61.4	-999	-999	-2.50	-3.99	-999	-999
1798.43	-60.5	-999	-999	-2.47	-4.06	-999	-999
1798.50	-64.7	-999	-999	-2.33	-4.03	-999	-999
1798.57	-61.0	-999	-999	-2.11	-4.04	-999	-999
1798.64	-62.8	-999	-999	-1.76	-4.00	-999	-999
1798.71	-58.2	-999	-999	-1.83	-4.21	-999	-4.21
1798.78	-59.8	-999	-999	-1.65	-3.92	-999	-999
1798.85	-58.9	-999	-999	-1.78	-4.00	-999	-999
1798.92	-62.7	-999	-999	-1.89	-3.93	-999	-999
1799.00	-58.3	-999	-58.3	-2.01	-3.71	-999	-999
1799.06	-63.5	-999	-999	-2.29	-3.77	-999	-999
1799.11	-63.1	-63.1	-999	-2.25	-3.65	-3.65	-999
1799.17	-57.3	-999	-999	-2.42	-3.95	-999	-999
1799.22	-63.1	-999	-999	-2.31	-3.74	-999	-999
1799.28	-58.1	-999	-999	-2.71	-4.06	-999	-999
1799.33	-61.0	-999	-999	-2.81	-4.14	-999	-999
1799.39	-59.3	-999	-999	-3.20	-4.01	-999	-999
1799.44	-57.9	-999	-999	-3.17	-4.14	-999	-999
1799.50	-61.4	-999	-999	-3.57	-4.21	-999	-999
1799.56	-58.4	-999	-999	-4.06	-4.24	-999	-999
1799.61	-59.5	-999	-999	-4.08	-4.47	-999	-999
1799.67	-57.5	-999	-999	-3.50	-4.42	-999	-999
1799.72	-56.2	-999	-999	-2.82	-4.53	-999	-4.53
1799.78	-58.3	-999	-999	-2.48	-4.40	-999	-999
1799.83	-58.8	-999	-999	-2.36	-4.29	-999	-999
1799.89	-56.8	-999	-999	-2.11	-4.00	-999	-999
1799.94	-55.5	-999	-55.5	-1.97	-3.89	-999	-999
1800.00	-57.8	-999	-999	-2.33	-3.73	-999	-999
1800.06	-61.1	-999	-999	-2.44	-3.71	-999	-999
1800.13	-58.7	-999	-999	-2.23	-3.70	-3.70	-999
1800.19	-58.9	-999	-999	-2.53	-3.72	-999	-999
1800.25	-59.0	-999	-999	-2.78	-3.84	-999	-999
1800.31	-60.1	-999	-999	-2.93	-3.99	-999	-999
1800.38	-66.1	-66.1	-999	-3.08	-4.01	-999	-999
1800.44	-63.4	-999	-999	-3.66	-4.00	-999	-999
1800.50	-59.3	-999	-999	-3.95	-4.20	-999	-999
1800.56	-58.8	-999	-999	-3.75	-4.08	-999	-999
1800.63	-55.8	-999	-999	-3.21	-4.04	-999	-999
1800.69	-54.7	-999	-999	-2.73	-4.24	-999	-4.24
1800.75	-54.2	-999	-54.2	-2.58	-4.20	-999	-999
1800.81	-59.0	-999	-999	-2.04	-4.03	-999	-999
1800.88	-59.3	-999	-999	-2.12	-3.86	-999	-999
1800.94	-59.2	-999	-999	-1.98	-3.53	-3.53	-999
1801.00	-61.9	-999	-999	-2.67	-3.70	-999	-999
1801.07	-62.9	-999	-999	-2.68	-3.59	-999	-999
1801.14	-66.8	-999	-999	-2.64	-3.58	-999	-999
1801.21	-67.2	-999	-999	-2.89	-3.56	-999	-999
1801.29	-68.2	-68.2	-999	-3.11	-3.58	-999	-999
1801.36	-67.3	-999	-999	-3.44	-3.68	-999	-999
1801.43	-62.8	-999	-999	-3.55	-3.70	-999	-999
1801.50	-64.8	-999	-999	-3.76	-3.77	-999	-999
1801.57	-64.9	-999	-999	-3.39	-3.84	-999	-999
1801.64	-61.7	-999	-999	-3.63	-4.17	-999	-999
1801.71	-56.0	-999	-56.0	-2.90	-4.27	-999	-4.27
1801.79	-56.3	-999	-999	-2.74	-3.93	-999	-999
1801.86	-56.6	-999	-999	-2.49	-3.92	-999	-999
1801.93	-60.4	-999	-999	-2.36	-3.91	-999	-999
1802.00	-64.5	-999	-999	-2.76	-3.95	-999	-999
1802.08	-67.1	-999	-999	-3.27	-4.07	-999	-999
1802.15	-65.0	-999	-999	-3.30	-4.03	-999	-999
1802.23	-67.5	-67.5	-999	-2.48	-3.78	-999	-999
1802.31	-64.3	-999	-999	-3.19	-3.78	-999	-999
1802.38	-66.1	-999	-999	-3.04	-3.63	-3.63	-999
1802.46	-62.3	-999	-999	-2.96	-3.65	-999	-999
1802.54	-63.8	-999	-999	-3.15	-3.99	-999	-3.99
1802.62	-63.2	-999	-999	-2.61	-3.92	-999	-999
1802.69	-61.5	-999	-999	-1.89	-3.93	-999	-999
1802.77	-61.9	-999	-999	-2.10	-3.79	-999	-999
1802.85	-59.5	-999	-59.5	-2.46	-3.67	-999	-999
1802.92	-59.5	-999	-999	-2.18	-3.76	-999	-999
1803.00	-60.5	-999	-999	-2.28	-3.58	-3.58	-999
1803.07	-67.8	-999	-999	-2.46	-3.73	-999	-999
1803.13	-66.9	-999	-999	-2.70	-3.68	-999	-999
1803.20	-72.4	-72.4	-999	-3.26	-3.78	-999	-999
1803.27	-69.9	-999	-999	-3.47	-3.78	-999	-999
1803.33	-64.4	-999	-999	-2.47	-3.63	-999	-999
1803.40	-64.3	-999	-999	-4.06	-4.07	-999	-4.07
1803.47	-61.5	-999	-999	-3.50	-4.01	-999	-999
1803.53	-61.2	-999	-999	-2.83	-4.05	-999	-999
1803.60	-57.2	-999	-57.2	-2.50	-3.86	-999	-999
1803.67	-63.6	-999	-999	-2.67	-3.74	-999	-999
1803.73	-65.1	-999	-999	-2.69	-3.62	-999	-999
1803.80	-66.2	-999	-999	-3.20	-3.82	-999	-999
1803.87	-66.9	-999	-999	-2.37	-3.43	-3.43	-999
1803.93	-71.1	-999	-999	-3.02	-3.86	-999	-999
1804.00	-71.3	-999	-999	-3.36	-3.88	-999	-999
1804.08	-72.6	-999	-999	-3.98	-3.78	-999	-999
1804.17	-72.4	-999	-999	-3.40	-3.57	-999	-999
1804.25	-73.5	-73.5	-999	-3.64	-3.85	-999	-999
1804.33	-68.4	-999	-999	-3.50	-4.08	-999	-4.08
