# Kosrae Island and Woleai Atoll d18O and Sr/Ca Data from 1986-2012 CE
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/31552
#      Description: NOAA Landing Page
# Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/coral/west_pacific/mohtar2020/mohtar2020-wol.txt
#      Description: NOAA location of the template
#
#
# Data_Type: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: oxygen isotopes, trace metals
#---------------------------------------
# Contribution_Date
#    Date: 2020-10-16
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2020-10-16
#---------------------------------------
# Title
#    Study_Name: Kosrae Island and Woleai Atoll d18O and Sr/Ca Data from 1986-2012 CE
#---------------------------------------
# Investigators
#      Investigators: Mohtar, Ahmad T.; Hughen, Konrad A.; Goodkin, Nathalie F.; Streanga, Iulia-Madalina; Ramos, Riovie D.; Samanta, Dhrubajyoti; Cervino, James; Switzer, Adam D.
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: 
#         Provided Keywords: Sr/Ca, d18O sw, Porites spp., ENSO, Spatial index, Multi-timescale calibration 
#---------------------------------------
# Publication
# Authors: Mohtar, A.T., Hughen, K.A., Goodkin, N.F., Streanga, I.M., Ramos, R.D., Samanta, D., Cervino, J. and Switzer, A.D.
# Published_Date_or_Year: 2020
# Published_Title: Coral-based proxy calibrations constrain ENSO-driven sea surface temperature and salinity gradients in the Western Pacific Warm Pool
# Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
# Volume: 
# Edition: 
# Issue: 
# Pages: 
# Report_Number: 110037
# DOI: 10.1016/j.palaeo.2020.110037
# Online_Resource: https://authors.elsevier.com/sd/article/S0031-0182(20)30485-5
# Full_Citation: 
# Abstract: Constraining past variability in ocean conditions in the Western Pacific Warm Pool (WPWP) and examining how it has been influenced by the El-Niño Southern Oscillation (ENSO) is critical to predicting how these systems may change in the future. To characterize the spatiotemporal variability of the WPWP and ENSO during the past three decades, we analyzed climate proxies using coral cores sampled from Porites spp. from Kosrae Island (KOS) and Woleai Atoll (WOL) in the Federated States of Micronesia. Coral skeleton samples drilled along the major growth axis were analyzed for oxygen isotopes (d18Oc) and trace element ratios (Sr/Ca), used to reconstruct sea surface salinity and temperature (SSS and SST). Pseudocoral d18O time series (d18Opseudo) were calculated from gridded instrumental observations and compared to d18Oc, followed by fine-tuning using coral Sr/Ca and gridded SST, to produce age models for each coral. The thermal component of d18Oc was removed using Sr/Ca for SST, to derive d18O of seawater (d18Osw), a proxy for SSS. The Sr/Ca, and d18Oswrecords were compared to instrumental SST and SSS to test their fidelity as regional climate recorders. We found both sites display significant Sr/Ca-SST calibrations at monthly and interannual (dry season, wet season, mean annual) timescales. At each site, d18Osw also exhibited significant calibrations to SSS across the same timescales. The difference between normalized dry season SST (Sr/Ca) anomalies from KOS and WOL generates a zonal SST gradient (KOSWOLSST), capturing the east-west WPWP migration observed during ENSO events. Similarly, the average of normalized dry season d18Osw anomalies from both sites produces an SSS index (KOSWOLSSS) reflecting the regional hydrological changes. Both proxy indices, KOSWOLSST and KOSWOLSSS, are significantly correlated to regional ENSO indices. These calibration results highlight the potential for extending the climate record, revealing spatial hydrological gradients within the WPWP and ENSO variability back to the end of the Little Ice Age.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Dalio Family Foundation
#    Grant: #25110104
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Singapore Ministry of Education Academic Research Fund Tier 2
#    Grant: #MOE2016-T2-1016
#---------------------------------------
# Site_Information
# Site_Name: Woleai Atoll
# Location: Western Pacific Ocean
# Northernmost_Latitude: 7.4
# Southernmost_Latitude: 7.4
# Easternmost_Longitude: 144
# Westernmost_Longitude: 144
# Elevation: 
#---------------------------------------
# Data_Collection
#   Collection_Name: WOL d18O and Sr/Ca Mohtar2020
#   First_Year: 1986
#   Last_Year: 2012
#   Time_Unit: AD
#   Core_Length: 4.6m
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,year Common era,,Corals and Sclerosponges,,,N,monthly
## WOL_Sr/Ca	Strontium/Calcium,Porites sp.,,millimole per mole,,Corals and Sclerosponges,,Inductively-coupled plasma atomic emission spectroscopy,N,
## WOL_d18O 	delta 18O,Porites sp.,,per mil VPDB,,Corals and Sclerosponges,,Isotope ratio mass spectrometry,N,
## WOL_d18Osw	delta 18O,sea water,,per mil VPDB,,Climate Reconstructions; Corals and Sclerosponges,,,N,using coral d18O and Sr/Ca
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA 
age_AD	WOL_Sr/Ca	WOL_d18O 	WOL_d18Osw	
1986	8.722	-5.3673	0.159901	
1986.083333	8.7209	-5.5307	-0.00176	
1986.166667	8.72	-5.3455	0.18487	
1986.25	8.6328	-5.4655	0.203035	
1986.333333	8.625	-5.6132	0.067694	
1986.416667	8.6906	-5.6216	-0.04465	
1986.5	8.7402	-5.682	-0.18364	
1986.583333	8.7545	-5.5771	-0.10139	
1986.666667	8.7238	-5.5166	0.007749	
1986.75	8.6789	-5.5196	0.075891	
1986.833333	8.6717	-5.5712	0.0357	
1986.916667	8.727	-5.5802	-0.06092	
1987	8.6902	-5.3939	0.183687	
1987.083333	8.7479	-5.2694	0.216763	
1987.166667	8.7203	-5.4369	0.092994	
1987.25	8.6798	-5.6592	-0.06513	
1987.333333	8.6304	-5.6876	-0.01526	
1987.416667	8.6069	-5.7467	-0.03713	
1987.5	8.6897	-5.6378	-0.05942	
1987.583333	8.681	-5.4089	0.183264	
1987.666667	8.6994	-5.6531	-0.09009	
1987.75	8.6564	-5.5621	0.069042	
1987.833333	8.6515	-5.6184	0.020506	
1987.916667	8.6491	-5.4561	0.186608	
1988	8.6491	-5.2659	0.376808	
1988.083333	8.664	-5.4791	0.14	
1988.166667	8.6717	-5.5652	0.0417	
1988.25	8.6728	-5.5359	0.069257	
1988.333333	8.6442	-5.595	0.055472	
1988.416667	8.6325	-5.65	0.019011	
1988.5	8.6857	-5.6706	-0.08588	
1988.583333	8.6428	-5.6995	-0.04681	
1988.666667	8.6681	-5.7195	-0.1069	
1988.75	8.5865	-5.8468	-0.1049	
1988.833333	8.6295	-5.6367	0.037064	
1988.916667	8.6084	-5.6866	0.020596	
1989	8.6204	-5.563	0.125183	
1989.083333	8.6743	-5.4846	0.11818	
1989.166667	8.6663	-5.3945	0.220956	
1989.25	8.7169	-5.4696	0.065682	
1989.333333	8.7504	-5.5509	-0.0687	
1989.416667	8.7087	-5.6249	-0.07663	
1989.5	8.6716	-5.6735	-0.06644	
1989.583333	8.6482	-5.6451	-0.00097	
1989.666667	8.6291	-5.6122	0.062198	
1989.75	8.6223	-5.5656	0.119572	
1989.833333	8.6375	-5.4741	0.186988	
1989.916667	8.7164	-5.4639	0.072174	
1990	8.7431	-5.4373	0.056469	
1990.083333	8.7642	-5.2602	0.200136	
1990.166667	8.759	-5.3311	0.137476	
1990.25	8.733	-5.4813	0.028472	
1990.333333	8.6836	-5.6365	-0.04846	
1990.416667	8.6993	-5.517	0.046168	
1990.5	8.6981	-5.6625	-0.09743	
1990.583333	8.6685	-5.5994	0.01257	
1990.666667	8.6455	-5.4283	0.220113	
1990.75	8.6495	-5.7231	-0.08103	
1990.833333	8.6815	-5.6059	-0.01453	
1990.916667	8.745	-5.5622	-0.07144	
1991	8.8171	-5.4669	-0.09038	
1991.083333	8.7785	-5.2861	0.151579	
1991.166667	8.78	-5.3868	0.048502	
1991.25	8.7814	-5.4875	-0.05442	
1991.333333	8.7828	-5.5882	-0.15733	
1991.416667	8.7842	-5.6888	-0.26015	
1991.5	8.7767	-5.668	-0.22747	
1991.583333	8.7293	-5.5886	-0.07297	
1991.666667	8.7062	-5.5328	0.019435	
1991.75	8.7269	-5.5656	-0.04616	
1991.833333	8.7123	-5.5259	0.01667	
1991.916667	8.7437	-5.1715	0.321318	
1992	8.7641	-5.2405	0.219995	
1992.083333	8.8143	-5.1088	0.272155	
1992.166667	8.7631	-5.355	0.107079	
1992.25	8.7255	-5.47	0.051655	
1992.333333	8.6937	-5.5792	-0.00716	
1992.416667	8.7142	-5.587	-0.04744	
1992.5	8.6797	-5.4709	0.123324	
1992.583333	8.6926	-5.4468	0.126984	
1992.666667	8.716	-5.5045	0.032208	
1992.75	8.6999	-5.5014	0.060818	
1992.833333	8.7009	-5.5001	0.060533	
1992.916667	8.7267	-5.6136	-0.09385	
1993	8.7543	-5.3537	0.122323	
1993.083333	8.7917	-5.2486	0.168164	
1993.166667	8.7982	-5.3389	0.067565	
1993.25	8.7628	-5.4212	0.041355	
1993.333333	8.748	-5.3841	0.101905	
1993.416667	8.7527	-5.3474	0.131158	
1993.5	8.7392	-5.3837	0.116248	
1993.583333	8.7213	-5.427	0.10131	
1993.666667	8.7097	-5.3465	0.20019	
1993.75	8.6666	-5.4463	0.16868	
1993.833333	8.6374	-5.5491	0.112147	
1993.916667	8.6993	-5.4769	0.086268	
1994	8.7201	-5.5627	-0.03249	
1994.083333	8.7023	-5.5876	-0.02919	
1994.166667	8.6749	-5.606	-0.00417	
1994.25	8.6213	-5.7231	-0.03634	
1994.333333	8.6654	-5.7534	-0.13652	
1994.416667	8.5859	-5.7593	-0.01645	
1994.5	8.6906	-5.7369	-0.15995	
1994.583333	8.7023	-5.6161	-0.05769	
1994.666667	8.6611	-5.5947	0.028995	
1994.75	8.6374	-5.5448	0.116447	
1994.833333	8.6083	-5.5512	0.156155	
1994.916667	8.6769	-5.7175	-0.11884	
1995	8.6917	-5.4794	0.09581	
1995.083333	8.7387	-5.3923	0.10844	
1995.166667	8.7149	-5.351	0.187451	
1995.25	8.693	-5.3322	0.24095	
1995.333333	8.6522	-5.4043	0.233497	
1995.416667	8.6352	-5.4846	0.180133	
1995.5	8.6715	-5.6047	0.002516	
1995.583333	8.649	-5.7025	-0.05963	
