# Houbihu, southern Taiwan Porites Sr/Ca and d18O data from 1788 to 2013
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/29412
#      Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/ramos2020/ramos2020-monthly.txt
#      Description: NOAA location of the template
#
# Data_Type: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: trace metals, oxygen isotopes
#---------------------------------------
# Contribution_Date
#    Date: 2020-04-08
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2020-04-08
#---------------------------------------
# Title
#    Study_Name: Houbihu, southern Taiwan Porites Sr/Ca and d18O data from 1788 to 2013
#---------------------------------------
# Investigators
#      Investigators: Ramos, Riovie; Goodkin, Nathalie; Fan, Tung-Yung
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: Monthly paired Porites Sr/Ca and d18O measurements
#---------------------------------------
# Publication
# Authors: Ramos, R.D., N.F. Goodkin, and T.-Y. Fan
# Published_Date_or_Year: 2020
# Published_Title: Coral records at the northern edge of the Western Pacific Warm Pool reveal multiple drivers of sea surface temperature, salinity, and rainfall variability since the end of the Little Ice Age
# Journal_Name: Paleoceanography and Paleoclimatology
# Volume: 
# Edition: 
# Issue: 
# Pages: 
# Report_Number: 
# DOI: 
# Online_Resource: 
# Full_Citation: 
# Abstract: Reconstructions of key climate parameters prior to anthropogenic influences serve to constrain decadal to multi-century natural climate variability. In the western Pacific region, relatively few reconstructions exist north of the Western Pacific Warm Pool (WPWP), a region critical to global climate. In this study, we collected a coral core from Houbihu, southern Taiwan and generated a 225-year reconstruction of annual and wintertime sea surface temperature (SST), dry season sea surface salinity (SSS) and wet season rainfall records derived from paired Porites Sr/Ca and d18O profiles extending back to the end of the Little Ice Age (LIA, 1850 CE). Multidecadal SST trends generally track regional surface temperature reconstructions, indicating the dominant influence of solar and volcanic radiative forcings. Reconstructed dry season SSS reflects an advection signal linked to the East Asian Winter Monsoon (EAWM) and the Pacific Decadal Oscillation (PDO), both influencing variations in the Kuroshio Intrusion (KI) across the Luzon Strait. Reconstructed wet season rainfall, on the other hand, reveals influence of the PDO on the decadal variability of local and regional rainfall patterns. Relative to the late 1900s, our climate reconstructions document cooler and drier (high salinity and low rainfall) conditions during the end of the LIA, supporting other lines of evidence of a retracted WPWP region during this period. In the late 20th to early 21st century, our climate reconstructions record warming and freshening (low salinity and high rainfall) trends, highlighting the potential impact of anthropogenic forcing in the extension of the WPWP.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: National Research Foundation Singapore
#    Grant: NRF-RF2012-03
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Ministry of Education, Singapore Academic Research Fund Tier 2
#    Grant: Project MOE2016-T2-1-016
#---------------------------------------
# Site_Information
# Site_Name: Houbihu, southern Taiwan
# Location: Taiwan
# Country: Taiwan
# Northernmost_Latitude: 21.9
# Southernmost_Latitude: 21.9
# Easternmost_Longitude: 120.7
# Westernmost_Longitude: 120.7
# Elevation: -6
#---------------------------------------
# Data_Collection
#   Collection_Name: HBH monthly Ramos2020
#   First_Year: 1788
#   Last_Year: 2013
#   Time_Unit: AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,year Common Era,monthly,corals and sclerosponges,,,N,
## Sr/Ca-Porites	strontium/calcium,Porites sp.,,millimole per mole,,corals and sclerosponges,,inductively-coupled plasma atomic emission spectroscopy,N,
## d18O-Porites	delta 18O,Porites sp.,,per mil,,corals and sclerosponges,,isotope ratio mass spectrometry,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NaN
age_AD	Sr/Ca-Porites	d18O-Porites	
1890.71	8.7977	NaN	
1890.79	8.82	NaN	
1890.88	8.9973	NaN	
1890.96	9.1128	NaN	
1891.04	9.168	NaN	
1891.13	9.1621	NaN	
1891.21	9.122	NaN	
1891.29	9.0146	NaN	
1891.38	8.895	NaN	
1891.46	8.8648	NaN	
1891.54	8.8558	NaN	
1891.63	8.8183	NaN	
1891.71	8.8188	NaN	
1891.79	8.8875	NaN	
1891.88	8.9864	NaN	
1891.96	9.0911	NaN	
1892.04	9.1456	NaN	
1892.13	9.1001	NaN	
1892.21	9.155	NaN	
1892.29	8.9608	NaN	
1892.38	8.8109	NaN	
1892.46	8.7671	NaN	
1892.54	8.7324	NaN	
1892.63	8.7997	NaN	
1892.71	8.8234	NaN	
1892.79	8.8859	NaN	
1892.88	8.9929	NaN	
1892.96	9.0693	NaN	
1893.04	9.1448	NaN	
1893.13	9.1002	NaN	
1893.21	9.0693	NaN	
1893.29	9.0128	NaN	
1893.38	8.8328	NaN	
1893.46	8.7729	NaN	
1893.54	8.7439	NaN	
1893.63	8.7876	NaN	
1893.71	8.8068	NaN	
1893.79	8.8601	NaN	
1893.88	9.0089	NaN	
1893.96	9.1034	NaN	
1894.04	9.1667	NaN	
1894.13	9.1279	NaN	
1894.21	9.0877	NaN	
1894.29	9.0163	NaN	
1894.38	8.8451	NaN	
1894.46	8.7629	NaN	
1894.54	8.7448	NaN	
1894.63	8.7766	NaN	
1894.71	8.8071	NaN	
1894.79	8.8385	NaN	
1894.88	8.964	NaN	
1894.96	9.0705	NaN	
1895.04	9.1576	NaN	
1895.13	9.1322	NaN	
1895.21	9.1122	NaN	
1895.29	8.9943	NaN	
1895.38	8.8254	NaN	
1895.46	8.7735	NaN	
1895.54	8.7577	NaN	
1895.63	8.8096	NaN	
1895.71	8.866	NaN	
1895.79	8.8183	NaN	
1895.88	8.9921	NaN	
1895.96	8.9995	NaN	
1896.04	9.0167	NaN	
1896.13	9.0006	NaN	
1896.21	8.9863	NaN	
1896.29	8.9321	NaN	
1896.38	8.7769	NaN	
1896.46	8.7172	NaN	
1896.54	8.728	NaN	
1896.63	8.7372	NaN	
1896.71	8.76	NaN	
1896.79	8.8214	NaN	
1896.88	8.9384	NaN	
1896.96	8.9907	NaN	
1897.04	9.0247	NaN	
1897.13	8.9684	NaN	
1897.21	8.9526	NaN	
1897.29	8.9822	NaN	
1897.38	8.8532	NaN	
1897.46	8.7812	NaN	
1897.54	8.7969	NaN	
1897.63	8.7555	NaN	
1897.71	8.7623	NaN	
1897.79	8.8606	NaN	
1897.88	8.9656	NaN	
1897.96	9.0263	NaN	
1898.04	9.0637	NaN	
1898.13	9.0337	NaN	
1898.21	9.0332	NaN	
1898.29	8.9758	NaN	
1898.38	8.8208	NaN	
1898.46	8.7819	NaN	
1898.54	8.8381	NaN	
1898.63	8.783	NaN	
1898.71	8.7577	NaN	
1898.79	8.8468	NaN	
1898.88	8.982	NaN	
1898.96	9.0231	NaN	
1899.04	9.0312	NaN	
1899.13	9.0089	NaN	
1899.21	8.9839	NaN	
1899.29	9.0021	NaN	
1899.38	8.8248	NaN	
1899.46	8.7233	NaN	
1899.54	8.7293	NaN	
1899.63	8.7421	NaN	
1899.71	8.7815	NaN	
1899.79	8.8555	NaN	
1899.88	8.9958	NaN	
1899.96	9.1055	NaN	
1900.04	9.0874	NaN	
1900.13	9.0727	NaN	
1900.21	9.0319	NaN	
1900.29	8.9381	NaN	
1900.38	8.8343	NaN	
1900.46	8.763	NaN	
1900.54	8.7368	NaN	
1900.63	8.7546	NaN	
1900.71	8.7549	NaN	
1900.79	8.8216	NaN	
1900.88	8.9505	NaN	
1900.96	9.0234	NaN	
1901.04	9.1111	NaN	
1901.13	9.0693	NaN	
1901.21	9.0145	NaN	
1901.29	8.9288	NaN	
1901.38	8.8144	NaN	
1901.46	8.78	NaN	
1901.54	8.728	NaN	
1901.63	8.7656	NaN	
1901.71	8.8014	NaN	
1901.79	8.8175	NaN	
1901.88	8.929	NaN	
1901.96	8.9298	NaN	
1902.04	8.9718	NaN	
1902.13	8.9658	NaN	
1902.21	8.9774	NaN	
1902.29	8.9574	NaN	
1902.38	8.8005	NaN	
1902.46	8.7842	NaN	
1902.54	8.789	NaN	
1902.63	8.8113	NaN	
1902.71	8.786	NaN	
1902.79	8.809	NaN	
1902.88	8.9769	NaN	
1902.96	9.0802	NaN	
1903.04	9.0942	NaN	
1903.13	9.0703	NaN	
1903.21	9.0205	NaN	
1903.29	8.9328	NaN	
1903.38	8.8197	NaN	
1903.46	8.7967	NaN	
1903.54	8.7471	NaN	
1903.63	8.7506	NaN	
1903.71	8.8028	NaN	
1903.79	8.8404	NaN	
1903.88	8.9603	NaN	
1903.96	9.0537	NaN	
1904.04	9.0674	NaN	
1904.13	9.0322	NaN	
1904.21	9.0412	NaN	
1904.29	8.9567	NaN	
1904.38	8.8229	NaN	
1904.46	8.7713	NaN	
1904.54	8.7478	NaN	
1904.63	8.7637	NaN	
1904.71	8.8291	NaN	
1904.79	8.817	NaN	
1904.88	8.9338	NaN	
1904.96	8.998	NaN	
1905.04	9.0377	NaN	
1905.13	9.0302	NaN	
1905.21	9.0154	NaN	
1905.29	8.9646	NaN	
1905.38	8.757	NaN	
1905.46	8.748	NaN	
1905.54	8.7631	NaN	
1905.63	8.7018	NaN	
1905.71	8.7148	NaN	
1905.79	8.8103	NaN	
1905.88	8.8924	NaN	
1905.96	8.9451	NaN	
1906.04	9.0313	-4.6471	
1906.13	9.0633	-4.6653	
1906.21	9.0278	-4.693	
1906.29	8.9429	-4.9305	
1906.38	8.7845	-5.4	
1906.46	8.7309	-5.5135	
1906.54	8.7088	-5.588	
1906.63	8.7176	-5.5932	
1906.71	8.7308	-5.5864	
1906.79	8.7778	-5.4176	
1906.88	8.9585	-4.8289	
1906.96	9.0042	-4.8487	
1907.04	9.0381	-4.5848	
1907.13	9.029	-4.3702	
1907.21	9.018	-4.7284	
1907.29	8.9187	-4.6369	
1907.38	8.781	-5.3364	
1907.46	8.7105	-5.6672	
1907.54	8.7388	-5.7562	
1907.63	8.7298	-5.8642	
1907.71	8.7333	-5.7217	
1907.79	8.7932	-5.5891	
1907.88	8.9629	-4.9595	
1907.96	8.9619	-4.8394	
1908.04	9.009	-4.8448	
1908.13	8.9935	-4.882	
1908.21	8.9466	-5.044	
1908.29	8.9215	-4.9596	
1908.38	8.7966	-5.6737	
1908.46	8.7238	-5.3257	
1908.54	8.714	-5.847	
1908.63	8.6832	-5.7125	
1908.71	8.7682	-5.5665	
1908.79	8.8474	-5.1987	
1908.88	8.9545	-4.7613	
1908.96	9.0875	-4.67	
1909.04	9.1415	-4.1311	
1909.13	9.117	-4.0272	
1909.21	9.0844	-4.0341	
1909.29	8.9448	-4.9359	
1909.38	8.8355	-5.2269	
1909.46	8.7466	-5.5621	
1909.54	8.7003	-5.781	
1909.63	8.7936	-5.6352	
1909.71	8.7647	-5.6348	
1909.79	8.8641	-5.3052	
1909.88	8.9953	-4.8276	
1909.96	9.1089	-4.3778	
1910.04	9.163	-4.2217	
1910.13	9.166	-4.2275	
1910.21	9.145	-4.3249	
1910.29	9.018	-4.9145	
1910.38	8.861	-5.1611	
1910.46	8.8311	-5.3208	
1910.54	8.8375	-5.2857	
1910.63	8.8709	-5.2571	
1910.71	8.89	-5.2218	
1910.79	8.9134	-5.1273	
1910.88	8.9633	-5.0764	
1910.96	9.0605	-4.4791	
1911.04	9.1115	-4.2989	
1911.13	9.0924	-4.299	
1911.21	9.0239	-4.4033	
1911.29	8.9876	-4.3286	
1911.38	8.7986	-5.0196	
1911.46	8.7411	-5.341	
1911.54	8.7319	-5.5726	
1911.63	8.7441	-5.4015	
1911.71	8.7876	-5.1501	
1911.79	8.8179	-5.2468	
1911.88	8.9885	-4.9336	
1911.96	9.056	-4.5577	
1912.04	9.0876	-4.523	
1912.13	9.0766	-4.5907	
1912.21	9.0554	-4.5804	
1912.29	8.9305	-4.9306	
1912.38	8.8076	-5.1421	
1912.46	8.7793	-5.3541	
1912.54	8.7638	-5.6501	
1912.63	8.7692	-5.6563	
1912.71	8.7648	-5.6596	
1912.79	8.7955	-5.4578	
1912.88	8.9579	-4.8211	
1912.96	9.021	-4.6709	
1913.04	9.074	-4.3144	
1913.13	9.0789	-4.539	
1913.21	9.0483	-4.6055	
1913.29	8.9552	-4.6951	
1913.38	8.8528	-4.9244	
1913.46	8.855	-5.0749	
1913.54	8.8334	-5.2404	
1913.63	8.8467	-5.3747	
1913.71	8.8471	-5.2256	
1913.79	8.8544	-4.7335	
1913.88	8.9287	-4.5959	
1913.96	8.9803	-4.6908	
1914.04	9.0079	-4.7478	
1914.13	8.9843	-4.7492	
1914.21	8.9607	-4.7506	
1914.29	8.9278	-4.8489	
1914.38	8.8153	-5.083	
1914.46	8.7432	-5.3706	
1914.54	8.646	-5.7368	
1914.63	8.6698	-5.74	
1914.71	8.7119	-5.6929	
1914.79	8.8842	-5.1692	
1914.88	8.9865	-4.8356	
1914.96	9.0584	-4.6585	
1915.04	9.1079	-4.566	
1915.13	9.0992	-4.4268	
1915.21	9.1192	-4.8074	
1915.29	8.9671	-4.9999	
1915.38	8.8414	-5.094	
1915.46	8.7714	-5.4969	
1915.54	8.7275	-5.6751	
1915.63	8.7732	-5.4058	
1915.71	8.7915	-5.6027	
1915.79	8.8214	-5.5648	
1915.88	8.9693	-4.9758	
1915.96	9.0431	-4.8423	
1916.04	9.1188	-4.5419	
1916.13	9.0765	-4.5802	
1916.21	9.0259	-4.6186	
1916.29	8.9347	-4.9934	
1916.38	8.7623	-5.6285	
1916.46	8.7981	-5.6263	
1916.54	8.855	-5.4602	
1916.63	8.8139	-5.5168	
1916.71	8.7628	-5.5707	
1916.79	8.8383	-4.8968	
1916.88	8.9426	-5.1848	
1916.96	9.1014	-4.587	
1917.04	9.1444	-4.3175	
1917.13	9.1387	-4.5571	
1917.21	9.1027	-4.6906	
1917.29	9.0054	-4.8928	
1917.38	8.872	-5.1388	
1917.46	8.8192	-5.2507	
1917.54	8.7827	-5.3684	
1917.63	8.838	-5.5042	
1917.71	8.8363	-5.5368	
1917.79	8.8397	-5.5239	
1917.88	8.9802	-4.8638	
1917.96	9.0303	-4.7065	
1918.04	9.0448	-4.6068	
1918.13	9.0319	-4.7594	
1918.21	9.0299	-4.8728	
1918.29	8.9674	-4.8461	
1918.38	8.8303	-5.0048	
1918.46	8.8479	-5.4162	
1918.54	8.7642	-5.5859	
1918.63	8.7797	-5.5942	
1918.71	8.7973	-5.6873	
1918.79	8.8621	-5.2728	
1918.88	8.9904	-5.0018	
1918.96	9.0968	-4.5308	
1919.04	9.2185	-4.1445	
1919.13	9.181	-4.241	
1919.21	9.0888	-4.4586	
1919.29	8.9681	-4.9595	
1919.38	8.8443	-5.2426	
1919.46	8.8291	-5.4563	
1919.54	8.7876	-5.563	
1919.63	8.7949	-5.6081	
1919.71	8.771	-5.6778	
1919.79	8.7827	-5.6494	
1919.88	8.9989	-4.8297	
1919.96	9.0585	-4.803	
1920.04	9.0717	-4.756	
1920.13	9.0599	-4.7703	
1920.21	9.034	-4.8319	
1920.29	8.9733	-4.9831	
1920.38	8.8421	-5.3852	
1920.46	8.8043	-5.6084	
1920.54	8.7757	-5.8389	
1920.63	8.7928	-5.6888	
1920.71	8.8162	-5.6067	
1920.79	8.8314	-5.4109	
1920.88	8.9419	-4.7035	
1920.96	9.023	-4.7693	
1921.04	9.0511	-4.8132	
1921.13	9.0085	-4.8005	
1921.21	8.9834	-4.9451	
1921.29	8.9374	-5.023	
1921.38	8.7511	-5.7602	
1921.46	8.7853	-5.6019	
1921.54	8.7521	-5.5989	
1921.63	8.8088	-5.499	
1921.71	8.8422	-5.318	
1921.79	8.8285	-5.1608	
1921.88	8.998	-4.6598	
1921.96	9.069	-4.5677	
1922.04	9.1179	-4.6267	
1922.13	9.0684	-4.577	
1922.21	9.048	-4.7593	
1922.29	8.922	-5.2098	
1922.38	8.8055	-5.3895	
1922.46	8.8523	-5.3939	
1922.54	8.8813	-5.3492	
1922.63	8.8452	-5.3588	
1922.71	8.8339	-5.3624	
1922.79	8.8551	-5.239	
1922.88	8.9479	-4.8417	
1922.96	8.9921	-4.6203	
1923.04	9.0533	-4.5966	
1923.13	9.0481	-4.5439	
1923.21	9.0166	-4.6417	
1923.29	8.9919	-4.5102	
1923.38	8.7882	-5.6286	
1923.46	8.7573	-5.6978	
1923.54	8.8101	-5.775	
1923.63	8.7835	-5.725	
1923.71	8.7657	-5.6135	
1923.79	8.8343	-5.398	
1923.88	8.9671	-4.8583	
1923.96	9.1152	-4.6645	
1924.04	9.1882	-4.4044	
1924.13	9.1928	-4.1542	
1924.21	9.1277	-4.5064	
1924.29	8.972	-4.7416	
1924.38	8.8049	-5.4057	
1924.46	8.8139	-5.6679	
1924.54	8.7673	-5.5245	
1924.63	8.7202	-5.6773	
1924.71	8.7249	-5.3654	
1924.79	8.7898	-5.3378	
1924.88	8.9988	-4.6108	
1924.96	9.0575	-4.5104	
1925.04	9.1162	-4.4099	
1925.13	9.111	-4.4874	
1925.21	9.0869	-4.5026	
1925.29	8.9497	-5.0953	
1925.38	8.8083	-5.6887	
1925.46	8.8132	-5.5558	
1925.54	8.7613	-5.6611	
1925.63	8.7162	-5.7482	
1925.71	8.7445	-5.607	
1925.79	8.8242	-5.3125	
1925.88	8.9626	-4.8886	
1925.96	9.1696	-4.3857	
1926.04	9.1493	-4.3079	
1926.13	9.129	-4.3972	
1926.21	9.0906	-4.4829	
1926.29	9.0021	-4.6849	
1926.38	8.8529	-5.0379	
1926.46	8.7596	-5.3135	
1926.54	8.7022	-5.6569	
1926.63	8.7189	-5.6561	
1926.71	8.7649	-5.4378	
1926.79	8.8562	-5.2985	
1926.88	8.9426	-5.0481	
1926.96	9.0252	-4.7517	
1927.04	9.0781	-4.8756	
1927.13	9.0497	-4.8896	
1927.21	9.0213	-4.9036	
1927.29	8.967	-5.0138	
1927.38	8.7989	-5.6947	
1927.46	8.7648	-5.8777	
1927.54	8.7362	-5.9527	
1927.63	8.7644	-5.8834	
1927.71	8.779	-5.687	
1927.79	8.8193	-5.5938	
1927.88	8.9281	-4.9375	
1927.96	8.9742	-4.8967	
1928.04	8.9964	-4.7956	
1928.13	8.9927	-4.8958	
1928.21	8.9814	-4.9351	
1928.29	8.9377	-4.9805	
1928.38	8.8198	-5.4804	
1928.46	8.756	-5.7716	
1928.54	8.7694	-5.708	
1928.63	8.7693	-5.8241	
1928.71	8.7525	-5.6583	
1928.79	8.8127	-5.1535	
1928.88	8.9244	-4.9128	
1928.96	9.0288	-4.7598	
1929.04	9.0641	-4.5903	
1929.13	9.0485	-4.5098	
1929.21	9.0286	-4.5675	
1929.29	8.9503	-4.8948	
1929.38	8.8688	-5.3286	
1929.46	8.8293	-5.3692	
1929.54	8.8504	-5.5959	
1929.63	8.8071	-5.7783	
1929.71	8.7531	-5.8275	
1929.79	8.7994	-5.4488	
1929.88	8.9498	-5.0926	
1929.96	9.0532	-4.984	
1930.04	9.0563	-4.8188	
1930.13	9.043	-4.8324	
1930.21	9.0153	-4.8599	
1930.29	8.9139	-5.2187	
1930.38	8.7924	-5.6516	
1930.46	8.8261	-5.6143	
1930.54	8.7974	-5.6432	
1930.63	8.7525	-5.558	
1930.71	8.7786	-5.5032	
1930.79	8.8183	-5.4238	
1930.88	8.9085	-5.0951	
1930.96	8.9897	-4.8664	
1931.04	9.0635	-4.688	
1931.13	9.0218	-4.7012	
1931.21	8.9996	-4.8201	
1931.29	8.9056	-5.1044	
1931.38	8.8221	-5.4178	
1931.46	8.7752	-5.6905	
1931.54	8.7016	-5.7852	
1931.63	8.7484	-5.6302	
1931.71	8.7544	-5.6476	
1931.79	8.8695	-5.3251	
1931.88	9.0001	-4.8628	
1931.96	9.1453	-4.5674	
1932.04	9.1807	-4.3769	
1932.13	9.1524	-4.3825	
1932.21	9.1031	-4.5262	
1932.29	9.0063	-4.5513	
1932.38	8.8135	-5.0531	
1932.46	8.7704	-5.3394	
1932.54	8.8137	-5.7575	
1932.63	8.7814	-5.5417	
1932.71	8.809	-5.5655	
1932.79	8.899	-5.457	
1932.88	8.9802	-5.135	
1932.96	9.0899	-4.827	
1933.04	9.1284	-4.4306	
1933.13	9.1228	-4.631	
1933.21	9.0725	-4.6977	
1933.29	8.9819	-4.8897	
1933.38	8.8427	-5.3024	
1933.46	8.7856	-5.5283	
1933.54	8.7885	-5.686	
1933.63	8.7806	-5.7341	
1933.71	8.7499	-5.7857	
1933.79	8.7755	-5.6513	
1933.88	9.0419	-4.9012	
1933.96	9.0684	-4.7269	
1934.04	9.1785	-4.6541	
1934.13	9.1161	-4.65	
1934.21	9.0537	-4.6458	
1934.29	8.9311	-5.1316	
1934.38	8.8353	-5.2519	
1934.46	8.8095	-5.4075	
1934.54	8.801	-5.6007	
1934.63	8.7942	-5.7413	
1934.71	8.8234	-5.6199	
1934.79	8.8411	-5.5006	
1934.88	8.9389	-5.1673	
1934.96	9.0725	-4.5429	
1935.04	9.1264	-4.3865	
1935.13	9.1034	-4.3244	
1935.21	9.0712	-4.7578	
1935.29	9.0013	-4.6004	
1935.38	8.841	-5.1773	
1935.46	8.8117	-5.3797	
1935.54	8.857	-5.7557	
1935.63	8.8608	-5.6546	
1935.71	8.8124	-5.7117	
1935.79	8.8729	-5.4086	
1935.88	8.9506	-4.7229	
1935.96	9.0502	-4.5082	
1936.04	9.0697	-4.6095	
1936.13	9.0661	-4.6422	
1936.21	9.0755	-4.6952	
1936.29	8.9965	-4.9506	
1936.38	8.7935	-5.4904	
1936.46	8.7616	-5.6372	
1936.54	8.7918	-5.5353	
1936.63	8.8106	-5.5891	
1936.71	8.8142	-5.4006	
1936.79	8.8485	-5.2094	
1936.88	8.9489	-4.8878	
1936.96	9.0155	-4.6737	
1937.04	9.042	-4.5968	
1937.13	9.0327	-4.5819	
1937.21	9.0345	-4.6663	
1937.29	8.9834	-4.8982	
1937.38	8.8384	-5.3275	
1937.46	8.7668	-5.6175	
1937.54	8.7678	-5.6448	
1937.63	8.7394	-5.7996	
1937.71	8.7531	-5.8158	
1937.79	8.8658	-5.3426	
1937.88	8.9787	-5.0402	
1937.96	9.0392	-4.9558	
1938.04	9.0844	-4.7494	
1938.13	9.0558	-4.7511	
1938.21	9.0215	-4.7723	
1938.29	8.9659	-4.9343	
1938.38	8.7793	-5.436	
1938.46	8.7099	-5.6886	
1938.54	8.7445	-6.0024	
1938.63	8.6828	-5.9891	
1938.71	8.7159	-5.8272	
1938.79	8.8193	-5.5583	
1938.88	8.9622	-5.4084	
1938.96	9.0923	-4.9265	
1939.04	9.14	-4.4822	
1939.13	9.1061	-4.5101	
1939.21	9.0722	-4.538	
1939.29	8.9835	-5.1313	
1939.38	8.8508	-5.5608	
1939.46	8.8135	-5.8406	
1939.54	8.7737	-5.7937	
1939.63	8.7817	-5.8355	
1939.71	8.8646	-5.4856	
1939.79	8.8873	-5.2766	
1939.88	9.0081	-5.15	
1939.96	9.09	-4.6248	
1940.04	9.182	-4.1257	
1940.13	9.1717	-4.1741	
1940.21	9.1167	-4.3695	
1940.29	9.0149	-4.8291	
1940.38	8.8705	-5.2222	
1940.46	8.8565	-5.3534	
1940.54	8.8237	-5.5206	
1940.63	8.8035	-5.6471	
1940.71	8.8339	-5.4563	
1940.79	8.8756	-5.0232	
1940.88	8.9807	-4.916	
1940.96	9.095	-5.0569	
1941.04	9.2094	-5.1978	
1941.13	9.1221	-5.1664	
1941.21	9.0341	-5.1344	
1941.29	8.9683	-4.8959	
1941.38	8.8032	-5.5868	
1941.46	8.7305	-5.6972	
1941.54	8.7037	-5.8095	
1941.63	8.7223	-5.9005	
1941.71	8.815	-5.5203	
1941.79	8.8156	-5.3408	
1941.88	8.9307	-5.048	
1941.96	8.9758	-4.8939	
1942.04	9.0061	-4.6751	
1942.13	8.9805	-4.7467	
1942.21	8.9548	-4.8184	
1942.29	8.8987	-4.8686	
1942.38	8.7774	-5.2346	
1942.46	8.7758	-5.5827	
1942.54	8.7856	-5.5497	
1942.63	8.7478	-5.6994	
1942.71	8.7246	-5.851	
1942.79	8.802	-5.4632	
1942.88	8.9538	-4.9533	
1942.96	9.0042	-4.8124	
1943.04	9.0136	-4.6982	
1943.13	9.0122	-4.7955	
1943.21	8.9893	-4.8566	
1943.29	8.9544	-4.8955	
1943.38	8.8498	-4.9245	
1943.46	8.8291	-5.3287	
1943.54	8.7906	-5.7221	
1943.63	8.7431	-5.9356	
1943.71	8.7728	-5.6737	
1943.79	8.8469	-5.2376	
1943.88	8.9833	-4.6123	
1943.96	9.0954	-4.4755	
1944.04	9.1087	-4.2523	
1944.13	9.0572	-4.4776	
1944.21	9.0056	-4.703	
1944.29	8.9783	-4.6946	
1944.38	8.8269	-5.3623	
1944.46	8.7353	-5.8432	
1944.54	8.7374	-5.8939	
1944.63	8.7508	-5.8744	
1944.71	8.7426	-5.7919	
1944.79	8.8287	-5.654	
1944.88	8.9557	-5.0443	
1944.96	9.0022	-4.4644	
1945.04	9.0598	-4.6013	
1945.13	9.0577	-4.6426	
1945.21	9.0417	-4.707	
1945.29	8.9765	-4.9606	
1945.38	8.85	-5.1532	
1945.46	8.784	-5.5353	
1945.54	8.7565	-5.8269	
1945.63	8.7473	-5.9008	
1945.71	8.7473	-5.8642	
1945.79	8.8944	-4.8406	
1945.88	8.9507	-4.8598	
1945.96	9.0884	-4.8209	
1946.04	9.0557	-4.6229	
1946.13	9.0348	-5.0039	
1946.21	9.012	-5.0204	
1946.29	8.9741	-5.1738	
1946.38	8.8601	-5.2831	
1946.46	8.7963	-5.1258	
1946.54	8.7384	-5.2197	
1946.63	8.7782	-5.5443	
1946.71	8.8332	-5.1524	
1946.79	8.8764	-5.2815	
1946.88	8.9831	-5.0704	
1946.96	9.0332	-4.5987	
1947.04	9.0731	-4.4929	
1947.13	9.0516	-4.5214	
1947.21	9.0292	-4.5521	
1947.29	9.0068	-4.5828	
1947.38	8.8763	-5.2646	
1947.46	8.8539	-5.594	
1947.54	8.7576	-5.7999	
1947.63	8.7803	-5.9539	
1947.71	8.8412	-5.5912	
1947.79	8.8931	-5.3542	
1947.88	8.9655	-4.8534	
1947.96	9.0939	-4.4784	
1948.04	9.135	-4.4266	
1948.13	9.0978	-4.4988	
1948.21	9.043	-4.5359	
1948.29	8.9911	-4.9254	
1948.38	8.8723	-5.4784	
1948.46	8.8365	-5.4841	
1948.54	8.8007	-5.4897	
1948.63	8.8049	-5.4852	
1948.71	8.8361	-5.5104	
1948.79	8.8703	-5.2857	
1948.88	8.9778	-4.6795	
1948.96	9.097	-4.3443	
1949.04	9.1622	-4.3004	
1949.13	9.098	-4.4242	
1949.21	9.0864	-4.7219	
1949.29	8.9556	-4.9973	
1949.38	8.8579	-5.275	
1949.46	8.7958	-5.4264	
1949.54	8.7447	-5.5217	
1949.63	8.7641	-5.605	
1949.71	8.8096	-5.4679	
1949.79	8.867	-4.8517	
1949.88	8.9341	-4.7313	
1949.96	9.0012	-4.611	
1950.04	9.0519	-4.3407	
1950.13	9.0272	-4.5952	
1950.21	9.0185	-4.728	
1950.29	8.9131	-4.8592	
1950.38	8.8186	-5.3116	
1950.46	8.749	-5.5038	
1950.54	8.7255	-5.79	
1950.63	8.7261	-5.8418	
1950.71	8.7236	-5.6603	
1950.79	8.7927	-5.818	
1950.88	8.8916	-5.4633	
1950.96	9.0188	-4.5988	
1951.04	9.1089	-3.6232	
