# Houbihu, southern Taiwan Porites Sr/Ca and d18O data from 1788 to 2013
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/29412
#      Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/ramos2020/ramos2020-monthly.txt
#      Description: NOAA location of the template
#
# Data_Type: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: trace metals, oxygen isotopes
#---------------------------------------
# Contribution_Date
#    Date: 2020-04-08
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2020-04-08
#---------------------------------------
# Title
#    Study_Name: Houbihu, southern Taiwan Porites Sr/Ca and d18O data from 1788 to 2013
#---------------------------------------
# Investigators
#      Investigators: Ramos, Riovie; Goodkin, Nathalie; Fan, Tung-Yung
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: Monthly paired Porites Sr/Ca and d18O measurements
#---------------------------------------
# Publication
# Authors: Ramos, R.D., N.F. Goodkin, and T.-Y. Fan
# Published_Date_or_Year: 2020
# Published_Title: Coral records at the northern edge of the Western Pacific Warm Pool reveal multiple drivers of sea surface temperature, salinity, and rainfall variability since the end of the Little Ice Age
# Journal_Name: Paleoceanography and Paleoclimatology
# Volume: 
# Edition: 
# Issue: 
# Pages: 
# Report_Number: 
# DOI: 
# Online_Resource: 
# Full_Citation: 
# Abstract: Reconstructions of key climate parameters prior to anthropogenic influences serve to constrain decadal to multi-century natural climate variability. In the western Pacific region, relatively few reconstructions exist north of the Western Pacific Warm Pool (WPWP), a region critical to global climate. In this study, we collected a coral core from Houbihu, southern Taiwan and generated a 225-year reconstruction of annual and wintertime sea surface temperature (SST), dry season sea surface salinity (SSS) and wet season rainfall records derived from paired Porites Sr/Ca and d18O profiles extending back to the end of the Little Ice Age (LIA, 1850 CE). Multidecadal SST trends generally track regional surface temperature reconstructions, indicating the dominant influence of solar and volcanic radiative forcings. Reconstructed dry season SSS reflects an advection signal linked to the East Asian Winter Monsoon (EAWM) and the Pacific Decadal Oscillation (PDO), both influencing variations in the Kuroshio Intrusion (KI) across the Luzon Strait. Reconstructed wet season rainfall, on the other hand, reveals influence of the PDO on the decadal variability of local and regional rainfall patterns. Relative to the late 1900s, our climate reconstructions document cooler and drier (high salinity and low rainfall) conditions during the end of the LIA, supporting other lines of evidence of a retracted WPWP region during this period. In the late 20th to early 21st century, our climate reconstructions record warming and freshening (low salinity and high rainfall) trends, highlighting the potential impact of anthropogenic forcing in the extension of the WPWP.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: National Research Foundation Singapore
#    Grant: NRF-RF2012-03
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Ministry of Education, Singapore Academic Research Fund Tier 2
#    Grant: Project MOE2016-T2-1-016
#---------------------------------------
# Site_Information
# Site_Name: Houbihu, southern Taiwan
# Location: Taiwan
# Country: Taiwan
# Northernmost_Latitude: 21.9
# Southernmost_Latitude: 21.9
# Easternmost_Longitude: 120.7
# Westernmost_Longitude: 120.7
# Elevation: -6
#---------------------------------------
# Data_Collection
#   Collection_Name: HBH monthly Ramos2020
#   First_Year: 1788
#   Last_Year: 2013
#   Time_Unit: AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,year Common Era,monthly,corals and sclerosponges,,,N,
## Sr/Ca-Porites	strontium/calcium,Porites sp.,,millimole per mole,,corals and sclerosponges,,inductively-coupled plasma atomic emission spectroscopy,N,
## d18O-Porites	delta 18O,Porites sp.,,per mil,,corals and sclerosponges,,isotope ratio mass spectrometry,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NaN
age_AD	Sr/Ca-Porites	d18O-Porites	
1824.54	8.7819	NaN	
1824.63	8.763	NaN	
1824.71	8.7803	NaN	
1824.79	8.8598	NaN	
1824.88	8.955	NaN	
1824.96	9.0418	NaN	
1825.04	9.1117	NaN	
1825.13	9.0903	NaN	
1825.21	9.0617	NaN	
1825.29	9.0151	NaN	
1825.38	8.8588	NaN	
1825.46	8.7975	NaN	
1825.54	8.7387	NaN	
1825.63	8.7572	NaN	
1825.71	8.7783	NaN	
1825.79	8.8973	NaN	
1825.88	9.0446	NaN	
1825.96	9.0985	NaN	
1826.04	9.0805	NaN	
1826.13	9.0533	NaN	
1826.21	9.0351	NaN	
1826.29	8.9384	NaN	
1826.38	8.799	NaN	
1826.46	8.7001	NaN	
1826.54	8.7297	NaN	
1826.63	8.7693	NaN	
1826.71	8.7592	NaN	
1826.79	8.8119	NaN	
1826.88	8.9081	NaN	
1826.96	9.0036	NaN	
1827.04	9.0724	NaN	
1827.13	9.0362	NaN	
1827.21	9.0784	NaN	
1827.29	8.9464	NaN	
1827.38	8.8121	NaN	
1827.46	8.7199	NaN	
1827.54	8.7015	NaN	
1827.63	8.7757	NaN	
1827.71	8.773	NaN	
1827.79	8.81	NaN	
1827.88	8.9941	NaN	
1827.96	9.041	NaN	
1828.04	9.0559	NaN	
1828.13	9.0482	NaN	
1828.21	9.016	NaN	
1828.29	8.9173	NaN	
1828.38	8.7971	NaN	
1828.46	8.7287	NaN	
1828.54	8.6773	NaN	
1828.63	8.7034	NaN	
1828.71	8.7341	NaN	
1828.79	8.8042	NaN	
1828.88	8.975	NaN	
1828.96	9.0328	NaN	
1829.04	9.101	NaN	
1829.13	9.1104	NaN	
1829.21	9.0547	NaN	
1829.29	8.9063	NaN	
1829.38	8.8201	NaN	
1829.46	8.7468	NaN	
1829.54	8.7367	NaN	
1829.63	8.7388	NaN	
1829.71	8.7757	NaN	
1829.79	8.8477	NaN	
1829.88	8.9247	NaN	
1829.96	9.0568	NaN	
1830.04	9.1236	NaN	
1830.13	9.1019	NaN	
1830.21	9.0585	NaN	
1830.29	8.9183	NaN	
1830.38	8.8228	NaN	
1830.46	8.7686	NaN	
1830.54	8.757	NaN	
1830.63	8.7908	NaN	
1830.71	8.8139	NaN	
1830.79	8.8663	NaN	
1830.88	8.9709	NaN	
1830.96	9.126	NaN	
1831.04	9.1788	NaN	
1831.13	9.1509	NaN	
1831.21	9.108	NaN	
1831.29	8.9184	NaN	
1831.38	8.8906	NaN	
1831.46	8.8375	NaN	
1831.54	8.7999	NaN	
1831.63	8.811	NaN	
1831.71	8.8287	NaN	
1831.79	8.8517	NaN	
1831.88	8.9154	NaN	
1831.96	8.9893	NaN	
1832.04	9.0193	NaN	
1832.13	9.0012	NaN	
1832.21	8.9755	NaN	
1832.29	8.9292	NaN	
1832.38	8.8707	NaN	
1832.46	8.8365	NaN	
1832.54	8.7984	NaN	
1832.63	8.8081	NaN	
1832.71	8.826	NaN	
1832.79	8.8426	NaN	
1832.88	8.9559	NaN	
1832.96	8.995	NaN	
1833.04	9.0703	NaN	
1833.13	9.0298	NaN	
1833.21	9.0076	NaN	
1833.29	8.9432	NaN	
1833.38	8.821	NaN	
1833.46	8.7775	NaN	
1833.54	8.7241	NaN	
1833.63	8.7703	NaN	
1833.71	8.806	NaN	
1833.79	8.837	NaN	
1833.88	8.9667	NaN	
1833.96	9.0302	NaN	
1834.04	9.1498	NaN	
1834.13	9.1351	NaN	
1834.21	9.0934	NaN	
1834.29	8.984	NaN	
1834.38	8.8052	NaN	
1834.46	8.8128	NaN	
1834.54	8.7907	NaN	
1834.63	8.776	NaN	
1834.71	8.784	NaN	
1834.79	8.8374	NaN	
1834.88	8.9616	NaN	
1834.96	8.9923	NaN	
1835.04	9.1213	NaN	
1835.13	9.0567	NaN	
1835.21	9.0464	NaN	
1835.29	8.9373	NaN	
1835.38	8.8347	NaN	
1835.46	8.7545	NaN	
1835.54	8.7403	NaN	
1835.63	8.7697	NaN	
1835.71	8.8229	NaN	
1835.79	8.8581	NaN	
1835.88	9.0046	NaN	
1835.96	9.0996	NaN	
1836.04	9.1582	NaN	
1836.13	9.1171	NaN	
1836.21	9.0546	NaN	
1836.29	8.9451	NaN	
1836.38	8.888	NaN	
1836.46	8.8482	NaN	
1836.54	8.8108	NaN	
1836.63	8.8032	NaN	
1836.71	8.7906	NaN	
1836.79	8.858	NaN	
1836.88	8.9723	NaN	
1836.96	9.076	NaN	
1837.04	9.1573	NaN	
1837.13	9.1228	NaN	
1837.21	9.079	NaN	
1837.29	8.8727	NaN	
1837.38	8.786	NaN	
1837.46	8.7249	NaN	
1837.54	8.7706	NaN	
1837.63	8.7519	NaN	
1837.71	8.8088	NaN	
1837.79	8.8349	NaN	
1837.88	8.9798	NaN	
1837.96	9.0653	NaN	
1838.04	9.1706	NaN	
1838.13	9.145	NaN	
1838.21	9.0893	NaN	
1838.29	9.0059	NaN	
1838.38	8.7897	NaN	
1838.46	8.7569	NaN	
1838.54	8.722	NaN	
1838.63	8.697	NaN	
1838.71	8.7053	NaN	
1838.79	8.7748	NaN	
1838.88	8.9061	NaN	
1838.96	9.0307	NaN	
1839.04	9.0798	NaN	
1839.13	9.0672	NaN	
1839.21	9.0596	NaN	
1839.29	8.9203	NaN	
1839.38	8.7762	NaN	
1839.46	8.7217	NaN	
1839.54	8.747	NaN	
1839.63	8.7556	NaN	
1839.71	8.7063	NaN	
1839.79	8.8006	NaN	
1839.88	8.9016	NaN	
1839.96	8.9472	NaN	
1840.04	9.0384	NaN	
1840.13	9.0157	NaN	
1840.21	8.9883	NaN	
1840.29	8.9122	NaN	
1840.38	8.8094	NaN	
1840.46	8.7788	NaN	
1840.54	8.8067	NaN	
1840.63	8.7665	NaN	
1840.71	8.7766	NaN	
1840.79	8.8167	NaN	
1840.88	8.9047	NaN	
1840.96	8.9944	NaN	
1841.04	8.9845	NaN	
1841.13	8.985	NaN	
1841.21	8.9599	NaN	
1841.29	8.9864	NaN	
1841.38	8.8044	NaN	
1841.46	8.8026	NaN	
1841.54	8.787	NaN	
1841.63	8.6933	NaN	
1841.71	8.7578	NaN	
1841.79	8.8458	NaN	
1841.88	8.9657	NaN	
1841.96	9.0281	NaN	
1842.04	9.075	NaN	
1842.13	9.0471	NaN	
1842.21	9.0225	NaN	
1842.29	8.9305	NaN	
1842.38	8.8231	NaN	
1842.46	8.7539	NaN	
1842.54	8.7365	NaN	
1842.63	8.8015	NaN	
1842.71	8.7761	NaN	
1842.79	8.8764	NaN	
1842.88	8.9859	NaN	
1842.96	8.989	NaN	
1843.04	9.042	NaN	
1843.13	9.012	NaN	
1843.21	8.9943	NaN	
1843.29	8.9059	NaN	
1843.38	8.777	NaN	
1843.46	8.7781	NaN	
1843.54	8.7365	NaN	
1843.63	8.7663	NaN	
1843.71	8.7833	NaN	
1843.79	8.7937	NaN	
1843.88	8.8717	NaN	
1843.96	8.9127	NaN	
1844.04	8.9582	NaN	
1844.13	8.9559	NaN	
1844.21	8.9284	NaN	
1844.29	8.8916	NaN	
1844.38	8.765	NaN	
1844.46	8.7421	NaN	
1844.54	8.6969	NaN	
1844.63	8.6657	NaN	
1844.71	8.7135	NaN	
1844.79	8.7923	NaN	
1844.88	8.928	NaN	
1844.96	8.9915	NaN	
1845.04	9.0297	NaN	
1845.13	9.0025	NaN	
1845.21	8.9753	NaN	
1845.29	8.9589	NaN	
1845.38	8.8423	NaN	
1845.46	8.7585	NaN	
1845.54	8.7287	NaN	
1845.63	8.7367	NaN	
1845.71	8.7614	NaN	
1845.79	8.8458	NaN	
1845.88	8.974	NaN	
1845.96	9.035	NaN	
1846.04	9.049	NaN	
1846.13	9.0346	NaN	
1846.21	9.0083	NaN	
1846.29	8.9364	NaN	
1846.38	8.8639	NaN	
1846.46	8.8162	NaN	
1846.54	8.8107	NaN	
1846.63	8.7984	NaN	
1846.71	8.8083	NaN	
1846.79	8.8319	NaN	
1846.88	8.958	NaN	
1846.96	9.0557	NaN	
1847.04	9.0999	NaN	
1847.13	9.0501	NaN	
1847.21	9.0437	NaN	
1847.29	8.9501	NaN	
1847.38	8.794	NaN	
1847.46	8.7237	NaN	
1847.54	8.7608	NaN	
1847.63	8.8119	NaN	
1847.71	8.7891	NaN	
1847.79	8.8389	NaN	
1847.88	8.9672	NaN	
1847.96	9.0279	NaN	
1848.04	9.1079	NaN	
1848.13	9.0741	NaN	
1848.21	9.0255	NaN	
1848.29	8.918	NaN	
1848.38	8.8132	NaN	
1848.46	8.7666	NaN	
1848.54	8.7586	NaN	
1848.63	8.7962	NaN	
1848.71	8.7994	NaN	
1848.79	8.8387	NaN	
1848.88	8.9371	NaN	
1848.96	9.0164	NaN	
1849.04	9.0881	NaN	
1849.13	9.0852	NaN	
1849.21	9.064	NaN	
1849.29	9.0305	NaN	
1849.38	8.8176	NaN	
1849.46	8.7724	NaN	
1849.54	8.7412	NaN	
1849.63	8.7645	NaN	
1849.71	8.7894	NaN	
1849.79	8.8239	NaN	
1849.88	8.992	NaN	
1849.96	9.0818	NaN	
1850.04	9.1046	NaN	
1850.13	9.1013	NaN	
1850.21	9.0753	NaN	
1850.29	9.022	NaN	
1850.38	8.8578	NaN	
1850.46	8.7804	NaN	
1850.54	8.7042	NaN	
1850.63	8.7377	NaN	
1850.71	8.7824	NaN	
1850.79	8.8943	NaN	
1850.88	8.9725	NaN	
1850.96	9.0264	NaN	
1851.04	9.1226	NaN	
1851.13	9.0963	NaN	
1851.21	9.0296	NaN	
1851.29	8.9317	NaN	
1851.38	8.8674	NaN	
1851.46	8.7479	NaN	
1851.54	8.7312	NaN	
1851.63	8.8417	NaN	
1851.71	8.8113	NaN	
1851.79	8.8103	NaN	
1851.88	8.933	NaN	
1851.96	8.982	NaN	
1852.04	9.0544	NaN	
1852.13	9.0211	NaN	
1852.21	9.0311	NaN	
1852.29	8.9784	NaN	
1852.38	8.7836	NaN	
1852.46	8.7536	NaN	
1852.54	8.787	NaN	
1852.63	8.7801	NaN	
1852.71	8.7781	NaN	
1852.79	8.8323	NaN	
1852.88	8.9277	NaN	
1852.96	9.1116	NaN	
1853.04	9.1319	NaN	
1853.13	9.1261	NaN	
1853.21	9.0848	NaN	
1853.29	9.0148	NaN	
1853.38	8.7847	NaN	
1853.46	8.7394	NaN	
1853.54	8.798	NaN	
1853.63	8.8126	NaN	
1853.71	8.8063	NaN	
1853.79	8.8524	NaN	
1853.88	8.9873	NaN	
1853.96	9.1182	NaN	
1854.04	9.1547	NaN	
1854.13	9.1214	NaN	
1854.21	9.0828	NaN	
1854.29	8.942	NaN	
1854.38	8.8219	NaN	
1854.46	8.7889	NaN	
1854.54	8.8781	NaN	
1854.63	8.8675	NaN	
1854.71	8.8773	NaN	
1854.79	8.8595	NaN	
1854.88	8.9521	NaN	
1854.96	9.0645	NaN	
1855.04	9.0922	NaN	
1855.13	9.0585	NaN	
1855.21	9.0774	NaN	
1855.29	8.9527	NaN	
1855.38	8.9603	NaN	
1855.46	8.8643	NaN	
1855.54	8.8472	NaN	
1855.63	8.8671	NaN	
1855.71	8.8401	NaN	
1855.79	8.8569	NaN	
1855.88	8.9176	NaN	
1855.96	9.0333	NaN	
1856.04	9.1249	NaN	
1856.13	9.0804	NaN	
1856.21	9.0401	NaN	
1856.29	8.9232	NaN	
1856.38	8.7884	NaN	
1856.46	8.6901	NaN	
1856.54	8.711	NaN	
1856.63	8.7839	NaN	
1856.71	8.7997	NaN	
1856.79	8.8056	NaN	
1856.88	8.9287	NaN	
1856.96	9.0652	NaN	
1857.04	9.1036	NaN	
1857.13	9.0843	NaN	
1857.21	9.0436	NaN	
1857.29	8.9012	NaN	
1857.38	8.8198	NaN	
1857.46	8.8029	NaN	
1857.54	8.8472	NaN	
1857.63	8.8387	NaN	
1857.71	8.8372	NaN	
1857.79	8.8795	NaN	
1857.88	9.0154	NaN	
1857.96	9.0186	NaN	
1858.04	9.0623	NaN	
1858.13	9.0217	NaN	
1858.21	9.0322	NaN	
1858.29	8.9699	NaN	
1858.38	8.8258	NaN	
1858.46	8.7354	NaN	
1858.54	8.82	NaN	
1858.63	8.7949	NaN	
1858.71	8.7698	NaN	
1858.79	8.8379	NaN	
1858.88	8.9531	NaN	
1858.96	9.0219	NaN	
1859.04	9.0853	NaN	
1859.13	9.0563	NaN	
1859.21	9.0357	NaN	
1859.29	8.9341	NaN	
1859.38	8.7893	NaN	
1859.46	8.7718	NaN	
1859.54	8.7055	NaN	
1859.63	8.7499	NaN	
1859.71	8.8198	NaN	
1859.79	8.8181	NaN	
1859.88	8.9096	NaN	
1859.96	9.092	NaN	
1860.04	9.1784	NaN	
1860.13	9.1615	NaN	
1860.21	9.1121	NaN	
1860.29	8.9401	NaN	
1860.38	8.8617	NaN	
1860.46	8.8259	NaN	
1860.54	8.8438	NaN	
1860.63	8.8729	NaN	
1860.71	8.8261	NaN	
1860.79	8.8615	NaN	
1860.88	9.0367	NaN	
1860.96	9.1502	NaN	
1861.04	9.1742	NaN	
1861.13	9.117	NaN	
1861.21	9.0843	NaN	
1861.29	9.0205	NaN	
1861.38	8.8731	NaN	
1861.46	8.8346	NaN	
1861.54	8.813	NaN	
1861.63	8.8737	NaN	
1861.71	8.9118	NaN	
1861.79	8.9264	NaN	
1861.88	9.0633	NaN	
1861.96	9.1421	NaN	
1862.04	9.2477	NaN	
1862.13	9.2312	NaN	
1862.21	9.1614	NaN	
1862.29	9.0387	NaN	
1862.38	8.8983	NaN	
1862.46	8.8822	NaN	
1862.54	8.9134	NaN	
1862.63	8.9122	NaN	
1862.71	8.8943	NaN	
1862.79	8.9308	NaN	
1862.88	9.0317	NaN	
1862.96	9.102	NaN	
1863.04	9.1263	NaN	
1863.13	9.1197	NaN	
1863.21	9.1193	NaN	
1863.29	9.0518	NaN	
1863.38	8.9261	NaN	
1863.46	8.8935	NaN	
1863.54	8.8779	NaN	
1863.63	8.8844	NaN	
1863.71	8.8992	NaN	
1863.79	8.9282	NaN	
1863.88	8.9908	NaN	
1863.96	9.0884	NaN	
1864.04	9.1447	NaN	
1864.13	9.1055	NaN	
1864.21	9.0516	NaN	
1864.29	8.9227	NaN	
1864.38	8.7837	NaN	
1864.46	8.7249	NaN	
1864.54	8.7249	NaN	
1864.63	8.7443	NaN	
1864.71	8.7342	NaN	
1864.79	8.7787	NaN	
1864.88	8.9429	NaN	
1864.96	9.0899	NaN	
1865.04	9.1266	NaN	
1865.13	9.0995	NaN	
1865.21	9.1102	NaN	
1865.29	9.0111	NaN	
1865.38	8.7622	NaN	
1865.46	8.7078	NaN	
1865.54	8.6998	NaN	
1865.63	8.7607	NaN	
1865.71	8.8314	NaN	
1865.79	8.8514	NaN	
1865.88	9.0071	NaN	
1865.96	9.0746	NaN	
1866.04	9.114	NaN	
1866.13	9.1094	NaN	
1866.21	9.0749	NaN	
1866.29	9.0072	NaN	
1866.38	8.9111	NaN	
1866.46	8.8072	NaN	
1866.54	8.8506	NaN	
1866.63	8.813	NaN	
1866.71	8.796	NaN	
1866.79	8.8276	NaN	
1866.88	8.9442	NaN	
1866.96	9.0577	NaN	
1867.04	9.1208	NaN	
1867.13	9.0885	NaN	
1867.21	9.0532	NaN	
1867.29	8.9437	NaN	
1867.38	8.7637	NaN	
1867.46	8.6064	NaN	
1867.54	8.683	NaN	
1867.63	8.704	NaN	
1867.71	8.7303	NaN	
1867.79	8.803	NaN	
1867.88	8.9509	NaN	
1867.96	9.0411	NaN	
1868.04	9.115	NaN	
1868.13	9.1012	NaN	
1868.21	9.0549	NaN	
1868.29	8.895	NaN	
1868.38	8.7671	NaN	
1868.46	8.7101	NaN	
1868.54	8.6905	NaN	
1868.63	8.7534	NaN	
1868.71	8.8017	NaN	
1868.79	8.8279	NaN	
1868.88	8.9944	NaN	
1868.96	9.062	NaN	
1869.04	9.1043	NaN	
1869.13	9.0659	NaN	
1869.21	9.0587	NaN	
1869.29	8.9785	NaN	
1869.38	8.8869	NaN	
1869.46	8.8651	NaN	
1869.54	8.8781	NaN	
1869.63	8.8006	NaN	
1869.71	8.8033	NaN	
1869.79	8.8363	NaN	
1869.88	8.8921	NaN	
1869.96	9.1293	NaN	
1870.04	9.2309	NaN	
1870.13	9.2013	NaN	
1870.21	9.1725	NaN	
1870.29	9.0028	NaN	
1870.38	8.8163	NaN	
1870.46	8.8184	NaN	
1870.54	8.7726	NaN	
1870.63	8.7177	NaN	
1870.71	8.7552	NaN	
1870.79	8.8383	NaN	
1870.88	8.951	NaN	
1870.96	9.1526	NaN	
1871.04	9.1515	NaN	
1871.13	9.1388	NaN	
1871.21	9.0668	NaN	
1871.29	9.0046	NaN	
1871.38	8.8743	NaN	
1871.46	8.8328	NaN	
1871.54	8.8192	NaN	
1871.63	8.787	NaN	
1871.71	8.8052	NaN	
1871.79	8.8502	NaN	
1871.88	8.9734	NaN	
1871.96	9.0767	NaN	
1872.04	9.0913	NaN	
1872.13	9.0874	NaN	
1872.21	9.0367	NaN	
1872.29	8.9375	NaN	
1872.38	8.773	NaN	
1872.46	8.7799	NaN	
1872.54	8.7641	NaN	
1872.63	8.8014	NaN	
1872.71	8.8435	NaN	
1872.79	8.8903	NaN	
1872.88	8.9462	NaN	
1872.96	9.105	NaN	
1873.04	9.1144	NaN	
1873.13	9.0766	NaN	
1873.21	9.0196	NaN	
1873.29	8.9822	NaN	
1873.38	8.767	NaN	
1873.46	8.7163	NaN	
1873.54	8.7624	NaN	
1873.63	8.7704	NaN	
1873.71	8.7511	NaN	
1873.79	8.873	NaN	
1873.88	8.9666	NaN	
1873.96	9.1864	NaN	
1874.04	9.2979	NaN	
1874.13	9.2492	NaN	
1874.21	9.1325	NaN	
1874.29	9.0257	NaN	
1874.38	8.954	NaN	
1874.46	8.9155	NaN	
1874.54	8.889	NaN	
1874.63	8.9214	NaN	
1874.71	8.845	NaN	
1874.79	8.8985	NaN	
1874.88	9.0687	NaN	
1874.96	9.1713	NaN	
1875.04	9.2108	NaN	
1875.13	9.1942	NaN	
1875.21	9.1618	NaN	
1875.29	9.0339	NaN	
1875.38	8.9451	NaN	
1875.46	8.8932	NaN	
1875.54	8.8832	NaN	
1875.63	8.9065	NaN	
1875.71	8.9352	NaN	
1875.79	8.9593	NaN	
1875.88	9.0485	NaN	
1875.96	9.0941	NaN	
1876.04	9.1924	NaN	
1876.13	9.1636	NaN	
1876.21	9.115	NaN	
1876.29	9.0476	NaN	
1876.38	8.8736	NaN	
1876.46	8.8568	NaN	
1876.54	8.8331	NaN	
1876.63	8.749	NaN	
1876.71	8.8125	NaN	
1876.79	8.874	NaN	
1876.88	9.047	NaN	
1876.96	9.0466	NaN	
1877.04	9.1338	NaN	
1877.13	9.1066	NaN	
1877.21	9.0794	NaN	
1877.29	9.0482	NaN	
1877.38	8.8609	NaN	
1877.46	8.8564	NaN	
1877.54	8.8589	NaN	
1877.63	8.8458	NaN	
1877.71	8.8098	NaN	
1877.79	8.8356	NaN	
1877.88	8.8812	NaN	
1877.96	8.9321	NaN	
1878.04	9.0516	NaN	
1878.13	9.0721	NaN	
1878.21	9.0661	NaN	
1878.29	8.9724	NaN	
1878.38	8.9509	NaN	
1878.46	8.9102	NaN	
1878.54	8.8463	NaN	
1878.63	8.8415	NaN	
1878.71	8.8687	NaN	
1878.79	8.9551	NaN	
1878.88	9.0393	NaN	
1878.96	9.1962	NaN	
1879.04	9.2651	NaN	
1879.13	9.2264	NaN	
1879.21	9.1096	NaN	
1879.29	8.9868	NaN	
1879.38	8.9098	NaN	
1879.46	8.9052	NaN	
1879.54	8.8905	NaN	
1879.63	8.8729	NaN	
1879.71	8.8402	NaN	
1879.79	8.895	NaN	
1879.88	9.0084	NaN	
1879.96	9.1264	NaN	
1880.04	9.253	NaN	
1880.13	9.1015	NaN	
1880.21	9.1038	NaN	
1880.29	9.0721	NaN	
1880.38	8.8331	NaN	
1880.46	8.8145	NaN	
1880.54	8.7715	NaN	
1880.63	8.7711	NaN	
1880.71	8.7875	NaN	
1880.79	8.8621	NaN	
1880.88	8.9456	NaN	
1880.96	9.0725	NaN	
1881.04	9.1732	NaN	
1881.13	9.1433	NaN	
1881.21	9.0537	NaN	
1881.29	8.9089	NaN	
1881.38	8.8235	NaN	
1881.46	8.9069	NaN	
1881.54	8.6987	NaN	
1881.63	8.7528	NaN	
1881.71	8.8062	NaN	
1881.79	8.8525	NaN	
1881.88	9.012	NaN	
1881.96	9.1132	NaN	
1882.04	9.1674	NaN	
1882.13	9.1322	NaN	
1882.21	9.0796	NaN	
1882.29	8.982	NaN	
1882.38	8.8371	NaN	
1882.46	8.7786	NaN	
1882.54	8.745	NaN	
1882.63	8.7621	NaN	
1882.71	8.7925	NaN	
1882.79	8.859	NaN	
1882.88	8.9936	NaN	
1882.96	9.0637	NaN	
1883.04	9.1505	NaN	
1883.13	9.1227	NaN	
1883.21	9.0877	NaN	
1883.29	9.0106	NaN	
1883.38	8.8675	NaN	
1883.46	8.8399	NaN	
1883.54	8.7856	NaN	
1883.63	8.852	NaN	
1883.71	8.8723	NaN	
1883.79	8.8922	NaN	
1883.88	9.012	NaN	
1883.96	9.091	NaN	
1884.04	9.191	NaN	
1884.13	9.1495	NaN	
1884.21	9.1079	NaN	
1884.29	9.0736	NaN	
1884.38	8.8283	NaN	
1884.46	8.8548	NaN	
1884.54	8.7451	NaN	
1884.63	8.8325	NaN	
1884.71	8.8685	NaN	
1884.79	8.8544	NaN	
1884.88	9.0027	NaN	
1884.96	9.0769	NaN	
1885.04	9.1535	NaN	
1885.13	9.1084	NaN	
1885.21	9.0222	NaN	
1885.29	8.9361	NaN	
1885.38	8.8357	NaN	
1885.46	8.6969	NaN	
1885.54	8.7386	NaN	
1885.63	8.7205	NaN	
1885.71	8.7106	NaN	
1885.79	8.7913	NaN	
1885.88	8.9492	NaN	
1885.96	9.056	NaN	
1886.04	9.0728	NaN	
1886.13	9.071	NaN	
1886.21	9.0403	NaN	
1886.29	9.0167	NaN	
1886.38	8.7828	NaN	
1886.46	8.795	NaN	
1886.54	8.7556	NaN	
1886.63	8.7541	NaN	
1886.71	8.7848	NaN	
1886.79	8.8093	NaN	
1886.88	8.9716	NaN	
1886.96	9.0581	NaN	
1887.04	9.0796	NaN	
1887.13	9.0643	NaN	
1887.21	9.0685	NaN	
1887.29	8.9331	NaN	
1887.38	8.7685	NaN	
1887.46	8.7825	NaN	
1887.54	8.7899	NaN	
1887.63	8.7815	NaN	
1887.71	8.79	NaN	
1887.79	8.8603	NaN	
1887.88	8.9627	NaN	
1887.96	9.005	NaN	
1888.04	9.0288	NaN	
1888.13	9.0054	NaN	
1888.21	8.9811	NaN	
1888.29	8.9487	NaN	
1888.38	8.8527	NaN	
1888.46	8.7369	NaN	
1888.54	8.6617	NaN	
1888.63	8.7368	NaN	
1888.71	8.7494	NaN	
1888.79	8.8362	NaN	
1888.88	8.995	NaN	
1888.96	9.0976	NaN	
1889.04	9.1612	NaN	
1889.13	9.1581	NaN	
1889.21	9.1136	NaN	
1889.29	8.9797	NaN	
1889.38	8.8843	NaN	
1889.46	8.8392	NaN	
1889.54	8.7592	NaN	
1889.63	8.7544	NaN	
1889.71	8.7961	NaN	
1889.79	8.8795	NaN	
1889.88	9.0065	NaN	
1889.96	9.0601	NaN	
1890.04	9.1194	NaN	
1890.13	9.12	NaN	
1890.21	9.0979	NaN	
1890.29	8.9809	NaN	
1890.38	8.863	NaN	
1890.46	8.845	NaN	
1890.54	8.8115	NaN	
1890.63	8.8248	NaN	
