# Urvina Bay Coral Stable Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/study/1850
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/urv87.txt
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/readme_urvina.txt
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/image/urvcomp18o.gif
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 1995-08-01
#--------------------
# Title
#	Study_Name: Urvina Bay - del18O Data 
#--------------------
# Investigators
#       Investigators: Dunbar, R.B.; Wellington, G.M.; Colgan, M.W.; Glynn, P.W.
#--------------------
# Description_and_Notes
#	Description: Urvina Bay, Galapagos Islands, 00 deg 24.52' S, 91 deg. 14.04'W. This data was used to construct Figure 5 in the annual reference, a sub-annual oxygen isotopic time-series spanning the period 1961-1982. The data are sub-annual del O-18 values, given in parts per mil relative to the PDB standard, from a colony of Pavona gigantea.  The coral was drilled at roughly millimeter intervals; the first columns of file URV87.DAT give the distance of the top and bottom of the sample interval from the base of the colony.  The column labeled Year is the inferred calendar period of growth for each interval. 
#--------------------
# Publication 
#       Authors: Dunbar, R.B.; Wellington, G.M.; Colgan, M.W.; Glynn, P.W.
#       Published_Date_or_Year: 1994-04     
#       Published_Title: Eastern Pacific Sea Surface Temperature since  1600 A.D.: The d18O Record of Climate Variability in Galapagos Corals
#       Journal_Name: Paleoceanography
#       Volume: 9
#       Edition: 
#       Issue: 2
#       Pages: 291-315
#       DOI: 10.1029/93PA03501
#       Online_Resource: http://onlinelibrary.wiley.com/doi/10.1029/93PA03501/abstract
#       Full_Citation: Dunbar, R.B. Wellington, G.M., Colgan, M.W.,  and Glynn, P.W., 1994, Eastern Pacific Sea Surface Temperature since  1600 A.D.: The d18O Record of Climate Variability in Galapagos Corals, Paleoceanography, v.9, 291-315.
#       Abstract: We measured stable oxygen isotope ratios and skeletal growth rates in the massive corals Pavona clavus and P. gigantea from the west coast of Isabela Island, Galápagos, to assess interannual to decadal climate variability in the eastern Pacific. Comparisons of instrumental data sets show that sea surface temperatures (SST) in the Galápagos region are representative of a broad portion of the eastern equatorial Pacific. The site is especially well-suited for long-term studies of the El Niño/Southern Oscillation (ENSO) phenomenon, as it lies within the eastern Pacific “center of action” for thermal anomalies associated with ENSO. The P. gigantea isotope record is nearly monthly in resolution, spans the period 1961–1982, and shows strong correlation with a Galápagos instrumental SST record (r = −0.90 for annual averages). Cross-spectral analysis shows that SST can explain greater than 80% of the variance in δ18O at both the annual cycle and within the high-frequency portion of the ENSO band (3-5 years). The P. clavus record is annual in resolution, extends from 1587 to 1953 A.D., and was obtained from a 10-m diameter colony preserved within the Urvina Bay uplift. Because seawater δ18O variations in the region are very small, we interpret the Urvina Bay coral δ18O record in terms of annual average SST. The isotopic record appears to be a very good, but not perfect, indicator of ENSO events and shows good correspondence with the historical ENSO reconstruction of Quinn et al. (1987). A number of low δ18O excursions that we observe during the 17th and 18th centuries very likely represent ENSO events that are missing from the historical tabulations. Most interannual δ18O variations between 1607 and 1953 A.D. represent annual average temperature excursions of 1° to 2.5°C. During the Little Ice Age, the annual δ18O series correlates well with many North American tree ring records and shows low temperatures during the early 1600s and early 1800s, and relatively warmer conditions during the 1700s. Unlike most northern hemisphere tree ring and instrumental records, we see no evidence at this site for warming between 1880 and 1940 but rather observe a slight cooling (28% of the total variance. The main ENSO mode is centered at 4.6 years and accounts for 12% of the total variance. Additional significant oscillations occur at periods of 3.3, 6, 8, 11, 17, 22, and 34 years. Both annual growth rate and δ18O show variance at periods equivalent to the solar and solar magnetic periods (e.g., 11 and 22 years, respectively). In addition, the amplitude of the 11-year δ18O cycle generally varies with the amplitude of the solar cycle, supporting previous suggestions that the solar cycle may modulate interannual to decadal climate variability in the tropics. The dominant oscillatory modes, both within the ENSO and interdecadal frequency bands, shift to shorter periods from the early to middle 1700s and again from the middle to late 1800s. This may reflect major reorganizations within the tropical ocean-atmosphere system and suggests that tropical Pacific climate variability is linked across timescales ranging from years to decades.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Urvina Bay, Galapagos Islands
#       Location: Ocean>Pacific Ocean>Eastern Pacific Ocean>Galapagos Islands
#	Country: Ecuador 
#	Northernmost_Latitude: -0.4084
# 	Southernmost_Latitude: -0.4084
# 	Easternmost_Longitude: -91.234
# 	Westernmost_Longitude: -91.234
# 	Elevation: -3 m
#------------------
# Data_Collection   
#	Collection_Name: 94gala01b
#	Earliest_Year: 1961
#	Most_Recent_Year: 1982
#	Time_Unit: AD
#	Core_Length:
#	Notes: 
#------------------
# Species
#	Species_Name: Pavona gigantea
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## depth1	depth at sample start, , ,mm, , , , ,N
## depth2	depth at sample end, , ,mm, , , , ,N
## age	age, , ,years AD, , , , ,N
## d18O	delta 18O, Pavona gigantea, , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
depth1	depth2	age	d18O
0.0	1.0	1961.54	-4.37
1.0	2.0	1961.67	-3.94
2.0	3.0	1961.80	-4.18
3.0	4.0	1961.92	-4.17
4.0	5.0	1962.05	-4.38
5.0	6.5	1962.17	-4.50
6.5	8.0	1962.30	-4.63
8.0	9.0	1962.42	-4.65
9.0	10.0	1962.55	-4.53
10.0	11.0	1962.67	-4.19
11.0	12.5	1962.80	-4.32
12.5	14.0	1962.92	-4.31
14.0	15.0	1963.05	-4.36
15.0	16.0	1963.17	-4.43
16.0	17.0	1963.30	-4.43
17.0	18.5	1963.42	-4.45
18.5	20.0	1963.55	-4.28
20.0	21.0	1963.67	-4.27
21.0	22.5	1963.78	-4.38
22.5	24.0	1963.89	-4.41
24.0	25.0	1964.00	-4.55
25.0	26.0	1964.11	-4.61
26.0	27.0	1964.23	-4.62
27.0	28.0	1964.34	-4.30
28.0	29.0	1964.45	-4.24
29.0	30.0	1964.56	-4.22
30.0	31.0	1964.67	-4.24
31.0	32.0	1964.75	-4.34
32.0	33.0	1964.84	-4.21
33.0	34.0	1964.92	-4.19
34.0	35.0	1965.00	-4.32
35.0	36.0	1965.09	-4.55
36.0	37.0	1965.17	-4.68
37.0	38.0	1965.25	-4.52
38.0	39.0	1965.34	-4.39
39.0	40.0	1965.42	-4.33
40.0	41.0	1965.50	-4.36
41.0	42.0	1965.59	-4.36
42.0	43.0	1965.67	-4.30
43.0	44.0	1965.75	-4.44
44.0	45.5	1965.84	-4.36
45.5	47.0	1965.92	-4.56
47.0	47.5	1966.00	-4.46
47.5	48.5	1966.08	-4.60
48.5	50.0	1966.17	-4.69
50.0	51.0	1966.25	-4.24
51.0	52.0	1966.33	-4.25
52.0	53.0	1966.41	-4.07
53.0	54.0	1966.50	-4.24
54.0	55.0	1966.58	-4.04
55.0	56.0	1966.65	-4.13
56.0	57.5	1966.71	-4.28
57.5	59.0	1966.78	-4.33
59.0	60.0	1966.84	-4.17
60.0	61.0	1966.91	-4.34
61.0	62.0	1966.97	-4.71
62.0	63.0	1967.04	-4.47
63.0	64.0	1967.10	-4.26
64.0	65.0	1967.17	-4.25
65.0	66.0	1967.23	-4.18
66.0	67.0	1967.30	-4.33
67.0	68.0	1967.36	-4.23
68.0	69.0	1967.43	-4.11
69.0	70.0	1967.49	-4.01
70.0	71.0	1967.56	-4.28
71.0	72.0	1967.62	-4.38
72.0	73.0	1967.69	-4.31
73.0	74.0	1967.75	-4.04
74.0	75.0	1967.81	-4.31
75.0	76.0	1967.87	-4.41
76.0	77.5	1967.93	-4.39
77.5	79.0	1967.98	-4.37
79.0	80.0	1968.04	-4.27
80.0	81.0	1968.10	-4.03
81.0	82.0	1968.16	-4.10
82.0	83.0	1968.22	-4.24
83.0	84.0	1968.28	-4.52
84.0	85.0	1968.33	-4.42
85.0	86.0	1968.39	-4.27
86.0	87.0	1968.45	-4.26
87.0	88.0	1968.54	-4.39
88.0	90.0	1968.62	-4.28
90.0	91.5	1968.71	-4.44
91.5	93.0	1968.80	-4.23
93.0	94.0	1968.89	-4.41
94.0	95.0	1968.97	-4.80
95.0	96.0	1969.06	-4.96
96.0	97.5	1969.15	-4.91
97.5	99.0	1969.23	-4.97
99.0	100.0	1969.32	-4.63
100.0	101.0	1969.41	-4.34
101.0	102.0	1969.50	-4.22
102.0	103.0	1969.58	-4.39
103.0	104.0	1969.67	-4.32
104.0	105.0	1969.74	-4.33
105.0	106.0	1969.80	-4.61
106.0	107.0	1969.87	-4.54
107.0	108.0	1969.93	-4.49
108.0	109.0	1970.00	-4.38
109.0	110.0	1970.06	-4.49
110.0	111.0	1970.13	-4.60
111.0	112.0	1970.19	-4.67
112.0	113.0	1970.26	-4.55
113.0	114.0	1970.32	-4.41
114.0	115.0	1970.39	-4.42
115.0	116.0	1970.45	-4.13
116.0	117.0	1970.52	-4.06
117.0	118.0	1970.58	-4.00
118.0	119.0	1970.65	-4.17
119.0	120.0	1970.72	-4.48
120.0	121.0	1970.80	-4.34
121.0	122.0	1970.87	-4.51
122.0	123.0	1970.94	-4.51
123.0	124.0	1971.01	-4.49
124.0	125.0	1971.09	-4.60
125.0	126.0	1971.16	-4.80
126.0	127.0	1971.23	-4.76
127.0	128.0	1971.30	-4.40
128.0	129.0	1971.38	-4.35
129.0	130.0	1971.45	-4.35
130.0	131.0	1971.52	-4.05
131.0	132.0	1971.59	-4.26
132.0	133.0	1971.67	-4.30
133.0	134.0	1971.77	-4.32
134.0	135.0	1971.86	-4.34
135.0	136.0	1971.96	-4.53
136.0	137.0	1972.06	-4.41
137.0	138.0	1972.16	-4.21
138.0	139.0	1972.26	-4.71
139.0	140.0	1972.36	-4.54
140.0	141.5	1972.45	-4.57
141.5	143.0	1972.55	-4.79
143.0	144.0	1972.65	-4.76
144.0	145.0	1972.75	-4.44
145.0	146.0	1972.81	-4.62
146.0	147.0	1972.88	-4.71
147.0	148.0	1972.94	-4.66
148.0	149.0	1973.01	-4.78
149.0	150.0	1973.07	-4.58
150.0	151.0	1973.14	-4.71
151.0	152.0	1973.20	-4.69
152.0	153.5	1973.27	-4.64
153.5	155.0	1973.33	-4.85
155.0	156.5	1975.16	-4.61
156.5	158.0	1975.22	-4.50
158.0	159.0	1975.28	-4.51
159.0	160.0	1975.34	-4.24
160.0	161.0	1975.40	-3.99
161.0	162.0	1975.46	-4.00
162.0	163.0	1975.51	-3.90
163.0	164.0	1975.57	-4.11
164.0	165.0	1975.63	-4.11
165.0	166.0	1975.69	-4.04
166.0	167.0	1975.75	-4.04
167.0	168.0	1975.84	-4.01
168.0	169.0	1975.93	-4.55
169.0	170.0	1976.02	-4.55
170.0	171.0	1976.11	-4.67
171.0	172.0	1976.20	-4.50
172.0	173.0	1976.30	-4.63
173.0	174.0	1976.39	-4.41
