# Tarawa Atoll and Jarvis Island Sr/Ca, Mn/Ca, westerly wind index, and d18O Data from 1890-1982
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/central_pacific/thompson2015/thompson2015-tarawa.txt
#
# Archive: Corals and Sclerosponges
#
# Parameter_Keywords: trace metals, oxygen isotopes
#---------------------------------------
# Contribution_Date
#    Date: 2016-06-09
#---------------------------------------
# Title
#    Study_Name: Tarawa Atoll and Jarvis Island Sr/Ca, Mn/Ca, westerly wind index, and d18O Data from 1890-1982
#---------------------------------------
# Investigators
#      Investigators: Thompson, D.M.; Cole, J.E.
#---------------------------------------
# Description and Notes
#        Description: Tarawa westerly wind reconstruction (1894-1982) from seasonally resolved measurements of Mn/Ca ratios. Mn/Ca measurement precision- 1s : ±1.6-2 nmol Mn/ mol Ca, d18O measurement precision- ±0.08 per mil. Jarvis Sr/Ca (mmol/mol) 10-year smoothed & detrended for comparison with Tarawa westerly wind reconstruction. Sr/Ca measurement precision- 1s : ±0.044 mmol/mol for in-house coral std.
#         Provided Keywords: Trade winds, ENSO, Hiatus
#---------------------------------------
# Publication
# Authors: Thompson, D.M., Cole, J.E., Shen, G.T., Tudhope, A.W., and Meehl, G.A. 
# Published_Date_or_Year: 2015
# Published_Title: Early twentieth-century warming linked to tropical Pacific wind strength
# Journal_Name: Nature Geoscience
# Volume: 8
# Edition: 
# Issue: 
# Pages: 117-121
# Report Number: 
# DOI: 10.1038/ngeo2321
# Online_Resource: 
# Full_Citation: 
# Abstract: Of the rise in global atmospheric temperature over the past century, nearly 30% occurred between 1910 and 1940 when anthropogenic forcings were relatively weak. This early warming has been attributed to internal factors, such as natural climate variability in the Atlantic region, and external factors, such as solar variability and greenhouse gas emissions. However, the warming is too large to be explained by external factors alone and it precedes Atlantic warming by over a decade. For the late twentieth century, observations and climate model simulations suggest that Pacific trade winds can modulate global temperatures, but instrumental data are scarce in the early twentieth century. Here we present a westerly wind reconstruction (1894-1982) from seasonally resolved measurements of Mn/Ca ratios in a western Pacific coral that tracks interannual to multidecadal Pacific climate variability. We then reconstruct central Pacific temperatures using Sr/Ca ratios in a coral from Jarvis Island, and find that weak trade winds and warm temperatures coincide with rapid global warming from 1910 to 1940. In contrast, winds are stronger and temperatures cooler between 1940 and 1970, when global temperature rise slowed down. We suggest that variations in Pacific wind strength at decadal timescales significantly influence the rate of surface air temperature change.
#---------------------------------------
# Publication
# Authors: Cole, J.E., Fairbanks, R.G., and Shen, G.T.
# Published_Date_or_Year: 1993
# Published_Title: Recent variability in the Southern Oscillation: Isotopic results from a Tarawa Atoll coral
# Journal_Name: Science
# Volume: 260
# Edition: 
# Issue: 5115
# Pages: 1790-1793
# Report Number: 
# DOI: 
# Online_Resource: 
# Full_Citation: 
# Abstract: In the western tropical Pacific, the interannual migration of the Indonesian Low convective system causes changes in rainfall that dominate the regional signature of the El Niño-Southern Oscillation (ENSO) system. A 96-year oxygen isotope record from a Tarawa Atoll coral (1 degrees N, 172 degrees E) reflects regional convective activity through rainfall-induced salinity changes. This monthly resolution record spans twice the length of the local climatological record and provides a history of ENSO variability comparable in quality with those derived from instrumental climate data. Comparison of this coral record with a historical chronology of EI Niño events indicates that climate anomalies in coastal South America are occasionally decoupled from Pacific-wide ENSO extremes. Spectral analysis suggests that the distribution of variance in this record has shifted among annual to interannual periods during the present century, concurrent with observed changes in the strength of the Southern Oscillation.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NOAA
#    Grant: NA16RC008, NA08OAR4310682
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NSF
#    Grant: OCE-9158496, EaSM2-1243125
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NERC
#    Grant: NER/GR3/12021 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: DOE
#    Grant: DE-FC02-97ER62402 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Philanthropic Education Organization
#    Grant: 
#---------------------------------------
# Site Information
# Site_Name: Tarawa Atoll
# Location: Tropical Pacific Ocean
# Country: Kiribati
# Northernmost_Latitude: 1.33
# Southernmost_Latitude: 1.33
# Easternmost_Longitude: 172.97
# Westernmost_Longitude: 172.97
# Elevation: -6.7
#---------------------------------------
# Data_Collection
#   Collection_Name: Tarawa Thompson15
#   First_Year: 1894
#   Last_Year: 1982
#   Time_Unit: AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Species
#   Species_Name: Porites sp.
#   Common_Name: 
#   Tree_Species_Code: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,years AD,,,,,N
## Mn/Ca-porite	Mn to Ca ratio of the coral skeleton,Porites sp. skeleton,,nmol/mol,,Coral and Sclerosponge,,analytical technique: graphite furnace atomic absorption spectrophotometer ,N
## West_wind_anom_ind	Westerly Wind Anomaly Index,Porites sp.,,N/A (count),,Coral and Sclerosponge,10-year sum of quarterly Mn/Ca with a Z-score  = 1; 85th percentile,,N
## d18Oporite_det-anom	delta 18O,Porites sp.,,per mil PDB,,Coral and Sclerosponge,Detrended anomalies,analytical technique: isotope ratio mass spectrometry,N
#------------------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: NaN
age_AD	Mn/Ca-porite	West_wind_anom_ind	d18Oporite_det-anom	
1941.75	33.37	4	-1.374	
1942	38.642	5	-0.488	
1942.25	33.725	6	0.535	
1942.5	30.595	6	0.706	
1942.75	31.186	6	0.736	
1943	33.464	6	0.938	
1943.25	33.181	6	1.405	
1943.5	39.148	5	1.115	
1943.75	30.325	5	0.934	
1944	30.926	5	0.895	
1944.25	33.065	5	1.263	
1944.5	25.313	5	1.187	
1944.75	31.065	4	0.581	
1945	23.314	4	0.623	
1945.25	31.841	4	2.303	
1945.5	30.264	4	1.426	
1945.75	27.192	4	0.546	
1946	34.557	4	0.763	
1946.25	38.224	4	1.581	
1946.5	32.372	3	0.716	
1946.75	31.187	2	-1.484	
1947	61	2	-0.723	
1947.25	56.508	2	0.315	
1947.5	36.498	2	1.012	
1947.75	21.114	2	0.072	
1948	21.024	2	-1	
1948.25	30.649	2	0.417	
1948.5	29.138	2	0.131	
1948.75	29.907	2	-0.145	
1949	29.228	2	-0.078	
1949.25	28.591	2	0.905	
1949.5	31.684	2	0.768	
1949.75	31.919	2	0.319	
1950	23.474	2	1.051	
1950.25	27.245	2	1.276	
1950.5	26.466	2	1.499	
1950.75	24.78	2	0.678	
1951	27.481	2	0.755	
1951.25	31.463	2	0.83	
1951.5	32.928	2	-0.154	
1951.75	35.328	2	-0.701	
1952	39.788	2	-0.872	
1952.25	33.498	1	0.709	
1952.5	23.722	0	1.158	
1952.75	30.01	0	-0.106	
1953	37.31	1	-0.918	
1953.25	36.223	2	0.308	
1953.5	20.575	2	0.177	
1953.75	28.404	2	-0.109	
1954	27.796	2	0.85	
1954.25	20.989	2	1.067	
1954.5	22.612	2	1.501	
1954.75	27.174	2	1.448	
1955	30.05	2	1.472	
1955.25	25.96	2	2.281	
1955.5	25.72	2	2.05	
1955.75	22.095	3	1.312	
1956	21.133	3	2.611	
1956.25	24.46	3	2.312	
1956.5	29.859	3	1.729	
1956.75	29.163	3	1.692	
1957	28.286	3	1.152	
1957.25	27.456	3	1.211	
1957.5	22.647	3	0.679	
1957.75	22.27	3	-1.465	
1958	49.543	3	-1.429	
1958.25	59.995	3	-1	
1958.5	29.783	3	-0.561	
1958.75	33.8	3	-0.714	
1959	38.675	3	-0.845	
1959.25	26.815	3	-0.57	
1959.5	29.433	3	-0.884	
1959.75	27.3	3	-0.862	
1960	30.425	3	-0.163	
1960.25	43.78	3	0.626	
1960.5	30.124	3	0.489	
1960.75	55.03	4	-0.142	
1961	30.44	5	-0.646	
1961.25	20.701	5	-0.011	
1961.5	24.587	5	0.011	
1961.75	23.99	5	-0.408	
1962	28.03	5	0.496	
1962.25	26.764	5	0.315	
1962.5	19.604	5	0.423	
1962.75	22.39	5	-0.132	
1963	14.14	6	-0.03	
1963.25	34.3	5	0.406	
1963.5	30.56	5	0.032	
1963.75	33.38	5	-1.361	
1964	41.43	5	-1.097	
1964.25	24.08	5	0.086	
1964.5	17.14	5	0.88	
1964.75	21.74	5	1.363	
1965	27.17	5	0.799	
1965.25	27.742	5	0.079	
1965.5	28.991	5	-0.144	
1965.75	49.477	5	-0.963	
1966	55.114	4	-1.416	
1966.25	37.667	4	-0.145	
1966.5	27.852	4	0.004	
1966.75	30.987	4	-0.501	
1967	30.544	4	-0.073	
1967.25	30.1	4	0.594	
1967.5	25.689	4	0.369	
1967.75	39.9	4	0.059	
1968	45.67	5	-0.02	
1968.25	43.781	6	0.583	
1968.5	47.538	7	0.512	
1968.75	33.445	7	-0.521	
1969	39.926	7	-0.99	
1969.25	32.852	7	-0.749	
1969.5	38.704	7	-0.104	
1969.75	40.049	7	-0.515	
1970	31.97	7	-0.263	
1970.25	32.32	7	0.218	
1970.5	35.053	7	0.377	
1970.75	37.993	7	0.444	
1971	28.296	6	0.842	
1971.25	38.5	5	0.936	
1971.5	31.803	6	0.892	
1971.75	33.786	7	0.292	
1972	33.212	7	0.361	
1972.25	31.933	7	0.013	
1972.5	25.188	7	-0.531	
1972.75	30.039	7	-1.452	
1973	44.954	7	-1.854	
1973.25	57.759	6	-1.371	
1973.5	49.625	6	-0.183	
1973.75	37.916	5	0.763	
1974	29.006	5	1.014	
1974.25	27.382	5	1.292	
1974.5	31.752	5	1.201	
1974.75	37.67	5	0.232	
1975	35.913	5	0.315	
1975.25	38.083	5	0.273	
1975.5	28.934	5	0.433	
1975.75	33.775	5	0.987	
1976	38.225	5	0.719	
1976.25	34.003	6	-0.832	
1976.5	53.246	6	-1.431	
1976.75	49.533	6	-0.844	
1977	40.145	6	-0.248	
1977.25	33.968	6	1.17	
1977.5	27.791	7	0.874	
1977.75	21.614	7	-0.266	
1978	19.829	NaN	-1.068	
1978.25	25.129	NaN	0.255	
1978.5	23.752	NaN	0.428	
1978.75	19.262	NaN	-0.116	
1979	24.196	NaN	-0.337	
1979.25	26.931	NaN	0.071	
1979.5	30.847	NaN	-0.199	
1979.75	21.695	NaN	-0.623	
1980	19.174	NaN	-1.25	
1980.25	27.559	NaN	-0.721	
1980.5	30.703	NaN	-1.189	
1980.75	23.395	NaN	-1.498	
1981	28.594	NaN	-2.139	
1981.25	45.596	NaN	-1.051	
1981.5	36.663	NaN	0.33	
1981.75	33.691	NaN	-0.219	
1982	37.727	NaN	-0.073	
1982.25	43.836	NaN	0.02	
1982.5	45.185	NaN	-1.186	
1982.75	43.049	NaN	-1.843	
