# Tarawa Atoll and Jarvis Island Sr/Ca, Mn/Ca, westerly wind index, and d18O Data from 1890-1982
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/central_pacific/thompson2015/thompson2015-tarawa.txt
#
# Archive: Corals and Sclerosponges
#
# Parameter_Keywords: trace metals, oxygen isotopes
#---------------------------------------
# Contribution_Date
#    Date: 2016-06-09
#---------------------------------------
# Title
#    Study_Name: Tarawa Atoll and Jarvis Island Sr/Ca, Mn/Ca, westerly wind index, and d18O Data from 1890-1982
#---------------------------------------
# Investigators
#      Investigators: Thompson, D.M.; Cole, J.E.
#---------------------------------------
# Description and Notes
#        Description: Tarawa westerly wind reconstruction (1894-1982) from seasonally resolved measurements of Mn/Ca ratios. Mn/Ca measurement precision- 1s : ±1.6-2 nmol Mn/ mol Ca, d18O measurement precision- ±0.08 per mil. Jarvis Sr/Ca (mmol/mol) 10-year smoothed & detrended for comparison with Tarawa westerly wind reconstruction. Sr/Ca measurement precision- 1s : ±0.044 mmol/mol for in-house coral std.
#         Provided Keywords: Trade winds, ENSO, Hiatus
#---------------------------------------
# Publication
# Authors: Thompson, D.M., Cole, J.E., Shen, G.T., Tudhope, A.W., and Meehl, G.A. 
# Published_Date_or_Year: 2015
# Published_Title: Early twentieth-century warming linked to tropical Pacific wind strength
# Journal_Name: Nature Geoscience
# Volume: 8
# Edition: 
# Issue: 
# Pages: 117-121
# Report Number: 
# DOI: 10.1038/ngeo2321
# Online_Resource: 
# Full_Citation: 
# Abstract: Of the rise in global atmospheric temperature over the past century, nearly 30% occurred between 1910 and 1940 when anthropogenic forcings were relatively weak. This early warming has been attributed to internal factors, such as natural climate variability in the Atlantic region, and external factors, such as solar variability and greenhouse gas emissions. However, the warming is too large to be explained by external factors alone and it precedes Atlantic warming by over a decade. For the late twentieth century, observations and climate model simulations suggest that Pacific trade winds can modulate global temperatures, but instrumental data are scarce in the early twentieth century. Here we present a westerly wind reconstruction (1894-1982) from seasonally resolved measurements of Mn/Ca ratios in a western Pacific coral that tracks interannual to multidecadal Pacific climate variability. We then reconstruct central Pacific temperatures using Sr/Ca ratios in a coral from Jarvis Island, and find that weak trade winds and warm temperatures coincide with rapid global warming from 1910 to 1940. In contrast, winds are stronger and temperatures cooler between 1940 and 1970, when global temperature rise slowed down. We suggest that variations in Pacific wind strength at decadal timescales significantly influence the rate of surface air temperature change.
#---------------------------------------
# Publication
# Authors: Cole, J.E., Fairbanks, R.G., and Shen, G.T.
# Published_Date_or_Year: 1993
# Published_Title: Recent variability in the Southern Oscillation: Isotopic results from a Tarawa Atoll coral
# Journal_Name: Science
# Volume: 260
# Edition: 
# Issue: 5115
# Pages: 1790-1793
# Report Number: 
# DOI: 
# Online_Resource: 
# Full_Citation: 
# Abstract: In the western tropical Pacific, the interannual migration of the Indonesian Low convective system causes changes in rainfall that dominate the regional signature of the El Niño-Southern Oscillation (ENSO) system. A 96-year oxygen isotope record from a Tarawa Atoll coral (1 degrees N, 172 degrees E) reflects regional convective activity through rainfall-induced salinity changes. This monthly resolution record spans twice the length of the local climatological record and provides a history of ENSO variability comparable in quality with those derived from instrumental climate data. Comparison of this coral record with a historical chronology of EI Niño events indicates that climate anomalies in coastal South America are occasionally decoupled from Pacific-wide ENSO extremes. Spectral analysis suggests that the distribution of variance in this record has shifted among annual to interannual periods during the present century, concurrent with observed changes in the strength of the Southern Oscillation.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NOAA
#    Grant: NA16RC008, NA08OAR4310682
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NSF
#    Grant: OCE-9158496, EaSM2-1243125
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: NERC
#    Grant: NER/GR3/12021 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: DOE
#    Grant: DE-FC02-97ER62402 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Philanthropic Education Organization
#    Grant: 
#---------------------------------------
# Site Information
# Site_Name: Tarawa Atoll
# Location: Tropical Pacific Ocean
# Country: Kiribati
# Northernmost_Latitude: 1.33
# Southernmost_Latitude: 1.33
# Easternmost_Longitude: 172.97
# Westernmost_Longitude: 172.97
# Elevation: -6.7
#---------------------------------------
# Data_Collection
#   Collection_Name: Tarawa Thompson15
#   First_Year: 1894
#   Last_Year: 1982
#   Time_Unit: AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Species
#   Species_Name: Porites sp.
#   Common_Name: 
#   Tree_Species_Code: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,years AD,,,,,N
## Mn/Ca-porite	Mn to Ca ratio of the coral skeleton,Porites sp. skeleton,,nmol/mol,,Coral and Sclerosponge,,analytical technique: graphite furnace atomic absorption spectrophotometer ,N
## West_wind_anom_ind	Westerly Wind Anomaly Index,Porites sp.,,N/A (count),,Coral and Sclerosponge,10-year sum of quarterly Mn/Ca with a Z-score  = 1; 85th percentile,,N
## d18Oporite_det-anom	delta 18O,Porites sp.,,per mil PDB,,Coral and Sclerosponge,Detrended anomalies,analytical technique: isotope ratio mass spectrometry,N
#------------------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: NaN
age_AD	Mn/Ca-porite	West_wind_anom_ind	d18Oporite_det-anom	
1893.75	24.301	NaN	0.713	
1894	24.68	NaN	0.891	
1894.25	22.299	NaN	1.079	
1894.5	25.367	NaN	0.802	
1894.75	25.695	NaN	0.356	
1895	25.858	NaN	0.359	
1895.25	49.562	NaN	1.197	
1895.5	58.641	NaN	0.213	
1895.75	27.239	NaN	-0.504	
1896	32.139	NaN	-0.079	
1896.25	42.847	NaN	0.106	
1896.5	49.071	NaN	-2.067	
1896.75	33.438	NaN	-2.157	
1897	26.761	NaN	-1.022	
1897.25	25.14	NaN	0.287	
1897.5	29.978	NaN	0.618	
1897.75	24.295	NaN	0.396	
1898	23.015	NaN	0.854	
1898.25	22.784	NaN	1.561	
1898.5	26.978	NaN	1.098	
1898.75	25.506	7	0.701	
1899	24.059	7	0.954	
1899.25	26.229	7	1.52	
1899.5	42.138	7	0.917	
1899.75	58.477	7	-1.837	
1900	58.001	7	-1.94	
1900.25	30.821	7	-0.662	
1900.5	25.637	7	0.299	
1900.75	31.657	6	-0.723	
1901	28.279	6	-0.023	
1901.25	29.084	6	0.73	
1901.5	34.18	6	0.394	
1901.75	32.96	5	-0.047	
1902	32.784	5	0.719	
1902.25	35.457	5	0.074	
1902.5	72.792	5	-1.178	
1902.75	59.245	5	-1.377	
1903	43.519	5	-0.904	
1903.25	35.491	5	0.29	
1903.5	37.609	5	0.166	
1903.75	35.172	5	-0.147	
1904	29.965	5	0.535	
1904.25	38.024	5	0.893	
1904.5	34.936	5	0.54	
1904.75	40.632	5	-1.048	
1905	33.698	4	-1.33	
1905.25	36.169	3	-1.129	
1905.5	46.414	3	-1.157	
1905.75	38.338	3	-1.852	
1906	26.432	3	-0.723	
1906.25	25.732	3	0.097	
1906.5	29.329	3	-0.216	
1906.75	29.312	4	-0.482	
1907	28.481	4	0.282	
1907.25	28.993	4	-0.003	
1907.5	34.464	4	-0.38	
1907.75	29.866	3	-0.081	
1908	25.629	2	1.427	
1908.25	25.689	2	0.908	
1908.5	29.623	2	0.486	
1908.75	27.485	3	0.301	
1909	27.422	3	0.701	
1909.25	24.907	3	1.366	
1909.5	24.777	4	0.902	
1909.75	29.143	5	1.19	
1910	26.814	6	0.92	
1910.25	24.815	7	0.555	
1910.5	27.106	7	0.807	
1910.75	28.275	6	-0.629	
1911	29.61	6	-0.191	
1911.25	31.043	6	0.402	
1911.5	40.244	6	-0.262	
1911.75	52.083	6	-1.314	
1912	42.336	7	-1.725	
1912.25	27.935	8	-1.27	
1912.5	25.239	9	0.848	
1912.75	31.961	9	-0.485	
1913	34.971	9	-0.332	
1913.25	31.891	10	0.989	
1913.5	36.135	11	0.042	
1913.75	47.096	12	-2.128	
1914	41.904	12	-2.528	
1914.25	35.145	12	-2.26	
1914.5	45.99	12	-2.018	
1914.75	62.212	13	-2.019	
1915	60.314	13	-1.475	
1915.25	48.29	13	-1.641	
1915.5	38.581	13	-0.522	
1915.75	34.001	13	0.328	
1916	34.105	13	-0.023	
1916.25	32.3	13	0.378	
1916.5	34.451	13	0.222	
1916.75	35.684	13	0.515	
1917	80.179	12	0.649	
1917.25	55.328	12	0.656	
1917.5	47.039	12	0.826	
1917.75	31.189	12	0.939	
1918	40.571	12	0.632	
1918.25	45.418	12	0.704	
1918.5	57.343	12	-0.366	
1918.75	65.727	12	-1.17	
1919	42.146	11	-0.885	
1919.25	32.768	12	0.089	
1919.5	40.418	12	0.635	
1919.75	59.806	11	-1.193	
1920	43.342	10	-1.472	
1920.25	31.874	9	-0.255	
1920.5	34.823	8	0.676	
1920.75	33.513	8	0.571	
1921	36.586	8	0.565	
1921.25	42.325	8	1.202	
1921.5	35.359	9	0.847	
1921.75	39.361	9	-0.085	
1922	41.256	9	0.163	
1922.25	39.758	9	0.817	
1922.5	29.316	8	0.854	
1922.75	36.196	7	0.204	
1923	41.545	7	0.261	
1923.25	37.725	7	0.879	
1923.5	39.107	6	0.614	
1923.75	38.384	5	-0.329	
1924	43.281	4	-1.25	
1924.25	50.307	4	0.836	
1924.5	38.244	4	0.739	
1924.75	36.159	4	0.434	
1925	35.166	3	0.716	
1925.25	33.314	3	1.07	
1925.5	31.678	3	0.736	
1925.75	29.613	3	-0.055	
1926	29.614	4	-1.42	
1926.25	42.889	5	-0.837	
1926.5	50.569	5	-0.138	
1926.75	31.456	5	-0.11	
1927	32.391	5	0.604	
1927.25	48.238	6	0.816	
1927.5	30.375	7	0.418	
1927.75	38.578	7	0.161	
1928	33.429	7	0.26	
1928.25	33.65	7	1.064	
1928.5	27.157	7	1.203	
1928.75	28.184	7	0.577	
1929	37.749	7	0.076	
1929.25	36.465	7	0.571	
1929.5	30.75	6	0.847	
1929.75	22.795	6	0.014	
1930	34.887	6	-0.531	
1930.25	41.493	6	0.277	
1930.5	31.105	6	-0.115	
1930.75	30.89	7	-1.4	
1931	48.255	7	-0.918	
1931.25	64.469	7	0.808	
1931.5	41.083	7	0.981	
1931.75	37.318	6	-0.062	
1932	28.269	6	0.578	
1932.25	64.111	6	0.381	
1932.5	47.984	5	0.442	
1932.75	39.363	5	0.045	
1933	32.646	5	0.23	
1933.25	41.458	6	0.938	
1933.5	40.767	6	0.928	
1933.75	18.753	6	0.675	
1934	20.4	6	0.882	
1934.25	39.183	6	1.4	
1934.5	36.957	7	0.879	
1934.75	33.62	7	-0.208	
1935	34.529	7	-0.533	
1935.25	39.309	7	-0.062	
1935.5	42.278	7	0.122	
1935.75	46.915	7	0.313	
1936	30.043	7	-0.668	
1936.25	20.117	7	-0.029	
1936.5	26.009	7	0.98	
1936.75	14.241	7	0.053	
1937	8.3062	7	-0.205	
1937.25	9.909	7	0.552	
1937.5	22.926	6	0.833	
1937.75	22.171	5	-0.003	
1938	29.102	5	-0.154	
1938.25	47.643	5	0.664	
1938.5	25.405	5	0.831	
1938.75	36.946	5	0.102	
1939	41.03	5	-0.541	
1939.25	39.417	5	-0.729	
1939.5	45.334	5	-1.652	
1939.75	26.184	5	-1.828	
1940	27.963	5	-1.103	
1940.25	33.295	5	-0.317	
1940.5	33.884	5	-1.023	
1940.75	26.366	5	-2.165	
1941	34.2	4	-1.23	
1941.25	53.517	4	-1.057	
1941.5	56.793	4	-1.527	
